features;importance
FTG_730D_A;0,23107128073966104
FTG_365D_A;0,11124689284958594
Points_730D_A;0,11000431871776763
FTG_rival_365D_A;0,08345986705260935
FTG_730D_H;0,05611658669535023
Points_730D_H;0,05020021019670138
Points_15D_H;0,04333385293823112
FTG_rival_365D_H;0,03387749379661473
Side_1825D_H;0,03277567333939751
FTG_rival_730D_H;0,028948057848484726
Points_60D_H;0,0267898884938866
FTG_365D_H;0,024143442994200348
FTG_rival_1825D_A;0,023370773125939943
FTG_rival_30D_H;0,018384420900176945
Points_15D_A;0,01714981850913531
Points_1825D_A;0,01508076537698592
FTG_rival_180D_A;0,012958036413517966
FTG_rival_1825D_H;0,01151493280622134
FTG_rival_60D_H;0,0108887059439053
FTG_rival_60D_A;0,01081625672048432
Points_180D_H;0,010783586347521851
FTG_rival_730D_A;0,009146024280111804
Points_30D_A;0,007620857498920493
FTG_rival_15D_H;0,006727800368489275
Points_60D_A;0,004113989358386056
FTG_180D_H;0,0034197631570909203
FTG_rival_15D_A;0,0021998598035988973
Points_365D_H;0,0017154535870798724
FTG_60D_H;0,0006303901556247173
Side_730D_H;0,000591290808556281
Side_180D_H;0,0003363202053580187
FTG_180D_A;0,00024530947642087636
FTG_30D_A;0,00011960025618617657
Points_30D_H;8,139345401054202e-05
FTG_30D_H;5,0366077258930975e-05
FTG_1825D_A;4,639656323203997e-05
Points_1825D_H;2,260576417272047e-05
FTG_1825D_H;5,181047808713035e-06
FTG_rival_30D_A;4,129137975090245e-06
FTG_rival_180D_H;3,960769264129036e-06
Side_1825D_A;2,543977682386334e-06
Points_365D_A;8,88431127900467e-07
FTG_15D_H;7,963460889100382e-07
Points_180D_A;2,053119463970393e-07
FTG_15D_A;1,0937123622269052e-08
Side_730D_A;1,1842839064923768e-09
FTG_60D_A;2,3582194126630255e-10
Side_15D_H;0,0
Side_15D_A;0,0
Side_30D_H;0,0
Side_30D_A;0,0
Side_60D_H;0,0
Side_60D_A;0,0
Side_180D_A;0,0
Side_365D_H;0,0
Side_365D_A;0,0
