;matchId;draw_pred;home_pred;away_pred;prediction;label;config.;mode;epoch;HomeTeam;AwayTeam;FTR;FTHG;FTAG
0;99,0;0,3394913971424103;0,33463698625564575;0,3258715569972992;0,0;1,0;16,0;1,0;0,0;Arsenal;Man City;1;5,0;0,0
1;102,0;0,33948901295661926;0,3348877727985382;0,32562315464019775;0,0;1,0;16,0;1,0;0,0;Ipswich;Middlesbrough;1;2,0;1,0
2;104,0;0,3393658399581909;0,33485299348831177;0,3257811367511749;0,0;1,0;16,0;1,0;0,0;Man United;Southampton;1;5,0;0,0
3;106,0;0,3395826518535614;0,3348994553089142;0,325517863035202;0,0;1,0;16,0;1,0;0,0;West Ham;Newcastle;1;1,0;0,0
4;108,0;0,33928221464157104;0,3348795175552368;0,32583826780319214;0,0;1,0;16,0;1,0;0,0;Liverpool;Everton;1;3,0;1,0
5;110,0;0,33958277106285095;0,3348471224308014;0,32557007670402527;0,0;2,0;16,0;1,0;0,0;Coventry;Man United;2;1,0;2,0
6;111,0;0,33933573961257935;0,3350076675415039;0,32565659284591675;0,0;1,0;16,0;1,0;0,0;Leeds;Liverpool;1;4,0;3,0
7;113,0;0,3395504057407379;0,33477360010147095;0,32567599415779114;0,0;2,0;16,0;1,0;0,0;Middlesbrough;Arsenal;2;0,0;1,0
8;114,0;0,33921685814857483;0,33492791652679443;0,32585516571998596;0,0;1,0;16,0;1,0;0,0;Newcastle;Ipswich;1;2,0;1,0
9;117,0;0,33935749530792236;0,3350699245929718;0,32557252049446106;0,0;2,0;16,0;1,0;0,0;Everton;Aston Villa;2;0,0;1,0
10;120,0;0,33923661708831787;0,3352327048778534;0,3255305886268616;0,0;1,0;16,0;1,0;0,0;Aston Villa;Tottenham;1;2,0;0,0
11;128,0;0,33951112627983093;0,3349343240261078;0,3255545496940613;0,0;1,0;16,0;1,0;0,0;Liverpool;Coventry;1;4,0;1,0
12;131,0;0,33943429589271545;0,3348900079727173;0,32567572593688965;0,0;1,0;16,0;1,0;0,0;Everton;Arsenal;1;2,0;0,0
13;132,0;0,3392992615699768;0,33502325415611267;0,3256774842739105;0,0;2,0;16,0;1,0;0,0;Leeds;West Ham;2;0,0;1,0
14;143,0;0,33937379717826843;0,3348735570907593;0,3257526457309723;0,0;2,0;16,0;1,0;0,0;Man City;Ipswich;2;2,0;3,0
15;147,0;0,3392397463321686;0,33523431420326233;0,3255259096622467;0,0;1,0;16,0;1,0;0,0;Leeds;Arsenal;1;1,0;0,0
16;160,0;0,33913880586624146;0,3351825475692749;0,32567861676216125;0,0;0,0;16,0;1,0;0,0;Bradford;Tottenham;0;3,0;3,0
17;161,0;0,3397199511528015;0,3347005844116211;0,3255794942378998;0,0;0,0;16,0;1,0;0,0;Charlton;Man United;0;3,0;3,0
18;163,0;0,33939123153686523;0,33499541878700256;0,3256133794784546;0,0;1,0;16,0;1,0;0,0;Man City;Everton;1;5,0;0,0
19;170,0;0,3393333852291107;0,3350403606891632;0,32562628388404846;0,0;1,0;16,0;1,0;0,0;Derby;Coventry;1;1,0;0,0
20;171,0;0,33957380056381226;0,33478057384490967;0,3256456255912781;0,0;0,0;16,0;1,0;0,0;Everton;West Ham;0;1,0;1,0
21;177,0;0,33981576561927795;0,33460527658462524;0,3255789279937744;0,0;2,0;16,0;1,0;0,0;Man United;Liverpool;2;0,0;1,0
22;180,0;0,3392632007598877;0,33521270751953125;0,32552409172058105;0,0;1,0;16,0;1,0;0,0;Charlton;Everton;1;1,0;0,0
23;182,0;0,3390249013900757;0,33512410521507263;0,3258509635925293;0,0;1,0;16,0;1,0;0,0;Derby;Newcastle;1;2,0;0,0
24;184,0;0,33915838599205017;0,3351536989212036;0,3256879150867462;0,0;1,0;16,0;1,0;0,0;Leicester;West Ham;1;2,0;1,0
