;draw_pred;home_pred;away_pred;;draw_pred;home_pred;away_pred;prediction;prediction;label_x;config.;folder;epoch;label_y
2499883;0.21183259785175323;0.6826797127723694;0.10548767447471619;;0.25697022676467896;0.6380163431167603;0.10501337051391602;1.0;1.0;1.0;41.0;0.0;99.0;Crystal Palace - Watford, 2 - 1
2565764;0.2469303458929062;0.598625123500824;0.15444454550743103;;0.1327151656150818;0.6635596752166748;0.203725203871727;1.0;1.0;1.0;41.0;0.0;99.0;Eibar - Sevilla, 5 - 1
2565653;0.13439811766147614;0.8256734609603882;0.03992832824587822;;0.06335081160068512;0.8521654009819031;0.08448386192321777;1.0;1.0;1.0;41.0;0.0;99.0;Barcelona - Sevilla, 2 - 1
2576295;0.20783387124538422;0.6912497878074646;0.10091632604598999;;0.3291921615600586;0.5701693296432495;0.1006384864449501;1.0;1.0;2.0;41.0;0.0;99.0;Juventus - Napoli, 0 - 1
2516832;0.28852397203445435;0.18258680403232574;0.5288892388343811;;0.3070856034755707;0.18163439631462097;0.5112800002098083;2.0;2.0;2.0;41.0;0.0;99.0;Freiburg - Schalke 04, 0 - 1
2517013;0.3007814288139343;0.3864862322807312;0.3127322793006897;;0.35596343874931335;0.37603551149368286;0.2680010199546814;1.0;1.0;2.0;41.0;0.0;99.0;Eintracht Frankfurt - Hertha BSC, 0 - 3
2500010;0.10403833538293839;0.8718553185462952;0.024106362834572792;;0.16026297211647034;0.819545567035675;0.020191388204693794;1.0;1.0;1.0;41.0;0.0;99.0;Arsenal - Watford, 3 - 0
2501025;0.2982373535633087;0.4052441418170929;0.2965185046195984;;0.2995871603488922;0.3865778148174286;0.3138349950313568;1.0;1.0;1.0;41.0;0.0;99.0;Toulouse - Angers SCO, 2 - 0
2517003;0.29931604862213135;0.39771929383277893;0.3029647171497345;;0.3398524820804596;0.3661949634552002;0.2939525842666626;1.0;1.0;0.0;41.0;0.0;99.0;Werder Bremen - RB Leipzig, 1 - 1
2516877;0.30320048332214355;0.3637254536151886;0.33307406306266785;;0.3099066913127899;0.3738628625869751;0.3162304162979126;1.0;1.0;1.0;41.0;0.0;99.0;Freiburg - Borussia M'gladbach, 1 - 0
2576318;0.19465678930282593;0.7183757424354553;0.08696745336055756;;0.23810739815235138;0.6782583594322205;0.08363422006368637;1.0;1.0;0.0;41.0;0.0;99.0;Napoli - Torino, 2 - 2
2516920;0.3050689399242401;0.28174471855163574;0.41318634152412415;;0.29954424500465393;0.3070240616798401;0.39343172311782837;2.0;2.0;0.0;41.0;0.0;99.0;Hertha BSC - Hoffenheim, 1 - 1
2565651;0.28781619668006897;0.4615878760814667;0.25059598684310913;;0.29179826378822327;0.4745272994041443;0.23367451131343842;1.0;1.0;1.0;41.0;0.0;99.0;Deportivo Alav\u00e9s - Espanyol, 1 - 0
2517025;0.2896273136138916;0.18625953793525696;0.524113118648529;;0.2893203794956207;0.1772756427526474;0.5334039926528931;2.0;2.0;1.0;41.0;0.0;99.0;Mainz 05 - RB Leipzig, 3 - 0
2516924;0.29799750447273254;0.40684813261032104;0.295154333114624;;0.2775990962982178;0.391208291053772;0.33119261264801025;1.0;1.0;1.0;41.0;0.0;99.0;Augsburg - Eintracht Frankfurt, 3 - 0
2576220;0.2855225205421448;0.4717245101928711;0.24275293946266174;;0.3203252851963043;0.4173770844936371;0.262297660112381;1.0;1.0;1.0;41.0;0.0;99.0;Genoa - Cagliari, 2 - 1
2516927;0.30530020594596863;0.33116844296455383;0.36353135108947754;;0.3626192510128021;0.32118284702301025;0.31619793176651;2.0;0.0;0.0;41.0;0.0;99.0;Wolfsburg - Stuttgart, 1 - 1
2501017;0.21651023626327515;0.06532067805528641;0.7181690335273743;;0.13931778073310852;0.06793629378080368;0.7927458882331848;2.0;2.0;2.0;41.0;0.0;99.0;Bordeaux - PSG, 0 - 1
2565671;0.2909132242202759;0.44692668318748474;0.26216015219688416;;0.2628720998764038;0.5221812725067139;0.21494661271572113;1.0;1.0;0.0;41.0;0.0;99.0;Deportivo La Coru\u00f1a - Athletic Club, 2 - 2
2499846;0.29428744316101074;0.20378455519676208;0.5019279718399048;;0.3126889169216156;0.19022424519062042;0.49708685278892517;2.0;2.0;0.0;41.0;0.0;99.0;Swansea City - AFC Bournemouth, 0 - 0
2565815;0.2577095925807953;0.5684406161308289;0.17384979128837585;;0.06535901129245758;0.5316539406776428;0.4029870629310608;1.0;1.0;1.0;41.0;0.0;99.0;Real Sociedad - Deportivo Alav\u00e9s, 2 - 1
2576088;0.24172604084014893;0.6123055219650269;0.14596836268901825;;0.25607535243034363;0.5984798073768616;0.145444855093956;1.0;1.0;2.0;41.0;0.0;99.0;Udinese - Cagliari, 0 - 1
2499940;0.2472076416015625;0.5978812575340271;0.1549111008644104;;0.21828855574131012;0.5941795706748962;0.18753184378147125;1.0;1.0;0.0;41.0;0.0;99.0;Chelsea - Leicester City, 0 - 0
2517034;0.2966720759868622;0.41533035039901733;0.2879975438117981;;0.313029021024704;0.3684254586696625;0.31854546070098877;1.0;1.0;1.0;41.0;0.0;99.0;Hannover 96 - Hertha BSC, 3 - 1
2501059;0.18901006877422333;0.7295226454734802;0.08146725594997406;;0.2432626187801361;0.6815012097358704;0.07523618638515472;1.0;1.0;1.0;41.0;0.0;99.0;Olympique Marseille - Amiens SC, 2 - 1
2500844;0.19477108120918274;0.04820776358246803;0.7570211887359619;;0.18250225484371185;0.0522390753030777;0.7652586698532104;2.0;2.0;1.0;41.0;0.0;99.0;Strasbourg - PSG, 2 - 1
2500067;0.2876650393009186;0.1798294186592102;0.5325055718421936;;0.2790120840072632;0.181754469871521;0.539233386516571;2.0;2.0;0.0;41.0;0.0;99.0;Watford - Crystal Palace, 0 - 0
2576257;0.3046650290489197;0.27473822236061096;0.420596718788147;;0.3289577066898346;0.27222466468811035;0.39881759881973267;2.0;2.0;2.0;41.0;0.0;99.0;Cagliari - Torino, 0 - 4
2516821;0.24074198305606842;0.6148354411125183;0.14442259073257446;;0.26761236786842346;0.5849242210388184;0.14746339619159698;1.0;1.0;2.0;41.0;0.0;99.0;Hoffenheim - Borussia M'gladbach, 1 - 3
2576310;0.23637013137340546;0.6258715391159058;0.13775840401649475;;0.26189976930618286;0.6285241842269897;0.10957597941160202;1.0;1.0;1.0;41.0;0.0;99.0;SPAL - Benevento, 2 - 0
2499738;0.23367883265018463;0.6325090527534485;0.1338120549917221;;0.3015402853488922;0.5651639699935913;0.13329572975635529;1.0;1.0;1.0;41.0;0.0;99.0;West Ham United - Southampton, 3 - 0
2576288;0.11949475109577179;0.8489025235176086;0.031602684408426285;;0.11388136446475983;0.8543605208396912;0.031758133322000504;1.0;1.0;1.0;41.0;0.0;99.0;Napoli - Udinese, 4 - 2
2501043;0.2292761206626892;0.6431295275688171;0.12759438157081604;;0.28212836384773254;0.6118152737617493;0.10605642944574356;1.0;1.0;1.0;41.0;0.0;99.0;Rennes - Strasbourg, 2 - 1
2501041;0.3054102659225464;0.3281111717224121;0.36647850275039673;;0.3026542663574219;0.32787853479385376;0.369467169046402;2.0;2.0;2.0;41.0;0.0;99.0;Metz - Angers SCO, 1 - 2
2516942;0.2878933548927307;0.4612369239330292;0.2508697211742401;;0.3097783029079437;0.43352699279785156;0.2566946744918823;1.0;1.0;1.0;41.0;0.0;99.0;Eintracht Frankfurt - RB Leipzig, 2 - 1
2500812;0.14273294806480408;0.812178909778595;0.04508814215660095;;0.20372998714447021;0.7522860765457153;0.04398389905691147;1.0;1.0;0.0;41.0;0.0;99.0;Olympique Lyonnais - Montpellier, 0 - 0
2501032;0.09272823482751846;0.8879623413085938;0.019309457391500473;;0.1358640342950821;0.8447585105895996;0.01937747560441494;1.0;1.0;0.0;41.0;0.0;99.0;PSG - Guingamp, 2 - 2
2516998;0.27655550837516785;0.15006206929683685;0.5733824372291565;;0.2616606652736664;0.15797846019268036;0.5803608894348145;2.0;2.0;0.0;41.0;0.0;99.0;Hamburger SV - Schalke 04, 3 - 2
2499925;0.21457572281360626;0.6767012476921082;0.10872301459312439;;0.23956580460071564;0.677009105682373;0.08342508226633072;1.0;1.0;0.0;41.0;0.0;99.0;Newcastle United - Brighton & Hove Albion, 0 - 0
2500778;0.30573752522468567;0.3074117600917816;0.3868507146835327;;0.35928043723106384;0.27235838770866394;0.3683612048625946;2.0;2.0;0.0;41.0;0.0;99.0;Olympique Marseille - PSG, 2 - 2
2565719;0.22747251391410828;0.07581357657909393;0.6967138648033142;;0.17746610939502716;0.09228243678808212;0.7302514314651489;2.0;2.0;2.0;41.0;0.0;99.0;Las Palmas - Eibar, 1 - 2
2499886;0.29732340574264526;0.2176709920167923;0.48500558733940125;;0.2968296706676483;0.21883495151996613;0.48433536291122437;2.0;2.0;2.0;41.0;0.0;99.0;Southampton - Leicester City, 1 - 4
2516929;0.26112687587738037;0.5582546591758728;0.1806185245513916;;0.28399479389190674;0.5345507860183716;0.18145444989204407;1.0;1.0;1.0;41.0;0.0;99.0;Borussia Dortmund - Hamburger SV, 2 - 0
2500035;0.25181257724761963;0.5852891802787781;0.1628982573747635;;0.2502969801425934;0.5667944550514221;0.18290847539901733;1.0;1.0;1.0;41.0;0.0;99.0;Newcastle United - Huddersfield Town, 1 - 0
2516978;0.2739512622356415;0.5165008306503296;0.20954784750938416;;0.26978009939193726;0.5022361874580383;0.22798371315002441;1.0;1.0;1.0;41.0;0.0;99.0;Eintracht Frankfurt - Mainz 05, 3 - 0
2499909;0.30178046226501465;0.3779139816761017;0.3203055262565613;;0.3445949852466583;0.3506842255592346;0.30472075939178467;1.0;1.0;0.0;41.0;0.0;99.0;AFC Bournemouth - West Ham United, 3 - 3
2576053;0.30191099643707275;0.3767225742340088;0.32136642932891846;;0.33125370740890503;0.36782076954841614;0.3009255528450012;1.0;1.0;1.0;41.0;0.0;99.0;Fiorentina - Torino, 3 - 0
2516933;0.2682393491268158;0.5358749628067017;0.19588565826416016;;0.2865608036518097;0.5044309496879578;0.20900821685791016;1.0;1.0;1.0;41.0;0.0;99.0;Eintracht Frankfurt - K\u00f6ln, 4 - 2
2565758;0.26717597246170044;0.5393335223197937;0.19349050521850586;;0.24714571237564087;0.571929931640625;0.1809244602918625;1.0;1.0;1.0;41.0;0.0;99.0;Deportivo Alav\u00e9s - Celta de Vigo, 2 - 1
2576095;0.2238728255033493;0.6557886600494385;0.12033848464488983;;0.26609528064727783;0.60202956199646;0.131875142455101;1.0;1.0;0.0;41.0;0.0;99.0;Lazio - Fiorentina, 1 - 1
2501039;0.11601568758487701;0.8541669845581055;0.02981732226908207;;0.06010482832789421;0.867525041103363;0.07237009704113007;1.0;1.0;1.0;41.0;0.0;99.0;Olympique Lyonnais - Troyes, 3 - 0
2500868;0.2739691138267517;0.5164380669593811;0.209592804312706;;0.30901259183883667;0.506354570388794;0.184632807970047;1.0;1.0;2.0;41.0;0.0;99.0;Bordeaux - Montpellier, 0 - 2
2501049;0.29054033756256104;0.1894194632768631;0.5200402736663818;;0.2659490704536438;0.1933247298002243;0.5407261848449707;2.0;2.0;0.0;41.0;0.0;99.0;Guingamp - Olympique Marseille, 3 - 3
2500914;0.19272373616695404;0.722222089767456;0.0850541964173317;;0.22718612849712372;0.6790226697921753;0.09379114210605621;1.0;1.0;1.0;41.0;0.0;99.0;Saint-\u00c9tienne - Caen, 2 - 1
2499863;0.13032492995262146;0.8321341872215271;0.03754090890288353;;0.16239555180072784;0.8085120916366577;0.029092377051711082;1.0;1.0;1.0;41.0;0.0;99.0;Everton - Huddersfield Town, 2 - 0
2565901;0.29970791935920715;0.39484283328056335;0.3054491877555847;;0.2995713949203491;0.41075676679611206;0.2896718382835388;1.0;1.0;1.0;41.0;0.0;99.0;Villarreal - Valencia, 1 - 0
2500866;0.27588823437690735;0.5095862150192261;0.21452555060386658;;0.311332106590271;0.47385260462760925;0.21481528878211975;1.0;1.0;2.0;41.0;0.0;99.0;Amiens SC - Nantes, 0 - 1
2516876;0.28819745779037476;0.45984768867492676;0.2519547939300537;;0.304996520280838;0.4651545286178589;0.2298489362001419;1.0;1.0;1.0;41.0;0.0;99.0;Hertha BSC - Hannover 96, 3 - 1
2517031;0.19574671983718872;0.7161927223205566;0.08806053549051285;;0.23203563690185547;0.6990823149681091;0.0688820406794548;1.0;1.0;1.0;41.0;0.0;99.0;Borussia M'gladbach - Freiburg, 3 - 1
2565752;0.3006017208099365;0.3879401385784149;0.31145817041397095;;0.28215935826301575;0.42159098386764526;0.29624971747398376;1.0;1.0;0.0;41.0;0.0;99.0;Sevilla - Getafe, 1 - 1
2499949;0.24991342425346375;0.5905383825302124;0.15954822301864624;;0.2659044563770294;0.5650796294212341;0.16901591420173645;1.0;1.0;1.0;41.0;0.0;99.0;Arsenal - Crystal Palace, 4 - 1
2576086;0.2912052869796753;0.19179600477218628;0.5169987082481384;;0.3035048246383667;0.1886499673128128;0.5078451633453369;2.0;2.0;0.0;41.0;0.0;99.0;SPAL - Fiorentina, 1 - 1
2500979;0.2980573773384094;0.40644994378089905;0.2954927086830139;;0.3057013750076294;0.4075540006160736;0.2867446541786194;1.0;1.0;2.0;41.0;0.0;99.0;Olympique Marseille - Olympique Lyonnais, 2 - 3
2500897;0.21087437868118286;0.060452137142419815;0.7286733984947205;;0.20181691646575928;0.0621609166264534;0.7360221743583679;2.0;2.0;2.0;41.0;0.0;99.0;Caen - Olympique Marseille, 0 - 2
2565746;0.22617663443088531;0.6504395008087158;0.12338387221097946;;0.20079179108142853;0.6896716356277466;0.1095365583896637;1.0;1.0;0.0;41.0;0.0;99.0;Deportivo Alav\u00e9s - Legan\u00e9s, 2 - 2
2499825;0.2886846661567688;0.18311220407485962;0.5282031893730164;;0.281640887260437;0.16940651834011078;0.548952579498291;2.0;2.0;0.0;41.0;0.0;99.0;Stoke City - Leicester City, 2 - 2
2565838;0.29389360547065735;0.4314480423927307;0.27465835213661194;;0.15039780735969543;0.47943198680877686;0.3701702356338501;1.0;1.0;0.0;41.0;0.0;99.0;Espanyol - Deportivo Alav\u00e9s, 0 - 0
2499966;0.10515327751636505;0.8702366352081299;0.02461010031402111;;0.1439877301454544;0.8304795026779175;0.025532735511660576;1.0;1.0;1.0;41.0;0.0;99.0;Manchester City - West Bromwich Albion, 3 - 0
2501004;0.20516261458396912;0.055841848254203796;0.7389956116676331;;0.20865485072135925;0.0646899864077568;0.7266551852226257;2.0;2.0;0.0;41.0;0.0;99.0;Saint-\u00c9tienne - PSG, 1 - 1
2500892;0.3002089262008667;0.3910370469093323;0.3087540864944458;;0.2966238856315613;0.4369652569293976;0.26641085743904114;1.0;1.0;1.0;41.0;0.0;99.0;Metz - Saint-\u00c9tienne, 3 - 0
2516857;0.27386918663978577;0.5167898535728455;0.20934106409549713;;0.29369956254959106;0.5034757852554321;0.2028246819972992;1.0;1.0;1.0;41.0;0.0;99.0;Hoffenheim - RB Leipzig, 4 - 0
2565676;0.18752090632915497;0.7324182391166687;0.08006085455417633;;0.1869923323392868;0.7539453506469727;0.05906229466199875;1.0;1.0;1.0;41.0;0.0;99.0;Celta de Vigo - Legan\u00e9s, 1 - 0
2565694;0.20614369213581085;0.6948224306106567;0.09903383255004883;;0.21952199935913086;0.6922261714935303;0.08825184404850006;1.0;1.0;1.0;41.0;0.0;99.0;Valencia - Celta de Vigo, 2 - 1
2565796;0.11318431794643402;0.8584087491035461;0.028406983241438866;;0.13282117247581482;0.8385793566703796;0.028599411249160767;1.0;1.0;1.0;41.0;0.0;99.0;Real Madrid - Deportivo Alav\u00e9s, 4 - 0
2500095;0.22032472491264343;0.06881050020456314;0.710864782333374;;0.19167396426200867;0.06847523897886276;0.7398507595062256;2.0;2.0;2.0;41.0;0.0;99.0;Southampton - Manchester City, 0 - 1
2499889;0.2717326283454895;0.13956813514232635;0.588699221611023;;0.25780442357063293;0.13708093762397766;0.6051146388053894;2.0;2.0;2.0;41.0;0.0;99.0;AFC Bournemouth - Liverpool, 0 - 4
2565842;0.30191707611083984;0.37666651606559753;0.32141637802124023;;0.21972998976707458;0.43662285804748535;0.3436470925807953;1.0;1.0;0.0;41.0;0.0;99.0;Athletic Club - Celta de Vigo, 1 - 1
2565682;0.3057389557361603;0.30858737230300903;0.3856736123561859;;0.32374390959739685;0.3904063403606415;0.2858496606349945;2.0;1.0;1.0;41.0;0.0;99.0;Las Palmas - Real Betis, 1 - 0
2500786;0.27546581625938416;0.14758925139904022;0.5769449472427368;;0.28188902139663696;0.15644986927509308;0.5616610646247864;2.0;2.0;2.0;41.0;0.0;99.0;Bordeaux - Monaco, 0 - 2
2576188;0.30318135023117065;0.2569476068019867;0.43987107276916504;;0.30344003438949585;0.2494778037071228;0.4470822215080261;2.0;2.0;0.0;41.0;0.0;99.0;Sampdoria - Torino, 1 - 1
2565645;0.21399237215518951;0.6779796481132507;0.10802800208330154;;0.22555072605609894;0.6715635657310486;0.10288575291633606;1.0;1.0;1.0;41.0;0.0;99.0;Getafe - Real Sociedad, 2 - 1
2501042;0.29125532507896423;0.4452260434627533;0.2635186016559601;;0.27756065130233765;0.47540125250816345;0.24703814089298248;1.0;1.0;2.0;41.0;0.0;99.0;Nantes - Montpellier, 0 - 2
2500899;0.14293272793293;0.8118508458137512;0.045216456055641174;;0.21324656903743744;0.7397237420082092;0.047029610723257065;1.0;1.0;1.0;41.0;0.0;99.0;Monaco - Metz, 3 - 1
2516921;0.2923220992088318;0.19594284892082214;0.5117350220680237;;0.25955671072006226;0.19374948740005493;0.5466938614845276;2.0;2.0;0.0;41.0;0.0;99.0;Freiburg - Bayer Leverkusen, 0 - 0
2500971;0.22319768369197845;0.6573431491851807;0.11945914477109909;;0.23466120660305023;0.6689998507499695;0.09633886814117432;1.0;1.0;1.0;41.0;0.0;99.0;Nantes - Troyes, 1 - 0
2576059;0.29886358976364136;0.2258603870868683;0.47527605295181274;;0.3121356964111328;0.20978567004203796;0.478078693151474;2.0;2.0;2.0;41.0;0.0;99.0;Benevento - Lazio, 1 - 5
2576181;0.3057372272014618;0.3100820481777191;0.3841806650161743;;0.35051125288009644;0.28853780031204224;0.3609510064125061;2.0;2.0;2.0;41.0;0.0;99.0;Bologna - Fiorentina, 1 - 2
2500976;0.20610858500003815;0.694896399974823;0.09899503737688065;;0.2388746589422226;0.6617566347122192;0.09936872869729996;1.0;1.0;0.0;41.0;0.0;99.0;Amiens SC - Troyes, 1 - 1
2565861;0.2969570457935333;0.2158534973859787;0.48718950152397156;;0.22699466347694397;0.24830952286720276;0.5246958136558533;2.0;2.0;1.0;41.0;0.0;99.0;Legan\u00e9s - Celta de Vigo, 1 - 0
2576077;0.1274053305387497;0.8367123603820801;0.03588223457336426;;0.16147875785827637;0.8054688572883606;0.03305236995220184;1.0;1.0;1.0;41.0;0.0;99.0;Lazio - Udinese, 3 - 0
2499867;0.27789145708084106;0.1531832367181778;0.5689252614974976;;0.29580122232437134;0.1480819284915924;0.5561168789863586;2.0;2.0;0.0;41.0;0.0;99.0;Watford - Tottenham Hotspur, 1 - 1
2565771;0.13230744004249573;0.8290003538131714;0.038692135363817215;;0.1670784056186676;0.8047720193862915;0.028149573132395744;1.0;1.0;1.0;41.0;0.0;99.0;Valencia - Levante, 3 - 1
2500853;0.30427682399749756;0.26922476291656494;0.4264984130859375;;0.3060047924518585;0.28917261958122253;0.40482252836227417;2.0;2.0;2.0;41.0;0.0;99.0;Nantes - Nice, 1 - 2
2565701;0.27481740713119507;0.5134326219558716;0.21174994111061096;;0.24873226881027222;0.5605478882789612;0.19071979820728302;1.0;1.0;0.0;41.0;0.0;99.0;Sevilla - Levante, 0 - 0
2565877;0.14537271857261658;0.8078255653381348;0.04680166766047478;;0.08866022527217865;0.8510099649429321;0.060329828411340714;1.0;1.0;1.0;41.0;0.0;99.0;Real Betis - Las Palmas, 1 - 0
2499982;0.13403253257274628;0.8262569904327393;0.039710499346256256;;0.1710643172264099;0.7847555875778198;0.04418011009693146;1.0;1.0;1.0;41.0;0.0;99.0;Manchester City - Leicester City, 5 - 1
2499892;0.1513698399066925;0.7977883219718933;0.05084177479147911;;0.21084585785865784;0.7422401905059814;0.046913906931877136;1.0;1.0;1.0;41.0;0.0;99.0;Chelsea - Southampton, 1 - 0
2499895;0.23693931102752686;0.6244528293609619;0.13860785961151123;;0.17146587371826172;0.5852920413017273;0.24324214458465576;1.0;1.0;1.0;41.0;0.0;99.0;Manchester City - Tottenham Hotspur, 4 - 1
2576263;0.23877257108688354;0.6198471188545227;0.14138032495975494;;0.2833499014377594;0.5802471041679382;0.13640296459197998;1.0;1.0;2.0;41.0;0.0;99.0;Roma - Fiorentina, 0 - 2
2565665;0.305152028799057;0.33474135398864746;0.36010658740997314;;0.2740927040576935;0.43362295627593994;0.2922842800617218;2.0;1.0;2.0;41.0;0.0;99.0;Las Palmas - Levante, 0 - 2
2576161;0.2979430556297302;0.407209187746048;0.2948477268218994;;0.3492227792739868;0.395073264837265;0.25570401549339294;1.0;1.0;2.0;41.0;0.0;99.0;Hellas Verona - Crotone, 0 - 3
2576075;0.23361308872699738;0.6326698660850525;0.13371707499027252;;0.27311971783638;0.6029598712921143;0.12392039597034454;1.0;1.0;0.0;41.0;0.0;99.0;Internazionale - Torino, 1 - 1
2500773;0.2613309919834137;0.5576353669166565;0.18103359639644623;;0.27498480677604675;0.5399190187454224;0.18509618937969208;1.0;1.0;1.0;41.0;0.0;99.0;Saint-\u00c9tienne - Metz, 3 - 1
