;draw_pred;home_pred;away_pred;;draw_pred;home_pred;away_pred;prediction;prediction;label_x;config.;folder;epoch;label_y
2499988;0.19341188669204712;0.6895809173583984;0.11700721830129623;;0.37655869126319885;0.5158484578132629;0.10759292542934418;1.0;1.0;1.0;41.0;1.0;99.0;West Ham United - Watford, 2 - 0
2500018;0.20144321024417877;0.670872688293457;0.12768413126468658;;0.3839934468269348;0.48586130142211914;0.13014522194862366;1.0;1.0;2.0;41.0;1.0;99.0;West Ham United - Burnley, 0 - 3
2500043;0.2643568813800812;0.13672621548175812;0.5989169478416443;;0.14558222889900208;0.12950092554092407;0.7249168753623962;2.0;2.0;0.0;41.0;1.0;99.0;Everton - Liverpool, 0 - 0
2576046;0.20458824932575226;0.6633362770080566;0.1320755034685135;;0.21745523810386658;0.5824236273765564;0.20012108981609344;1.0;1.0;2.0;41.0;1.0;99.0;SPAL - Sassuolo, 0 - 1
2565788;0.1868312805891037;0.7043783068656921;0.10879041254520416;;0.2379041165113449;0.6202360987663269;0.14185979962348938;1.0;1.0;1.0;41.0;1.0;99.0;Athletic Club - M\u00e1laga, 2 - 1
2565767;0.28518956899642944;0.37096333503723145;0.3438471555709839;;0.31034669280052185;0.31743818521499634;0.372215211391449;1.0;2.0;1.0;41.0;1.0;99.0;Las Palmas - M\u00e1laga, 1 - 0
2565834;0.18118123710155487;0.7167322635650635;0.10208652168512344;;0.13624979555606842;0.7077450156211853;0.15600523352622986;1.0;1.0;0.0;41.0;1.0;99.0;Celta de Vigo - M\u00e1laga, 0 - 0
2500905;0.283441424369812;0.20358417928218842;0.5129743814468384;;0.295648455619812;0.17926473915576935;0.5250867605209351;2.0;2.0;1.0;41.0;1.0;99.0;Troyes - Lille, 1 - 0
2576184;0.2526091933250427;0.1121702492237091;0.6352205276489258;;0.3434491455554962;0.10210765898227692;0.5544431805610657;2.0;2.0;2.0;41.0;1.0;99.0;Benevento - Napoli, 0 - 2
2500918;0.22614789009094238;0.07416089624166489;0.6996912360191345;;0.16447746753692627;0.07711333781480789;0.7584092020988464;2.0;2.0;2.0;41.0;1.0;99.0;Lille - PSG, 0 - 3
2576232;0.28653043508529663;0.22379638254642487;0.4896732568740845;;0.25896304845809937;0.21428345143795013;0.5267534852027893;2.0;2.0;0.0;41.0;1.0;99.0;Cagliari - Lazio, 2 - 2
2565699;0.2691125273704529;0.46284839510917664;0.26803910732269287;;0.2754073739051819;0.37587398290634155;0.34871870279312134;1.0;1.0;2.0;41.0;1.0;99.0;Celta de Vigo - Villarreal, 0 - 1
2565802;0.2902078926563263;0.30452021956443787;0.40527185797691345;;0.21795402467250824;0.2689041793346405;0.5131418704986572;2.0;2.0;0.0;41.0;1.0;99.0;Athletic Club - Valencia, 1 - 1
2499961;0.27908915281295776;0.4126489758491516;0.3082618713378906;;0.3006344139575958;0.3560672998428345;0.3432982861995697;1.0;1.0;0.0;41.0;1.0;99.0;West Ham United - Crystal Palace, 1 - 1
2576130;0.28361865878105164;0.3831899166107178;0.33319148421287537;;0.2665579617023468;0.3390624523162842;0.3943796157836914;1.0;2.0;2.0;41.0;1.0;99.0;Chievo - Bologna, 2 - 3
2516882;0.28923967480659485;0.326608806848526;0.3841514587402344;;0.1574738621711731;0.31753450632095337;0.5249915719032288;2.0;2.0;0.0;41.0;1.0;99.0;Wolfsburg - RB Leipzig, 1 - 1
2516902;0.21529202163219452;0.6366978287696838;0.14801013469696045;;0.27437713742256165;0.5238401293754578;0.20178276300430298;1.0;1.0;2.0;41.0;1.0;99.0;Hoffenheim - Bayer Leverkusen, 1 - 4
2500884;0.2884720265865326;0.3378138840198517;0.3737140893936157;;0.31460878252983093;0.2825111746788025;0.4028800129890442;2.0;2.0;2.0;41.0;1.0;99.0;Strasbourg - Guingamp, 0 - 2
2500064;0.14856842160224915;0.7826114892959595;0.06882014125585556;;0.2979072332382202;0.6140652298927307;0.08802757412195206;1.0;1.0;0.0;41.0;1.0;99.0;Leicester City - Southampton, 0 - 0
2565869;0.08385983854532242;0.892120361328125;0.02401980198919773;;0.20247969031333923;0.7558596134185791;0.04166068509221077;1.0;1.0;1.0;41.0;1.0;99.0;Levante - M\u00e1laga, 1 - 0
2565895;0.22387389838695526;0.6140879988670349;0.16203808784484863;;0.2788107693195343;0.49097883701324463;0.23021037876605988;1.0;1.0;1.0;41.0;1.0;99.0;Levante - Sevilla, 2 - 1
2499806;0.2819422781467438;0.1956726461648941;0.5223850011825562;;0.24593709409236908;0.22094576060771942;0.5331170558929443;2.0;2.0;2.0;41.0;1.0;99.0;Swansea City - Leicester City, 1 - 2
2517012;0.2157520055770874;0.6355161070823669;0.14873188734054565;;0.2922828793525696;0.5329850912094116;0.17473195493221283;1.0;1.0;1.0;41.0;1.0;99.0;Borussia M'gladbach - Wolfsburg, 3 - 0
2576333;0.23764252662658691;0.5749276280403137;0.18742986023426056;;0.3240318298339844;0.47508513927459717;0.20088304579257965;1.0;1.0;1.0;41.0;1.0;99.0;Milan - Fiorentina, 5 - 1
2499972;0.270832359790802;0.15394176542758942;0.5752258896827698;;0.25797975063323975;0.1374702900648117;0.6045499444007874;2.0;2.0;0.0;41.0;1.0;99.0;Burnley - Manchester City, 1 - 1
2576335;0.25170958042144775;0.5299786925315857;0.21831168234348297;;0.43080809712409973;0.35838499665260315;0.21080690622329712;1.0;0.0;2.0;41.0;1.0;99.0;Lazio - Internazionale, 2 - 3
2499943;0.26711854338645935;0.47151583433151245;0.2613655924797058;;0.3411683738231659;0.36230361461639404;0.2965281009674072;1.0;1.0;1.0;41.0;1.0;99.0;Liverpool - Manchester City, 4 - 3
2516968;0.21519550681114197;0.6369454264640808;0.147859126329422;;0.25766998529434204;0.5624440312385559;0.17988596856594086;1.0;1.0;1.0;41.0;1.0;99.0;Werder Bremen - K\u00f6ln, 3 - 1
2517020;0.24310366809368134;0.5581784844398499;0.19871780276298523;;0.3198051452636719;0.47862017154693604;0.20157475769519806;1.0;1.0;0.0;41.0;1.0;99.0;Hertha BSC - Augsburg, 2 - 2
2516865;0.2648914158344269;0.4808253049850464;0.2542833387851715;;0.34320974349975586;0.3921971619129181;0.26459306478500366;1.0;1.0;2.0;41.0;1.0;99.0;Borussia Dortmund - Werder Bremen, 1 - 2
2576174;0.28840476274490356;0.24109318852424622;0.4705020785331726;;0.34719619154930115;0.2069646120071411;0.44583913683891296;2.0;2.0;0.0;41.0;1.0;99.0;SPAL - Internazionale, 1 - 1
2500808;0.27673670649528503;0.1734010875225067;0.5498622059822083;;0.23135846853256226;0.15009339153766632;0.6185481548309326;2.0;2.0;0.0;41.0;1.0;99.0;Caen - Nice, 1 - 1
2500827;0.24148182570934296;0.5632361769676208;0.195281982421875;;0.23262710869312286;0.5376095771789551;0.22976334393024445;1.0;1.0;2.0;41.0;1.0;99.0;Angers SCO - Rennes, 1 - 2
2516995;0.27888086438179016;0.4138621389865875;0.3072570264339447;;0.39920392632484436;0.3259803056716919;0.27481579780578613;1.0;0.0;1.0;41.0;1.0;99.0;Borussia M'gladbach - Hertha BSC, 2 - 1
2565656;0.11488498747348785;0.8426809310913086;0.04243406280875206;;0.13415245711803436;0.7956387400627136;0.07020881026983261;1.0;1.0;1.0;41.0;1.0;99.0;Valencia - Legan\u00e9s, 3 - 0
2501054;0.057219091802835464;0.9305207133293152;0.01226012222468853;;0.16495993733406067;0.8093702793121338;0.025669749826192856;1.0;1.0;2.0;41.0;1.0;99.0;PSG - Rennes, 0 - 2
2500834;0.14253978431224823;0.7939028739929199;0.06355733424425125;;0.17749226093292236;0.7300843596458435;0.09242340177297592;1.0;1.0;0.0;41.0;1.0;99.0;Strasbourg - Caen, 0 - 0
2576131;0.11331742256879807;0.8453070521354675;0.04137549549341202;;0.21989034116268158;0.7196629047393799;0.06044679880142212;1.0;1.0;1.0;41.0;1.0;99.0;Genoa - Benevento, 1 - 0
2565692;0.2772490382194519;0.17532914876937866;0.5474218130111694;;0.19541072845458984;0.16031982004642487;0.6442694664001465;2.0;2.0;2.0;41.0;1.0;99.0;Villarreal - Barcelona, 0 - 2
2499958;0.26035159826278687;0.49877503514289856;0.24087342619895935;;0.34791678190231323;0.3819783329963684;0.27010485529899597;1.0;1.0;0.0;41.0;1.0;99.0;West Ham United - AFC Bournemouth, 1 - 1
2565789;0.2741577923297882;0.16433703899383545;0.5615051984786987;;0.15805406868457794;0.17317426204681396;0.6687716841697693;2.0;2.0;2.0;41.0;1.0;99.0;Sevilla - Atl\u00e9tico Madrid, 2 - 5
2565888;0.21303661167621613;0.6424460411071777;0.14451734721660614;;0.23069871962070465;0.5552486777305603;0.21405255794525146;1.0;1.0;1.0;41.0;1.0;99.0;Villarreal - Celta de Vigo, 4 - 1
2501045;0.25039830803871155;0.53443843126297;0.2151632457971573;;0.2599990665912628;0.4509624242782593;0.28903859853744507;1.0;1.0;2.0;41.0;1.0;99.0;Toulouse - Lille, 2 - 3
2500039;0.2804178297519684;0.4046646058559418;0.31491753458976746;;0.4099169969558716;0.3001713454723358;0.2899116277694702;1.0;0.0;0.0;41.0;1.0;99.0;AFC Bournemouth - Crystal Palace, 2 - 2
2565807;0.1522992104291916;0.02199321612715721;0.8257076144218445;;0.07407320290803909;0.02836853265762329;0.8975582122802734;2.0;2.0;0.0;41.0;1.0;99.0;Las Palmas - Barcelona, 1 - 1
2500867;0.28267815709114075;0.38989877700805664;0.3274230659008026;;0.26802492141723633;0.3516388535499573;0.3803362548351288;1.0;2.0;1.0;41.0;1.0;99.0;Angers SCO - Dijon, 2 - 1
2565781;0.290044367313385;0.309804230928421;0.4001513719558716;;0.2807128429412842;0.2728821337223053;0.44640499353408813;2.0;2.0;2.0;41.0;1.0;99.0;Eibar - Barcelona, 0 - 2
2516823;0.22651484608650208;0.6068741083145142;0.16661104559898376;;0.3116966187953949;0.5127777457237244;0.17552557587623596;1.0;1.0;2.0;41.0;1.0;99.0;Werder Bremen - Augsburg, 0 - 3
2517033;0.29007917642593384;0.2681894600391388;0.441731333732605;;0.31474965810775757;0.24770452082157135;0.4375458061695099;2.0;2.0;2.0;41.0;1.0;99.0;Augsburg - Schalke 04, 1 - 2
2516985;0.23761224746704102;0.5750184059143066;0.18736940622329712;;0.31064656376838684;0.46648284792900085;0.22287055850028992;1.0;1.0;1.0;41.0;1.0;99.0;Werder Bremen - Eintracht Frankfurt, 2 - 1
2565629;0.025952288880944252;0.9709023833274841;0.0031453471165150404;;0.043336156755685806;0.948237419128418;0.008426480926573277;1.0;1.0;1.0;41.0;1.0;99.0;Barcelona - M\u00e1laga, 2 - 0
2500980;0.27065950632095337;0.45587822794914246;0.2734622061252594;;0.3216697871685028;0.3778400421142578;0.30049020051956177;1.0;1.0;0.0;41.0;1.0;99.0;Metz - Nantes, 1 - 1
2501056;0.14919382333755493;0.02074541337788105;0.8300607204437256;;0.05880692973732948;0.024874402210116386;0.9163186550140381;2.0;2.0;0.0;41.0;1.0;99.0;Caen - PSG, 0 - 0
2500968;0.23413033783435822;0.5853032469749451;0.18056641519069672;;0.3332061469554901;0.46538296341896057;0.20141084492206573;1.0;1.0;2.0;41.0;1.0;99.0;Guingamp - Nice, 2 - 5
2500924;0.28841739892959595;0.33852359652519226;0.3730590045452118;;0.3704865574836731;0.283851683139801;0.3456617593765259;2.0;0.0;2.0;41.0;1.0;99.0;Strasbourg - Bordeaux, 0 - 2
2500828;0.21931390464305878;0.6262529492378235;0.15443316102027893;;0.31647932529449463;0.492373526096344;0.19114720821380615;1.0;1.0;1.0;41.0;1.0;99.0;Bordeaux - Saint-\u00c9tienne, 3 - 0
2516915;0.26948821544647217;0.4611763656139374;0.26933538913726807;;0.3974434435367584;0.32821157574653625;0.2743449807167053;1.0;0.0;1.0;41.0;1.0;99.0;Eintracht Frankfurt - Borussia M'gladbach, 2 - 0
2500091;0.2745412290096283;0.16562291979789734;0.5598359107971191;;0.1967356652021408;0.16697748005390167;0.6362869143486023;2.0;2.0;2.0;41.0;1.0;99.0;Huddersfield Town - Arsenal, 0 - 1
2499836;0.1499551385641098;0.7799782752990723;0.07006661593914032;;0.3010796904563904;0.6019966006278992;0.09692373871803284;1.0;1.0;1.0;41.0;1.0;99.0;Manchester United - Newcastle United, 4 - 1
2500798;0.2904188930988312;0.291648268699646;0.4179328680038452;;0.3742084205150604;0.25319623947143555;0.37259531021118164;2.0;0.0;2.0;41.0;1.0;99.0;Metz - Lille, 0 - 3
2576205;0.24154390394687653;0.09407702088356018;0.6643791198730469;;0.17518556118011475;0.09481734037399292;0.7299970388412476;2.0;2.0;2.0;41.0;1.0;99.0;Udinese - Roma, 0 - 2
2576144;0.15546640753746033;0.023321926593780518;0.8212116360664368;;0.07051417231559753;0.029060568660497665;0.9004253149032593;2.0;2.0;2.0;41.0;1.0;99.0;Hellas Verona - Juventus, 1 - 3
2576326;0.1008351594209671;0.8657218813896179;0.03344295173883438;;0.23158559203147888;0.7166607975959778;0.051753535866737366;1.0;1.0;2.0;41.0;1.0;99.0;Internazionale - Sassuolo, 1 - 2
2576225;0.2867577373981476;0.35693109035491943;0.356311172246933;;0.24488100409507751;0.3218596875667572;0.43325933814048767;1.0;2.0;2.0;41.0;1.0;99.0;Lazio - Juventus, 0 - 1
2576193;0.2784413695335388;0.18000634014606476;0.5415523648262024;;0.18088681995868683;0.20492471754550934;0.6141884326934814;2.0;2.0;2.0;41.0;1.0;99.0;Chievo - Genoa, 0 - 1
2499831;0.26494717597961426;0.48059654235839844;0.2544562816619873;;0.2687262296676636;0.41508767008781433;0.3161860406398773;1.0;1.0;0.0;41.0;1.0;99.0;Brighton & Hove Albion - Stoke City, 2 - 2
2576261;0.283690482378006;0.38266074657440186;0.33364877104759216;;0.28888294100761414;0.34829533100128174;0.3628217577934265;1.0;2.0;1.0;41.0;1.0;99.0;Hellas Verona - Cagliari, 1 - 0
2499975;0.14394237101078033;0.7912980914115906;0.06475944072008133;;0.2938802242279053;0.6168834567070007;0.089236319065094;1.0;1.0;0.0;41.0;1.0;99.0;Liverpool - Tottenham Hotspur, 2 - 2
2500033;0.2378060519695282;0.08875850588083267;0.6734354496002197;;0.20284757018089294;0.08716759830713272;0.7099848389625549;2.0;2.0;2.0;41.0;1.0;99.0;Everton - Manchester City, 1 - 3
2500092;0.05227324739098549;0.9372497200965881;0.010477086529135704;;0.0962822437286377;0.8826005458831787;0.02111727185547352;1.0;1.0;1.0;41.0;1.0;99.0;Liverpool - Brighton & Hove Albion, 4 - 0
2565899;0.08005610853433609;0.8978268504142761;0.022117089480161667;;0.14235500991344452;0.8117915391921997;0.045853469520807266;1.0;1.0;2.0;41.0;1.0;99.0;Atl\u00e9tico Madrid - Espanyol, 0 - 2
2576274;0.1919531673192978;0.6929005980491638;0.1151462122797966;;0.3391587734222412;0.5235056281089783;0.1373356282711029;1.0;1.0;0.0;41.0;1.0;99.0;Lazio - Roma, 0 - 0
2576314;0.05330396071076393;0.9358576536178589;0.010838313959538937;;0.10565342009067535;0.8728690147399902;0.02147764340043068;1.0;1.0;1.0;41.0;1.0;99.0;Milan - Hellas Verona, 4 - 1
2516880;0.2816774845123291;0.19436371326446533;0.5239587426185608;;0.2664753198623657;0.19410447776317596;0.5394201278686523;2.0;2.0;2.0;41.0;1.0;99.0;Hamburger SV - Eintracht Frankfurt, 1 - 2
2576214;0.17749565839767456;0.7246264219284058;0.09787791967391968;;0.3899141252040863;0.5045314431190491;0.10555436462163925;1.0;1.0;2.0;41.0;1.0;99.0;Roma - Milan, 0 - 2
2576302;0.28676488995552063;0.3568613529205322;0.35637375712394714;;0.21948088705539703;0.31121399998664856;0.469305157661438;1.0;2.0;2.0;41.0;1.0;99.0;Internazionale - Juventus, 2 - 3
2576067;0.13339202105998993;0.8105694651603699;0.056038498878479004;;0.20723500847816467;0.6984548568725586;0.09431001543998718;1.0;1.0;1.0;41.0;1.0;99.0;Torino - Cagliari, 2 - 1
2565878;0.28267377614974976;0.3899288475513458;0.32739734649658203;;0.3007355034351349;0.3247787058353424;0.37448573112487793;1.0;2.0;0.0;41.0;1.0;99.0;Celta de Vigo - Valencia, 1 - 1
2499996;0.2533569633960724;0.524282693862915;0.22236037254333496;;0.26248612999916077;0.439940482378006;0.29757341742515564;1.0;1.0;1.0;41.0;1.0;99.0;Manchester United - Chelsea, 2 - 1
2576087;0.14659583568572998;0.7863337993621826;0.06707040220499039;;0.31109580397605896;0.6044725775718689;0.08443170040845871;1.0;1.0;0.0;41.0;1.0;99.0;Torino - Chievo, 1 - 1
2576109;0.2734754681587219;0.4425487518310547;0.2839757800102234;;0.32052093744277954;0.3569870591163635;0.3224920630455017;1.0;1.0;0.0;41.0;1.0;99.0;Cagliari - Sampdoria, 2 - 2
2500792;0.24862393736839294;0.5403741002082825;0.21100199222564697;;0.2288394421339035;0.5061779618263245;0.26498258113861084;1.0;1.0;2.0;41.0;1.0;99.0;Montpellier - Rennes, 0 - 1
2500086;0.28920167684555054;0.25121384859085083;0.45958447456359863;;0.37108054757118225;0.20849011838436127;0.4204293489456177;2.0;2.0;2.0;41.0;1.0;99.0;Stoke City - Crystal Palace, 1 - 2
2500030;0.28342315554618835;0.3846171498298645;0.33195966482162476;;0.2548770308494568;0.3427714705467224;0.4023514688014984;1.0;2.0;2.0;41.0;1.0;99.0;Brighton & Hove Albion - Leicester City, 0 - 2
2499841;0.22061242163181305;0.0681166872382164;0.7112708687782288;;0.2059926688671112;0.07360822707414627;0.7203990817070007;2.0;2.0;2.0;41.0;1.0;99.0;Huddersfield Town - Manchester City, 1 - 2
2499999;0.28637170791625977;0.22257067263126373;0.4910576343536377;;0.21560214459896088;0.20311419665813446;0.581283688545227;2.0;2.0;1.0;41.0;1.0;99.0;Brighton & Hove Albion - Arsenal, 2 - 1
2500789;0.2901403605937958;0.26999804377555847;0.43986156582832336;;0.21513818204402924;0.27701857686042786;0.5078432559967041;2.0;2.0;0.0;41.0;1.0;99.0;Guingamp - Amiens SC, 1 - 1
2500821;0.20486652851104736;0.662663459777832;0.1324700564146042;;0.369856059551239;0.4809083342552185;0.14923565089702606;1.0;1.0;1.0;41.0;1.0;99.0;Montpellier - Lille, 3 - 0
2565684;0.20325477421283722;0.6665467619895935;0.13019844889640808;;0.2784259021282196;0.5503861904144287;0.1711878776550293;1.0;1.0;1.0;41.0;1.0;99.0;Getafe - Valencia, 1 - 0
2516833;0.24946527183055878;0.5375734567642212;0.21296127140522003;;0.25661733746528625;0.49429380893707275;0.2490888237953186;1.0;1.0;0.0;41.0;1.0;99.0;Borussia M'gladbach - Mainz 05, 1 - 1
2500997;0.2270103543996811;0.6055060625076294;0.16748353838920593;;0.2539784610271454;0.5028610229492188;0.24316053092479706;1.0;1.0;0.0;41.0;1.0;99.0;Angers SCO - Strasbourg, 1 - 1
2576111;0.28969115018844604;0.2593364715576172;0.4509723484516144;;0.3852526843547821;0.20389841496944427;0.4108489155769348;2.0;2.0;2.0;41.0;1.0;99.0;Genoa - Atalanta, 1 - 2
2500915;0.16082420945167542;0.7588522434234619;0.0803234726190567;;0.2711825966835022;0.6194207668304443;0.10939661413431168;1.0;1.0;1.0;41.0;1.0;99.0;Toulouse - Troyes, 1 - 0
2500070;0.2113002985715866;0.6468203067779541;0.14187940955162048;;0.36108654737472534;0.49704572558403015;0.14186768233776093;1.0;1.0;1.0;41.0;1.0;99.0;Crystal Palace - Leicester City, 5 - 0
2576156;0.27784132957458496;0.17761775851249695;0.5445410013198853;;0.2509060502052307;0.15586188435554504;0.5932320356369019;2.0;2.0;1.0;41.0;1.0;99.0;Benevento - Sampdoria, 3 - 2
2565808;0.23982694745063782;0.5683226585388184;0.19185037910938263;;0.2980331778526306;0.48087039589881897;0.22109642624855042;1.0;1.0;1.0;41.0;1.0;99.0;Legan\u00e9s - M\u00e1laga, 2 - 0
2500790;0.2872740924358368;0.22994817793369293;0.48277780413627625;;0.22651369869709015;0.2194966822862625;0.553989589214325;2.0;2.0;2.0;41.0;1.0;99.0;Lille - Olympique Marseille, 0 - 1
2500820;0.28715845942497253;0.3529205620288849;0.3599209189414978;;0.26953354477882385;0.2880260646343231;0.4424404501914978;2.0;2.0;2.0;41.0;1.0;99.0;Monaco - PSG, 1 - 2
2576330;0.254658043384552;0.5197063088417053;0.2256355881690979;;0.2549959123134613;0.4521908164024353;0.292813241481781;1.0;1.0;1.0;41.0;1.0;99.0;Chievo - Benevento, 1 - 0
2576084;0.24954257905483246;0.5373148322105408;0.21314255893230438;;0.3496897220611572;0.4199782609939575;0.23033204674720764;1.0;1.0;1.0;41.0;1.0;99.0;Roma - Lazio, 2 - 1
2565799;0.28084513545036316;0.19039802253246307;0.5287567973136902;;0.1656978726387024;0.18384839594364166;0.6504537463188171;2.0;2.0;1.0;41.0;1.0;99.0;Espanyol - Real Madrid, 1 - 0
2500024;0.04431036859750748;0.947818398475647;0.00787129532545805;;0.11274030804634094;0.8696451783180237;0.017614584416151047;1.0;1.0;1.0;41.0;1.0;99.0;Manchester City - Brighton & Hove Albion, 3 - 1
2500981;0.100604347884655;0.866091251373291;0.03330441564321518;;0.2435387521982193;0.699603259563446;0.05685797706246376;1.0;1.0;1.0;41.0;1.0;99.0;Monaco - Lille, 2 - 1
2576243;0.2779359817504883;0.4192475378513336;0.3028164803981781;;0.3814491331577301;0.30934399366378784;0.30920687317848206;1.0;0.0;2.0;41.0;1.0;99.0;Torino - Fiorentina, 1 - 2
2500019;0.1773759126663208;0.7248808145523071;0.09774330258369446;;0.2059427946805954;0.6634498834609985;0.13060735166072845;1.0;1.0;1.0;41.0;1.0;99.0;AFC Bournemouth - West Bromwich Albion, 2 - 1
2565889;0.197709321975708;0.04769881069660187;0.7545918822288513;;0.1102270781993866;0.046727001667022705;0.8430459499359131;2.0;2.0;2.0;41.0;1.0;99.0;Deportivo La Coru\u00f1a - Barcelona, 2 - 4
2499866;0.24080291390419006;0.5653316974639893;0.19386529922485352;;0.2413683533668518;0.5246598720550537;0.23397186398506165;1.0;1.0;1.0;41.0;1.0;99.0;Stoke City - Swansea City, 2 - 1
2500855;0.1692093312740326;0.7419297099113464;0.08886093646287918;;0.24527525901794434;0.6457564830780029;0.10896816849708557;1.0;1.0;1.0;41.0;1.0;99.0;Toulouse - Caen, 2 - 0
2499974;0.16025958955287933;0.7599717378616333;0.07976870983839035;;0.2362378090620041;0.643984317779541;0.1197778731584549;1.0;1.0;0.0;41.0;1.0;99.0;Leicester City - Swansea City, 1 - 1
2576154;0.22105085849761963;0.06857714802026749;0.7103719711303711;;0.15248501300811768;0.07349031418561935;0.7740247249603271;2.0;2.0;2.0;41.0;1.0;99.0;Cagliari - Juventus, 0 - 1
2500807;0.2899535298347473;0.2649283707141876;0.44511812925338745;;0.33319130539894104;0.23159968852996826;0.4352090358734131;2.0;2.0;0.0;41.0;1.0;99.0;Bordeaux - Olympique Marseille, 1 - 1
2565879;0.22942185401916504;0.5987802147865295;0.17179790139198303;;0.20255041122436523;0.5451334118843079;0.2523161768913269;1.0;1.0;2.0;41.0;1.0;99.0;Athletic Club - Levante, 1 - 3
2576289;0.11176805198192596;0.8478888869285583;0.04034306854009628;;0.1893540620803833;0.7402232885360718;0.07042264193296432;1.0;1.0;2.0;41.0;1.0;99.0;Milan - Benevento, 0 - 1
2516953;0.25663304328918457;0.5126204490661621;0.23074652254581451;;0.3620573580265045;0.39118438959121704;0.2467583268880844;1.0;1.0;2.0;41.0;1.0;99.0;Hannover 96 - Borussia M'gladbach, 0 - 1
2500947;0.15985412895679474;0.7607739567756653;0.0793718621134758;;0.23878975212574005;0.6470217704772949;0.11418849974870682;1.0;1.0;1.0;41.0;1.0;99.0;Dijon - Caen, 2 - 0
2500818;0.10527780652046204;0.858555793762207;0.036166392266750336;;0.12794993817806244;0.799307644367218;0.07274244725704193;1.0;1.0;1.0;41.0;1.0;99.0;Olympique Marseille - Guingamp, 1 - 0
2576249;0.055571530014276505;0.9327762722969055;0.011652220971882343;;0.1296418458223343;0.8486703038215637;0.02168775349855423;1.0;1.0;1.0;41.0;1.0;99.0;Lazio - Benevento, 6 - 2
2500831;0.2349625527858734;0.08493626117706299;0.6801010966300964;;0.24592459201812744;0.09199688583612442;0.6620785593986511;2.0;2.0;2.0;41.0;1.0;99.0;Metz - Olympique Marseille, 0 - 3
2499813;0.20401829481124878;0.6647112369537354;0.13127045333385468;;0.3259564936161041;0.5288098454475403;0.1452336311340332;1.0;1.0;0.0;41.0;1.0;99.0;Crystal Palace - West Ham United, 2 - 2
2576312;0.2865397334098816;0.22386927902698517;0.48959094285964966;;0.27491748332977295;0.2133404016494751;0.511742115020752;2.0;2.0;1.0;41.0;1.0;99.0;Chievo - Crotone, 2 - 1
2516887;0.16083575785160065;0.7588294148445129;0.08033484220504761;;0.270768940448761;0.6331067085266113;0.09612442553043365;1.0;1.0;1.0;41.0;1.0;99.0;Borussia M'gladbach - Hamburger SV, 3 - 1
2576165;0.26357296109199524;0.48617079854011536;0.25025615096092224;;0.426177978515625;0.3417508006095886;0.2320711314678192;1.0;0.0;2.0;41.0;1.0;99.0;Atalanta - Napoli, 0 - 1
2500923;0.2063799947500229;0.6589863896369934;0.13463358581066132;;0.3113000988960266;0.5235124826431274;0.16518740355968475;1.0;1.0;2.0;41.0;1.0;99.0;Rennes - Guingamp, 0 - 1
2565632;0.142286017537117;0.7943727374076843;0.06334127485752106;;0.2071700543165207;0.6898610591888428;0.10296885669231415;1.0;1.0;1.0;41.0;1.0;99.0;Valencia - Sevilla, 4 - 0
2516943;0.26438429951667786;0.4828951954841614;0.25272053480148315;;0.3277618885040283;0.3880977928638458;0.28414028882980347;1.0;1.0;2.0;41.0;1.0;99.0;Augsburg - Stuttgart, 0 - 1
2501048;0.19245833158493042;0.6917535662651062;0.11578808724880219;;0.34004849195480347;0.5282607674598694;0.13169078528881073;1.0;1.0;1.0;41.0;1.0;99.0;Bordeaux - Toulouse, 4 - 2
2500009;0.2902446389198303;0.2736145257949829;0.436140775680542;;0.3451293110847473;0.22207672894001007;0.4327939450740814;2.0;2.0;2.0;41.0;1.0;99.0;AFC Bournemouth - Tottenham Hotspur, 1 - 4
2576240;0.13185933232307434;0.813308835029602;0.054831843823194504;;0.22320185601711273;0.7013019919395447;0.07549615949392319;1.0;1.0;0.0;41.0;1.0;99.0;Lazio - Bologna, 1 - 1
2565618;0.22713226079940796;0.605168879032135;0.1676989197731018;;0.20444004237651825;0.5274006128311157;0.2681593894958496;1.0;1.0;2.0;41.0;1.0;99.0;Girona - Villarreal, 1 - 2
2499962;0.24631278216838837;0.5479448437690735;0.2057424634695053;;0.2695593237876892;0.46551430225372314;0.26492640376091003;1.0;1.0;2.0;41.0;1.0;99.0;Chelsea - AFC Bournemouth, 0 - 3
2500823;0.18746376037597656;0.7029756903648376;0.10956054925918579;;0.21100862324237823;0.6239577531814575;0.16503360867500305;1.0;1.0;1.0;41.0;1.0;99.0;Rennes - Nantes, 2 - 1
2499946;0.15058378875255585;0.7787800431251526;0.07063618302345276;;0.14466160535812378;0.7474673390388489;0.10787105560302734;1.0;1.0;1.0;41.0;1.0;99.0;Tottenham Hotspur - Everton, 4 - 0
2516903;0.23086799681186676;0.5946909785270691;0.17444105446338654;;0.376455157995224;0.43320950865745544;0.19033533334732056;1.0;1.0;0.0;41.0;1.0;99.0;Hertha BSC - Borussia Dortmund, 1 - 1
2499893;0.15217216312885284;0.775739848613739;0.07208797335624695;;0.20806938409805298;0.685775637626648;0.10615488141775131;1.0;1.0;1.0;41.0;1.0;99.0;Everton - Swansea City, 3 - 1
2576280;0.2406069040298462;0.5659345388412476;0.19345858693122864;;0.26006290316581726;0.5214734673500061;0.2184637039899826;1.0;1.0;1.0;41.0;1.0;99.0;Sampdoria - Bologna, 1 - 0
