val_loss,val_accuracy,val_rps,epoch,step,train_loss_epoch,train_accuracy_epoch
25.91251564025879,0.5,214.91159057617188,0,1,,
,,,0,1,28.305814743041992,0.21875
25.941253662109375,0.34375,213.072509765625,1,3,,
,,,1,3,18.47426414489746,0.625
