B365H,B365A,res,tendencia_H,tendencia_A
8.5,1.36,0,1.3333333333333333,1.3333333333333333
2.29,3.1,-1,0.0,1.0
1.16,15.0,-1,0.6666666666666666,0.0
1.44,6.5,-1,3.0,1.0
1.14,17.0,-1,2.3333333333333335,2.0
1.95,4.0,0,0.0,1.6666666666666667
3.0,2.29,1,1.3333333333333333,0.0
1.44,7.5,-1,2.0,0.0
4.75,1.7,0,0.3333333333333333,3.0
1.33,9.5,0,1.3333333333333333,1.0
1.19,13.0,-1,1.3333333333333333,1.0
7.5,1.5,1,2.0,1.3333333333333333
2.39,2.89,1,1.0,0.3333333333333333
1.36,9.5,-1,3.0,1.0
2.25,3.1,1,0.0,2.3333333333333335
6.0,1.53,1,1.0,2.0
3.75,2.0,1,1.0,1.3333333333333333
13.0,1.3,0,2.3333333333333335,3.0
2.1,3.75,1,0.0,0.3333333333333333
1.39,8.5,-1,3.0,1.6666666666666667
4.0,1.95,0,2.0,2.0
3.39,2.39,1,2.0,3.0
4.2,1.95,1,2.0,1.6666666666666667
5.25,1.66,0,0.3333333333333333,2.0
3.25,2.29,-1,0.3333333333333333,2.0
2.0,4.0,0,0.3333333333333333,2.0
1.22,13.0,-1,3.0,0.0
1.36,8.5,-1,1.3333333333333333,1.0
3.39,2.2,-1,1.0,1.0
1.61,5.25,-1,2.0,1.0
1.57,6.0,1,3.0,2.0
3.5,2.2,1,2.0,3.0
2.39,3.2,-1,1.0,2.0
10.0,1.33,1,1.3333333333333333,3.0
1.95,3.79,1,3.0,2.3333333333333335
1.5,7.0,-1,1.3333333333333333,1.0
4.0,1.9,1,0.3333333333333333,1.0
5.25,1.66,-1,0.0,1.3333333333333333
1.9,4.2,-1,1.3333333333333333,0.3333333333333333
2.29,3.39,1,0.6666666666666666,0.0
1.25,11.0,-1,1.3333333333333333,1.0
2.89,2.7,-1,1.0,3.0
1.16,17.0,-1,0.0,1.0
1.72,4.5,-1,2.3333333333333335,2.3333333333333335
2.29,3.1,0,2.3333333333333335,1.0
2.54,2.89,-1,0.0,1.0
2.54,2.87,-1,0.0,0.3333333333333333
1.14,23.0,-1,3.0,0.3333333333333333
4.75,1.75,1,2.3333333333333335,3.0
3.5,2.25,-1,2.0,1.6666666666666667
2.45,3.1,-1,0.0,1.6666666666666667
4.33,1.85,1,1.3333333333333333,2.0
1.14,19.0,-1,1.3333333333333333,0.0
1.5,7.0,-1,1.0,1.0
3.1,2.5,1,0.0,1.0
1.44,7.5,-1,1.6666666666666667,1.0
1.85,4.33,-1,1.6666666666666667,1.3333333333333333
2.1,3.6,0,0.3333333333333333,1.3333333333333333
1.61,5.0,-1,3.0,1.0
4.5,1.85,0,1.6666666666666667,2.0
4.5,1.83,1,0.6666666666666666,2.3333333333333335
4.5,1.85,1,1.0,3.0
1.5,7.0,1,2.0,1.0
17.0,1.18,1,1.0,3.0
1.36,9.5,-1,2.0,0.3333333333333333
3.39,2.2,1,1.0,0.3333333333333333
3.39,2.2,0,1.3333333333333333,3.0
1.22,15.0,-1,3.0,0.3333333333333333
2.14,3.6,-1,0.3333333333333333,0.6666666666666666
7.0,1.44,1,1.0,0.6666666666666666
1.3,11.0,0,1.0,1.3333333333333333
2.39,2.89,0,2.3333333333333335,2.3333333333333335
1.39,7.5,1,0.6666666666666666,1.3333333333333333
2.39,2.89,-1,2.3333333333333335,3.0
1.44,7.0,-1,1.6666666666666667,2.0
1.18,15.0,-1,3.0,1.0
2.39,3.2,0,1.0,1.0
1.28,11.0,1,0.6666666666666666,0.0
2.14,3.79,1,1.3333333333333333,0.6666666666666666
5.5,1.66,0,0.3333333333333333,1.0
10.0,1.33,1,0.3333333333333333,3.0
3.39,2.2,1,0.6666666666666666,1.0
4.0,1.9,0,2.0,0.6666666666666666
1.5,6.5,-1,2.3333333333333335,1.6666666666666667
1.19,17.0,-1,3.0,2.3333333333333335
2.39,2.89,0,0.6666666666666666,0.3333333333333333
3.75,2.04,1,1.0,1.3333333333333333
1.7,5.5,-1,1.0,2.0
1.25,12.0,-1,2.3333333333333335,0.3333333333333333
2.1,3.75,1,0.0,0.0
3.0,2.37,-1,1.0,1.6666666666666667
1.75,5.5,0,2.3333333333333335,0.3333333333333333
2.62,2.75,0,1.3333333333333333,1.6666666666666667
3.6,2.04,1,2.0,3.0
10.0,1.33,1,1.0,3.0
1.72,4.75,1,1.3333333333333333,1.3333333333333333
1.33,9.5,-1,0.3333333333333333,1.0
1.11,21.0,-1,3.0,1.0
6.5,1.53,1,1.3333333333333333,1.6666666666666667
3.5,2.1,-1,1.0,1.0
2.2,3.5,-1,1.6666666666666667,2.3333333333333335
2.1,3.6,-1,0.6666666666666666,1.0
2.5,2.87,0,1.6666666666666667,0.3333333333333333
3.0,2.5,0,0.0,3.0
15.0,1.19,1,1.3333333333333333,2.3333333333333335
2.29,3.1,0,0.3333333333333333,1.3333333333333333
1.44,8.0,1,2.3333333333333335,0.3333333333333333
3.2,2.29,-1,0.0,0.3333333333333333
2.39,3.0,1,1.0,3.0
1.3,10.0,0,1.3333333333333333,3.0
1.72,4.5,-1,0.3333333333333333,1.6666666666666667
2.1,3.6,0,1.3333333333333333,1.3333333333333333
2.0,3.79,0,1.6666666666666667,1.0
15.0,1.19,1,1.0,2.3333333333333335
1.8,4.75,-1,2.3333333333333335,2.3333333333333335
2.39,3.0,1,1.3333333333333333,1.6666666666666667
1.44,8.0,-1,1.3333333333333333,0.3333333333333333
1.25,12.0,-1,1.3333333333333333,0.3333333333333333
5.0,1.72,-1,2.0,1.3333333333333333
3.6,2.1,0,1.3333333333333333,1.3333333333333333
1.66,5.25,-1,3.0,1.3333333333333333
1.22,13.0,-1,1.3333333333333333,1.0
3.25,2.25,1,0.6666666666666666,1.6666666666666667
2.54,3.0,1,0.3333333333333333,0.3333333333333333
2.37,3.0,0,2.3333333333333335,1.3333333333333333
2.87,2.62,1,0.3333333333333333,0.3333333333333333
7.0,1.44,1,1.3333333333333333,2.3333333333333335
3.2,2.37,-1,0.0,1.3333333333333333
1.57,6.0,0,1.6666666666666667,1.3333333333333333
1.8,4.2,1,0.3333333333333333,1.0
5.5,1.57,-1,1.3333333333333333,1.6666666666666667
1.25,12.0,-1,1.6666666666666667,0.6666666666666666
5.5,1.61,1,1.6666666666666667,1.3333333333333333
1.33,9.0,1,2.3333333333333335,2.0
3.1,2.37,1,2.3333333333333335,1.3333333333333333
1.5,5.75,1,1.3333333333333333,1.0
1.5,7.0,-1,0.6666666666666666,2.3333333333333335
1.83,4.5,-1,1.0,0.0
1.36,7.5,0,2.0,1.6666666666666667
2.04,3.6,0,0.3333333333333333,1.0
1.5,7.0,-1,1.0,0.3333333333333333
5.5,1.61,0,1.3333333333333333,2.3333333333333335
1.7,5.25,0,2.0,3.0
2.6,2.7,0,1.3333333333333333,1.0
3.5,2.14,1,1.0,1.3333333333333333
2.87,2.62,1,1.0,1.0
3.6,2.0,1,2.0,1.3333333333333333
2.0,4.0,0,2.0,2.0
1.57,6.0,-1,0.6666666666666666,1.0
1.39,8.0,-1,2.3333333333333335,1.6666666666666667
9.0,1.36,0,0.0,1.3333333333333333
2.45,2.87,0,1.0,1.3333333333333333
2.0,4.0,1,2.3333333333333335,2.0
1.22,12.0,-1,2.3333333333333335,0.6666666666666666
1.22,12.0,-1,0.3333333333333333,0.0
1.14,19.0,-1,2.0,2.0
1.64,5.0,0,2.0,0.3333333333333333
5.0,1.72,0,1.0,3.0
1.75,4.75,0,1.0,1.6666666666666667
7.5,1.36,1,2.0,2.3333333333333335
5.0,1.66,1,2.0,2.3333333333333335
1.9,4.2,-1,0.6666666666666666,1.6666666666666667
1.66,5.0,1,1.0,0.0
2.6,2.75,-1,1.0,3.0
2.87,2.6,1,0.0,0.0
1.75,4.75,-1,2.3333333333333335,1.3333333333333333
3.39,2.04,1,0.0,0.0
7.0,1.53,-1,2.0,3.0
3.79,1.95,0,1.3333333333333333,1.0
1.83,4.5,0,1.3333333333333333,0.3333333333333333
1.95,3.79,1,2.0,2.0
3.1,2.45,1,2.0,0.0
1.44,7.0,-1,2.3333333333333335,2.0
2.1,3.39,-1,3.0,3.0
3.75,2.04,1,1.0,1.3333333333333333
1.3,10.0,0,2.0,1.0
1.9,4.5,-1,1.0,0.0
7.5,1.39,0,1.0,2.3333333333333335
3.0,2.29,1,2.0,3.0
1.06,34.0,-1,3.0,0.0
1.5,6.5,0,2.3333333333333335,1.0
3.0,2.54,1,0.3333333333333333,2.0
1.8,4.75,1,0.0,1.0
7.5,1.39,1,1.0,2.3333333333333335
1.6,5.25,-1,0.3333333333333333,1.0
5.5,1.64,-1,0.3333333333333333,3.0
1.14,15.0,-1,2.3333333333333335,1.3333333333333333
1.83,4.5,-1,2.0,1.3333333333333333
3.1,2.5,-1,0.0,1.3333333333333333
3.6,2.1,-1,1.0,2.0
11.0,1.28,1,0.0,3.0
1.28,10.0,-1,2.0,1.0
4.2,1.9,1,1.3333333333333333,2.0
5.25,1.7,1,2.0,3.0
1.44,7.5,-1,0.0,0.0
3.6,2.14,1,2.3333333333333335,0.3333333333333333
1.85,4.0,-1,2.0,0.6666666666666666
9.0,1.33,1,1.3333333333333333,2.3333333333333335
1.12,21.0,-1,1.3333333333333333,0.3333333333333333
1.16,15.0,-1,2.0,0.6666666666666666
2.0,3.75,1,1.3333333333333333,1.0
1.36,8.5,-1,1.3333333333333333,1.3333333333333333
1.44,7.0,-1,2.3333333333333335,2.0
1.28,9.0,-1,3.0,0.0
7.5,1.44,1,1.0,1.3333333333333333
1.6,6.5,-1,0.6666666666666666,3.0
6.0,1.57,1,0.0,1.3333333333333333
1.44,8.0,0,0.0,1.0
2.6,2.75,1,0.3333333333333333,0.3333333333333333
3.75,1.95,1,0.6666666666666666,2.0
1.9,4.33,-1,2.3333333333333335,1.3333333333333333
1.61,5.0,0,3.0,3.0
1.53,7.5,-1,2.0,1.6666666666666667
1.91,4.2,-1,0.6666666666666666,0.0
2.2,3.4,-1,2.3333333333333335,1.0
1.75,5.25,-1,2.3333333333333335,0.3333333333333333
2.25,3.3,1,0.0,0.3333333333333333
3.75,2.0,0,1.3333333333333333,1.3333333333333333
2.8,2.6,-1,1.3333333333333333,1.6666666666666667
2.25,3.3,0,1.0,2.3333333333333335
1.67,5.5,-1,0.3333333333333333,1.0
3.2,2.25,1,3.0,3.0
1.53,5.75,1,2.3333333333333335,2.0
4.75,1.7,0,1.6666666666666667,3.0
2.55,2.63,1,2.0,3.0
11.0,1.29,1,0.0,2.3333333333333335
2.8,2.5,-1,1.6666666666666667,1.3333333333333333
1.4,8.0,-1,2.0,1.0
1.91,4.0,0,0.0,1.0
1.33,9.0,0,1.3333333333333333,0.3333333333333333
1.13,21.0,-1,3.0,1.0
2.25,3.3,1,0.3333333333333333,1.3333333333333333
2.7,2.6,-1,0.0,1.6666666666666667
2.2,3.2,0,2.0,2.3333333333333335
2.1,3.75,1,1.0,0.3333333333333333
2.25,3.3,1,2.0,0.6666666666666666
1.91,4.33,-1,0.0,0.0
5.5,1.62,1,0.3333333333333333,2.0
1.3,10.0,-1,2.3333333333333335,0.3333333333333333
3.5,2.0,-1,1.6666666666666667,2.0
1.4,8.5,-1,3.0,2.3333333333333335
15.0,1.22,1,0.0,3.0
1.25,12.0,-1,2.0,1.0
1.33,10.0,-1,1.3333333333333333,0.3333333333333333
2.2,3.3,1,2.0,0.0
2.2,3.5,0,0.0,0.3333333333333333
3.6,2.05,0,0.3333333333333333,2.3333333333333335
1.33,9.0,-1,3.0,2.0
3.4,2.1,1,3.0,3.0
1.25,11.0,-1,2.0,1.0
2.88,2.4,1,1.0,2.3333333333333335
8.0,1.36,1,0.0,2.0
5.75,1.6,0,1.0,3.0
3.8,2.0,1,0.3333333333333333,2.3333333333333335
3.0,2.5,0,1.0,1.0
1.4,8.5,-1,2.0,1.0
1.11,19.0,-1,3.0,0.0
2.38,3.1,1,1.3333333333333333,1.0
1.67,5.0,0,2.3333333333333335,
7.5,1.45,1,0.3333333333333333,3.0
1.17,17.0,-1,,0.3333333333333333
1.55,6.0,-1,1.0,1.3333333333333333
10.0,1.33,1,0.3333333333333333,3.0
10.0,1.33,1,,
4.33,1.83,1,,
2.45,2.9,-1,,
1.55,6.5,-1,,
1.67,5.5,-1,,
3.4,2.2,1,,
2.38,3.2,-1,,
1.25,13.0,-1,,
1.17,17.0,-1,,
3.5,2.2,1,,
2.5,2.88,0,,
1.8,4.5,1,,
1.22,13.0,-1,,
1.4,8.0,-1,,
2.5,2.9,-1,,
1.75,5.0,-1,,
2.3,3.0,1,,
2.7,2.75,1,,
9.0,1.4,1,,
3.1,2.38,0,,
6.0,1.57,1,,
1.57,6.0,-1,,
1.29,11.0,0,,
1.67,5.5,-1,,
2.2,3.5,0,,
2.1,3.8,1,,
3.2,2.3,1,,
8.0,1.4,1,,
1.14,19.0,-1,,
2.14,3.6,1,0.6666666666666666,1.0
1.8,4.75,-1,2.3333333333333335,2.3333333333333335
6.0,1.6,1,0.6666666666666666,1.0
1.19,15.0,-1,0.6666666666666666,1.3333333333333333
1.39,8.5,-1,1.3333333333333333,1.3333333333333333
6.5,1.6,-1,0.0,2.3333333333333335
9.0,1.39,1,2.3333333333333335,2.3333333333333335
1.9,4.2,1,0.0,0.6666666666666666
1.33,9.0,-1,2.0,1.0
2.45,3.0,-1,1.3333333333333333,2.3333333333333335
4.75,1.8,0,1.0,2.0
1.12,27.0,-1,2.3333333333333335,1.6666666666666667
1.18,17.0,-1,1.3333333333333333,0.0
3.75,2.0,-1,0.3333333333333333,2.0
1.16,19.0,0,3.0,1.3333333333333333
3.1,2.54,1,0.0,1.6666666666666667
1.57,6.5,-1,1.0,0.6666666666666666
2.25,3.29,-1,3.0,1.6666666666666667
1.08,34.0,0,3.0,1.3333333333333333
2.89,2.62,0,2.3333333333333335,1.3333333333333333
2.1,3.7,-1,0.0,0.3333333333333333
2.25,3.39,1,0.3333333333333333,0.3333333333333333
2.37,3.2,-1,0.3333333333333333,1.0
8.0,1.44,-1,2.3333333333333335,1.3333333333333333
2.7,2.79,1,1.0,2.3333333333333335
4.75,1.85,-1,0.6666666666666666,2.0
1.16,21.0,-1,1.3333333333333333,0.3333333333333333
1.44,8.0,-1,2.0,2.0
10.0,1.33,1,0.6666666666666666,2.0
7.0,1.53,1,0.6666666666666666,2.3333333333333335
2.25,3.7,0,1.3333333333333333,0.6666666666666666
2.04,3.79,-1,1.6666666666666667,0.3333333333333333
2.62,3.1,1,1.3333333333333333,1.6666666666666667
1.85,4.75,1,2.0,1.6666666666666667
1.72,5.0,-1,0.3333333333333333,0.3333333333333333
1.33,10.0,0,1.6666666666666667,0.6666666666666666
2.29,3.39,-1,0.6666666666666666,3.0
1.14,23.0,-1,2.0,0.6666666666666666
1.55,6.0,-1,2.0,1.6666666666666667
2.29,3.5,0,0.3333333333333333,2.0
2.89,2.54,0,0.3333333333333333,1.3333333333333333
7.5,1.5,0,1.3333333333333333,2.3333333333333335
4.0,1.9,1,3.0,1.3333333333333333
2.25,3.2,0,1.0,0.0
5.0,1.75,1,0.6666666666666666,2.0
6.5,1.55,0,0.3333333333333333,2.0
2.0,4.0,0,1.3333333333333333,0.0
1.18,19.0,1,3.0,0.3333333333333333
3.29,2.25,-1,3.0,3.0
2.62,2.7,1,3.0,2.0
1.25,12.0,-1,2.3333333333333335,1.6666666666666667
2.62,3.0,-1,3.0,2.0
1.9,4.75,-1,1.3333333333333333,0.3333333333333333
2.62,3.0,-1,0.3333333333333333,0.3333333333333333
2.54,3.1,0,0.6666666666666666,1.3333333333333333
4.5,1.85,1,0.0,1.3333333333333333
1.28,12.0,0,1.0,1.0
1.57,6.0,-1,2.0,0.3333333333333333
1.89,4.2,1,3.0,3.0
2.5,3.0,0,1.3333333333333333,1.0
1.85,5.0,0,1.0,0.3333333333333333
1.95,4.2,1,2.3333333333333335,2.0
11.0,1.33,1,0.0,3.0
2.39,3.39,1,0.3333333333333333,3.0
2.37,3.39,0,0.0,1.3333333333333333
4.2,1.9,0,2.0,2.0
2.29,3.1,1,1.0,3.0
1.28,10.0,-1,1.0,0.3333333333333333
9.0,1.33,1,2.0,3.0
2.7,2.6,-1,0.0,0.6666666666666666
2.7,2.62,1,2.0,1.6666666666666667
1.25,10.0,-1,3.0,1.3333333333333333
1.75,5.0,-1,1.3333333333333333,0.3333333333333333
2.29,3.1,0,1.0,1.3333333333333333
2.5,3.1,1,0.0,2.3333333333333335
7.0,1.44,1,1.0,2.0
1.19,15.0,-1,2.0,2.0
1.83,5.0,-1,0.6666666666666666,0.0
3.0,2.7,1,1.3333333333333333,0.0
2.5,3.1,1,0.6666666666666666,1.0
15.0,1.25,1,1.0,3.0
6.5,1.55,1,0.6666666666666666,3.0
1.44,7.5,-1,0.0,2.0
1.3,12.0,-1,1.0,0.0
2.2,3.89,-1,1.0,2.3333333333333335
2.54,3.2,0,2.0,2.0
2.79,2.79,-1,1.3333333333333333,0.6666666666666666
3.0,2.6,1,0.0,0.6666666666666666
2.29,3.6,1,1.0,1.3333333333333333
2.75,2.75,-1,2.0,3.0
7.0,1.57,1,0.3333333333333333,2.0
1.61,6.0,-1,2.3333333333333335,1.0
4.2,1.9,-1,2.3333333333333335,1.0
1.22,15.0,-1,2.3333333333333335,1.6666666666666667
1.85,4.5,0,0.6666666666666666,1.3333333333333333
1.75,5.25,0,1.3333333333333333,0.6666666666666666
2.6,3.0,-1,1.3333333333333333,1.0
1.19,17.0,-1,2.3333333333333335,2.0
2.14,3.89,-1,2.0,0.0
2.5,3.29,-1,0.6666666666666666,1.0
4.5,1.72,1,1.0,2.3333333333333335
2.29,3.5,-1,1.0,1.0
7.5,1.5,1,0.6666666666666666,2.3333333333333335
2.25,3.5,-1,1.3333333333333333,2.0
2.1,3.79,0,2.0,1.6666666666666667
2.14,4.0,-1,1.6666666666666667,2.3333333333333335
2.89,2.79,0,0.6666666666666666,1.3333333333333333
1.22,13.0,-1,2.3333333333333335,1.3333333333333333
1.95,4.75,1,0.0,1.0
1.72,5.25,0,0.3333333333333333,0.6666666666666666
1.36,8.0,-1,1.0,0.3333333333333333
4.2,1.8,1,1.6666666666666667,1.3333333333333333
5.5,1.61,-1,0.6666666666666666,2.0
3.25,2.25,-1,0.0,2.3333333333333335
1.19,13.0,-1,2.3333333333333335,1.3333333333333333
2.25,3.2,-1,1.3333333333333333,0.6666666666666666
2.2,3.39,0,1.3333333333333333,1.3333333333333333
2.37,3.25,-1,2.3333333333333335,0.6666666666666666
2.5,2.79,-1,0.6666666666666666,1.3333333333333333
2.0,3.5,-1,1.6666666666666667,2.0
6.25,1.61,-1,0.6666666666666666,1.3333333333333333
2.1,3.6,0,2.0,2.3333333333333335
2.04,4.2,0,1.3333333333333333,0.6666666666666666
1.3,12.0,-1,1.0,1.3333333333333333
1.9,4.33,-1,2.3333333333333335,1.3333333333333333
2.35,3.7,-1,0.3333333333333333,1.6666666666666667
1.8,5.25,0,1.3333333333333333,2.3333333333333335
1.16,19.0,-1,2.0,0.0
2.54,3.1,1,1.3333333333333333,1.0
13.0,1.28,0,0.3333333333333333,2.0
1.14,21.0,-1,2.0,1.3333333333333333
2.25,3.39,0,1.0,0.3333333333333333
2.35,3.39,-1,1.6666666666666667,3.0
1.28,11.0,1,1.6666666666666667,1.6666666666666667
3.0,2.62,-1,0.3333333333333333,2.3333333333333335
2.2,3.89,0,1.3333333333333333,0.0
1.75,6.0,0,0.6666666666666666,0.3333333333333333
12.0,1.3,1,0.0,2.0
7.0,1.5,-1,1.3333333333333333,1.3333333333333333
3.1,2.54,0,1.6666666666666667,2.0
12.0,1.3,-1,1.3333333333333333,3.0
5.75,1.64,0,0.6666666666666666,2.3333333333333335
1.12,26.0,-1,1.3333333333333333,1.6666666666666667
1.5,7.0,-1,0.6666666666666666,2.3333333333333335
7.5,1.57,1,0.3333333333333333,2.3333333333333335
2.14,4.0,0,0.0,1.3333333333333333
1.85,4.33,-1,1.3333333333333333,0.3333333333333333
2.04,4.09,-1,0.0,0.3333333333333333
2.0,4.0,0,2.3333333333333335,2.3333333333333335
6.5,1.61,1,0.6666666666666666,1.6666666666666667
1.22,15.0,-1,1.6666666666666667,0.3333333333333333
3.1,2.29,-1,3.0,2.3333333333333335
4.75,1.75,-1,1.6666666666666667,1.6666666666666667
1.28,13.0,-1,2.3333333333333335,0.3333333333333333
1.3,12.0,0,2.3333333333333335,1.0
2.0,4.5,-1,1.3333333333333333,0.6666666666666666
2.62,3.1,1,0.6666666666666666,1.6666666666666667
1.95,4.5,0,1.3333333333333333,1.0
2.5,3.0,0,1.0,0.3333333333333333
2.14,4.33,-1,0.6666666666666666,0.6666666666666666
1.25,10.0,0,3.0,1.3333333333333333
2.6,2.6,0,1.6666666666666667,2.3333333333333335
12.0,1.3,1,1.3333333333333333,2.0
1.9,4.09,-1,1.3333333333333333,0.6666666666666666
1.12,19.0,-1,2.3333333333333335,1.0
1.9,4.0,1,0.6666666666666666,0.6666666666666666
5.5,1.8,1,0.6666666666666666,1.0
7.5,1.5,1,0.6666666666666666,2.3333333333333335
1.66,6.0,-1,0.3333333333333333,1.0
2.29,3.5,1,1.3333333333333333,1.3333333333333333
2.37,3.39,0,1.3333333333333333,1.3333333333333333
5.0,1.72,0,0.3333333333333333,2.3333333333333335
11.0,1.28,0,1.3333333333333333,3.0
1.36,9.0,0,1.6666666666666667,0.3333333333333333
2.37,3.29,-1,0.3333333333333333,1.6666666666666667
1.16,19.0,-1,2.3333333333333335,1.3333333333333333
2.37,3.5,0,1.6666666666666667,0.6666666666666666
1.3,11.0,-1,2.3333333333333335,0.3333333333333333
2.14,4.0,0,1.0,1.3333333333333333
1.66,6.0,1,1.0,0.3333333333333333
4.5,1.8,1,2.3333333333333335,1.6666666666666667
13.0,1.25,1,1.0,3.0
1.16,19.0,-1,1.6666666666666667,0.3333333333333333
2.79,2.75,0,0.0,1.3333333333333333
1.19,17.0,-1,2.3333333333333335,1.3333333333333333
2.5,3.2,0,1.3333333333333333,1.0
1.25,15.0,0,2.3333333333333335,1.3333333333333333
2.54,2.87,-1,0.0,1.3333333333333333
2.54,3.1,0,0.3333333333333333,2.3333333333333335
1.36,10.0,-1,2.0,0.3333333333333333
4.5,1.9,0,2.0,2.0
7.0,1.55,1,2.3333333333333335,2.0
2.62,3.0,-1,0.3333333333333333,0.0
1.12,23.0,-1,3.0,0.3333333333333333
1.61,6.5,0,0.3333333333333333,2.0
2.29,3.5,-1,0.0,0.3333333333333333
3.29,2.45,0,1.0,2.3333333333333335
2.1,3.89,1,2.3333333333333335,0.0
6.0,1.66,0,2.3333333333333335,2.0
2.54,2.79,0,1.6666666666666667,1.6666666666666667
1.72,5.5,-1,2.3333333333333335,1.0
6.5,1.53,1,0.6666666666666666,1.6666666666666667
6.5,1.6,1,0.6666666666666666,2.0
1.55,6.0,-1,3.0,2.3333333333333335
2.29,3.5,1,1.0,1.3333333333333333
1.25,14.0,-1,0.6666666666666666,0.0
2.62,3.2,0,0.0,2.0
1.39,9.0,-1,2.0,0.6666666666666666
1.8,5.0,1,0.3333333333333333,1.0
1.89,4.5,1,3.0,1.6666666666666667
5.25,1.66,0,1.0,1.3333333333333333
1.28,12.0,-1,2.0,0.6666666666666666
1.22,15.0,0,2.3333333333333335,0.6666666666666666
1.25,15.0,-1,1.3333333333333333,0.3333333333333333
15.0,1.25,1,1.0,3.0
2.39,3.25,1,0.3333333333333333,2.3333333333333335
2.1,3.89,1,0.6666666666666666,3.0
9.0,1.44,1,1.0,2.0
2.29,3.25,-1,1.0,0.3333333333333333
