HS,AS,HST,AST,HC,AC,HF,AF,B365H,B365D,B365A,tend_ptsH,tend_ptsA,tend_goalsH,tend_goalsA,tend_HS,tend_AS,tend_HST,tend_AST,tend_HC,tend_AC,tend_HF,tend_AF,res,dif_puntos,dif_goles,dif_shots,dif_targets,dif_corners
9,10,2,2,2,7,6,12,1.85,3.6,4.33,7.0,6.0,6.0,6.0,43.0,24.0,17.0,13.0,13.0,10.0,57.0,42.0,-1,-1.0,0.0,-19.0,-4.0,-3.0
9,9,1,6,8,4,10,12,1.9,3.5,4.2,0.0,4.0,2.0,2.0,34.0,29.0,10.0,7.0,13.0,16.0,51.0,60.0,0,4.0,0.0,-5.0,-3.0,3.0
14,11,7,3,7,4,6,5,1.55,4.2,6.0,1.0,1.0,1.0,2.0,42.0,47.0,8.0,11.0,27.0,16.0,42.0,49.0,-1,0.0,1.0,5.0,3.0,-11.0
17,13,7,6,9,5,9,14,1.57,4.2,5.75,0.0,4.0,3.0,4.0,38.0,27.0,11.0,11.0,9.0,15.0,42.0,31.0,-1,4.0,1.0,-11.0,0.0,6.0
12,21,4,14,6,2,14,13,5.75,4.2,1.57,1.0,9.0,2.0,10.0,33.0,37.0,9.0,15.0,13.0,12.0,24.0,33.0,1,8.0,8.0,4.0,6.0,-1.0
9,13,2,1,3,8,14,15,1.8,3.6,4.5,9.0,7.0,8.0,11.0,36.0,44.0,15.0,19.0,18.0,17.0,29.0,23.0,-1,-2.0,3.0,8.0,4.0,-1.0
14,12,2,2,5,4,7,11,2.29,3.25,3.25,7.0,3.0,5.0,3.0,35.0,29.0,17.0,10.0,9.0,15.0,49.0,48.0,1,-4.0,-2.0,-6.0,-7.0,6.0
15,10,6,4,6,6,8,20,1.83,3.6,4.5,4.0,2.0,6.0,3.0,43.0,38.0,14.0,11.0,11.0,15.0,45.0,28.0,-1,-2.0,-3.0,-5.0,-3.0,4.0
13,12,3,7,4,4,8,11,1.5,4.0,7.5,1.0,2.0,2.0,1.0,51.0,39.0,13.0,14.0,20.0,14.0,51.0,49.0,-1,1.0,-1.0,-12.0,1.0,-6.0
18,11,5,3,6,5,14,11,1.61,4.33,5.0,6.0,3.0,7.0,4.0,30.0,41.0,17.0,13.0,13.0,13.0,46.0,42.0,-1,-3.0,-3.0,11.0,-4.0,0.0
22,9,3,2,11,1,10,9,1.75,3.6,5.0,2.0,6.0,3.0,6.0,40.0,46.0,10.0,19.0,20.0,16.0,33.0,47.0,0,4.0,3.0,6.0,9.0,-4.0
21,12,8,5,4,7,10,18,1.6,3.79,6.0,7.0,4.0,3.0,1.0,25.0,33.0,7.0,11.0,11.0,18.0,63.0,38.0,-1,-3.0,-2.0,8.0,4.0,7.0
14,10,5,2,7,7,12,12,1.25,6.5,10.0,4.0,6.0,2.0,5.0,28.0,52.0,10.0,16.0,14.0,16.0,35.0,53.0,1,2.0,3.0,24.0,6.0,2.0
9,8,4,3,2,1,25,20,6.5,4.5,1.5,4.0,1.0,4.0,1.0,35.0,46.0,10.0,7.0,15.0,19.0,47.0,44.0,-1,-3.0,-3.0,11.0,-3.0,4.0
22,16,7,5,6,11,20,15,5.25,4.33,1.6,3.0,1.0,3.0,1.0,42.0,42.0,7.0,8.0,10.0,17.0,29.0,42.0,0,-2.0,-2.0,0.0,1.0,7.0
18,11,8,2,9,4,18,12,1.7,3.79,5.0,4.0,5.0,2.0,5.0,62.0,58.0,17.0,20.0,23.0,24.0,40.0,42.0,-1,1.0,3.0,-4.0,3.0,1.0
16,17,5,4,6,8,14,16,4.2,3.75,1.83,5.0,9.0,8.0,7.0,46.0,43.0,19.0,18.0,17.0,22.0,24.0,46.0,1,4.0,-1.0,-3.0,-1.0,5.0
19,4,9,1,4,3,10,9,2.7,3.29,2.62,1.0,9.0,2.0,6.0,35.0,37.0,7.0,14.0,15.0,17.0,41.0,27.0,-1,8.0,4.0,2.0,7.0,2.0
8,17,4,4,2,7,12,11,2.75,3.2,2.7,7.0,7.0,8.0,5.0,47.0,57.0,22.0,21.0,17.0,26.0,25.0,31.0,1,0.0,-3.0,10.0,-1.0,9.0
11,12,2,7,7,3,14,8,2.29,3.2,3.29,1.0,7.0,1.0,4.0,26.0,25.0,3.0,9.0,13.0,12.0,53.0,49.0,1,6.0,3.0,-1.0,6.0,-1.0
14,7,2,3,5,5,10,11,1.75,3.75,4.75,4.0,4.0,1.0,3.0,33.0,31.0,10.0,15.0,18.0,9.0,42.0,53.0,-1,0.0,2.0,-2.0,5.0,-9.0
6,17,4,8,1,3,14,16,2.14,3.29,3.5,3.0,3.0,3.0,5.0,23.0,28.0,8.0,15.0,12.0,9.0,50.0,48.0,1,0.0,2.0,5.0,7.0,-3.0
17,13,5,4,6,8,9,9,1.14,8.5,19.0,7.0,2.0,8.0,2.0,37.0,43.0,17.0,15.0,17.0,18.0,51.0,41.0,-1,-5.0,-6.0,6.0,-2.0,1.0
16,11,3,5,5,2,12,12,2.0,3.29,4.0,2.0,2.0,4.0,2.0,43.0,51.0,15.0,14.0,17.0,17.0,31.0,30.0,1,0.0,-2.0,8.0,-1.0,0.0
12,23,5,8,3,13,14,10,9.0,6.0,1.3,1.0,7.0,3.0,3.0,33.0,39.0,10.0,15.0,11.0,15.0,48.0,41.0,0,6.0,0.0,6.0,5.0,4.0
14,22,3,5,7,7,11,9,1.08,11.0,26.0,4.0,4.0,3.0,1.0,49.0,25.0,13.0,5.0,20.0,16.0,51.0,51.0,0,0.0,-2.0,-24.0,-8.0,-4.0
14,13,6,5,4,9,9,9,4.2,3.6,1.83,2.0,6.0,3.0,6.0,64.0,43.0,15.0,10.0,27.0,12.0,34.0,29.0,0,4.0,3.0,-21.0,-5.0,-15.0
6,12,3,2,2,7,11,14,1.9,3.5,4.2,7.0,3.0,2.0,3.0,37.0,27.0,14.0,8.0,13.0,12.0,50.0,45.0,-1,-4.0,1.0,-10.0,-6.0,-1.0
10,10,4,3,4,4,14,12,1.5,4.2,7.0,5.0,7.0,3.0,7.0,39.0,38.0,12.0,19.0,17.0,15.0,30.0,30.0,-1,2.0,4.0,-1.0,7.0,-2.0
15,14,9,4,3,5,11,12,1.83,3.6,4.5,1.0,3.0,3.0,1.0,44.0,38.0,16.0,7.0,15.0,26.0,40.0,43.0,-1,2.0,-2.0,-6.0,-9.0,11.0
16,7,1,1,6,6,9,13,1.18,7.0,17.0,6.0,4.0,6.0,3.0,23.0,32.0,13.0,9.0,7.0,22.0,52.0,39.0,0,-2.0,-3.0,9.0,-4.0,15.0
9,11,2,7,3,8,18,13,3.5,3.25,2.25,9.0,3.0,4.0,2.0,28.0,43.0,11.0,15.0,12.0,22.0,49.0,53.0,0,-6.0,-2.0,15.0,4.0,10.0
5,13,3,2,4,5,8,16,2.2,3.1,3.6,4.0,2.0,5.0,3.0,31.0,33.0,12.0,13.0,15.0,13.0,54.0,40.0,-1,-2.0,-2.0,2.0,1.0,-2.0
25,12,11,4,6,4,7,14,1.28,5.75,10.0,5.0,4.0,4.0,2.0,75.0,38.0,24.0,8.0,34.0,21.0,27.0,48.0,-1,-1.0,-2.0,-37.0,-16.0,-13.0
25,7,5,5,9,1,9,7,2.39,3.1,3.1,6.0,1.0,4.0,4.0,46.0,37.0,17.0,11.0,15.0,15.0,29.0,37.0,1,-5.0,0.0,-9.0,-6.0,0.0
9,5,0,2,1,2,9,11,2.6,2.87,3.2,3.0,0.0,2.0,0.0,20.0,20.0,8.0,1.0,6.0,10.0,48.0,37.0,0,-3.0,-2.0,0.0,-7.0,4.0
21,10,8,2,8,5,15,8,6.5,4.33,1.5,6.0,2.0,4.0,2.0,33.0,58.0,12.0,17.0,16.0,29.0,36.0,31.0,1,-4.0,-2.0,25.0,5.0,13.0
18,6,6,3,7,2,5,21,1.5,4.0,7.5,4.0,6.0,6.0,3.0,36.0,33.0,19.0,9.0,19.0,11.0,35.0,41.0,-1,2.0,-3.0,-3.0,-10.0,-8.0
16,5,4,2,3,3,10,13,2.04,3.29,3.79,4.0,9.0,4.0,4.0,31.0,40.0,12.0,14.0,16.0,17.0,39.0,46.0,-1,5.0,0.0,9.0,2.0,1.0
7,15,5,2,2,6,20,11,2.6,3.1,3.0,0.0,6.0,1.0,4.0,25.0,24.0,5.0,8.0,12.0,5.0,33.0,50.0,-1,6.0,3.0,-1.0,3.0,-7.0
24,4,12,1,10,1,13,17,4.0,3.6,1.85,0.0,9.0,3.0,9.0,34.0,45.0,9.0,22.0,13.0,16.0,43.0,37.0,-1,9.0,6.0,11.0,13.0,3.0
15,5,3,4,7,2,9,11,2.29,3.2,3.29,3.0,0.0,2.0,0.0,31.0,36.0,10.0,10.0,17.0,9.0,55.0,40.0,0,-3.0,-2.0,5.0,0.0,-8.0
14,7,8,0,6,2,11,11,2.29,3.0,3.5,4.0,3.0,6.0,3.0,35.0,41.0,16.0,15.0,12.0,16.0,34.0,38.0,-1,-1.0,-3.0,6.0,-1.0,4.0
19,14,8,3,3,6,9,8,1.33,5.0,10.0,3.0,6.0,1.0,3.0,31.0,26.0,7.0,8.0,26.0,12.0,39.0,55.0,-1,3.0,2.0,-5.0,1.0,-14.0
17,17,5,11,9,5,11,12,7.5,5.0,1.39,3.0,7.0,3.0,6.0,36.0,41.0,9.0,15.0,15.0,20.0,48.0,33.0,1,4.0,3.0,5.0,6.0,5.0
13,18,7,9,5,8,17,12,2.25,3.2,3.39,4.0,3.0,3.0,4.0,37.0,37.0,13.0,10.0,14.0,13.0,44.0,43.0,0,-1.0,1.0,0.0,-3.0,-1.0
12,11,7,2,4,2,8,8,1.28,5.75,10.0,9.0,0.0,4.0,1.0,30.0,41.0,10.0,8.0,11.0,12.0,37.0,27.0,-1,-9.0,-3.0,11.0,-2.0,1.0
12,21,7,9,5,8,15,8,5.5,4.0,1.61,7.0,7.0,6.0,5.0,40.0,37.0,18.0,13.0,11.0,19.0,34.0,40.0,1,0.0,-1.0,-3.0,-5.0,8.0
19,9,5,4,6,2,9,8,2.04,3.29,3.79,7.0,1.0,3.0,1.0,26.0,29.0,7.0,10.0,7.0,16.0,47.0,56.0,1,-6.0,-2.0,3.0,3.0,9.0
10,6,3,3,2,3,15,15,2.37,3.29,3.1,7.0,4.0,6.0,6.0,63.0,41.0,21.0,19.0,21.0,21.0,38.0,26.0,0,-3.0,0.0,-22.0,-2.0,0.0
15,12,2,4,6,4,14,9,1.7,3.6,5.5,1.0,1.0,0.0,0.0,38.0,41.0,9.0,9.0,12.0,28.0,41.0,36.0,0,0.0,0.0,3.0,0.0,16.0
14,7,3,6,7,3,6,17,1.44,4.5,7.5,6.0,3.0,3.0,1.0,34.0,26.0,13.0,9.0,11.0,11.0,45.0,62.0,1,-3.0,-2.0,-8.0,-4.0,0.0
16,5,6,1,10,1,11,10,3.2,3.29,2.29,1.0,3.0,3.0,2.0,25.0,38.0,7.0,9.0,11.0,16.0,53.0,48.0,1,2.0,-1.0,13.0,2.0,5.0
25,5,8,2,7,5,9,11,1.22,6.5,13.0,4.0,7.0,5.0,7.0,30.0,44.0,11.0,22.0,11.0,20.0,35.0,30.0,-1,3.0,2.0,14.0,11.0,9.0
12,15,3,7,4,8,14,5,2.39,3.2,3.1,6.0,2.0,6.0,4.0,29.0,55.0,11.0,16.0,20.0,25.0,40.0,34.0,0,-4.0,-2.0,26.0,5.0,5.0
12,6,3,2,6,2,14,12,1.6,4.0,5.75,4.0,7.0,3.0,10.0,29.0,67.0,7.0,29.0,14.0,20.0,55.0,42.0,0,3.0,7.0,38.0,22.0,6.0
10,14,5,6,4,3,18,7,6.5,4.33,1.5,3.0,1.0,2.0,0.0,22.0,37.0,10.0,10.0,8.0,14.0,64.0,39.0,1,-2.0,-2.0,15.0,0.0,6.0
10,9,2,3,5,2,7,12,1.9,3.39,4.33,4.0,7.0,3.0,5.0,32.0,32.0,10.0,13.0,15.0,15.0,47.0,42.0,0,3.0,2.0,0.0,3.0,0.0
11,14,4,7,7,4,14,14,2.37,3.0,3.39,1.0,4.0,1.0,3.0,33.0,40.0,9.0,10.0,21.0,8.0,36.0,43.0,-1,3.0,2.0,7.0,1.0,-13.0
3,11,2,5,2,9,10,17,1.85,3.6,4.33,4.0,4.0,4.0,4.0,38.0,37.0,18.0,11.0,15.0,23.0,35.0,55.0,0,0.0,0.0,-1.0,-7.0,8.0
15,7,6,1,7,2,14,12,1.72,3.5,5.5,1.0,4.0,2.0,6.0,42.0,28.0,9.0,9.0,10.0,12.0,33.0,31.0,-1,3.0,4.0,-14.0,0.0,2.0
15,8,10,4,9,10,11,12,1.85,3.5,4.5,3.0,5.0,3.0,5.0,31.0,34.0,8.0,12.0,13.0,12.0,39.0,34.0,-1,2.0,2.0,3.0,4.0,-1.0
20,8,5,3,10,3,15,15,1.9,3.39,4.33,7.0,9.0,7.0,5.0,50.0,41.0,24.0,17.0,20.0,15.0,28.0,42.0,1,2.0,-2.0,-9.0,-7.0,-5.0
6,10,3,4,7,5,12,11,1.5,4.33,6.5,1.0,3.0,3.0,3.0,47.0,35.0,16.0,8.0,19.0,14.0,34.0,43.0,-1,2.0,0.0,-12.0,-8.0,-5.0
16,8,5,2,11,3,5,16,9.0,5.5,1.33,1.0,9.0,4.0,6.0,30.0,29.0,12.0,12.0,17.0,10.0,46.0,34.0,0,8.0,2.0,-1.0,0.0,-7.0
20,8,7,2,8,1,28,17,3.39,3.39,2.14,6.0,4.0,4.0,3.0,39.0,34.0,10.0,10.0,14.0,12.0,43.0,36.0,0,-2.0,-1.0,-5.0,0.0,-2.0
20,10,5,6,8,3,14,9,1.36,4.59,9.0,9.0,4.0,6.0,2.0,37.0,34.0,16.0,11.0,14.0,17.0,40.0,47.0,-1,-5.0,-4.0,-3.0,-5.0,3.0
8,9,5,6,4,4,22,11,2.89,3.1,2.5,1.0,4.0,2.0,6.0,26.0,31.0,7.0,17.0,12.0,14.0,37.0,43.0,1,3.0,4.0,5.0,10.0,2.0
15,10,3,2,3,3,9,15,2.04,3.29,3.6,9.0,6.0,11.0,5.0,49.0,30.0,27.0,8.0,15.0,19.0,37.0,44.0,1,-3.0,-6.0,-19.0,-19.0,4.0
20,15,4,8,6,4,16,12,2.25,3.1,3.39,7.0,1.0,4.0,1.0,33.0,34.0,13.0,7.0,18.0,12.0,39.0,38.0,1,-6.0,-3.0,1.0,-6.0,-6.0
18,11,5,5,5,1,16,23,1.85,3.5,4.2,7.0,3.0,6.0,2.0,58.0,32.0,27.0,8.0,20.0,16.0,23.0,41.0,0,-4.0,-4.0,-26.0,-19.0,-4.0
11,15,3,6,8,5,16,5,3.29,3.25,2.2,9.0,1.0,7.0,2.0,26.0,40.0,12.0,10.0,5.0,21.0,41.0,37.0,1,-8.0,-5.0,14.0,-2.0,16.0
14,15,6,6,5,5,12,14,2.87,3.2,2.5,2.0,1.0,1.0,3.0,30.0,52.0,8.0,15.0,13.0,16.0,36.0,37.0,-1,-1.0,2.0,22.0,7.0,3.0
12,11,2,5,6,6,11,15,4.75,3.79,1.7,1.0,3.0,2.0,2.0,38.0,28.0,9.0,13.0,13.0,9.0,44.0,56.0,1,2.0,0.0,-10.0,4.0,-4.0
10,11,5,6,2,4,12,14,2.0,3.6,3.75,1.0,4.0,1.0,1.0,31.0,24.0,9.0,5.0,18.0,10.0,55.0,56.0,1,3.0,0.0,-7.0,-4.0,-8.0
16,9,6,3,7,5,16,12,1.72,3.5,5.5,3.0,6.0,3.0,6.0,24.0,28.0,13.0,12.0,5.0,5.0,53.0,43.0,-1,3.0,3.0,4.0,-1.0,0.0
8,15,4,4,3,4,7,10,3.6,3.0,2.25,3.0,2.0,4.0,2.0,21.0,28.0,6.0,9.0,11.0,13.0,50.0,46.0,0,-1.0,-2.0,7.0,3.0,2.0
14,19,4,7,5,4,8,12,10.0,5.25,1.33,1.0,3.0,3.0,4.0,41.0,33.0,10.0,12.0,22.0,19.0,31.0,37.0,1,2.0,1.0,-8.0,2.0,-3.0
8,11,1,5,4,4,13,11,2.14,3.2,3.75,1.0,6.0,0.0,4.0,15.0,42.0,3.0,14.0,8.0,15.0,53.0,44.0,0,5.0,4.0,27.0,11.0,7.0
13,8,6,2,1,4,11,9,1.85,3.2,4.75,6.0,9.0,4.0,7.0,34.0,46.0,10.0,21.0,17.0,19.0,38.0,37.0,-1,3.0,3.0,12.0,11.0,2.0
18,10,11,7,4,5,16,13,1.61,3.6,6.5,4.0,0.0,3.0,3.0,37.0,28.0,11.0,6.0,12.0,12.0,42.0,45.0,0,-4.0,0.0,-9.0,-5.0,0.0
11,12,6,4,6,2,12,11,2.04,3.2,4.0,3.0,9.0,3.0,5.0,49.0,54.0,17.0,23.0,19.0,23.0,40.0,32.0,0,6.0,2.0,5.0,6.0,4.0
9,6,2,3,4,2,13,8,2.0,3.2,4.2,1.0,9.0,2.0,11.0,27.0,46.0,7.0,26.0,16.0,20.0,42.0,33.0,1,8.0,9.0,19.0,19.0,4.0
10,14,4,5,4,2,13,10,1.28,5.75,10.0,3.0,4.0,2.0,2.0,33.0,31.0,11.0,11.0,12.0,18.0,39.0,39.0,-1,1.0,0.0,-2.0,0.0,6.0
14,20,7,8,7,8,7,11,1.07,13.0,25.0,6.0,7.0,7.0,4.0,23.0,31.0,15.0,11.0,11.0,13.0,48.0,41.0,-1,1.0,-3.0,8.0,-4.0,2.0
9,23,4,9,3,7,16,19,4.0,3.29,2.0,6.0,9.0,5.0,5.0,38.0,24.0,17.0,11.0,22.0,10.0,30.0,44.0,1,3.0,0.0,-14.0,-6.0,-12.0
20,6,4,1,4,2,3,8,1.44,4.75,7.0,3.0,6.0,2.0,7.0,36.0,28.0,12.0,12.0,14.0,12.0,39.0,44.0,-1,3.0,5.0,-8.0,0.0,-2.0
12,17,6,5,6,5,24,8,2.79,3.1,2.7,3.0,0.0,2.0,0.0,32.0,18.0,10.0,3.0,18.0,12.0,33.0,48.0,1,-3.0,-2.0,-14.0,-7.0,-6.0
12,9,2,0,3,2,10,6,1.85,3.39,4.75,7.0,4.0,4.0,3.0,46.0,34.0,18.0,12.0,23.0,13.0,38.0,41.0,0,-3.0,-1.0,-12.0,-6.0,-10.0
10,10,3,4,5,1,12,13,1.85,3.39,4.75,3.0,6.0,2.0,3.0,31.0,45.0,7.0,17.0,13.0,19.0,35.0,43.0,0,3.0,1.0,14.0,10.0,6.0
5,13,2,4,3,6,17,12,3.1,3.0,2.54,4.0,7.0,3.0,4.0,27.0,49.0,12.0,17.0,6.0,10.0,39.0,46.0,0,3.0,1.0,22.0,5.0,4.0
19,8,3,0,5,3,6,6,1.66,3.5,6.0,4.0,3.0,3.0,4.0,38.0,29.0,15.0,13.0,22.0,14.0,31.0,38.0,-1,-1.0,1.0,-9.0,-2.0,-8.0
18,9,7,3,8,4,16,14,2.25,3.2,3.39,7.0,3.0,5.0,3.0,28.0,27.0,15.0,7.0,11.0,15.0,45.0,45.0,0,-4.0,-2.0,-1.0,-8.0,4.0
18,6,10,3,9,2,10,10,1.08,12.0,23.0,1.0,1.0,1.0,2.0,24.0,31.0,7.0,7.0,10.0,20.0,31.0,48.0,-1,0.0,1.0,7.0,0.0,10.0
29,10,5,4,5,3,13,14,5.5,3.75,1.66,4.0,4.0,2.0,3.0,31.0,41.0,9.0,7.0,12.0,23.0,47.0,38.0,1,0.0,1.0,10.0,-2.0,11.0
22,9,5,3,8,4,7,19,1.53,4.0,7.0,3.0,4.0,2.0,2.0,29.0,32.0,11.0,14.0,14.0,9.0,41.0,30.0,0,1.0,0.0,3.0,3.0,-5.0
10,19,5,4,4,4,15,6,2.89,3.2,2.54,4.0,4.0,3.0,2.0,29.0,30.0,13.0,8.0,16.0,13.0,41.0,43.0,0,0.0,-1.0,1.0,-5.0,-3.0
7,11,4,2,5,3,14,12,2.14,3.29,3.6,2.0,3.0,2.0,1.0,26.0,35.0,5.0,12.0,18.0,13.0,50.0,36.0,-1,1.0,-1.0,9.0,7.0,-5.0
14,18,3,5,6,3,19,16,3.25,3.1,2.39,6.0,6.0,9.0,4.0,34.0,32.0,17.0,11.0,10.0,17.0,54.0,34.0,1,0.0,-5.0,-2.0,-6.0,7.0
15,12,6,3,6,3,14,8,2.04,3.2,4.0,5.0,4.0,2.0,3.0,40.0,36.0,11.0,13.0,6.0,22.0,38.0,26.0,-1,-1.0,1.0,-4.0,2.0,16.0
12,18,1,4,4,9,7,14,2.62,3.1,2.87,0.0,7.0,1.0,8.0,20.0,47.0,5.0,23.0,14.0,23.0,51.0,40.0,0,7.0,7.0,27.0,18.0,9.0
13,9,7,5,8,6,10,15,1.72,3.6,5.25,3.0,1.0,4.0,1.0,21.0,31.0,11.0,7.0,18.0,10.0,45.0,48.0,0,-2.0,-3.0,10.0,-4.0,-8.0
10,20,2,13,2,4,7,6,9.5,5.75,1.28,6.0,7.0,5.0,5.0,34.0,25.0,17.0,14.0,17.0,12.0,38.0,42.0,1,1.0,0.0,-9.0,-3.0,-5.0
18,6,5,1,7,3,9,13,1.61,4.0,5.75,4.0,6.0,2.0,7.0,44.0,51.0,6.0,21.0,24.0,25.0,42.0,32.0,-1,2.0,5.0,7.0,15.0,1.0
23,12,10,5,8,4,9,12,1.72,3.5,5.5,6.0,2.0,4.0,1.0,25.0,33.0,9.0,7.0,11.0,12.0,38.0,24.0,-1,-4.0,-3.0,8.0,-2.0,1.0
10,15,3,6,3,6,21,18,1.25,6.5,10.0,3.0,2.0,2.0,2.0,22.0,27.0,6.0,5.0,12.0,18.0,36.0,50.0,-1,-1.0,0.0,5.0,-1.0,6.0
9,8,5,2,3,7,9,23,1.44,4.5,7.0,7.0,4.0,5.0,5.0,23.0,43.0,11.0,15.0,7.0,16.0,46.0,26.0,0,-3.0,0.0,20.0,4.0,9.0
23,3,6,0,6,0,17,17,2.1,3.29,3.7,4.0,6.0,4.0,2.0,35.0,40.0,11.0,13.0,16.0,19.0,28.0,45.0,0,2.0,-2.0,5.0,2.0,3.0
13,13,3,2,5,8,6,16,2.2,3.29,3.39,7.0,9.0,9.0,11.0,41.0,42.0,24.0,20.0,11.0,14.0,30.0,40.0,-1,2.0,2.0,1.0,-4.0,3.0
17,5,8,2,5,5,15,16,2.0,3.5,3.79,0.0,5.0,0.0,2.0,27.0,40.0,4.0,11.0,12.0,7.0,47.0,32.0,0,5.0,2.0,13.0,7.0,-5.0
14,14,3,9,4,5,12,11,2.2,3.2,3.5,6.0,6.0,7.0,6.0,50.0,26.0,22.0,12.0,22.0,23.0,26.0,48.0,1,0.0,-1.0,-24.0,-10.0,1.0
27,8,4,1,8,6,10,16,1.66,3.6,5.75,1.0,0.0,1.0,2.0,27.0,25.0,8.0,7.0,13.0,20.0,50.0,56.0,1,-1.0,1.0,-2.0,-1.0,7.0
11,8,6,0,5,5,9,11,1.72,3.6,5.25,1.0,3.0,0.0,1.0,31.0,41.0,5.0,6.0,13.0,21.0,32.0,47.0,-1,2.0,1.0,10.0,1.0,8.0
9,9,6,5,6,6,13,15,4.33,3.5,1.85,6.0,4.0,5.0,3.0,28.0,23.0,15.0,10.0,14.0,14.0,42.0,40.0,0,-2.0,-2.0,-5.0,-5.0,0.0
11,8,3,2,4,3,17,11,3.2,3.0,2.39,4.0,6.0,2.0,5.0,29.0,31.0,10.0,11.0,11.0,13.0,41.0,32.0,0,2.0,3.0,2.0,1.0,2.0
9,7,3,1,8,6,15,12,2.39,3.29,3.0,6.0,0.0,3.0,1.0,30.0,26.0,12.0,4.0,16.0,18.0,46.0,49.0,0,-6.0,-2.0,-4.0,-8.0,2.0
12,5,8,1,7,4,11,12,1.61,4.0,5.5,2.0,7.0,1.0,8.0,23.0,43.0,6.0,26.0,14.0,14.0,61.0,24.0,-1,5.0,7.0,20.0,20.0,0.0
14,13,5,5,7,3,12,9,4.0,3.5,1.95,6.0,3.0,6.0,6.0,45.0,30.0,15.0,9.0,13.0,9.0,22.0,31.0,0,-3.0,0.0,-15.0,-6.0,-4.0
12,9,4,3,14,4,13,9,2.25,3.1,3.5,9.0,1.0,8.0,1.0,32.0,28.0,13.0,10.0,12.0,16.0,49.0,50.0,0,-8.0,-7.0,-4.0,-3.0,4.0
6,12,1,5,2,6,11,15,2.7,3.0,2.87,3.0,4.0,1.0,3.0,47.0,45.0,11.0,13.0,25.0,20.0,35.0,48.0,0,1.0,2.0,-2.0,2.0,-5.0
19,10,4,3,10,5,14,14,2.5,3.2,3.0,4.0,1.0,3.0,0.0,22.0,38.0,8.0,6.0,16.0,15.0,55.0,42.0,1,-3.0,-3.0,16.0,-2.0,-1.0
18,11,6,5,12,11,4,8,2.45,3.1,3.1,4.0,9.0,2.0,7.0,23.0,35.0,11.0,15.0,13.0,13.0,44.0,40.0,0,5.0,5.0,12.0,4.0,0.0
19,4,5,1,4,2,8,15,1.8,3.39,5.0,0.0,6.0,2.0,5.0,30.0,35.0,10.0,15.0,14.0,17.0,59.0,41.0,0,6.0,3.0,5.0,5.0,3.0
18,10,9,4,10,4,9,9,2.2,3.2,3.5,3.0,4.0,4.0,4.0,34.0,30.0,15.0,11.0,9.0,17.0,42.0,35.0,-1,1.0,0.0,-4.0,-4.0,8.0
20,12,11,2,4,6,9,15,1.08,11.0,34.0,3.0,9.0,3.0,12.0,27.0,50.0,6.0,26.0,5.0,19.0,33.0,31.0,-1,6.0,9.0,23.0,20.0,14.0
14,7,5,4,5,5,11,13,1.28,5.75,10.0,1.0,6.0,3.0,6.0,26.0,43.0,6.0,13.0,17.0,10.0,46.0,25.0,-1,5.0,3.0,17.0,7.0,-7.0
19,6,6,3,10,1,16,8,1.5,4.33,6.5,6.0,9.0,4.0,4.0,36.0,33.0,13.0,9.0,15.0,17.0,51.0,43.0,1,3.0,0.0,-3.0,-4.0,2.0
20,7,6,4,5,7,9,11,1.85,3.39,4.75,6.0,6.0,5.0,10.0,37.0,40.0,11.0,14.0,10.0,14.0,32.0,33.0,0,0.0,5.0,3.0,3.0,4.0
12,12,2,4,4,6,9,14,1.95,3.39,4.2,1.0,0.0,0.0,1.0,24.0,31.0,5.0,9.0,11.0,12.0,46.0,58.0,-1,-1.0,1.0,7.0,4.0,1.0
11,10,1,6,4,3,11,6,3.2,3.29,2.29,1.0,5.0,3.0,3.0,47.0,30.0,12.0,7.0,24.0,13.0,46.0,51.0,1,4.0,0.0,-17.0,-5.0,-11.0
14,19,4,6,7,11,11,13,1.5,4.0,7.5,5.0,6.0,3.0,5.0,34.0,32.0,14.0,14.0,16.0,8.0,25.0,44.0,-1,1.0,2.0,-2.0,0.0,-8.0
11,14,3,5,4,8,14,14,2.7,3.29,2.62,0.0,4.0,1.0,2.0,19.0,30.0,8.0,9.0,11.0,13.0,42.0,55.0,-1,4.0,1.0,11.0,1.0,2.0
6,12,1,2,1,7,12,17,2.1,3.29,3.75,9.0,9.0,13.0,5.0,43.0,28.0,25.0,10.0,15.0,13.0,33.0,45.0,0,0.0,-8.0,-15.0,-15.0,-2.0
12,16,5,8,11,6,15,11,3.29,3.1,2.37,1.0,6.0,3.0,6.0,38.0,49.0,12.0,16.0,15.0,21.0,35.0,30.0,1,5.0,3.0,11.0,4.0,6.0
3,21,1,6,0,10,20,13,17.0,7.0,1.18,0.0,3.0,0.0,4.0,25.0,25.0,3.0,7.0,16.0,3.0,44.0,38.0,1,3.0,4.0,0.0,4.0,-13.0
7,12,3,4,2,7,12,12,4.33,3.6,1.85,1.0,7.0,0.0,12.0,14.0,53.0,6.0,27.0,7.0,16.0,44.0,33.0,0,6.0,12.0,39.0,21.0,9.0
12,13,7,4,3,7,18,15,2.29,3.5,3.0,3.0,4.0,1.0,6.0,28.0,47.0,4.0,16.0,12.0,17.0,45.0,33.0,-1,1.0,5.0,19.0,12.0,5.0
