B365H,B365A,dif_tend,res
0.06813627254509017,0.05384849406753879,0.3888888888888889,1
0.14829659318637273,0.02190447216306663,0.5555555555555556,1
0.1032064128256513,0.03407362336477031,0.6111111111111112,-1
0.024549098196392782,0.14055369637967752,0.3888888888888889,-1
0.024549098196392782,0.14815941588074233,0.2777777777777778,-1
0.023046092184368733,0.14055369637967752,0.5,-1
0.039579158316633264,0.09339823547307577,0.4444444444444444,-1
0.028557114228456915,0.13294797687861273,0.33333333333333337,-1
0.07915831663326653,0.045330088226346224,0.7222222222222222,1
0.003006012024048099,0.6045025859446304,0.1111111111111111,-1
0.06663326653306613,0.06875570428962581,0.33333333333333337,0
0.2109218436873747,0.014602981442044423,0.5555555555555556,1
0.043086172344689366,0.08731365987222392,0.4444444444444444,0
0.023046092184368733,0.16337085488287192,0.2222222222222222,1
0.1032064128256513,0.04289625798600548,0.6111111111111112,1
0.14829659318637273,0.02494675996349255,0.5555555555555556,0
0.062625250501002,0.06297535746881656,0.7777777777777778,-1
0.2735470941883767,0.011256464861575909,0.5555555555555556,1
0.0060120240480961845,0.4219653179190752,0.5,1
0.07915831663326653,0.045330088226346224,0.4444444444444445,-1
0.3987975951903807,0.007909948281107394,0.9444444444444444,1
0.062625250501002,0.06449650136902951,0.5,-1
0.0501002004008016,0.07210222087009432,0.5,0
0.023046092184368733,0.16337085488287192,0.5,-1
0.062625250501002,0.06449650136902951,0.8333333333333333,-1
0.14829659318637273,0.02646790386370551,0.5,1
0.009018036072144284,0.3611195619105567,0.2222222222222222,0
0.24849699398797592,0.012777608761788871,0.7777777777777778,1
0.0050100200400801514,0.543656829936112,0.33333333333333337,-1
0.0060120240480961845,0.4828110739275936,0.2777777777777778,-1
0.2109218436873747,0.015515667782172192,0.7777777777777778,1
0.2735470941883767,0.011256464861575909,0.8333333333333333,-1
0.0405811623246493,0.09339823547307577,0.5555555555555556,-1
0.014529058116232466,0.2698509278977791,0.4444444444444444,-1
0.19839679358717432,0.01794949802251293,0.3888888888888889,1
0.11272545090180358,0.03529053848494068,0.6111111111111112,1
0.1282565130260521,0.027684818983875883,0.2777777777777778,0
0.05811623246492986,0.07210222087009432,0.6666666666666667,-1
0.11072144288577151,0.03529053848494068,0.3333333333333333,1
0.016032064128256515,0.2698509278977791,0.2222222222222222,-1
0.020040080160320634,0.22421661089139036,0.4444444444444445,-1
0.0531062124248497,0.07970794037115912,0.5,1
0.043086172344689366,0.09735320961362945,0.7222222222222222,1
0.32364729458917835,0.012169151201703685,0.6111111111111112,1
0.013026052104208416,0.23942804989351993,0.3333333333333333,-1
0.02655310621242485,0.14815941588074233,0.5,-1
0.04809619238476953,0.0839671432917554,0.5,0
0.007515030060120234,0.4219653179190752,0.3888888888888889,1
0.11072144288577151,0.03529053848494068,0.4444444444444444,-1
0.18587174348697394,0.02038332826285367,0.5555555555555556,1
0.0405811623246493,0.09735320961362945,0.5,-1
0.05811623246492986,0.07818679647094616,0.4444444444444444,0
0.020040080160320634,0.19379373288713114,0.7777777777777778,-1
0.4488977955911823,0.006084575600851849,0.8333333333333333,0
0.08767535070140278,0.041679342865835106,0.5,1
0.1032064128256513,0.037724368725281426,0.2777777777777778,0
0.16482965931863724,0.023425616063279586,0.5,1
0.007014028056112218,0.4828110739275936,0.2222222222222222,-1
0.23597194388777554,0.014602981442044423,0.3888888888888889,1
0.007515030060120234,0.4219653179190752,0.5555555555555556,-1
0.08767535070140278,0.041679342865835106,0.3333333333333333,0
0.007515030060120234,0.4219653179190752,0.3333333333333333,-1
0.031062124248496983,0.12534225737754792,0.5,0
0.028557114228456915,0.14815941588074233,0.5555555555555556,-1
0.17334669338677353,0.02190447216306663,0.7777777777777778,0
0.023046092184368733,0.19379373288713114,0.16666666666666669,0
0.08316633266533066,0.045330088226346224,0.5,0
0.0405811623246493,0.11013081837541833,0.3888888888888889,-1
0.11272545090180358,0.03407362336477031,0.7777777777777778,0
0.06763527054108216,0.05993306966839064,0.5,-1
0.020040080160320634,0.16337085488287192,0.5555555555555556,0
0.15831663326653306,0.02129601460298145,0.7777777777777778,1
0.06663326653306613,0.06449650136902951,0.6111111111111112,-1
0.11773547094188375,0.03255247946455736,0.6666666666666666,-1
0.0060120240480961845,0.4828110739275936,0.4444444444444444,-1
0.1282565130260521,0.029510191664131435,0.5555555555555556,-1
0.08316633266533066,0.047763918466686955,0.5555555555555556,0
0.17334669338677353,0.02190447216306663,0.6666666666666666,0
0.03557114228456913,0.10252509887435352,0.611111111111111,1
0.7995991983967934,0.002738059020383328,0.7222222222222222,1
0.024549098196392782,0.17858229388500155,0.5,-1
0.08567134268537074,0.047763918466686955,0.5555555555555556,0
0.08316633266533066,0.05293580772741102,0.6111111111111112,0
0.038076152304609215,0.09735320961362945,0.6666666666666666,-1
0.038076152304609215,0.11773653787648311,0.6666666666666666,-1
0.11773547094188375,0.03255247946455736,1.0,1
0.020040080160320634,0.19379373288713114,0.16666666666666669,1
0.031062124248496983,0.13294797687861273,0.611111111111111,-1
