wyId;mins4_H;mins4_A;shots_11H;shots_11A;shots_acc_11H;shots_acc_11A;goals_H;goals_A;goals_ratio_H;goals_ratio_A;passes_11H;passes_11A;passes_acc_11H;passes_acc_11A;keyPasses_H;keyPasses_A;ataque_h;defensa_h;ataque_a;defensa_a;ataquedefensa_H;ataquedefensa_A
2576135;73.86363636363636;62.0;58;42;0.4137931034482758;0.4523809523809524;3;5;0.6;0.8333333333333334;2337;1464;0.8848951647411211;0.8558743169398907;21;6;0.68;0.52;1.5200000000000002;2.0400000000000005;1.4860544217687075;0.9607843137254902
2501055;51.52272727272727;65.95454545454545;53;41;0.2452830188679245;0.4146341463414634;2;7;0.5;0.5;1062;1441;0.827683615819209;0.8730048577376822;3;11;0.92;1.4;4.2;1.4;0.8892563198118753;1.6666666666666663
2500961;47.56818181818182;47.90909090909091;24;6;0.4583333333333333;0.5;5;1;0.4166666666666667;0.25;1086;633;0.8287292817679558;0.7598736176935229;6;0;3.3600000000000003;0.8800000000000001;0.7600000000000001;0.4800000000000001;1.4666666666666668;1.0454909397387273
2500874;62.36363636363637;50.75;43;19;0.3953488372093023;0.1578947368421052;9;0;0.75;0.0;1229;776;0.8795768917819365;0.7371134020618557;3;8;2.9200000000000004;0.64;0.0;2.0;2.0166666666666666;0.6458333333333334
2500955;60.81818181818182;58.88636363636363;21;31;0.238095238095238;0.4516129032258064;1;7;0.3333333333333333;0.7;1064;1388;0.8364661654135338;0.8559077809798271;5;6;0.52;0.8800000000000001;2.8800000000000003;0.4800000000000001;0.8489417989417989;1.4666666666666668
2516894;63.22727272727273;61.88636363636363;15;38;0.4;0.5;1;4;0.25;0.5714285714285714;707;1571;0.8005657708628006;0.8485041374920432;2;4;1.2000000000000002;1.64;1.0;1.64;0.8724069789859263;0.9980769230769232
2576159;59.15909090909091;31.27272727272728;22;7;0.3181818181818182;0.1428571428571428;3;0;0.6;0.0;1135;484;0.8281938325991189;0.7933884297520661;3;5;1.0;1.8400000000000003;0.12;1.3600000000000003;0.8742424242424243;0.7474358974358973
2516888;53.97727272727273;50.84090909090909;31;27;0.4193548387096774;0.5555555555555556;2;6;0.5;0.75;1071;1396;0.7983193277310925;0.8782234957020058;7;2;0.56;1.12;1.8400000000000003;1.4400000000000002;1.0383699633699632;1.269777308433378
2516960;75.13636363636364;62.34090909090909;29;29;0.3793103448275862;0.3103448275862069;5;3;0.5555555555555556;0.75;1030;1149;0.7766990291262136;0.7885117493472585;9;8;2.3600000000000003;1.08;1.0;1.24;1.0383699633699632;0.9631410256410255
2565762;0.0;0.0;32;29;0.3125;0.3103448275862069;6;2;0.6;0.2857142857142857;1129;935;0.804251550044287;0.7871657754010695;5;5;3.5600000000000005;0.6000000000000001;1.7600000000000002;1.3200000000000005;1.0191489361702126;0.8916666666666666
2576302;69.27272727272727;52.13636363636363;37;27;0.3243243243243243;0.2962962962962963;7;2;0.7777777777777778;0.3333333333333333;1895;1396;0.8744063324538258;0.8925501432664756;14;5;2.8800000000000003;0.0;1.5600000000000005;0.9600000000000002;1.4233841181902125;1.9948412698412696
2565669;0.0;0.0;18;25;0.4444444444444444;0.4;3;2;0.6;0.5;799;1279;0.8035043804755945;0.8295543393275997;3;7;1.08;1.5200000000000002;0.9600000000000002;0.12;0.9029378168058828;1.6533882783882785
2565815;0.0;0.0;31;18;0.2903225806451613;0.5;3;3;0.2727272727272727;1.0;1102;582;0.8584392014519057;0.7439862542955327;7;1;3.0400000000000005;0.8;0.64;2.7200000000000006;1.1404761904761904;1.01140350877193
2576185;47.27272727272727;67.61363636363636;11;46;0.2727272727272727;0.1956521739130435;1;2;0.25;1.0;930;1361;0.8193548387096774;0.8155767817781043;3;10;0.7200000000000001;2.28;0.7200000000000001;0.8800000000000001;0.661344537815126;1.4188405797101449
2517022;59.43181818181818;60.43181818181818;31;16;0.4516129032258064;0.5;4;2;0.5714285714285714;1.0;1104;1100;0.8088768115942029;0.8154545454545454;6;3;1.5600000000000005;0.8800000000000001;0.28;2.56;1.075843799058085;1.082575062445838
2565843;0.0;0.0;28;16;0.4642857142857143;0.1875;6;1;0.75;0.5;1161;703;0.8277347114556417;0.7382645803698435;3;3;1.9200000000000004;0.0;0.6000000000000001;1.08;1.0191489361702126;0.9029378168058828
2565885;0.0;0.0;26;11;0.1923076923076923;0.2727272727272727;0;1;0.0;0.3333333333333333;823;853;0.827460510328068;0.772567409144197;3;2;0.12;1.64;0.7600000000000001;0.7200000000000001;0.5689907793356068;1.01140350877193
2500065;72.95454545454545;64.13636363636364;40;11;0.45;0.0909090909090909;5;0;0.4545454545454545;0.0;1558;1112;0.8870346598202824;0.8129496402877698;7;1;2.36;1.6000000000000003;0.6000000000000001;1.4400000000000002;1.9355072463768117;0.6958333333333333
2501030;60.75;55.95454545454545;22;19;0.4090909090909091;0.3157894736842105;6;2;0.6;0.6666666666666666;992;800;0.8296370967741935;0.78125;6;4;2.24;0.8800000000000001;0.52;1.6000000000000003;1.4666666666666668;1.011904761904762
2576269;56.47727272727273;52.81818181818182;27;13;0.2592592592592592;0.3846153846153846;1;2;0.5;0.5;976;1101;0.7858606557377049;0.8564940962761126;4;7;0.7200000000000001;1.2000000000000002;1.2000000000000002;4.040000000000001;0.7575757575757576;0.7474358974358973
2500867;52.72727272727273;50.36363636363637;32;25;0.34375;0.52;2;1;1.0;0.3333333333333333;1184;966;0.808277027027027;0.8281573498964804;8;2;0.7200000000000001;1.88;0.4800000000000001;2.68;0.8658536585365854;1.0400153609831029
2576171;72.54545454545455;50.70454545454545;61;19;0.4098360655737705;0.3157894736842105;5;2;1.0;0.2857142857142857;2202;1100;0.860127157129882;0.84;20;3;1.6800000000000002;0.6000000000000001;1.24;2.4800000000000004;1.4860544217687075;0.8742424242424243
2516967;54.43181818181818;63.20454545454545;24;23;0.375;0.391304347826087;3;4;0.6;0.8;1075;1246;0.7972093023255814;0.8113964686998395;3;3;0.7600000000000001;1.4800000000000002;1.16;1.4;1.0332286760858191;0.8435550935550935
2499853;57.84090909090909;52.54545454545455;33;15;0.1818181818181818;0.4;3;1;0.75;0.5;1316;1083;0.8662613981762918;0.8337950138504155;4;4;1.28;1.12;0.36;0.9600000000000002;0.8107843137254902;1.3602564102564103
2517033;43.72727272727273;69.68181818181819;35;31;0.3714285714285714;0.3870967741935484;3;4;0.75;0.6666666666666666;1156;933;0.7785467128027682;0.759914255091104;7;5;1.3600000000000003;1.6800000000000002;1.7200000000000004;1.6800000000000002;0.95748987854251;1.269777308433378
2516988;42.40909090909091;44.88636363636363;29;28;0.2758620689655172;0.2857142857142857;0;1;0.0;1.0;816;1349;0.8223039215686274;0.8524833209785025;4;9;0.6000000000000001;1.28;0.24;1.3600000000000003;0.8999062255066621;0.9980769230769232
2500821;59.09090909090909;64.4090909090909;23;28;0.3043478260869565;0.2142857142857142;2;1;0.6666666666666666;0.3333333333333333;1077;1506;0.8031569173630455;0.8300132802124834;8;8;0.8;0.7200000000000001;0.7200000000000001;1.7200000000000004;1.0340265220012057;0.8819050747762969
2516954;65.04545454545455;67.6590909090909;19;20;0.3684210526315789;0.65;1;5;0.5;0.7142857142857143;1122;914;0.8235294117647058;0.7932166301969366;1;3;0.64;0.6000000000000001;1.28;1.9600000000000009;1.0946776672328724;1.0383699633699632
2500803;59.54545454545455;54.18181818181818;32;30;0.34375;0.2333333333333333;3;1;1.0;0.3333333333333333;1211;1141;0.8125516102394715;0.8641542506573181;9;7;0.7200000000000001;0.64;0.64;1.9200000000000004;1.1202380952380953;1.0454909397387273
2499940;59.13636363636363;59.34090909090909;59;26;0.423728813559322;0.5384615384615384;5;6;0.4545454545454545;0.6666666666666666;2079;1020;0.8850408850408851;0.7725490196078432;13;2;3.4000000000000004;0.12;1.7200000000000002;1.8400000000000003;1.3166666666666669;1.0858156028368793
2565823;0.0;0.0;28;37;0.2857142857142857;0.2972972972972973;2;4;0.6666666666666666;0.8;949;1430;0.7734457323498419;0.8741258741258742;6;7;0.8800000000000001;0.7600000000000001;0.8;1.7600000000000002;0.9672043010752688;1.1404761904761904
2500797;53.86363636363637;52.47727272727273;34;22;0.2647058823529412;0.2727272727272727;5;2;0.8333333333333334;0.6666666666666666;1268;871;0.8698738170347003;0.7818599311136625;6;5;1.7200000000000004;1.5600000000000005;0.4800000000000001;1.1200000000000003;1.5147081413210446;0.6458333333333334
2499958;61.63636363636363;70.4090909090909;24;32;0.2916666666666667;0.375;2;2;0.4;0.5;1126;1013;0.7895204262877442;0.8331688055281342;5;8;1.5600000000000005;1.2000000000000002;1.2000000000000002;2.3200000000000003;0.9735458612975392;0.9894557823129252
2499934;78.1590909090909;49.06818181818182;66;30;0.3787878787878788;0.3333333333333333;9;2;0.75;0.5;2233;860;0.8875951634572324;0.7686046511627908;6;4;3.440000000000001;0.52;0.6000000000000001;1.1200000000000003;1.9355072463768117;0.8107843137254902
2516977;61.22727272727273;48.95454545454545;46;27;0.4130434782608695;0.4074074074074074;2;4;0.5;0.6666666666666666;1080;1261;0.7685185185185185;0.8088818398096749;7;6;1.2000000000000002;1.3600000000000003;1.6000000000000003;1.24;0.9980769230769232;1.3509720585759972
2565781;0.0;0.0;37;38;0.4054054054054054;0.631578947368421;8;10;0.8;0.7692307692307693;1229;1664;0.790886899918633;0.8743990384615384;2;15;3.120000000000001;1.0;2.68;0.8;1.1482329703181722;1.8269230769230769
2516949;56.40909090909091;47.63636363636363;40;18;0.325;0.5;6;7;0.6;1.0;1281;1083;0.8181108508977362;0.8079409048938134;7;5;2.8000000000000003;1.9200000000000004;1.4800000000000002;1.9600000000000009;1.3509720585759972;0.8435550935550935
2500837;39.22727272727273;55.63636363636363;31;18;0.5161290322580645;0.3888888888888889;8;0;1.0;0.0;1086;1263;0.7983425414364641;0.850356294536817;0;3;2.4400000000000004;0.9600000000000002;0.24;1.6;1.0400153609831029;1.0454909397387273
2499809;53.27272727272727;52.20454545454545;22;33;0.4545454545454545;0.3636363636363636;3;7;1.0;0.7777777777777778;1254;1266;0.8437001594896332;0.8199052132701422;1;7;0.64;0.8;2.0;1.2400000000000002;0.9894557823129252;1.3166666666666669
2565724;0.0;0.0;31;24;0.4193548387096774;0.25;1;2;1.0;0.5;740;827;0.7756756756756756;0.7617896009673518;7;5;0.16;0.4;0.8800000000000001;1.84;0.8916666666666666;1.01140350877193
