features;importance
Points_365D_H;0,1767296522480479
FTG_1825D_H;0,16772398645482006
Points_1825D_A;0,13945868315945215
FTG_rival_180D_H;0,08995256560700418
Points_730D_A;0,07617317002414017
FTG_60D_H;0,07150960902643147
Points_730D_H;0,06952429693053536
FTG_rival_365D_H;0,04712609460380777
FTG_60D_A;0,04256898535044896
FTG_rival_180D_A;0,034989279123227364
Points_60D_A;0,023974163428811455
FTG_365D_H;0,01233391438662307
Points_180D_H;0,008841935777982509
FTG_1825D_A;0,007827101929292545
FTG_180D_A;0,006240033797548143
FTG_365D_A;0,005874374202044587
FTG_730D_H;0,004077464940016166
Side_15D_A;0,0040755972138491765
FTG_rival_30D_A;0,0039486825135737974
Points_1825D_H;0,002025160378422648
Side_60D_A;0,0019028127928582446
FTG_730D_A;0,0017638653643458414
Points_30D_A;0,0011481014720811963
Side_30D_H;0,00018341554678560576
FTG_30D_H;1,5167775621809425e-05
FTG_180D_H;1,1885848246109192e-05
FTG_rival_60D_H;1,0398172436045107e-10
Side_15D_H;0,0
FTG_15D_H;0,0
Side_30D_A;0,0
Side_60D_H;0,0
Side_180D_H;0,0
Side_180D_A;0,0
Side_365D_A;0,0
Side_730D_H;0,0
Side_730D_A;0,0
Side_1825D_H;0,0
Side_365D_H;0,0
Points_15D_H;0,0
Points_365D_A;0,0
FTG_rival_730D_H;0,0
FTG_30D_A;0,0
FTG_rival_15D_H;0,0
FTG_rival_15D_A;0,0
FTG_rival_30D_H;0,0
FTG_rival_60D_A;0,0
FTG_rival_365D_A;0,0
FTG_rival_730D_A;0,0
Points_180D_A;0,0
FTG_rival_1825D_H;0,0
FTG_rival_1825D_A;0,0
FTG_15D_A;0,0
Points_15D_A;0,0
Points_30D_H;0,0
Points_60D_H;0,0
Side_1825D_A;0,0
