,CuotaLocal,CuotaVisitante,Resultado
594,0.27761446417505514,-0.4304883227781838,1
1513,-0.2412096558169576,-0.03815374628799865,0
656,0.07873188484478376,-0.3267862951573557,1
3086,0.1943128602670883,-0.3267862951573557,0
108,-0.2412096558169576,-0.08666341836688217,0
2770,0.3065955322013244,-0.4779747731365428,0
2275,-0.9725046059009387,0.8440454064023948,0
3235,0.46155210979842853,-0.5416330796540952,1
247,0.3065955322013244,-0.3267862951573557,1
2145,-1.8835762312138977,2.6667455688305473,0
1338,-0.14425767379824833,0.06825456665922965,1
2390,-2.0855785372787623,2.9644705716203315,0
682,-0.501721851775628,0.013387780295815058,0
1249,0.6919531711131218,-0.7803517290949168,1
3529,0.6541000052940884,-0.6978852865608147,1
2815,0.351274678741823,-0.4779747731365428,0
2877,0.896360266535901,-0.8501310266237723,0
1157,0.351274678741823,-0.4779747731365428,1
3760,-1.7200505548756744,2.4048371077297594,0
1301,-0.5902367910843123,0.3283637760857879,0
1087,-0.9725046059009387,0.9043198826731669,0
2472,-0.03807216968251885,-0.23607320836984352,0
2980,2.2106787866375104,-1.478144704383472,1
2099,-0.31290523915852453,0.12677913878020522,0
3562,0.351274678741823,-0.4779747731365428,0
2667,0.1943128602670883,-0.3267862951573557,1
2590,0.27761446417505514,-0.4304883227781838,0
3090,-0.6825083325917737,0.5803445727177664,0
1964,1.0326316634844206,-0.9617779026699411,1
2345,-0.3300823060007748,0.18933988828883455,1
933,0.3065955322013244,-0.4779747731365428,1
2626,0.1416263757441008,-0.3267862951573557,1
1247,-0.14425767379824833,0.06825456665922965,0
2339,0.07873188484478376,-0.23607320836984352,0
831,1.8549590588634184,-1.32463024981999,0
520,-0.03807216968251885,-0.2551707003251093,1
3767,-1.556524878537451,1.8698933554814203,1
435,-0.6825083325917737,0.389916337095126,1
91,-0.5572013009149743,0.25636926276236566,1
3442,-0.14425767379824833,-0.012779456277505676,1
1936,-0.2412096558169576,0.013387780295815058,0
3,-0.6220924423190312,0.40589632889562727,1
1815,0.07873188484478376,-0.2551707003251093,0
671,-1.283982084640412,1.1036893041841833,0
1359,-0.41184514416988655,0.2089582417932824,0
3288,-0.9312796454795377,0.8440454064023948,1
2244,-1.996786314832668,2.925047239683124,0
898,-0.03807216968251885,-0.08666341836688217,1
1040,1.233030776644008,-1.0827286850532907,1
2290,0.750541192094173,-0.7803517290949168,1
593,-1.556524878537451,2.0922293525096363,1
702,0.896360266535901,-1.0071344460636973,0
208,-1.6194193694367678,1.8698933554814203,0
1573,0.5634337398592788,-0.6978852865608147,0
475,0.5811300470887236,-0.6978852865608147,0
1657,-1.556524878537451,1.8698933554814203,0
873,-0.14425767379824833,0.013387780295815058,1
3512,1.0326316634844206,-0.9617779026699411,1
3732,0.3065955322013244,-0.4304883227781838,1
2468,-1.0831610786110146,0.9675345772986114,0
2353,0.07873188484478376,-0.3267862951573557,0
29,1.6469699284162713,-1.1926839417654267,0
844,-0.2412096558169576,-0.012779456277505676,1
233,0.5811300470887236,-0.6978852865608147,0
3659,0.5634337398592788,-0.5989255555198922,0
2355,2.2980089208635306,-1.478144704383472,0
2079,0.896360266535901,-0.9099418530770771,1
3617,-0.19381090905225548,0.013387780295815058,1
3743,-1.556524878537451,1.8698933554814203,1
2173,0.42914404842669107,-0.5416330796540952,0
458,0.207831103006539,-0.4304883227781838,1
2143,0.6541000052940884,-0.7803517290949168,0
1218,0.6729090317880179,-0.6978852865608147,0
2231,0.896360266535901,-0.9099418530770771,0
460,-1.82906767243449,2.4992752547612933,1
942,-1.0659478495227805,1.0339100066553273,0
1384,0.07873188484478376,-0.2513915132627215,0
3426,-1.7200505548756744,2.20022112249477,0
3755,0.351274678741823,-0.4779747731365428,0
3178,0.1416263757441008,-0.3267862951573557,0
2059,0.6541000052940884,-0.7803517290949168,1
3285,2.045459613777471,-1.4283023490057183,0
769,-1.0114392907433727,0.9043198826731669,1
3645,-0.03807216968251885,-0.08666341836688217,1
1720,-1.0831610786110146,0.9675345772986114,0
1968,0.07873188484478376,-0.3267862951573557,0
991,-0.6825083325917737,0.44694297450083686,0
1781,-0.5902367910843123,0.3283637760857879,0
2212,2.3429335572201855,-1.527400679109723,0
2165,-1.7970038143289562,1.8698933554814203,1
1953,-0.19381090905225548,-0.08666341836688217,0
1892,-0.2412096558169576,0.013387780295815058,1
149,-0.14425767379824833,-0.08666341836688217,0
220,1.4584797789485444,-1.0827286850532907,0
1847,1.6469699284162713,-1.2688068117969056,1
2832,1.233030776644008,-1.0471549255287762,1
1759,-0.4503217738965272,0.2917120238484094,1
548,0.1416263757441008,-0.4779747731365428,1
3523,0.896360266535901,-0.9099418530770771,1
1746,-0.48731853324906693,0.20237337776979875,0
3186,0.1416263757441008,-0.3267862951573557,0
2922,1.7832791890483,-1.32463024981999,0
2914,-0.3300823060007748,0.18933988828883455,0
1028,0.896360266535901,-0.8501310266237723,0
3039,-1.9281741429425046,2.6667455688305473,1
2982,0.1943128602670883,-0.3267862951573557,1
3521,-0.5902367910843123,0.40589632889562727,1
2256,-0.864685478644967,0.7865106790530213,0
1012,1.9291540118299444,-1.32463024981999,0
420,0.07873188484478376,-0.21645956798335458,0
3192,-1.6733289330647536,2.0922293525096363,1
2703,-0.41184514416988655,0.2917120238484094,1
1161,0.750541192094173,-0.8501310266237723,0
1091,-0.03807216968251885,-0.08666341836688217,1
1234,2.1682266380554167,-1.4283023490057183,1
2966,1.1299683755905061,-1.0071344460636973,0
2253,0.018905417891775394,-0.13240110918411535,1
3486,-0.2412096558169576,0.013387780295815058,0
2362,1.7139886482270188,-1.1926839417654267,0
3736,-0.14425767379824833,0.013387780295815058,0
3522,-1.996786314832668,2.77381675323548,1
19,-0.7388964968463337,0.44694297450083686,0
1896,0.896360266535901,-0.9099418530770771,0
2379,-0.31290523915852453,0.12677913878020522,1
3251,1.7832791890483,-1.2688068117969056,0
2202,-1.1477106876918923,1.0339100066553273,0
2773,-1.6733289330647536,1.9410408745304493,1
35,-0.7916467150199541,0.5340623855812803,0
1066,-0.41184514416988655,0.18933988828883455,0
941,1.4584797789485444,-1.1926839417654267,1
1598,-1.4397208240101487,1.6722613581230057,1
2516,0.750541192094173,-0.9099418530770771,0
1260,1.4584797789485444,-1.114557838312067,0
1451,0.27761446417505514,-0.4304883227781838,1
2209,0.8322325503248331,-0.7803517290949168,0
2623,0.5115939692694931,-0.5416330796540952,0
70,-0.19381090905225548,-0.08666341836688217,1
2615,0.42914404842669107,-0.5416330796540952,0
3671,-1.996786314832668,2.77381675323548,0
2818,-0.41184514416988655,0.20237337776979875,1
2989,-1.9281741429425046,2.8481717424055715,0
789,-0.6220924423190312,0.40589632889562727,1
3293,-1.7200505548756744,2.20022112249477,0
3489,1.1299683755905061,-1.0071344460636973,0
909,-0.3300823060007748,0.12677913878020522,1
1706,0.7908598301886601,-0.7803517290949168,0
1,-0.5902367910843123,0.2917120238484094,0
758,-1.0659478495227805,1.0339100066553273,0
690,0.07873188484478376,-0.3915813571484359,0
3227,0.896360266535901,-0.7803517290949168,1
1904,0.896360266535901,-0.8501310266237723,0
1021,-0.3300823060007748,0.013387780295815058,1
3314,-0.2412096558169576,0.013387780295815058,0
2585,-0.19381090905225548,-0.08666341836688217,0
3257,0.3065955322013244,-0.4779747731365428,1
882,-0.19381090905225548,-0.13240110918411535,1
2588,-0.41184514416988655,0.12677913878020522,1
3407,-0.03807216968251885,-0.13240110918411535,1
2741,-0.09239963690451991,-0.08666341836688217,0
3555,0.1943128602670883,-0.3267862951573557,0
2444,0.018905417891775394,-0.23607320836984352,0
1128,-1.0114392907433727,0.8440454064023948,1
3283,0.6541000052940884,-0.6978852865608147,0
1013,-0.41184514416988655,0.2917120238484094,1
2147,-1.1477106876918923,1.0339100066553273,1
2819,0.1943128602670883,-0.3267862951573557,0
3531,-0.8411000445577232,0.7315330506969532,0
2062,1.009136595045021,-1.0071344460636973,0
505,-0.2412096558169576,-0.03815374628799865,0
3634,0.3065955322013244,-0.4779747731365428,0
473,1.7139886482270188,-1.2688068117969056,0
1179,0.3065955322013244,-0.4304883227781838,1
1048,-0.8411000445577232,0.44694297450083686,0
1547,-0.6220924423190312,0.40589632889562727,0
3389,-0.14425767379824833,0.06825456665922965,1
513,1.1299683755905061,-1.1432040762449656,1
1317,0.896360266535901,-0.8501310266237723,0
3219,1.1299683755905061,-1.0071344460636973,0
354,0.07873188484478376,-0.3915813571484359,1
1108,-1.0114392907433727,1.1771411963198202,0
1002,-0.37179803976052606,0.12677913878020522,0
577,-1.5209758184639242,1.8698933554814203,1
3550,0.1943128602670883,-0.3267862951573557,1
188,0.351274678741823,-0.4304883227781838,0
2559,1.3143958301072993,-1.0471549255287762,0
3056,-0.6220924423190312,0.48963148593025424,0
1449,1.233030776644008,-1.114557838312067,1
2882,-0.48731853324906693,0.2917120238484094,1
750,-0.5902367910843123,0.389916337095126,0
2743,0.750541192094173,-0.7409112565786071,1
54,0.07873188484478376,-0.17559781717816864,1
230,-0.37179803976052606,0.12677913878020522,0
2879,-0.41184514416988655,0.25636926276236566,0
1077,-1.7200505548756744,2.20022112249477,1
753,-1.4821950256564402,1.422680378601808,0
868,-1.4821950256564402,1.422680378601808,0
1905,2.2539319191551144,-1.4998003484441513,1
926,-0.03807216968251885,-0.13240110918411535,1
3197,-1.6733289330647536,2.20022112249477,0
2237,-0.6707607983720739,0.6789457540085407,1
2418,-0.48731853324906693,0.12677913878020522,0
1421,0.5811300470887236,-0.6978852865608147,0
3422,0.6541000052940884,-0.6978852865608147,1
3119,-0.6220924423190312,0.5803445727177664,1
1070,1.009136595045021,-0.9617779026699411,1
864,-0.30420799012447397,-0.03815374628799865,1
3570,-0.41184514416988655,0.2917120238484094,1
904,-0.03807216968251885,-0.17559781717816864,0
966,1.8549590588634184,-1.32463024981999,0
1907,0.1943128602670883,-0.3267862951573557,1
2812,-0.7916467150199541,0.7865106790530213,1
2443,1.428769445311512,-1.1926839417654267,0
2771,1.0326316634844206,-0.9099418530770771,0
1608,1.3143958301072993,-1.0471549255287762,1
223,-0.19381090905225548,-0.08666341836688217,1
1522,-0.7916467150199541,0.6285962146260176,1
808,0.207831103006539,-0.3915813571484359,1
967,0.47803876892649244,-0.5535690121261362,0
2426,0.750541192094173,-0.6978852865608147,0
2111,0.018905417891775394,-0.2551707003251093,1
1976,1.0326316634844206,-0.9617779026699411,1
680,1.4584797789485444,-1.1926839417654267,1
911,-0.03807216968251885,-0.3267862951573557,1
1429,-1.8835762312138977,2.5646933461945958,1
1798,1.0326316634844206,-0.9099418530770771,0
1577,1.7139886482270188,-1.2688068117969056,1
1777,0.27761446417505514,-0.5416330796540952,0
1185,-0.4503217738965272,0.3283637760857879,1
875,0.8322325503248331,-0.7803517290949168,1
897,1.1299683755905061,-1.0071344460636973,0
3020,0.5115939692694931,-0.5989255555198922,1
3754,0.1943128602670883,-0.3267862951573557,0
878,0.6729090317880179,-0.8501310266237723,0
3310,-0.41184514416988655,0.3283637760857879,1
441,0.351274678741823,-0.5416330796540952,1
3128,0.5634337398592788,-0.6978852865608147,1
3338,-0.7388964968463337,0.6789457540085407,1
2154,-0.14425767379824833,0.06825456665922965,0
640,-0.7916467150199541,0.5803445727177664,1
981,0.351274678741823,-0.5416330796540952,0
3072,0.1943128602670883,-0.3267862951573557,1
727,-1.3929992021992275,1.5913036724581135,0
1806,0.07873188484478376,-0.3267862951573557,0
3050,0.1416263757441008,-0.23607320836984352,1
169,-1.6194193694367678,2.0661623735477077,0
2848,0.07873188484478376,-0.23607320836984352,1
2087,0.42914404842669107,-0.5416330796540952,0
3584,0.6541000052940884,-0.6978852865608147,0
1734,-1.0831610786110146,0.9675345772986114,0
2089,0.750541192094173,-0.8501310266237723,0
3319,0.018905417891775394,-0.13240110918411535,1
2497,-0.7388964968463337,0.5340623855812803,1
65,-0.7388964968463337,0.40589632889562727,0
3746,0.27761446417505514,-0.3915813571484359,1
3301,1.81881279972588,-1.32463024981999,1
2442,0.42914404842669107,-0.5416330796540952,1
2090,0.3065955322013244,-0.4779747731365428,1
2923,2.2980089208635306,-1.527400679109723,0
3433,-0.2412096558169576,0.06825456665922965,0
2912,0.5634337398592788,-0.6978852865608147,1
2895,0.42914404842669107,-0.5416330796540952,0
2071,-0.5088413628343841,0.20237337776979875,1
1284,2.2980089208635306,-1.527400679109723,0
3273,-0.31290523915852453,0.12677913878020522,1
3117,-1.82906767243449,2.4992752547612933,0
2775,1.9672363770694004,-1.3673187612494073,0
3449,-1.996786314832668,2.9644705716203315,0
3606,1.233030776644008,-1.0827286850532907,0
3411,-0.8875562026083549,0.7865106790530213,0
2282,1.0326316634844206,-0.9617779026699411,0
1196,2.126553427979417,-1.4508397618721807,0
2321,0.1943128602670883,-0.23607320836984352,1
3350,-0.9312796454795377,0.7865106790530213,0
3308,1.1299683755905061,-1.0471549255287762,1
2999,0.1943128602670883,-0.3267862951573557,1
3000,0.1943128602670883,-0.3267862951573557,1
788,0.03063609768648264,-0.17559781717816864,0
89,-1.1477106876918923,1.2545634610033296,1
3447,-1.8835762312138977,2.6667455688305473,0
3302,0.1416263757441008,-0.23607320836984352,0
2294,0.896360266535901,-0.9099418530770771,1
653,-0.9312796454795377,0.5340623855812803,1
3145,0.07873188484478376,-0.17559781717816864,0
3066,0.1416263757441008,-0.3267862951573557,1
1872,0.1943128602670883,-0.4304883227781838,0
1520,0.46155210979842853,-0.5989255555198922,1
3510,1.81881279972588,-1.3673187612494073,0
545,-1.0659478495227805,0.9675345772986114,1
1034,-0.41184514416988655,0.06825456665922965,0
84,0.750541192094173,-0.7409112565786071,0
3375,-0.31290523915852453,0.20237337776979875,0
2738,-1.556524878537451,1.8698933554814203,0
2678,0.1943128602670883,-0.3267862951573557,0
3322,-0.03807216968251885,-0.17559781717816864,1
2409,1.7139886482270188,-1.3673187612494073,1
871,1.233030776644008,-1.1432040762449656,0
461,-0.2412096558169576,-0.03815374628799865,0
1059,0.47803876892649244,-0.5989255555198922,0
2192,-0.5572013009149743,0.3283637760857879,0
1793,0.896360266535901,-0.8501310266237723,0
1794,-0.19381090905225548,-0.012779456277505676,1
556,0.07873188484478376,-0.2551707003251093,0
1321,-0.6158126544412192,0.48963148593025424,1
3712,0.5634337398592788,-0.5989255555198922,1
687,-1.2411809068459576,1.4769274072455034,0
1396,1.0326316634844206,-0.9099418530770771,1
1646,0.750541192094173,-0.7803517290949168,0
1434,1.7483427819115194,-1.233917163032478,0
1622,-1.3413595149345254,1.3362869626137015,1
1432,0.6919531711131218,-0.8501310266237723,0
77,1.1299683755905061,-1.1432040762449656,0
1851,0.351274678741823,-0.5989255555198922,0
2489,-0.2412096558169576,-0.08666341836688217,1
588,1.4584797789485444,-1.0827286850532907,0
3031,-0.14425767379824833,-0.08666341836688217,1
228,-1.0114392907433727,0.8440454064023948,0
3369,-0.41184514416988655,0.3283637760857879,1
3586,-0.14425767379824833,-0.03815374628799865,0
1890,-1.3413595149345254,1.422680378601808,0
3378,1.5504629718887952,-1.1926839417654267,0
3542,-0.03807216968251885,-0.08666341836688217,0
2883,-0.2412096558169576,0.013387780295815058,0
2366,-1.3929992021992275,1.5716702217429748,1
1783,1.6469699284162713,-1.1926839417654267,0
654,1.3995161937304346,-1.1432040762449656,1
1232,0.07873188484478376,-0.23607320836984352,1
1631,0.351274678741823,-0.5416330796540952,1
1183,-0.7388964968463337,0.5994019438916135,0
2425,0.8322325503248331,-0.9617779026699411,0
3763,-1.4821950256564402,1.7792595732533574,1
290,0.07873188484478376,-0.3599740098357137,1
194,-0.2412096558169576,-0.17559781717816864,0
1597,2.2106787866375104,-1.4508397618721807,1
289,-0.03807216968251885,-0.17559781717816864,0
3672,1.9672363770694004,-1.4283023490057183,1
560,-0.5572013009149743,0.25636926276236566,0
3358,0.1943128602670883,-0.3267862951573557,0
957,0.5811300470887236,-0.5989255555198922,1
1380,0.7908598301886601,-0.6978852865608147,1
626,-1.8835762312138977,2.5646933461945958,0
1948,0.07873188484478376,-0.23607320836984352,1
209,0.47803876892649244,-0.5416330796540952,1
305,-1.0114392907433727,0.9675345772986114,0
2713,0.46155210979842853,-0.5989255555198922,1
2684,-1.8835762312138977,2.531730741984017,1
1531,1.009136595045021,-0.9099418530770771,0
3715,0.896360266535901,-0.8501310266237723,0
3166,1.0326316634844206,-0.9099418530770771,0
1275,-1.3929992021992275,1.4769274072455034,1
2705,-0.6825083325917737,0.5994019438916135,1
2565,-0.9312796454795377,0.7865106790530213,1
1681,-0.03807216968251885,-0.23607320836984352,1
936,-1.8835762312138977,2.4048371077297594,1
2182,-1.1477106876918923,0.9675345772986114,0
2374,-1.8835762312138977,2.531730741984017,1
1026,-0.8875562026083549,0.8440454064023948,1
2788,0.46155210979842853,-0.5416330796540952,1
2437,-2.0471019075521215,2.925047239683124,0
3524,0.750541192094173,-0.6978852865608147,1
3769,-0.2412096558169576,0.12677913878020522,0
2361,1.0326316634844206,-0.9617779026699411,0
738,0.42914404842669107,-0.6978852865608147,1
3610,0.07873188484478376,-0.23607320836984352,1
1949,0.07873188484478376,-0.3915813571484359,1
403,-0.6648256329997517,0.3283637760857879,1
3264,0.896360266535901,-0.8501310266237723,0
562,-0.19381090905225548,-0.08666341836688217,0
3597,-0.19381090905225548,-0.012779456277505676,0
3154,-1.8835762312138977,2.6667455688305473,0
