date,home_team,away_team,game_id,url,stage,league,season
2018-05-05 14:30:00,Augsburg,Schalke 04,1202012,https://www.whoscored.com/Matches/1202012/Live/Germany-Bundesliga-2017-2018-Augsburg-Schalke-04,,GER-Bundesliga,1718
2018-05-05 14:30:00,Hannover 96,Hertha Berlin,1202014,https://www.whoscored.com/Matches/1202014/Live/Germany-Bundesliga-2017-2018-Hannover-96-Hertha-Berlin,,GER-Bundesliga,1718
2018-05-05 14:30:00,VfB Stuttgart,Hoffenheim,1202016,https://www.whoscored.com/Matches/1202016/Live/Germany-Bundesliga-2017-2018-VfB-Stuttgart-Hoffenheim,,GER-Bundesliga,1718
2018-05-05 14:30:00,Borussia Dortmund,Mainz 05,1202057,https://www.whoscored.com/Matches/1202057/Live/Germany-Bundesliga-2017-2018-Borussia-Dortmund-Mainz-05,,GER-Bundesliga,1718
2018-05-05 14:30:00,RB Leipzig,Wolfsburg,1202058,https://www.whoscored.com/Matches/1202058/Live/Germany-Bundesliga-2017-2018-RB-Leipzig-Wolfsburg,,GER-Bundesliga,1718
2018-05-05 14:30:00,FC Koln,Bayern Munich,1202059,https://www.whoscored.com/Matches/1202059/Live/Germany-Bundesliga-2017-2018-FC-Koln-Bayern-Munich,,GER-Bundesliga,1718
2018-05-05 14:30:00,Werder Bremen,Bayer Leverkusen,1202060,https://www.whoscored.com/Matches/1202060/Live/Germany-Bundesliga-2017-2018-Werder-Bremen-Bayer-Leverkusen,,GER-Bundesliga,1718
2018-05-05 14:30:00,Borussia M.Gladbach,Freiburg,1202061,https://www.whoscored.com/Matches/1202061/Live/Germany-Bundesliga-2017-2018-Borussia-M-Gladbach-Freiburg,,GER-Bundesliga,1718
2018-05-05 14:30:00,Eintracht Frankfurt,Hamburger SV,1202062,https://www.whoscored.com/Matches/1202062/Live/Germany-Bundesliga-2017-2018-Eintracht-Frankfurt-Hamburger-SV,,GER-Bundesliga,1718
2018-05-12 14:30:00,Bayern Munich,VfB Stuttgart,1202018,https://www.whoscored.com/Matches/1202018/Live/Germany-Bundesliga-2017-2018-Bayern-Munich-VfB-Stuttgart,,GER-Bundesliga,1718
2018-05-12 14:30:00,Hoffenheim,Borussia Dortmund,1202020,https://www.whoscored.com/Matches/1202020/Live/Germany-Bundesliga-2017-2018-Hoffenheim-Borussia-Dortmund,,GER-Bundesliga,1718
2018-05-12 14:30:00,Hertha Berlin,RB Leipzig,1202022,https://www.whoscored.com/Matches/1202022/Live/Germany-Bundesliga-2017-2018-Hertha-Berlin-RB-Leipzig,,GER-Bundesliga,1718
2018-05-12 14:30:00,Freiburg,Augsburg,1202024,https://www.whoscored.com/Matches/1202024/Live/Germany-Bundesliga-2017-2018-Freiburg-Augsburg,,GER-Bundesliga,1718
2018-05-12 14:30:00,Schalke 04,Eintracht Frankfurt,1202026,https://www.whoscored.com/Matches/1202026/Live/Germany-Bundesliga-2017-2018-Schalke-04-Eintracht-Frankfurt,,GER-Bundesliga,1718
2018-05-12 14:30:00,Bayer Leverkusen,Hannover 96,1202028,https://www.whoscored.com/Matches/1202028/Live/Germany-Bundesliga-2017-2018-Bayer-Leverkusen-Hannover-96,,GER-Bundesliga,1718
2018-05-12 14:30:00,Hamburger SV,Borussia M.Gladbach,1202030,https://www.whoscored.com/Matches/1202030/Live/Germany-Bundesliga-2017-2018-Hamburger-SV-Borussia-M-Gladbach,,GER-Bundesliga,1718
