date,home_team,away_team,game_id,url,stage,league,season
2018-05-04 20:00:00,Brighton,Manchester United,1190452,https://www.whoscored.com/Matches/1190452/Live/England-Premier-League-2017-2018-Brighton-Manchester-United,,ENG-Premier League,1718
2018-05-05 12:30:00,Stoke,Crystal Palace,1190465,https://www.whoscored.com/Matches/1190465/Live/England-Premier-League-2017-2018-Stoke-Crystal-Palace,,ENG-Premier League,1718
2018-05-05 15:00:00,Watford,Newcastle,1190467,https://www.whoscored.com/Matches/1190467/Live/England-Premier-League-2017-2018-Watford-Newcastle,,ENG-Premier League,1718
2018-05-05 15:00:00,West Bromwich Albion,Tottenham,1190469,https://www.whoscored.com/Matches/1190469/Live/England-Premier-League-2017-2018-West-Bromwich-Albion-Tottenham,,ENG-Premier League,1718
2018-05-05 15:00:00,Leicester,West Ham,1190461,https://www.whoscored.com/Matches/1190461/Live/England-Premier-League-2017-2018-Leicester-West-Ham,,ENG-Premier League,1718
2018-05-05 15:00:00,Bournemouth,Swansea,1190553,https://www.whoscored.com/Matches/1190553/Live/England-Premier-League-2017-2018-Bournemouth-Swansea,,ENG-Premier League,1718
2018-05-05 17:30:00,Everton,Southampton,1190458,https://www.whoscored.com/Matches/1190458/Live/England-Premier-League-2017-2018-Everton-Southampton,,ENG-Premier League,1718
2018-05-06 13:30:00,Manchester City,Huddersfield,1190463,https://www.whoscored.com/Matches/1190463/Live/England-Premier-League-2017-2018-Manchester-City-Huddersfield,,ENG-Premier League,1718
2018-05-06 16:30:00,Arsenal,Burnley,1190552,https://www.whoscored.com/Matches/1190552/Live/England-Premier-League-2017-2018-Arsenal-Burnley,,ENG-Premier League,1718
2018-05-06 16:30:00,Chelsea,Liverpool,1190455,https://www.whoscored.com/Matches/1190455/Live/England-Premier-League-2017-2018-Chelsea-Liverpool,,ENG-Premier League,1718
2018-05-08 19:45:00,Swansea,Southampton,1190441,https://www.whoscored.com/Matches/1190441/Live/England-Premier-League-2017-2018-Swansea-Southampton,,ENG-Premier League,1718
2018-05-09 19:45:00,Leicester,Arsenal,1190425,https://www.whoscored.com/Matches/1190425/Live/England-Premier-League-2017-2018-Leicester-Arsenal,,ENG-Premier League,1718
2018-05-09 19:45:00,Chelsea,Huddersfield,1190516,https://www.whoscored.com/Matches/1190516/Live/England-Premier-League-2017-2018-Chelsea-Huddersfield,,ENG-Premier League,1718
2018-05-09 20:00:00,Tottenham,Newcastle,1190507,https://www.whoscored.com/Matches/1190507/Live/England-Premier-League-2017-2018-Tottenham-Newcastle,,ENG-Premier League,1718
2018-05-09 20:00:00,Manchester City,Brighton,1190433,https://www.whoscored.com/Matches/1190433/Live/England-Premier-League-2017-2018-Manchester-City-Brighton,,ENG-Premier League,1718
2018-05-10 19:45:00,West Ham,Manchester United,1190509,https://www.whoscored.com/Matches/1190509/Live/England-Premier-League-2017-2018-West-Ham-Manchester-United,,ENG-Premier League,1718
2018-05-13 15:00:00,Newcastle,Chelsea,1190547,https://www.whoscored.com/Matches/1190547/Live/England-Premier-League-2017-2018-Newcastle-Chelsea,,ENG-Premier League,1718
2018-05-13 15:00:00,West Ham,Everton,1190460,https://www.whoscored.com/Matches/1190460/Live/England-Premier-League-2017-2018-West-Ham-Everton,,ENG-Premier League,1718
2018-05-13 15:00:00,Southampton,Manchester City,1190451,https://www.whoscored.com/Matches/1190451/Live/England-Premier-League-2017-2018-Southampton-Manchester-City,,ENG-Premier League,1718
2018-05-13 15:00:00,Tottenham,Leicester,1190457,https://www.whoscored.com/Matches/1190457/Live/England-Premier-League-2017-2018-Tottenham-Leicester,,ENG-Premier League,1718
2018-05-13 15:00:00,Swansea,Stoke,1190454,https://www.whoscored.com/Matches/1190454/Live/England-Premier-League-2017-2018-Swansea-Stoke,,ENG-Premier League,1718
2018-05-13 15:00:00,Burnley,Bournemouth,1190471,https://www.whoscored.com/Matches/1190471/Live/England-Premier-League-2017-2018-Burnley-Bournemouth,,ENG-Premier League,1718
2018-05-13 15:00:00,Crystal Palace,West Bromwich Albion,1190473,https://www.whoscored.com/Matches/1190473/Live/England-Premier-League-2017-2018-Crystal-Palace-West-Bromwich-Albion,,ENG-Premier League,1718
2018-05-13 15:00:00,Huddersfield,Arsenal,1190475,https://www.whoscored.com/Matches/1190475/Live/England-Premier-League-2017-2018-Huddersfield-Arsenal,,ENG-Premier League,1718
