version;datetime;validation;test;activation;b1;b2;batch_size;dropout;gamma_pi;lamda;learning_rate;len_test;len_train;len_val;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
81;2024-06-30 17:56:39.513379;0,19090501964092255;;leaky_relu;0,8750585699090929;0,6422146717095535;256;;0,403671269536366;0,09164515710419498;0,018229681427730904;2255;17639;5161;batchnorm;;20;5,0;18,0;23,0;;0,0898089488717651;;4;adam;maxabs
82;2024-06-30 17:58:59.789578;0,2002449929714203;;leaky_relu;0,8698050865761353;0,6505134363794776;256;;0,39995584189588224;0,09258796113045578;0,017176863249554555;2255;17639;5161;batchnorm;;20;6,0;18,0;23,0;;0,09452295183402559;;4;adam;maxabs
83;2024-06-30 18:01:25.533574;0,19841501116752625;;leaky_relu;0,8179521043300477;0,64893831789333;256;;0,4208969347088516;0,09014162579215387;0,017452723874590226;2255;17639;5161;batchnorm;;20;5,0;19,0;25,0;;0,09186909287885807;;4;adam;maxabs
84;2024-06-30 18:03:32.471163;0,21153998374938965;;leaky_relu;0,8119659537990448;0,6726602973738701;256;;0,45489036998561466;0,08931592101407534;0,014225483573590972;2255;17639;5161;batchnorm;;19;4,0;18,0;25,0;;0,09384132882178656;;4;adam;maxabs
85;2024-06-30 18:05:45.467236;0,19545000791549683;;leaky_relu;0,8348885265870796;0,629050015723952;256;;0,36526049262332155;0,08564260207981123;0,019368132581812705;2255;17639;5161;batchnorm;;18;7,0;19,0;28,0;;0,08770069991670408;;4;adam;maxabs
86;2024-06-30 18:07:46.943035;0,19368498027324677;;leaky_relu;0,8002899508441117;0,7063155839452179;256;;0,4268384142820358;0,0827771949620802;0,022558276723160593;2255;17639;5161;batchnorm;;18;7,0;20,0;28,0;;0,08625463407900054;;4;adam;maxabs
87;2024-06-30 18:09:52.289203;0,19880999624729156;;relu;0,743111573778205;0,7114110586446376;256;;0,35900955397560863;0,07823550723312139;0,024812251549911832;2255;17639;5161;batchnorm;;17;9,0;20,0;29,0;;;;4;adam;maxabs
88;2024-06-30 18:12:06.859816;0,2026049792766571;;leaky_relu;0,7776545712302505;0,747427360170166;256;;0,4426025233798794;0,08241268381258433;0,021259547533917823;2255;17639;5161;batchnorm;;18;7,0;21,0;28,0;;0,08664700737462433;;4;adam;maxabs
89;2024-06-30 18:14:52.596849;0,42022505402565;;leaky_relu;0,6503890395130052;0,6038904155994362;256;;0,3064201791412293;0,08681511002064068;0,031182984229656006;2255;17639;5161;batchnorm;;17;11,0;16,0;28,0;;0,08583204276404571;;4;adam;maxabs
90;2024-06-30 18:16:55.077468;0,19275501370429993;;leaky_relu;0,7928143532556853;0,6911262916769952;256;;0,36779342526829684;0,08022252613740373;0,020694193060980443;2255;17639;5161;batchnorm;;18;7,0;19,0;26,0;;0,08202882159253777;;4;adam;maxabs
91;2024-06-30 18:18:59.990992;0,2351050078868866;;leaky_relu;0,8407556967458926;0,6958781919936031;256;;0,36686494724211416;0,07968775879665149;0,02103134183858093;2255;17639;5161;batchnorm;;18;;;;;0,08959441584636663;;1;adam;maxabs
92;2024-06-30 18:20:50.374679;0,21510498225688934;;leaky_relu;0,7952357481868797;0,7218102704750001;256;;0,3169423371506075;0,08540784229851227;0,014095989984353362;2255;17639;5161;batchnorm;;16;7,0;19,0;26,0;;0,08254110663801127;;4;adam;maxabs
93;2024-06-30 18:23:01.579249;0,2072400152683258;;leaky_relu;0,8404430360823197;0,6752356151796692;256;;0,3456311537716817;0,0829139575780137;0,028189427574635564;2255;17639;5161;batchnorm;;22;9,0;17,0;27,0;;0,07858659926396178;;4;adam;maxabs
94;2024-06-30 18:25:07.642882;0,19156499207019806;;leaky_relu;0,7893193056924824;0,7470034103396964;256;;0,3811511514885884;0,08687973103882271;0,011951954907694401;2255;17639;5161;batchnorm;;19;6,0;20,0;30,0;;0,08281884413145872;;4;adam;maxabs
95;2024-06-30 18:27:34.405024;0,19506999850273132;;leaky_relu;0,7911912563343377;0,619890121584586;256;;0,3722774049380323;0,08762920180206071;0,012151811102372422;2255;17639;5161;batchnorm;;19;6,0;20,0;29,0;;0,08370532214798532;;4;adam;maxabs
96;2024-06-30 18:30:01.901128;0,284434974193573;;leaky_relu;0,7217890945331095;0,72961399609805;256;;0,3805868724373634;0,08864187517123019;0,007670735823438933;2255;17639;5161;batchnorm;;19;6,0;21,0;29,0;;0,07544445441803245;;4;adam;maxabs
97;2024-06-30 18:33:22.117794;0,6269849538803101;;leaky_relu;0,7845409172573485;0,6902825158443844;256;;0,4814421874061632;0,09092098199160836;0,011556152444330637;2255;17639;5161;batchnorm;;19;4,0;20,0;;;0,08252577200028055;;3;adam;maxabs
