datetime;validation;test;batch_size;gamma_pi;gamma_scheduler;gamma_tabnet;lamda;lr;n_a;n_d;n_independent;n_shared;n_steps
2023-12-26 00:36:31.433800;0,5055948174322733;;512;0,22405902434743355;0,7382126535535237;1,074632711482103;0,03965440118884499;0,009516569276818954;10;53;3;5;7
2023-12-26 00:54:54.560210;0,5038280329799765;;512;0,07972082026679184;0,7404754813822484;1,072384169864941;0,03895587993941874;0,010383812071806423;10;52;3;5;7
2023-12-26 01:05:11.987034;0,5024538672948567;;512;0,22973761727627146;0,6376011437227503;1,0273012312105192;0,06526272956196746;0,008165450991451403;35;39;1;3;8
2023-12-26 01:12:58.518949;0,503337259521005;;512;0,21453419168681379;0,7859565317347861;1,080372018644992;0,04957719311814153;0,0038226015629200544;11;54;3;5;7
2023-12-26 01:23:20.602415;0,5041224970553593;;512;0,1307629301891384;0,8812043199035173;1,0539326308886485;0,034944291522173196;0,015021146201612887;13;57;3;5;6
2023-12-26 01:36:36.892001;0,5022575579112681;;8192;0,2952458952558384;0,7410627638396466;1,1015699574624667;0,04083461352657501;0,008748990988309457;9;48;4;5;9
2023-12-26 01:55:18.690921;0,5030427954456222;;1024;0,19137318788159896;0,8228345680757968;1,177964013747508;0,045974436325559545;0,005498805923555707;10;50;2;5;7
2023-12-26 02:07:07.593830;0,5047114252061249;;512;0,16276796309517913;0,915935479088538;1,1517982998824254;0,039466227961342595;0,011066176845121376;11;43;3;4;6
2023-12-26 02:19:06.159247;0,5032391048292109;;2048;0,08415092083402939;0,9940590547475274;1,0021887104753218;0,055645515976176126;0,007278805194611378;14;44;4;5;5
2023-12-26 02:27:42.149641;0,5034354142127994;;8192;0,22595424377814166;0,6883149322509485;1,089411618443097;0,05068644997194774;0,004162499914291722;8;59;3;4;3
2023-12-26 02:38:47.016934;0,5030427954456222;;4096;0,2852911963267527;0,7826083883689575;1,1270776864785939;0,03748167214689144;0,02161299994880528;17;40;5;5;4
2023-12-26 02:48:18.058243;0,5042206517471535;;8192;0,3859391075777514;0,5837875507071871;1,0390996562318329;0,04628900176701675;0,0028986303837045106;12;54;2;1;3
2023-12-26 02:54:43.149899;0,5039261876717707;;1024;0,3381530537032792;0,721349989952792;1,0698210344670227;0,043333677340623294;0,016457366565591682;10;64;4;2;6
2023-12-26 03:03:18.912117;0,5032391048292109;;512;0,14249116813255977;0,9238600448728231;1,1588416133453794;0,03990293190698069;0,010589315779383962;11;44;3;4;6
2023-12-26 03:13:17.860950;0,5036317235963879;;512;0,1798029192684583;0,9116369261392853;1,1110409519136202;0,0354182323465156;0,012093228608226635;13;38;3;3;6
2023-12-26 03:23:46.332067;0,5044169611307421;;512;0,15987922543889138;0,8627869381957742;1,1451899222545134;0,04469427232275293;0,005469708714993899;9;49;3;4;7
2023-12-26 03:34:44.784455;0,5055948174322733;;512;0,24256178381523563;0,8988935626935882;1,1975575783988521;0,03897902337480418;0,010086831257053803;12;36;3;5;5
2023-12-26 03:44:39.868477;0,503337259521005;;8192;0,23862830785136643;0,7709851275575682;1,1962511584868227;0,04943832631743897;0,006545236779529768;15;30;3;5;5
2023-12-26 03:58:05.860262;0,5044169611307421;;512;0,3212581641712361;0,9680356294638272;1,0591644449051867;0,0342048476300246;0,007864923332308848;12;35;4;5;5
2023-12-26 04:15:04.458056;0,5043188064389478;;8192;0,2669856800372573;0,8364371893511969;1,275536584003271;0,02937796407655007;0,014941001920013986;20;23;3;5;4
2023-12-26 04:27:15.085267;0,5062819002748331;0,4807277212457601;1024;0,22272488954441616;0,8948108666695822;1,2275960971343514;0,05701298143124867;0,004443824052204671;14;25;2;5;8
2023-12-26 04:37:42.012937;0,5020612485276796;;1024;0,20481577188787467;0,8735852682880233;1,2333882539944299;0,05769227497299159;0,00456762044009731;17;27;2;5;9
2023-12-26 04:44:53.574659;0,5047114252061249;;1024;0,2426893082702361;0,7928930665175661;1,2880000853602718;0,06380438959140125;0,003102197894857055;14;32;2;1;8
2023-12-26 04:52:26.886149;0,5028464860620337;;1024;0,19993446686967076;0,9426327251052734;1,2023625695383178;0,04402392864984358;0,009301941010717409;13;26;1;5;9
2023-12-26 05:00:05.225900;0,5047114252061249;;1024;0,2790743274734693;0,8866882306092323;1,0950018741101057;0,05319419126934458;0,007565105021977792;11;29;2;5;8
2023-12-26 05:17:48.006508;0,5026501766784452;;8192;0,22139332415568896;0,8419709420061078;1,1803685552283112;0,04848269706055809;0,005489165423728994;12;21;2;5;3
2023-12-26 05:25:09.025157;0,5037298782881822;;1024;0,3137864478919366;0,8975429344588575;1,1273185460722992;0,03734422502056906;0,012990231026150012;15;25;3;5;7
2023-12-26 05:34:38.960504;0,5038280329799765;;2048;0,25036595696010466;0,9328833091091493;1,2514640863936357;0,0420401959218028;0,0035015591233998984;10;46;3;5;4
2023-12-26 05:43:40.636390;0,5027483313702394;;8192;0,1088163170262136;0,9817520617613067;1,0234899104864945;0,03316534159392258;0,004359512423898318;18;23;2;1;8
2023-12-26 05:50:31.474710;0,5032391048292109;;512;0,17216104223156983;0,8603532708488193;1,2271023069884035;0,052164458541432056;0,009974500610512643;9;32;3;5;5
2023-12-26 05:58:11.828581;0,5020612485276796;;4096;0,2929583235695758;0,8216979178919998;1,0519482814812455;0,05700777472850916;0,0073542190533386785;21;41;2;5;3
2023-12-26 06:02:42.850362;0,5031409501374166;;8192;0,34749646889911207;0,9054023110266328;1,0900846484794313;0,04730317354499767;0,00619222474705808;14;35;2;4;10
2023-12-26 06:18:16.414840;0,5046132705143306;;1024;0,20331363889169557;0,8012463154508976;1,116225605569102;0,03979891780568834;0,002318049760575706;16;28;3;2;3
2023-12-26 06:21:55.202931;0,5041224970553593;;512;0,1535585379413586;0,9188907082862952;1,1561674106643796;0,03899001935780147;0,011297068500272801;11;43;3;3;6
2023-12-26 06:29:17.213574;0,5034354142127994;;512;0,12468971243367682;0,9735280187299704;1,1532713743863166;0,037125810612454166;0,011741583119673965;12;47;3;4;7
2023-12-26 06:37:27.916120;0,5035335689045937;;512;0,17370252315729434;0,9432079133696639;1,2151443790655612;0,042355636062086525;0,01638111081021439;11;52;3;5;6
2023-12-26 06:48:45.234859;0,5042206517471535;;512;0,24711365902091767;0,8729312134146169;1,181340322950077;0,05179114905548632;0,010551407883174964;13;37;3;4;6
2023-12-26 06:56:53.045110;0,5024538672948567;;8192;0,15148685566379227;0,8475411991869977;1,1352150924130335;0,030875239477192333;0,00927175643842536;10;41;4;1;5
