datetime;validation;test;activation;batch_size;factor_flag;learning_rate;method;mode;momentum;n_units_l1;n_units_l2;n_units_l3;nesterov;num_hidden_layers;optim;scaler
2023-12-19 22:59:37.506039;0,5337271094322205;;selu;64;False;0,27157787915721987;;vanilla;0,021019663997347372;25;8,0;;True;2;sgd;maxabs
2023-12-19 23:00:33.912327;0,5342987775802612;;selu;64;False;0,2219609107824938;;vanilla;0,016966059437562186;23;21,0;;True;2;sgd;maxabs
2023-12-19 23:01:31.449529;0,5339176654815674;;selu;32;False;0,2074460730012463;;vanilla;0,01834245904539033;24;21,0;;True;2;sgd;maxabs
2023-12-19 23:03:12.756378;0,5293444991111755;;selu;64;False;0,15680688517053673;;vanilla;0,014223964343841931;23;20,0;;True;2;sgd;maxabs
2023-12-19 23:04:09.243218;0,5339176654815674;;selu;64;False;0,24032813373817682;;vanilla;0,0169539707321822;15;22,0;;True;2;sgd;maxabs
2023-12-19 23:05:08.088433;0,5219131112098694;;leaky_relu;64;False;0,17133777623522561;;vanilla;0,020678829307571676;22;22,0;19,0;True;3;sgd;normalizer
2023-12-19 23:06:56.187973;0,5301067233085632;;selu;64;False;0,2689446510341223;anova;vanilla;0,012899182893113655;24;20,0;;True;2;sgd;maxabs
2023-12-19 23:07:51.709158;0,5245807766914368;;selu;64;False;0,19875641947179018;;dropout;0,016012530632774916;25;21,0;;True;2;sgd;maxabs
2023-12-19 23:08:53.380968;0,5316311120986938;;selu;64;False;0,35932632800216496;;vanilla;0,023433325878018076;23;18,0;;True;2;sgd;maxabs
2023-12-19 23:09:49.613167;0,5333460569381714;;selu;64;False;0,22151405293417573;;vanilla;0,01876661782423227;23;12,0;;True;2;sgd;maxabs
2023-12-19 23:10:46.499899;0,5327743887901306;;selu;64;False;0,29300223612039095;;vanilla;0,03163095343622203;22;19,0;;True;2;sgd;maxabs
2023-12-19 23:11:46.427538;0,5333460569381714;;selu;64;False;0,2620111830093087;;vanilla;0,02224517224795973;23;18,0;;True;2;sgd;maxabs
2023-12-19 23:12:42.794021;0,5344893336296082;;selu;64;False;0,23113448495535127;;vanilla;0,026333115857906892;21;21,0;;True;2;sgd;maxabs
2023-12-19 23:13:39.299119;0,5304877758026123;;selu;64;False;0,23151258977889574;;vanilla;0,02679264554406612;21;20,0;;True;2;sgd;maxabs
2023-12-19 23:14:37.067403;0,5323932766914368;;selu;64;False;0,17888428751440993;;vanilla;0,04121583698201783;19;17,0;;True;2;sgd;maxabs
2023-12-19 23:15:34.422457;0,5289633870124817;;selu;64;False;0,13851857104938198;;vanilla;0,02941748996697151;20;21,0;20,0;True;3;sgd;maxabs
2023-12-19 23:16:31.814712;0,5283917784690857;;selu;64;False;0,054829260911812054;;vanilla;0,03455541663172055;21;21,0;;True;2;sgd;minmax
2023-12-19 23:17:29.486132;0,5262957215309143;;relu;128;False;0,25832619693163045;;vanilla;0,01950317825856705;22;19,0;;True;2;sgd;maxabs
2023-12-19 23:18:05.216398;0,5341082215309143;;selu;64;False;0,30719528087969156;;vanilla;0,024599735163400905;23;10,0;;True;2;sgd;maxabs
2023-12-19 23:19:02.352637;0,5344893336296082;;selu;64;False;0,29494409857654347;;vanilla;0,025127075459373205;24;11,0;;True;2;sgd;maxabs
2023-12-19 23:19:59.705934;0,5335366129875183;;selu;64;False;0,2952659146319747;;vanilla;0,026999046009870444;24;12,0;;True;2;sgd;maxabs
2023-12-19 23:20:56.408820;0,5306783318519592;;selu;64;False;0,3611074519974395;;vanilla;0,03155953022305325;25;10,0;;True;2;sgd;maxabs
2023-12-19 23:21:54.520532;0,5318216681480408;;selu;64;False;0,30379821225487147;;vanilla;0,025672159322883185;24;23,0;;True;2;sgd;maxabs
2023-12-19 23:22:51.510543;0,5322027206420898;;selu;64;False;0,2030179743788913;;vanilla;0,017377943621083212;21;11,0;21,0;True;5;sgd;maxabs
2023-12-19 23:23:50.857631;0,5154344439506531;;selu;64;False;0,2620404607579663;pca;vanilla;0,015297995131162888;22;18,0;;True;2;sgd;maxabs
2023-12-19 23:24:47.555863;0,5228658318519592;;selu;64;False;0,02861516270255034;;vanilla;0,03759896785749872;24;20,0;;True;2;sgd;maxabs
2023-12-19 23:25:47.533781;0,5274389982223511;;selu;64;False;0,3575772214358845;;batchnorm;0,020095680431676647;22;10,0;18,0;True;3;sgd;maxabs
