version;datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor;factor_flag;factor_scaler;learning_rate;len_test;len_train;len_val;method;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
1966;2024-01-14 18:23:43.962613;0,4623046815395355;;leaky_relu;0,7714296349321718;0,8803560481700028;256;4,0;0,47974994974992213;;False;;0,00273735559957404;2631;17667;5269;anova;dropout;;23;5,0;;;;0,0864848056432845;;2;adam;minmax
1967;2024-01-14 18:24:08.227138;0,5179687738418579;;leaky_relu;0,5945864611843099;0,10325775398564299;256;28,0;;72,0;True;normalizer;0,015221068106305788;2631;17667;5269;anova;batchnorm;;22;27,0;;;;0,09992873827626572;;2;adam;normalizer
1968;2024-01-14 18:24:36.473792;0,5316406488418579;;leaky_relu;0,9732400641543655;0,9639775718968089;256;29,0;0,524227401775428;85,0;True;normalizer;0,08606745572799047;2631;17667;5269;anova;dropout;;24;4,0;;;;0,001740474364644487;;2;adam;minmax
1969;2024-01-14 18:25:19.191825;0,5257812738418579;;selu;;;256;;;89,0;True;normalizer;0,0210700450332213;2631;17667;5269;;vanilla;0,03553101561507554;25;7,0;;;;;False;2;sgd;minmax
1970;2024-01-14 18:25:52.617680;0,534960925579071;;leaky_relu;0,8523303211296221;0,8346941204145046;256;30,0;0,3962805479405528;81,0;True;normalizer;0,024619625591049864;2631;17667;5269;anova;dropout;;21;3,0;;;;0,02724568929797442;;2;adam;minmax
1971;2024-01-14 18:26:17.937015;0,5328124761581421;;leaky_relu;0,44357747048566415;0,27523888245271566;256;29,0;0,46688507739442664;87,0;True;normalizer;0,008580480587803224;2631;17667;5269;anova;dropout;;22;5,0;;;;0,020208036650055557;;2;adam;maxabs
1972;2024-01-14 18:27:00.212208;0,4799923896789551;;leaky_relu;0,7514557098825357;0,7299557309278515;32;8,0;0,3607329654227259;10,0;True;minmax;0,05950024984271829;2631;17667;5269;anova;dropout;;23;4,0;;;;0,04744652737118655;;2;adam;minmax
1973;2024-01-14 18:31:46.049080;0,5291539430618286;;leaky_relu;0,5568402981678662;0,6679861790455399;64;27,0;0,3043407656751763;68,0;True;normalizer;0,01230952321684013;2631;17667;5269;anova;dropout;;24;6,0;;;;0,0311537391253706;;2;adam;minmax
1974;2024-01-14 18:32:47.397901;0,531445324420929;;relu;0,49337556668002547;0,3119687879027266;256;26,0;0,6639064450658508;94,0;True;normalizer;0,007624285600988838;2631;17667;5269;anova;dropout;;23;3,0;;;;;;2;adam;minmax
1975;2024-01-14 18:33:13.872086;0,531445324420929;;leaky_relu;0,38344190763509295;0,40590276785228185;256;28,0;0,3368913574688444;77,0;True;normalizer;0,017852043946434012;2631;17667;5269;anova;dropout;;21;4,0;;;;0,08969777314363157;;2;adam;minmax
1976;2024-01-14 18:33:39.271693;0,530468761920929;;selu;0,6176488940648893;0,35682714765120294;256;30,0;0,2751700758324542;91,0;True;normalizer;0,010448442927068667;2631;17667;5269;anova;dropout;;22;5,0;;;;;;2;adam;minmax
1977;2024-01-14 18:34:04.067064;0,46210938692092896;;leaky_relu;;;256;29,0;0,49783929509931535;97,0;True;normalizer;0,0021999984319829285;2631;17667;5269;anova;dropout;0,027347733334903767;23;6,0;;;;0,0585161854243027;False;2;sgd;minmax
1978;2024-01-14 18:34:53.220401;0,46210938692092896;;leaky_relu;0,9213578745884909;0,4885373908123565;256;30,0;0,5386122854902419;8,0;True;maxabs;0,004762393209516081;2631;17667;5269;anova;dropout;;24;5,0;;;;0,055388165464592604;;2;adam;minmax
1979;2024-01-14 18:35:17.964607;0,5323932766914368;;leaky_relu;0,8234381374039303;0,45180314569637137;128;29,0;0,5642170394108785;73,0;True;normalizer;0,015687614437799185;2631;17667;5269;anova;dropout;;22;7,0;;;;0,043940343486809724;;2;adam;minmax
1980;2024-01-14 18:35:57.950017;0,5298827886581421;;leaky_relu;0,8656465443222813;0,7714941608304077;256;12,0;0,5118198118024619;71,0;True;normalizer;0,014049698090837013;2631;17667;5269;anova;dropout;;25;4,0;;;;0,09562449721736428;;2;adam;minmax
1981;2024-01-14 18:36:23.715177;0,5355468988418579;;leaky_relu;0,8877649325769744;0,8938733767481489;256;28,0;0,6008911899259656;84,0;True;normalizer;0,02648199706466087;2631;17667;5269;anova;dropout;;24;6,0;;;;0,04215211578341785;;2;adam;minmax
1982;2024-01-14 18:37:00.567698;0,28632813692092896;;selu;0,9413232519206784;0,20396036823657082;256;30,0;0,585930400624775;89,0;True;normalizer;0,3924591221717373;2631;17667;5269;anova;dropout;;22;3,0;;;;;;2;adam;minmax
1983;2024-01-14 18:37:28.335770;0,533398449420929;;leaky_relu;0,4223876873051036;0,8633278043561253;256;29,0;0,44489693558897353;92,0;True;normalizer;0,020281515973776622;2631;17667;5269;anova;dropout;;23;5,0;13,0;;;0,03840745529716354;;3;adam;minmax
1984;2024-01-14 18:37:54.729975;0,48945313692092896;;leaky_relu;0,07291859773852763;0,5665924826504194;256;30,0;0,6243077706796323;;False;;0,07823821728137566;2631;17667;5269;anova;dropout;;23;4,0;;;;0,06333720318832636;;2;adam;minmax
1985;2024-01-14 18:38:44.291296;0,5294452905654907;;leaky_relu;;;16;29,0;0,4106398710027258;87,0;True;normalizer;0,14569630510900175;2631;17667;5269;anova;dropout;0,017970240478072146;24;8,0;;;;0,03537049470279524;False;2;sgd;minmax
1986;2024-01-14 18:42:17.041827;0,4644531309604645;;leaky_relu;0,522578260878587;0,9186823194913544;256;28,0;0,5252717886712771;67,0;True;normalizer;0,0018812131052044381;2631;17667;5269;pca;dropout;;21;5,0;;;;0,07929502503163383;;2;adam;minmax
1987;2024-01-14 18:42:42.098951;0,533984363079071;;relu;0,30761822775572634;0,6001485057887501;256;30,0;0,3761556060385509;70,0;True;normalizer;0,009457286628021805;2631;17667;5269;anova;dropout;;22;6,0;;;;;;2;adam;normalizer
1988;2024-01-14 18:43:13.983077;0,53515625;;leaky_relu;0,799384877239316;0,3830222422956318;256;29,0;0,34782845295052106;90,0;True;normalizer;0,04511336101923256;2631;17667;5269;anova;dropout;;23;;;;;0,049118341048486155;;1;adam;minmax
1989;2024-01-14 18:43:44.642774;0,527148425579071;;selu;0,6588637894928427;0,3375863974255636;256;29,0;;43,0;True;normalizer;0,005624603511032146;2631;17667;5269;anova;batchnorm;;25;3,0;;;;;;2;adam;minmax
1990;2024-01-14 18:44:40.834976;0,533203125;;leaky_relu;0,24375203803465806;0,9845609494917096;256;30,0;0,23890442187078667;93,0;True;normalizer;0,031976606513696715;2631;17667;5269;anova;dropout;;21;7,0;;;;0,09071146283908652;;2;adam;minmax
1991;2024-01-14 18:45:06.555723;0,522265613079071;;leaky_relu;0,6985714742937441;0,81654137882894;256;;;86,0;True;normalizer;0,012296853465906536;2631;17667;5269;;vanilla;;24;4,0;;;;0,09362257200148694;;2;adam;minmax
1992;2024-01-14 18:45:31.687643;0,5355468988418579;;leaky_relu;0,580335897866402;0,6460148549042727;256;28,0;0,5706696575973982;75,0;True;normalizer;0,0036551245621388347;2631;17667;5269;anova;dropout;;23;6,0;;;;0,08405309465614638;;2;adam;minmax
1993;2024-01-14 18:46:00.636668;0,47265625;;leaky_relu;;;256;30,0;0,5490234963684234;81,0;True;normalizer;0,001471220109151388;2631;17667;5269;anova;dropout;0,01398419515706675;26;5,0;;;;0,07684038082149773;False;2;sgd;maxabs
1994;2024-01-14 18:46:47.802959;0,46210938692092896;;leaky_relu;0,34771955283876427;0,18975289647375682;256;28,0;0,19251926047786164;88,0;True;normalizer;0,8344895688481204;2631;17667;5269;anova;dropout;;22;4,0;;;;0,02207185413329316;;2;adam;minmax
1995;2024-01-14 18:47:13.835816;0,2542968690395355;;selu;0,8410034360595596;0,9350788923219708;256;9,0;0,48894715915317577;7,0;True;minmax;0,003049378370748663;2631;17667;5269;anova;dropout;;19;5,0;;;;;;2;adam;minmax
1996;2024-01-14 18:47:37.894924;0,531445324420929;;leaky_relu;0,7822002177611664;0,3262540476531632;256;29,0;0,3286499778465862;91,0;True;normalizer;0,006627359462906705;2631;17667;5269;anova;dropout;;20;6,0;;;;0,05435811577080873;;2;adam;minmax
1997;2024-01-14 18:48:03.554152;0,5314405560493469;;leaky_relu;0,2045910643864861;0,7569478655508836;64;30,0;0,3584500900612353;96,0;True;normalizer;0,02354637511544821;2631;17667;5269;anova;dropout;;22;3,0;;;;0,09709830906889858;;2;adam;minmax
1998;2024-01-14 18:49:04.479534;0,534375011920929;;leaky_relu;0,7373280856500246;0,5342416543676101;256;27,0;0,5347871977794715;84,0;True;normalizer;0,017273937169991736;2631;17667;5269;anova;dropout;;23;4,0;;;;0,011753611383919883;;2;adam;minmax
1999;2024-01-14 18:49:31.296706;0,4594131112098694;;relu;0,8135574469881923;0,2304667373358553;32;29,0;0,38652313795456794;65,0;True;normalizer;0,037102863678722856;2631;17667;5269;anova;dropout;;25;5,0;;;;;;2;adam;minmax
2000;2024-01-14 18:51:21.062693;0,5345703363418579;;leaky_relu;0,9065099026405221;0,28744477049548006;256;29,0;0,5047875574424034;20,0;True;normalizer;0,0026265528757245062;2631;17667;5269;anova;dropout;;24;6,0;;;;0,02542068812062436;;2;adam;minmax
2001;2024-01-14 18:51:46.586916;0,2515625059604645;;leaky_relu;;;256;30,0;0,1393555740819667;10,0;True;maxabs;0,010913241752080284;2631;17667;5269;anova;dropout;0,016044639115985748;27;7,0;;;;0,02831988531209375;False;2;sgd;minmax
2002;2024-01-14 18:52:11.884896;0,46210938692092896;;selu;0,9592859589153675;0,7986999781696145;256;28,0;0,4547634452527669;69,0;True;normalizer;0,12664086845832426;2631;17667;5269;anova;dropout;;23;3,0;;;;;;2;adam;minmax
2003;2024-01-14 18:52:37.800799;0,526171863079071;;leaky_relu;0,8560352622620964;0,26306553273202576;256;30,0;0,6135828497791934;;False;;0,0016856198036735942;2631;17667;5269;anova;dropout;;22;5,0;;;;0,051719672516266676;;2;adam;minmax
2004;2024-01-14 18:53:39.793397;0,53515625;;leaky_relu;0,8816031146524045;0,8499487941855186;256;29,0;0,5550161778196366;94,0;True;normalizer;0,013764169380264627;2631;17667;5269;anova;dropout;;21;4,0;;;;0,07056982458675812;;2;adam;minmax
2005;2024-01-14 18:54:06.283042;0,5314405560493469;;leaky_relu;0,8315380765183058;0,41587477905346437;128;28,0;0,42982192353576953;89,0;True;normalizer;0,008733999454418937;2631;17667;5269;anova;dropout;;24;6,0;;;;0,06744805659923483;;2;adam;minmax
2006;2024-01-14 18:54:53.807569;0,5328124761581421;;leaky_relu;0,3717744244290268;0,36701288773642055;256;30,0;0,2839585585795975;72,0;True;normalizer;0,02853015238453829;2631;17667;5269;anova;dropout;;26;4,0;;;;0,07236122078194905;;2;adam;minmax
2007;2024-01-14 18:55:18.939916;0,524218738079071;;leaky_relu;0,46242457953279975;0,9987204668246796;256;29,0;0,517499954823438;92,0;True;normalizer;0,2205870131847687;2631;17667;5269;anova;dropout;;23;5,0;;;;0,06090296766995066;;2;adam;minmax
2008;2024-01-14 18:56:00.295960;0,46210938692092896;;selu;0,6039297268186907;0,8945743569964262;256;28,0;0,5826863164202014;76,0;True;normalizer;0,004359013566895058;2631;17667;5269;pca;dropout;;22;3,0;18,0;26,0;27,0;;;5;adam;minmax
2009;2024-01-14 18:56:28.850851;0,46210938692092896;;leaky_relu;;;256;15,0;0,6589104325193772;83,0;True;normalizer;0,01985444093638247;2631;17667;5269;anova;dropout;0,04901078174149418;28;7,0;;;;0,08124791756705216;False;2;sgd;normalizer
2010;2024-01-14 18:56:55.921020;0,5345703363418579;;leaky_relu;0,9148118202011614;0,30981301200105993;256;30,0;0,36562371188663095;87,0;True;normalizer;0,016104692195099565;2631;17667;5269;anova;dropout;;23;5,0;;;;0,056947835477355005;;2;adam;minmax
2011;2024-01-14 18:57:24.961038;0,5146276354789734;;leaky_relu;0,9823324730365104;0,7000794577835711;16;27,0;0,3125709427506219;67,0;True;normalizer;0,7738889477135388;2631;17667;5269;anova;dropout;;25;6,0;;;;0,01908410062967155;;2;adam;minmax
2012;2024-01-14 19:03:30.112743;0,46210938692092896;;relu;0,4086459767020592;0,9519205615433131;256;29,0;;90,0;True;normalizer;0,5061609674309084;2631;17667;5269;anova;batchnorm;;24;3,0;;;;;;2;adam;minmax
2013;2024-01-14 19:03:57.548812;0,5249999761581421;;leaky_relu;0,5653901222591214;0,3508844949843495;256;;;79,0;True;normalizer;0,007507567498963116;2631;17667;5269;;vanilla;;21;4,0;;;;0,005393216441563133;;2;adam;minmax
2014;2024-01-14 19:04:22.483838;0,5341796875;;leaky_relu;0,6790465225896236;0,48061678398584234;256;29,0;0,46891348027688545;70,0;True;normalizer;0,009904289231199436;2631;17667;5269;anova;dropout;;22;5,0;;;;0,09434988400807373;;2;adam;minmax
2015;2024-01-14 19:04:48.053144;0,5162109136581421;;leaky_relu;0,0679146747391764;0,13256146814090275;256;30,0;0,529993945650582;73,0;True;normalizer;0,023292213195109417;2631;17667;5269;anova;dropout;;24;7,0;;;;0,047446902648088166;;2;adam;maxabs
2016;2024-01-14 19:05:16.011451;0,2515625059604645;;selu;0,7604221246629339;0,05755008049747912;256;29,0;0,5677068741101625;59,0;True;normalizer;0,29513856349314727;2631;17667;5269;anova;dropout;;23;4,0;;;;;;2;adam;minmax
2017;2024-01-14 19:05:41.720448;0,314453125;;leaky_relu;;;256;27,0;0,48672076166957146;5,0;True;minmax;0,10228299238016642;2631;17667;5269;anova;dropout;0,01952112401749578;20;6,0;;;;0,08472025388768215;False;2;sgd;minmax
2018;2024-01-14 19:06:13.504230;0,53515625;;leaky_relu;0,795363592820229;0,8675699323406619;256;28,0;0,6430407013680135;85,0;True;normalizer;0,013108088347214195;2631;17667;5269;anova;dropout;;22;3,0;;;;0,09852036089427443;;2;adam;minmax
2019;2024-01-14 19:06:52.971696;0,533984363079071;;leaky_relu;0,7092142071655682;0,5820321464962225;256;30,0;0,5966112839800374;94,0;True;normalizer;0,0022544617390785914;2631;17667;5269;anova;dropout;;23;4,0;;;;0,04507331747887423;;2;adam;minmax
2020;2024-01-14 19:07:19.725538;0,5318359136581421;;leaky_relu;0,6451728652371626;0,24781056570642424;256;28,0;0,39259760990637826;89,0;True;normalizer;0,005271301865191015;2631;17667;5269;anova;dropout;;24;5,0;;;;0,09107657267895634;;2;adam;minmax
2021;2024-01-14 19:07:45.366669;0,46210938692092896;;leaky_relu;0,930744634780999;0,4338659056763805;256;29,0;0,677369282660253;91,0;True;normalizer;0,18817908223256566;2631;17667;5269;anova;dropout;;25;8,0;;;;0,05024187824813778;;2;adam;minmax
2022;2024-01-14 19:08:11.669411;0,46210938692092896;;selu;0,6170775705144607;0,01161649903187828;256;30,0;0,2542121221134067;;False;;0,05695813966565301;2631;17667;5269;anova;dropout;;22;6,0;;;;;;2;adam;minmax
2023;2024-01-14 19:08:39.983525;0,508007824420929;;leaky_relu;0,2776696535069797;0,9072773366072864;256;29,0;0,1651757272559921;99,0;True;normalizer;0,5425835699659615;2631;17667;5269;anova;dropout;;21;5,0;;;;0,09252318415810631;;2;adam;minmax
2024;2024-01-14 19:09:04.917953;0,512004554271698;;relu;0,8720696013630026;0,3810080909551092;64;30,0;0,4403439062403973;86,0;True;normalizer;0,011355433209669226;2631;17667;5269;anova;dropout;;23;3,0;;;;;;2;adam;minmax
2025;2024-01-14 19:10:04.492904;0,2522865831851959;;leaky_relu;;;32;29,0;0,5455092863449997;9,0;True;maxabs;0,018333609707771304;2631;17667;5269;anova;dropout;0,0033883609443359696;24;4,0;;;;0,016863891242543456;False;2;sgd;minmax
2026;2024-01-14 19:11:50.798181;0,5355468988418579;;leaky_relu;0,04515848495076166;0,8318001265920312;256;30,0;0,3447836436781344;68,0;True;normalizer;0,015065672875936053;2631;17667;5269;anova;dropout;;23;6,0;;;;0,09576749621384263;;2;adam;minmax
2027;2024-01-14 19:12:16.997358;0,5326172113418579;;leaky_relu;0,23706203568167672;0,9733995449871526;256;28,0;0,4991813962983207;56,0;True;normalizer;0,026242613904084514;2631;17667;5269;anova;dropout;;22;9,0;;;;0,06377717457501461;;2;adam;minmax
2028;2024-01-14 19:12:42.856563;0,531445324420929;;leaky_relu;0,8465835754867626;0,08782400694861671;256;29,0;0,3800379497223334;82,0;True;normalizer;0,00821425636094;2631;17667;5269;anova;dropout;;23;;;;;0,032569620363148255;;1;adam;minmax
2029;2024-01-14 19:13:09.041143;0,5293444991111755;;selu;0,8999915907445449;0,9249659645967098;128;30,0;0,12152038555725092;88,0;True;normalizer;0,0011511579999733338;2631;17667;5269;anova;dropout;;25;5,0;15,0;;;;;3;adam;minmax
2030;2024-01-14 19:13:47.503442;0,512890636920929;;leaky_relu;0,7759889552457027;0,8775725468223745;256;10,0;0,41555334678502004;96,0;True;normalizer;0,0033461834242248167;2631;17667;5269;pca;dropout;;22;4,0;;;;0,03933235277356749;;2;adam;minmax
2031;2024-01-14 19:14:16.056063;0,5316406488418579;;leaky_relu;0,812515884817927;0,3352821904380059;256;28,0;0,2717289113388105;63,0;True;normalizer;0,23522005417036032;2631;17667;5269;anova;dropout;;24;7,0;;;;0,08705216100949893;;2;adam;normalizer
2032;2024-01-14 19:14:57.365708;0,5048828125;;leaky_relu;0,5171571600879135;0,6644765200287207;256;27,0;0,6225434930776975;92,0;True;normalizer;0,07997278783789265;2631;17667;5269;anova;dropout;;23;3,0;;;;0,05262713005630436;;2;adam;minmax
2033;2024-01-14 19:15:25.467109;0,508007824420929;;leaky_relu;;;256;19,0;;71,0;True;normalizer;0,0013572251380209338;2631;17667;5269;anova;batchnorm;0,062272732803097586;26;6,0;;;;0,05796055045123292;False;2;sgd;minmax
2034;2024-01-14 19:16:59.745597;0,531054675579071;;leaky_relu;0,10365534317241332;0,39885768270282446;256;;0,2997379995792796;90,0;True;normalizer;0,021568043042088376;2631;17667;5269;;dropout;;22;5,0;;;;0,07575531801467679;;2;adam;minmax
2035;2024-01-14 19:17:25.147072;0,5318359136581421;;selu;0,43640403093776614;0,7485254788485556;256;29,0;;74,0;True;normalizer;0,03431700478198023;2631;17667;5269;anova;vanilla;;23;4,0;;;;;;2;adam;minmax
2036;2024-01-14 19:17:53.125081;0,46210938692092896;;leaky_relu;0,9547153200788084;0,508941840949293;256;7,0;0,5154360629406648;93,0;True;normalizer;0,07088338012407847;2631;17667;5269;anova;dropout;;21;5,0;;;;0,042369022244179606;;2;adam;minmax
2037;2024-01-14 19:18:18.310310;0,533398449420929;;leaky_relu;0,8295237485044098;0,29418924167658334;256;30,0;0,5585857221657923;88,0;True;normalizer;0,05067380993929619;2631;17667;5269;anova;dropout;;24;3,0;;;;0,030053976118051766;;2;adam;minmax
2038;2024-01-14 19:18:45.306139;0,48710936307907104;;leaky_relu;0,18833619531325915;0,21184209981189694;256;29,0;0,5417368022832786;70,0;True;normalizer;0,09221335301112141;2631;17667;5269;anova;dropout;;22;7,0;;;;0,013786619727601337;;2;adam;maxabs
2039;2024-01-14 19:19:19.548469;0,4597264528274536;;relu;0,7218812556496562;0,7320576438116015;16;26,0;0,6354180700984436;66,0;True;normalizer;0,0416316207853153;2631;17667;5269;anova;dropout;;19;4,0;;;;;;2;adam;minmax
2040;2024-01-14 19:23:05.867436;0,3316406309604645;;leaky_relu;0,2941177456463656;0,1554757595834817;256;28,0;0,5777863736557983;9,0;True;minmax;0,011798317614681825;2631;17667;5269;anova;dropout;;23;6,0;;;;0,09732110097566249;;2;adam;minmax
2041;2024-01-14 19:23:31.530228;0,46210938692092896;;leaky_relu;;;256;30,0;0,5282168300255673;80,0;True;normalizer;0,009104513006298205;2631;17667;5269;anova;dropout;0,008802883194613954;24;5,0;;;;0,08965280910001808;False;2;sgd;minmax
2042;2024-01-14 19:23:59.718805;0,5257812738418579;;selu;0,33397677439518436;0,7896402672622145;256;29,0;0,35791244618493145;;False;;0,004102172859889065;2631;17667;5269;anova;dropout;;21;3,0;;;;;;2;adam;minmax
2043;2024-01-14 19:24:26.061704;0,531054675579071;;leaky_relu;0,7426800323007686;0,3154656244039126;256;14,0;0,21202866957775207;77,0;True;normalizer;0,11591634508234719;2631;17667;5269;anova;dropout;;25;6,0;;;;0,023242324835516123;;2;adam;minmax
2044;2024-01-14 19:24:51.545562;0,5357421636581421;;leaky_relu;0,49144576959122843;0,36131748009262615;256;30,0;0,32232796118383505;85,0;True;normalizer;0,00612545414471534;2631;17667;5269;anova;dropout;;23;4,0;;;;0,04596458372987762;;2;adam;minmax
2045;2024-01-14 19:25:22.137912;0,533398449420929;;leaky_relu;0,8878878333198365;0,2734406263778716;256;28,0;0,47677534857689124;36,0;True;normalizer;0,014291479562547072;2631;17667;5269;anova;dropout;;24;5,0;;;;0,06466738336499027;;2;adam;minmax
2046;2024-01-14 19:25:48.837952;0,532031238079071;;leaky_relu;0,5355872469509777;0,8549155235486446;256;29,0;0,4023184030585171;90,0;True;normalizer;0,006995207944822477;2631;17667;5269;anova;dropout;;22;8,0;;;;0,06915800714792807;;2;adam;minmax
2047;2024-01-14 19:26:14.278952;0,531445324420929;;leaky_relu;0,3559788424821124;0,6929762075179865;256;30,0;0,37082913999367706;95,0;True;normalizer;0,30341632367463206;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09465819604770183;;2;adam;minmax
2048;2024-01-14 19:26:40.953673;0,532421886920929;;selu;0,6318549582209472;0,8130766533740919;256;29,0;0,5066693054168961;87,0;True;normalizer;0,017425060561212936;2631;17667;5269;anova;dropout;;27;5,0;;;;;;2;adam;minmax
2049;2024-01-14 19:27:17.587630;0,2515625059604645;;leaky_relu;;;256;30,0;0,33906225702892906;8,0;True;maxabs;0,030115522167015053;2631;17667;5269;anova;dropout;0,006194938673422346;22;6,0;;;;0,04873469046167253;False;2;sgd;minmax
2050;2024-01-14 19:27:42.475700;0,5293444991111755;;relu;0,8563278303901206;0,9391570703319209;32;29,0;0,6078336058520204;92,0;True;normalizer;0,0100433360504335;2631;17667;5269;anova;dropout;;25;7,0;;;;;;2;adam;minmax
2051;2024-01-14 19:29:32.921232;0,46210938692092896;;leaky_relu;0,9192977753720983;0,18125933342364509;256;28,0;0,5557530724226516;83,0;True;normalizer;0,012477602093022486;2631;17667;5269;pca;dropout;;23;3,0;;;;0,00931991748264683;;2;adam;minmax
2052;2024-01-14 19:29:59.744758;0,5112423896789551;;leaky_relu;0,7668373237029767;0,8930684887799456;64;27,0;0,5391533771604334;69,0;True;normalizer;0,00292185896187335;2631;17667;5269;anova;dropout;;24;5,0;;;;0,0025666456323336917;;2;adam;normalizer
2053;2024-01-14 19:31:23.545762;0,5345703363418579;;leaky_relu;0,5716878863145254;0,33966999313307644;256;28,0;0,23458981134812187;88,0;True;normalizer;0,01979734171829894;2631;17667;5269;anova;dropout;;20;6,0;;;;0,05497519462671305;;2;adam;minmax
2054;2024-01-14 19:31:49.070003;0,5308593511581421;;leaky_relu;0,16060738164809496;0,3901743647017905;256;30,0;0,5891164948057356;91,0;True;normalizer;0,02558549824660027;2631;17667;5269;anova;dropout;;21;4,0;;;;0,034383605187864937;;2;adam;minmax
2055;2024-01-14 19:32:13.884993;0,5296875238418579;;leaky_relu;0,8012325787940224;0,9647404657643863;256;29,0;0,4583989591503176;72,0;True;normalizer;0,0019115973594022425;2631;17667;5269;anova;dropout;;23;3,0;;;;0,06213399171267509;;2;adam;minmax
2056;2024-01-14 19:32:43.857459;0,5249618887901306;;selu;0,46058223923804714;0,2553503806637614;128;;;86,0;True;normalizer;0,0158215289054897;2631;17667;5269;;vanilla;;22;4,0;;;;;;2;adam;minmax
2057;2024-01-14 19:33:23.041191;0,5052734613418579;;leaky_relu;;;256;30,0;0,6859111923698442;89,0;True;normalizer;0,6406207677941671;2631;17667;5269;anova;dropout;0,0013440608229095122;26;5,0;;;;0,09249696691590784;False;2;sgd;minmax
2058;2024-01-14 19:33:51.076745;0,525585949420929;;leaky_relu;0,6837316585292806;0,6189733868405896;256;29,0;;81,0;True;normalizer;0,007690941996666899;2631;17667;5269;anova;batchnorm;;24;6,0;;;;0,09654547527642776;;2;adam;minmax
2059;2024-01-14 19:34:18.838613;0,523242175579071;;leaky_relu;0,2561953548749105;0,8405200021691757;256;29,0;0,5212036538931364;67,0;True;normalizer;0,0024726818195983224;2631;17667;5269;anova;dropout;;22;4,0;;;;0,09855195689065116;;2;adam;maxabs
2060;2024-01-14 19:34:49.203614;0,534375011920929;;leaky_relu;0,39254269773996436;0,40792658676848287;256;27,0;0,5712194770427959;93,0;True;normalizer;0,003783373425415456;2631;17667;5269;anova;dropout;;23;7,0;;;;0,03699626460384329;;2;adam;minmax
2061;2024-01-14 19:35:14.565410;0,46210938692092896;;relu;0,8735768936822783;0,0775488219256399;256;30,0;0,26415415975056805;;False;;0,02231682069861539;2631;17667;5269;anova;dropout;;24;3,0;;;;;;2;adam;minmax
2062;2024-01-14 19:35:39.700235;0,5279296636581421;;leaky_relu;0,11550499608926079;0,12421005992761908;256;28,0;0,48999531452991163;84,0;True;normalizer;0,010265530896770124;2631;17667;5269;anova;dropout;;25;5,0;;;;0,0786247802362729;;2;adam;minmax
2063;2024-01-14 19:36:05.175752;0,4597264528274536;;selu;0,9396018919774282;0,45176336199112394;16;29,0;0,1818928022710768;78,0;True;normalizer;0,013487119384490624;2631;17667;5269;anova;dropout;;21;5,0;;;;;;2;adam;minmax
2064;2024-01-14 19:39:47.575682;0,5185546875;;leaky_relu;0,9973922064336168;0,9156944354198727;256;30,0;0,2882675725630643;97,0;True;normalizer;0,3780074259558214;2631;17667;5269;anova;dropout;;23;6,0;;;;0,059975477546466205;;2;adam;minmax
2065;2024-01-14 19:40:22.599526;0,35624998807907104;;leaky_relu;;;256;29,0;0,39453790353605994;9,0;True;minmax;0,1702654998247797;2631;17667;5269;anova;dropout;0,07757586345525107;22;4,0;;;;0,02074510209334486;True;2;sgd;minmax
2066;2024-01-14 19:40:47.881692;0,5296875238418579;;leaky_relu;0,5927260287053652;0,9998092847303317;256;28,0;0,1151529048512609;71,0;True;normalizer;0,06445201853666495;2631;17667;5269;anova;dropout;;26;3,0;;;;0,08144856515541929;;2;adam;minmax
2067;2024-01-14 19:41:18.729333;0,5326172113418579;;leaky_relu;0,8361181903610584;0,8826955349552187;256;30,0;0,3528457098585128;75,0;True;normalizer;0,011556415296546796;2631;17667;5269;anova;dropout;;23;6,0;;;;0,04948470300686407;;2;adam;minmax
2068;2024-01-14 19:41:44.432840;0,5208984613418579;;leaky_relu;0,131156208537049;0,2344470882264575;256;29,0;0,6542602230272883;94,0;True;normalizer;0,008776006063956125;2631;17667;5269;anova;dropout;;22;;;;;0,05270016611285698;;1;adam;minmax
2069;2024-01-14 19:42:09.865067;0,5355468988418579;;selu;0,7832838130858918;0,36866241526327603;256;30,0;0,24966386452994827;91,0;True;normalizer;0,017603544380660877;2631;17667;5269;anova;dropout;;24;4,0;;;;;;2;adam;minmax
2070;2024-01-14 19:42:35.176359;0,535351574420929;;leaky_relu;0,6559632599305538;0,2924180257382447;256;28,0;0,5474437007016134;89,0;True;normalizer;0,0016736643197449983;2631;17667;5269;anova;dropout;;23;5,0;28,0;6,0;;0,04370341391233827;;4;adam;minmax
2071;2024-01-14 19:43:08.751828;0,2515625059604645;;leaky_relu;0,8996507028107796;0,4625610626199974;256;29,0;0,37561072076707;6,0;True;maxabs;0,7196259741528408;2631;17667;5269;anova;dropout;;25;7,0;;;;0,08871347032496295;;2;adam;minmax
2072;2024-01-14 19:43:33.451758;0,5347656011581421;;leaky_relu;0,815691230390272;0,5252536627704235;256;30,0;0,5292620833743883;52,0;True;normalizer;0,02838062964991853;2631;17667;5269;anova;dropout;;21;3,0;29,0;;;0,04162329175908949;;3;adam;minmax
