version;datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor;factor_flag;factor_scaler;learning_rate;len_test;len_train;len_val;method;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
900;2024-01-14 05:07:26.625924;0,528515636920929;;leaky_relu;;;256;29,0;0,4783144015051302;79,0;True;normalizer;0,01738559132465031;2631;17667;5269;anova;dropout;0,11452132671330542;24;3,0;;;;0,0036028132856031417;False;2;sgd;minmax
901;2024-01-14 05:08:40.367998;0,53515625;;leaky_relu;0,9288282717813244;0,5792764202350251;256;30,0;0,5356735196465764;87,0;True;normalizer;0,010988701058270805;2631;17667;5269;anova;dropout;;26;5,0;;;;0,058269092342687304;;2;adam;minmax
902;2024-01-14 05:09:13.218667;0,48913872241973877;;leaky_relu;0,8242721251963433;0,07453140074808051;64;29,0;0,19426622675954477;10,0;True;minmax;0,029415267415468894;2631;17667;5269;anova;dropout;;27;4,0;;;;0,05235874398267069;;2;adam;minmax
903;2024-01-14 05:11:10.876705;0,537109375;;leaky_relu;0,8720049468928734;0,9813469258685336;256;30,0;0,6800157767858105;69,0;True;normalizer;0,013740738529873418;2631;17667;5269;anova;dropout;;23;5,0;;;;0,020146100800682562;;2;adam;minmax
904;2024-01-14 05:11:42.622242;0,5328124761581421;;leaky_relu;0,8750286999794844;0,9910313097885327;256;30,0;0,6395574240519273;66,0;True;normalizer;0,05854065740886767;2631;17667;5269;anova;dropout;;23;6,0;;;;0,009900569619998006;;2;adam;minmax
905;2024-01-14 05:12:12.896051;0,534960925579071;;leaky_relu;0,912640044315609;0,987942814258076;256;30,0;0,6568883499774628;68,0;True;normalizer;0,012284348548428962;2631;17667;5269;anova;dropout;;22;6,0;;;;0,03659102733944559;;2;adam;minmax
906;2024-01-14 05:12:50.148268;0,5299161672592163;;selu;;;32;30,0;0,6038593567572135;70,0;True;normalizer;0,010204211834405594;2631;17667;5269;anova;dropout;0,2964483870283657;23;6,0;;;;;True;2;sgd;minmax
907;2024-01-14 05:14:55.247150;0,5341796875;;leaky_relu;0,7003473596711567;0,9941011066303992;256;30,0;0,6227992924829957;65,0;True;normalizer;0,012540245293379656;2631;17667;5269;anova;dropout;;22;5,0;;;;0,01786657578831296;;2;adam;minmax
908;2024-01-14 05:15:32.203374;0,4878906309604645;;leaky_relu;0,8964214898609061;0,9595096175182093;256;30,0;0,6670038287623298;;False;;0,048530010900266395;2631;17667;5269;anova;dropout;;23;14,0;;;;0,02670614474760885;;2;adam;minmax
909;2024-01-14 05:16:12.846054;0,46210938692092896;;leaky_relu;0,8675132257704562;0,9439914509563289;256;30,0;0,6408424052106382;69,0;True;normalizer;0,01458598826339359;2631;17667;5269;pca;dropout;;23;5,0;6,0;;;0,02957584017523008;;3;adam;minmax
910;2024-01-14 05:16:37.853897;0,4594131112098694;;relu;0,6516600484465915;0,9758663855990812;128;30,0;0,6353508582670632;68,0;True;normalizer;0,2451265962401929;2631;17667;5269;anova;dropout;;22;7,0;;;;;;2;adam;normalizer
911;2024-01-14 05:17:14.108305;0,2515625059604645;;leaky_relu;0,9176536794453664;0,9309402945663965;256;23,0;0,5970381536544545;1,0;True;maxabs;0,009760118442234095;2631;17667;5269;anova;dropout;;23;5,0;;;;0,018751950093254515;;2;adam;minmax
912;2024-01-14 05:17:39.175430;0,530078113079071;;leaky_relu;0,8860463613382108;0,8996494012789482;256;29,0;0,6879459146091766;73,0;True;normalizer;0,011241987997933491;2631;17667;5269;anova;dropout;;4;6,0;;;;0,019993787594993262;;2;adam;minmax
913;2024-01-14 05:18:08.303109;0,523632824420929;;leaky_relu;;;256;;;70,0;True;normalizer;0,39939817334107525;2631;17667;5269;;batchnorm;0,17240432208056475;17;5,0;;;;0,032635320692673275;False;2;sgd;minmax
914;2024-01-14 05:18:34.874961;0,530468761920929;;leaky_relu;0,8513186140439336;0,9709069164830908;256;19,0;0,6398142312870642;67,0;True;normalizer;0,001956610877641201;2631;17667;5269;anova;dropout;;22;6,0;;;;0,028043108974843613;;2;adam;minmax
915;2024-01-14 05:19:01.410496;0,5203267335891724;;leaky_relu;0,5425232323523664;0,944513044670429;16;30,0;0,6945186655757087;72,0;True;normalizer;0,008270493754312444;2631;17667;5269;anova;dropout;;23;5,0;;;;0,00903521169853995;;2;adam;minmax
916;2024-01-14 05:25:45.544052;0,529101550579071;;leaky_relu;0,16659239375763735;0,35122809086883006;256;26,0;;63,0;True;normalizer;0,0024029014395898704;2631;17667;5269;anova;vanilla;;21;18,0;;;;0,01012093743606101;;2;adam;maxabs
917;2024-01-14 05:26:10.512668;0,533007800579071;;leaky_relu;0,9406264969178251;0,9996304014475682;256;29,0;0,5843095332023447;74,0;True;normalizer;0,03834985363921576;2631;17667;5269;anova;dropout;;24;4,0;;;;0,0033380721337112097;;2;adam;minmax
918;2024-01-14 05:26:37.143425;0,513867199420929;;leaky_relu;0,7464238501451729;0,8395010552030666;256;12,0;0,663379920983256;70,0;True;normalizer;0,0040291733798737996;2631;17667;5269;anova;dropout;;22;7,0;;;;0,026660379916608745;;2;adam;minmax
919;2024-01-14 05:27:04.868195;0,531054675579071;;selu;;;256;30,0;0,6584982330944175;67,0;True;normalizer;0,013997858507368437;2631;17667;5269;anova;dropout;0,02550089264773417;21;;;;;;True;1;sgd;minmax
920;2024-01-14 05:27:59.044859;0,5328124761581421;;leaky_relu;0,288452950449929;0,42820386633227514;256;29,0;0,557346084439219;73,0;True;normalizer;0,015508808216369201;2631;17667;5269;anova;dropout;;24;5,0;;;;0,0420917196690769;;2;adam;minmax
921;2024-01-14 05:28:33.364555;0,535937488079071;;leaky_relu;0,5972364748459302;0,2807376702719433;256;27,0;0,5771054207587508;76,0;True;normalizer;0,005483444967079664;2631;17667;5269;anova;dropout;;23;4,0;;;;0,02581230122011898;;2;adam;minmax
922;2024-01-14 05:29:14.813600;0,53125;;relu;0,36161556671676354;0,3054225281316396;256;21,0;0,5468508575373434;71,0;True;normalizer;0,0036134756267222038;2631;17667;5269;anova;dropout;;22;15,0;;;;;;2;adam;minmax
923;2024-01-14 05:29:39.300276;0,527148425579071;;leaky_relu;0,8745834707153756;0,6161819526815586;256;29,0;0,6345568104959366;64,0;True;normalizer;0,011864570420010613;2631;17667;5269;anova;dropout;;23;6,0;28,0;29,0;;0,01809721890190525;;4;adam;minmax
924;2024-01-14 05:30:17.995482;0,46210938692092896;;leaky_relu;0,6332676254753492;0,9181345794081982;256;30,0;0,6462142026097346;69,0;True;normalizer;0,5917752033572379;2631;17667;5269;anova;dropout;;24;5,0;;;;0,01121996148485508;;2;adam;minmax
925;2024-01-14 05:30:43.703490;0,4625000059604645;;leaky_relu;;;256;28,0;0,655625074869768;78,0;True;normalizer;0,006556112487898265;2631;17667;5269;anova;dropout;0,1474980475590508;23;3,0;;;;0,016319690394342723;True;2;sgd;minmax
926;2024-01-14 05:31:15.690284;0,33867186307907104;;leaky_relu;0,718856350179844;0,6480454056900565;256;30,0;0,622015705097904;4,0;True;minmax;0,0428658240866397;2631;17667;5269;anova;dropout;;22;4,0;;;;0,03528968203341621;;2;adam;minmax
927;2024-01-14 05:31:55.376529;0,516796886920929;;leaky_relu;0,32048309026939964;0,7079166774798017;256;29,0;0,6502274536016301;82,0;True;normalizer;0,02356609563833203;2631;17667;5269;anova;dropout;;24;4,0;;;;0,023941014126840836;;2;adam;minmax
928;2024-01-14 05:32:27.064331;0,46210938692092896;;leaky_relu;0,9010900259822149;0,23431266355644126;256;28,0;0,6529792835393646;;False;;0,6949441693633839;2631;17667;5269;anova;dropout;;20;5,0;;;;0,012182264588229505;;2;adam;minmax
929;2024-01-14 05:32:53.411767;0,5345703363418579;;leaky_relu;0,9557968740404901;0,6783053757035028;256;29,0;0,5687913286461163;39,0;True;normalizer;0,0015649190412920899;2631;17667;5269;anova;dropout;;21;10,0;;;;0,021592761782694824;;2;adam;minmax
930;2024-01-14 05:33:21.088148;0,5266768336296082;;leaky_relu;0,04616266192758989;0,3315169066256228;64;30,0;0,6566024971605411;66,0;True;normalizer;0,01888451116949005;2631;17667;5269;anova;dropout;;23;6,0;;;;0,012703366519019106;;2;adam;minmax
931;2024-01-14 05:35:14.026399;0,4594131112098694;;selu;;;32;27,0;0,6151759940202091;71,0;True;normalizer;0,008892293954976567;2631;17667;5269;pca;dropout;0,5229655259796001;22;3,0;;;;;False;2;sgd;minmax
932;2024-01-14 05:36:58.220458;0,46210938692092896;;leaky_relu;0,8467916071826208;0,027047068622756548;256;29,0;0,6089595476235804;80,0;True;normalizer;0,10839974500607648;2631;17667;5269;anova;dropout;;24;5,0;;;;0,016486396691202866;;2;adam;normalizer
933;2024-01-14 05:37:25.129102;0,46210938692092896;;leaky_relu;0,9774358278536194;0,5527776917883627;256;28,0;0,5224567090007383;10,0;True;maxabs;0,013492789967339977;2631;17667;5269;anova;dropout;;23;4,0;;;;0,007263685447490079;;2;adam;minmax
934;2024-01-14 05:37:51.266320;0,5316406488418579;;leaky_relu;0,347767924299026;0,39636752414470755;256;30,0;0,67767425589373;68,0;True;normalizer;0,010658436645899636;2631;17667;5269;anova;dropout;;23;3,0;;;;0,0016783902229930564;;2;adam;minmax
935;2024-01-14 05:38:21.410124;0,46210938692092896;;relu;0,9271931812541325;0,36945412673072137;256;29,0;;75,0;True;normalizer;0,34046765930931167;2631;17667;5269;anova;batchnorm;;24;4,0;;;;;;2;adam;minmax
936;2024-01-14 05:38:48.438402;0,5264862775802612;;leaky_relu;0,8919867093227106;0,2124365741339651;128;;;72,0;True;normalizer;0,03185112604047936;2631;17667;5269;;vanilla;;22;6,0;;;;0,015077950099176472;;2;adam;minmax
937;2024-01-14 05:39:39.496751;0,5279296636581421;;leaky_relu;0,45852593544113;0,2814326544217163;256;30,0;0,6805272617860968;77,0;True;normalizer;0,026993684947251167;2631;17667;5269;anova;dropout;;19;11,0;;;;0,02069539761311888;;2;adam;minmax
938;2024-01-14 05:40:12.293704;0,46210938692092896;;leaky_relu;;;256;28,0;0,6211068925569159;80,0;True;normalizer;0,01591441373658901;2631;17667;5269;anova;dropout;0,33723501903184816;23;5,0;;;;0,017418353691525418;True;2;sgd;maxabs
939;2024-01-14 05:40:37.781260;0,533398449420929;;leaky_relu;0,2402798842624442;0,7660758976552938;256;29,0;0,6292119919335695;83,0;True;normalizer;0,020631922893534924;2631;17667;5269;anova;dropout;;24;4,0;;;;0,05400612589252851;;2;adam;minmax
940;2024-01-14 05:41:23.157054;0,5328124761581421;;leaky_relu;0,41958717736717754;0,44220713951534585;256;29,0;0,5551929705345303;74,0;True;normalizer;0,003138932269725251;2631;17667;5269;anova;dropout;;24;3,0;;;;0,060468499326132324;;2;adam;minmax
941;2024-01-14 05:41:51.341644;0,5022796392440796;;leaky_relu;0,38152254238635563;0,253649936155831;16;30,0;0,5406100860087525;69,0;True;normalizer;0,0698965894015589;2631;17667;5269;anova;dropout;;21;5,0;;;;0,025013544483876347;;2;adam;minmax
942;2024-01-14 05:46:41.989071;0,533007800579071;;leaky_relu;0,6190021772391935;0,30782469248032973;256;28,0;0,5914142355748953;65,0;True;normalizer;0,013308353575502724;2631;17667;5269;anova;dropout;;23;4,0;;;;0,016137336333218247;;2;adam;minmax
943;2024-01-14 05:47:06.858512;0,5347656011581421;;selu;0,8636473402039191;0,5100122652276599;256;30,0;0,6650920374543063;70,0;True;normalizer;0,007152666564224641;2631;17667;5269;anova;dropout;;22;5,0;;;;;;2;adam;minmax
944;2024-01-14 05:47:31.804116;0,46210938692092896;;leaky_relu;;;256;28,0;0,6961158443863139;93,0;True;normalizer;0,017352711863380273;2631;17667;5269;anova;dropout;0,04086698927567986;22;7,0;;;;0,009155625935487587;True;2;sgd;minmax
945;2024-01-14 05:47:58.222889;0,533398449420929;;leaky_relu;0,9998157351342981;0,9628471229057307;256;29,0;0,14371533074916226;;False;;0,009674323359190502;2631;17667;5269;anova;dropout;;23;6,0;;;;0,020752336756507266;;2;adam;minmax
946;2024-01-14 05:48:23.186651;0,5269531011581421;;leaky_relu;0,491323364417495;0,536613216428334;256;27,0;0,6646201059599549;84,0;True;normalizer;0,09424994265932829;2631;17667;5269;anova;dropout;;24;3,0;;;;0,008056714589819436;;2;adam;minmax
947;2024-01-14 05:49:11.359030;0,46210938692092896;;relu;0,5603948124322047;0,354833231026203;256;30,0;0,5275006582911848;73,0;True;normalizer;0,8174874261168891;2631;17667;5269;anova;dropout;;25;4,0;;;;;;2;adam;minmax
948;2024-01-14 05:49:36.788199;0,527539074420929;;leaky_relu;0,7833982290298124;0,8136072450174399;256;29,0;0,10551682423124953;95,0;True;normalizer;0,0012125132411960231;2631;17667;5269;anova;dropout;;23;5,0;;;;0,07397267614466933;;2;adam;minmax
949;2024-01-14 05:50:06.241647;0,523242175579071;;leaky_relu;0,8319688419468846;0,9159072576664978;256;29,0;0,6493296720444885;79,0;True;normalizer;0,0017698071050575308;2631;17667;5269;anova;dropout;;24;4,0;;;;0,030384234043986803;;2;adam;minmax
950;2024-01-14 05:50:36.315702;0,31074219942092896;;leaky_relu;;;256;28,0;0,5133379061574168;2,0;True;minmax;0,17508470802148693;2631;17667;5269;anova;dropout;0,09936493458600354;25;3,0;;;;0,014184516637798617;False;2;sgd;minmax
951;2024-01-14 05:51:11.300029;0,5347656011581421;;leaky_relu;0,9081060825750471;0,7844427171309842;256;30,0;0,567510772660487;81,0;True;normalizer;0,004768080224243826;2631;17667;5269;anova;dropout;;22;5,0;;;;0,027833856728109188;;2;adam;minmax
952;2024-01-14 05:51:36.143759;0,5328124761581421;;leaky_relu;0,7615056453101124;0,5720342134892662;256;27,0;0,32915848870746184;76,0;True;normalizer;0,28857653173712366;2631;17667;5269;anova;dropout;;23;6,0;;;;0,0017070212914523653;;2;adam;minmax
953;2024-01-14 05:52:00.732447;0,5210937261581421;;leaky_relu;0,8018992515113906;0,8593534426747862;256;26,0;0,43943914847679655;67,0;True;normalizer;0,0022658911316434166;2631;17667;5269;pca;dropout;;12;;;;;0,03977027904061561;;1;adam;minmax
954;2024-01-14 05:52:37.006651;0,533398449420929;;leaky_relu;0,8791838890325469;0,8851938936447518;256;29,0;0,5441414381115971;71,0;True;normalizer;0,011804713710106635;2631;17667;5269;anova;dropout;;24;4,0;;;;0,023479100051719517;;2;adam;minmax
955;2024-01-14 05:53:06.094739;0,534375011920929;;selu;0,6914045922823623;0,38214686361664224;256;28,0;0,5553043864188333;85,0;True;normalizer;0,01467269504260163;2631;17667;5269;anova;dropout;;21;3,0;24,0;;;;;3;adam;minmax
956;2024-01-14 05:53:42.631949;0,2522865831851959;;leaky_relu;;;64;22,0;;9,0;True;maxabs;0,023912334484810845;2631;17667;5269;anova;batchnorm;0,21884293852843653;22;5,0;;;;0,011178426383295609;True;2;sgd;normalizer
957;2024-01-14 05:54:41.763502;0,529296875;;leaky_relu;0,5105872746710486;0,2683642602718273;256;;0,5028289710992309;91,0;True;normalizer;0,008552203399597193;2631;17667;5269;;dropout;;24;6,0;;;;0,06644639711728594;;2;adam;minmax
958;2024-01-14 05:55:07.469232;0,5222942233085632;;leaky_relu;0,9347053820984896;0,32590917518417023;32;30,0;0,31537674239885966;78,0;True;normalizer;0,018526952726132327;2631;17667;5269;anova;dropout;;23;4,0;;;;0,06361253682751307;;2;adam;minmax
959;2024-01-14 05:56:53.862481;0,530078113079071;;leaky_relu;0,8625983999710956;0,29256841919582266;256;29,0;;82,0;True;normalizer;0,010960026653095138;2631;17667;5269;anova;vanilla;;23;8,0;;;;0,023951555274766192;;2;adam;minmax
960;2024-01-14 05:57:30.117979;0,5345703363418579;;relu;0,6675561680199541;0,46971205263648436;256;30,0;0,531510604673105;69,0;True;normalizer;0,0026773803516318352;2631;17667;5269;anova;dropout;;25;7,0;;;;;;2;adam;minmax
961;2024-01-14 05:57:55.193694;0,4594131112098694;;leaky_relu;0,960674751945043;0,3432616502183307;128;29,0;0,6984642708694375;72,0;True;normalizer;0,01574314670668899;2631;17667;5269;anova;dropout;;24;5,0;;;;0,004522178187995678;;2;adam;maxabs
962;2024-01-14 05:58:32.217988;0,519335925579071;;leaky_relu;0,8391488871206051;0,40423926792183745;256;15,0;0,6940559937052855;75,0;True;normalizer;0,21777777358319977;2631;17667;5269;anova;dropout;;13;4,0;;;;0,07085369904193073;;2;adam;minmax
963;2024-01-14 05:59:17.406841;0,46210938692092896;;leaky_relu;;;256;28,0;0,5812059768766572;53,0;True;normalizer;0,012822418667801701;2631;17667;5269;anova;dropout;0,25109624592812363;22;3,0;;;;0,04585733736660136;False;2;sgd;minmax
964;2024-01-14 05:59:44.862915;0,533398449420929;;leaky_relu;0,7425723095106342;0,9374475698212519;256;29,0;0,404103302856896;89,0;True;normalizer;0,05083133915576486;2631;17667;5269;anova;dropout;;23;6,0;;;;0,02269689506129372;;2;adam;minmax
965;2024-01-14 06:00:08.625850;0,528515636920929;;leaky_relu;0,9146237808403366;0,23254264893774257;256;30,0;0,36130370531088585;;False;;0,02092029684960654;2631;17667;5269;anova;dropout;;20;4,0;;;;0,011768614530457872;;2;adam;minmax
966;2024-01-14 06:00:36.111774;0,5347656011581421;;leaky_relu;0,813519272829979;0,6637207733817941;256;27,0;0,6047349705361771;86,0;True;normalizer;0,03505310323929091;2631;17667;5269;anova;dropout;;24;5,0;;;;0,03310885535418069;;2;adam;minmax
967;2024-01-14 06:01:10.902448;0,4910714328289032;;leaky_relu;0,20818413309152634;0,31271289006233477;16;29,0;0,6298221915052907;92,0;True;normalizer;0,028912184095662135;2631;17667;5269;anova;dropout;;25;3,0;;;;0,03675332854253131;;2;adam;minmax
968;2024-01-14 06:04:53.914615;0,46210938692092896;;selu;0,7190307402683459;0,4246512998851344;256;28,0;0,5173913215487546;66,0;True;normalizer;0,1488437951463964;2631;17667;5269;anova;dropout;;9;5,0;;;;;;2;adam;minmax
969;2024-01-14 06:05:19.249461;0,5326172113418579;;leaky_relu;;;256;30,0;0,38633577285773496;68,0;True;normalizer;0,007801616413818949;2631;17667;5269;anova;dropout;0,9845931273975619;8;4,0;;;;0,04915378521117563;True;2;sgd;minmax
970;2024-01-14 06:06:02.623933;0,5357421636581421;;leaky_relu;0,8880703294042231;0,8334476142273084;256;29,0;0,6812791878840144;84,0;True;normalizer;0,009970613411274334;2631;17667;5269;anova;dropout;;7;4,0;;;;0,018319727450178833;;2;adam;minmax
971;2024-01-14 06:06:35.845591;0,527148425579071;;leaky_relu;0,8546952751723597;0,9785933779153972;256;28,0;0,5615464175488508;81,0;True;normalizer;0,004229446229852662;2631;17667;5269;anova;dropout;;21;3,0;;;;0,07940950343403187;;2;adam;minmax
972;2024-01-14 06:07:01.362603;0,5318359136581421;;relu;0,5881019034976841;0,2544304214036291;256;30,0;0,1234489143499023;62,0;True;normalizer;0,01623838776802297;2631;17667;5269;anova;dropout;;24;5,0;;;;;;2;adam;minmax
973;2024-01-14 06:07:25.927376;0,5361328125;;leaky_relu;0,2801808489178903;0,7284547964945594;256;28,0;0,3434162524606043;71,0;True;normalizer;0,061525267608783546;2631;17667;5269;anova;dropout;;22;7,0;;;;0,051045976194965294;;2;adam;minmax
974;2024-01-14 06:07:49.977095;0,3490234315395355;;leaky_relu;0,1515375331773986;0,8980828457418214;256;27,0;0,3355658522287258;7,0;True;minmax;0,07957987136618469;2631;17667;5269;anova;dropout;;21;7,0;;;;0,050857890304107846;;2;adam;minmax
975;2024-01-14 06:08:32.664861;0,530078113079071;;leaky_relu;0,2843787527053513;0,8823649923816836;256;27,0;0,34450372000299423;70,0;True;normalizer;0,12130329989651782;2631;17667;5269;anova;dropout;;22;7,0;;;;0,05453108878539436;;2;adam;minmax
976;2024-01-14 06:08:57.104808;0,46210938692092896;;leaky_relu;;;256;28,0;0,32328503070406567;66,0;True;normalizer;0,07434873831771166;2631;17667;5269;pca;dropout;0,44128508156479396;21;7,0;;;;0,00752556072894503;False;2;sgd;minmax
977;2024-01-14 06:09:22.131899;0,525195300579071;;leaky_relu;0,3736046860782162;0,7952761754656769;256;26,0;0,6678916881935277;83,0;True;normalizer;0,05680212485207775;2631;17667;5269;anova;dropout;;22;6,0;;;;0,005343712405427999;;2;adam;minmax
978;2024-01-14 06:10:02.713952;0,5308593511581421;;leaky_relu;0,15664835127525117;0,7078044657092804;256;27,0;0,301687120168615;87,0;True;normalizer;0,08758791403118332;2631;17667;5269;anova;dropout;;22;7,0;;;;0,05229836752617312;;2;adam;normalizer
979;2024-01-14 06:10:36.214129;0,5160156488418579;;leaky_relu;0,2161227956829942;0,7750484582918776;256;28,0;;69,0;True;normalizer;0,006411006072906787;2631;17667;5269;anova;batchnorm;;21;8,0;;;;0,006133450018540038;;2;adam;minmax
980;2024-01-14 06:11:02.428301;0,2515625059604645;;leaky_relu;0,2251276580583213;0,9305778408245545;256;28,0;;10,0;True;maxabs;0,10601420304156518;2631;17667;5269;anova;vanilla;;22;6,0;;;;0,023062395976503697;;2;adam;minmax
981;2024-01-14 06:11:27.151912;0,5318216681480408;;selu;0,3358160075456898;0,8065709464342009;64;28,0;0,35291635146360906;79,0;True;normalizer;0,012371413802173195;2631;17667;5269;anova;dropout;;23;6,0;;;;;;2;adam;minmax
982;2024-01-14 06:12:25.804024;0,46562498807907104;;leaky_relu;;;256;20,0;0,5411463050965521;90,0;True;normalizer;0,013924890549030716;2631;17667;5269;anova;dropout;0,020256139747043517;23;9,0;;;;0,04811014363428198;True;2;sgd;minmax
983;2024-01-14 06:12:50.331490;0,4634765684604645;;leaky_relu;0,11304810278953842;0,8606604182664732;256;27,0;0,6771492674047999;81,0;True;normalizer;0,08665802636406104;2631;17667;5269;anova;dropout;;20;6,0;;;;0,055312361949336544;;2;adam;maxabs
984;2024-01-14 06:13:14.587231;0,46570122241973877;;leaky_relu;0,3095668055614957;0,7376753760437257;32;;0,6679413240952654;;False;;0,08958821670638825;2631;17667;5269;;dropout;;22;8,0;;;;0,014402969832632354;;2;adam;minmax
985;2024-01-14 06:15:02.176660;0,52734375;;relu;0,3425945537067964;0,9508666141206233;256;28,0;0,6984056682236716;67,0;True;normalizer;0,0636280700942571;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
986;2024-01-14 06:16:01.980311;0,530078113079071;;leaky_relu;0,1064805329022864;0,925347603773424;256;29,0;0,3404073822990693;95,0;True;normalizer;0,005357405877285246;2631;17667;5269;anova;dropout;;22;6,0;;;;0,05802236483357971;;2;adam;minmax
987;2024-01-14 06:16:27.165101;0,5306783318519592;;leaky_relu;0,27850079348670664;0,6791755821640284;128;18,0;0,32547149585962626;86,0;True;normalizer;0,04512189460822297;2631;17667;5269;anova;dropout;;23;6,0;;;;0,029617158457658027;;2;adam;minmax
988;2024-01-14 06:17:03.683870;0,46308594942092896;;leaky_relu;;;256;28,0;0,5317589143973054;88,0;True;normalizer;0,011169912183222695;2631;17667;5269;anova;dropout;0,012248062591649933;21;6,0;;;;0,01980699067505667;True;2;sgd;minmax
989;2024-01-14 06:17:30.010336;0,534375011920929;;leaky_relu;0,18657829862499514;0,8754693801915008;256;29,0;0,23992413906227716;71,0;True;normalizer;0,05685242069463409;2631;17667;5269;anova;dropout;;22;6,0;;;;0,03141276277798481;;2;adam;minmax
990;2024-01-14 06:17:56.868998;0,531445324420929;;leaky_relu;0,25103020695062184;0,8481711231648466;256;27,0;0,5516066512439771;65,0;True;normalizer;0,009071681575566754;2631;17667;5269;anova;dropout;;23;7,0;;;;0,027077482027441317;;2;adam;minmax
991;2024-01-14 06:18:25.969760;0,5347656011581421;;leaky_relu;0,30705478699106575;0,7419257496617925;256;23,0;0,26014326366756907;77,0;True;normalizer;0,0021212130111586906;2631;17667;5269;anova;dropout;;23;5,0;;;;0,043050289085096685;;2;adam;minmax
992;2024-01-14 06:18:52.080139;0,534375011920929;;leaky_relu;0,775004491575541;0,7226176458314398;256;30,0;0,5075989412762911;90,0;True;normalizer;0,015031295723343566;2631;17667;5269;anova;dropout;;24;6,0;;;;0,025346301057727495;;2;adam;minmax
993;2024-01-14 06:19:16.393779;0,5029296875;;leaky_relu;0,35589915087804935;0,9675367293715215;256;22,0;0,6457223138770782;84,0;True;normalizer;0,07313256625862385;2631;17667;5269;anova;dropout;;22;5,0;9,0;;;0,05028473566525019;;3;adam;minmax
994;2024-01-14 06:19:53.804319;0,5309650301933289;;selu;;;16;29,0;0,6881938336605388;68,0;True;normalizer;0,10602823950719938;2631;17667;5269;anova;dropout;0,005648646472155914;25;5,0;27,0;17,0;7,0;;False;5;sgd;minmax
995;2024-01-14 06:24:41.509451;0,508984386920929;;leaky_relu;0,8055275530337316;0,7911134863468356;256;26,0;0,16405114283220298;80,0;True;normalizer;0,7204251332537057;2631;17667;5269;anova;dropout;;22;5,0;;;;0,06342090529187443;;2;adam;minmax
996;2024-01-14 06:25:14.626175;0,530468761920929;;leaky_relu;0,17841822104817384;0,2710683457630903;256;30,0;0,5741374202318041;88,0;True;normalizer;0,012641986845042674;2631;17667;5269;anova;dropout;;24;7,0;;;;0,0556760546438549;;2;adam;minmax
997;2024-01-14 06:25:41.985432;0,526171863079071;;leaky_relu;0,3147983590460309;0,906503296230615;256;28,0;0,6702718262149898;73,0;True;normalizer;0,00276048856332311;2631;17667;5269;anova;dropout;;23;6,0;;;;0,06193411334931464;;2;adam;minmax
998;2024-01-14 06:26:09.582020;0,34492188692092896;;leaky_relu;0,2649429287210948;0,7032400195270401;256;29,0;0,3459606814070414;10,0;True;minmax;0,003612316189996037;2631;17667;5269;anova;dropout;;21;5,0;;;;0,04715802992211316;;2;adam;minmax
999;2024-01-14 06:26:39.791538;0,523632824420929;;relu;0,44718028587185615;0,49061518639776375;256;29,0;0,11229753802371206;93,0;True;normalizer;0,0013821817280327696;2631;17667;5269;pca;dropout;;24;6,0;;;;;;2;adam;minmax
1000;2024-01-14 06:27:16.941042;0,53515625;;leaky_relu;0,3881235006293316;0,2155040017830012;256;28,0;0,4625274326928449;82,0;True;normalizer;0,010154291164209081;2631;17667;5269;anova;dropout;;27;8,0;;;;0,04103387711872754;;2;adam;minmax
1001;2024-01-14 06:27:51.221591;0,522656261920929;;leaky_relu;;;256;27,0;;64,0;True;normalizer;0,017640304539813897;2631;17667;5269;anova;batchnorm;0,029449751511790218;25;5,0;;;;0,038021364390746305;True;2;sgd;normalizer
1002;2024-01-14 06:28:21.695371;0,46210938692092896;;leaky_relu;0,0915002665464244;0,7530594176834011;256;;0,5268466035231641;91,0;True;normalizer;0,9894884386253885;2631;17667;5269;;dropout;;23;5,0;;;;0,024039048833652942;;2;adam;minmax
1003;2024-01-14 06:28:49.495946;0,5316406488418579;;leaky_relu;0,536143832691131;0,2919638844216004;256;30,0;;;False;;0,0017398745739995746;2631;17667;5269;anova;vanilla;;22;6,0;;;;0,019751408309936724;;2;adam;minmax
1004;2024-01-14 06:29:14.062141;0,46210938692092896;;leaky_relu;0,2259445923341487;0,8365531431239259;256;30,0;0,18184861121266915;9,0;True;maxabs;0,06614362741826395;2631;17667;5269;anova;dropout;;26;4,0;;;;0,04511952408115827;;2;adam;minmax
1005;2024-01-14 06:29:38.562231;0,523632824420929;;leaky_relu;0,1182900287387367;0,24366862420278626;256;28,0;0,5488073703501855;69,0;True;normalizer;0,00717502735393775;2631;17667;5269;anova;dropout;;24;9,0;;;;0,052859104607483075;;2;adam;maxabs
1006;2024-01-14 06:30:03.238215;0,5337890386581421;;selu;0,12421009015066048;0,9067493078090626;256;29,0;0,3047533147271049;79,0;True;normalizer;0,0011369614974324307;2631;17667;5269;anova;dropout;;29;;;;;;;1;adam;minmax
