datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor_flag;learning_rate;method;mode;n_units_l1;num_hidden_layers;optim;scaler
2023-12-20 04:10:14.972000;0,4503311216831207;;selu;0,37171206215813646;0,8747069595677216;16;28,0;0,26581507295753354;False;0,016174552200896215;anova;dropout;15;1;adam;normalizer
2023-12-20 04:15:56.488260;0,46916481852531433;;leaky_relu;0,6794465015930864;0,9032094593825876;64;35,0;0,2524152169219833;False;0,010034858213572986;anova;dropout;24;1;adam;maxabs
2023-12-20 04:17:24.628748;0,4729580581188202;;relu;0,38606166727141245;0,9490139234156599;16;31,0;0,2713647154146709;False;0,009060582914369257;anova;dropout;20;1;adam;normalizer
2023-12-20 04:23:30.188787;0,4699227511882782;;relu;0,403764862381519;0,8844364155844906;16;50,0;0,2802815230594525;False;0,011628372414615782;anova;dropout;21;1;adam;normalizer
2023-12-20 04:30:14.436703;0,4759933650493622;;relu;0,42457557031319226;0,9268233326535715;16;29,0;0,26699598081965203;False;0,00848794402722356;anova;dropout;22;1;adam;normalizer
2023-12-20 04:36:19.352807;0,4682671129703522;;relu;0,4307402759713105;0,9319667105459651;16;28,0;0,29685132032975536;False;0,006071492575874666;anova;dropout;22;1;adam;normalizer
2023-12-20 04:43:00.089334;0,4761313498020172;;relu;0,6154149335842317;0,9669436829585564;16;33,0;0,25705935834145077;False;0,0076191106398959246;anova;dropout;25;1;adam;normalizer
2023-12-20 04:48:28.325352;0,4705636203289032;;relu;0,6196179912221664;0,98478461154419;256;33,0;0,23956562468031425;False;0,013285094840649289;anova;dropout;25;1;adam;normalizer
2023-12-20 04:49:47.612417;0,4705636203289032;;leaky_relu;0,6474265148795064;0,9642347719415577;256;34,0;0,26309137099412355;False;0,020087315745949113;anova;dropout;28;1;adam;normalizer
2023-12-20 04:51:09.999899;0,4419642984867096;;leaky_relu;0,7026747424596256;0,8082619714467236;256;;0,22128716941045165;False;0,014702245333723586;;dropout;18;1;adam;normalizer
2023-12-20 04:51:45.546899;0,4497792422771454;;relu;0,666331583892865;0,7526290405678674;16;32,0;0,25235437521862053;False;0,017652855924547826;anova;dropout;25;1;adam;normalizer
2023-12-20 05:01:18.641253;0,3302176296710968;;leaky_relu;;;256;31,0;0,3169632893044927;True;0,009801884106082593;anova;dropout;24;1;sgd;normalizer
2023-12-20 05:01:49.174985;0,4718542993068695;;relu;0,45780795943048974;0,9294073395666131;16;29,0;0,27888551297778996;False;0,007669801454986581;anova;dropout;23;1;adam;normalizer
2023-12-20 05:09:07.157069;0,4721302390098572;;relu;0,5905188743686329;0,9504829921159239;16;27,0;0,2612576094126344;False;0,008347685126893713;anova;dropout;16;1;adam;normalizer
2023-12-20 05:15:09.856103;0,44108718633651733;;relu;0,6255151990880504;0,990103835027854;16;29,0;0,2855099401629978;False;0,01167876759620143;anova;dropout;30;1;adam;normalizer
2023-12-20 05:20:02.295264;0,4740618169307709;;relu;0,42564974928907423;0,9065451149082406;16;30,0;0,23405059926258776;False;0,00630701898472181;anova;dropout;17;1;adam;normalizer
2023-12-20 05:30:05.247219;0,478515625;;relu;0,5769319843656184;0,7829126358127458;256;26,0;0,32252535530726234;False;0,007245501298108107;anova;dropout;19;1;adam;normalizer
2023-12-20 05:30:56.262261;0,4729352593421936;;leaky_relu;0,5844645366814739;0,7882521867964303;256;25,0;0,3405811289867024;False;0,0067066220338675925;anova;dropout;19;1;adam;normalizer
2023-12-20 05:31:55.776672;0,4373604953289032;;selu;0,5660197208485851;0,7727765877091398;256;26,0;0,3069090292266085;False;0,015148147373060318;anova;dropout;18;1;adam;normalizer
2023-12-20 05:32:34.111009;0,4760044515132904;;relu;0,524742665353312;0,8275355566868551;256;27,0;0,18350331226681;False;0,004876075536707049;anova;dropout;19;1;adam;normalizer
2023-12-20 05:34:10.941059;0,3634207546710968;;leaky_relu;0,5164423197536219;0,8319675485637312;256;27,0;;False;0,004398402997123644;anova;batchnorm;19;1;adam;normalizer
2023-12-20 05:34:46.114816;0,4613560140132904;;leaky_relu;0,6095968290582134;0,7337613510759081;256;23,0;0,17669596075258567;False;0,0055016591411079065;pca;dropout;18;1;adam;normalizer
2023-12-20 05:35:16.940812;0,4409877359867096;;relu;0,5591311372477282;0,7977199995996663;256;28,0;0,19547292839361044;False;0,005075954355667756;anova;dropout;16;1;adam;normalizer
2023-12-20 05:35:55.472136;0,4501953125;;relu;0,504011163493677;0,8231727014721739;256;33,0;0,1592695843501734;False;0,04371158819705731;anova;dropout;21;1;adam;normalizer
2023-12-20 05:36:35.252513;0,4767020046710968;;relu;0,47652505356924646;0,8477590136389127;256;26,0;0,2711127727794046;False;0,009141919298533823;anova;dropout;19;1;adam;normalizer
2023-12-20 05:37:26.157275;0,4245256781578064;;relu;0,5422035666676684;0,8552222845357158;256;27,0;0,31979266321429495;False;0,012813662611227853;anova;dropout;19;1;adam;normalizer
2023-12-20 05:38:02.637702;0,4494977593421936;;relu;0,4820563190694333;0,7790988962076439;256;25,0;0,18416435642047313;False;0,0038108106971747333;anova;dropout;19;1;adam;normalizer
2023-12-20 05:38:45.519560;0,4743303656578064;;relu;0,5797945444545383;0,8004891060942788;256;26,0;0,25123866960459906;False;0,010528219058015865;anova;dropout;18;1;adam;normalizer
2023-12-20 05:39:34.825830;0,4659598171710968;;leaky_relu;0,5244474033666139;0,71088846758186;256;22,0;0,2788860462128891;False;0,01772885282371872;anova;dropout;17;1;adam;minmax
2023-12-20 05:40:18.821470;0,4574497640132904;;leaky_relu;0,4999811074469602;0,7644018361542367;256;27,0;;False;0,009660178406395733;anova;vanilla;26;1;adam;normalizer
2023-12-20 05:40:59.964474;0,4564732015132904;;relu;0,47466599007832916;0,6377517399420962;256;25,0;0,20609664964384838;False;0,02206984726625467;anova;dropout;20;1;adam;maxabs
2023-12-20 05:41:41.993351;0,47345131635665894;;leaky_relu;0,6575645456241792;0,8484411948374699;32;26,0;0,24395564960318328;False;0,007176505298326285;anova;dropout;18;1;adam;normalizer
2023-12-20 05:44:28.554866;0,4811663031578064;;relu;0,6026243856659388;0,6029967472595992;256;29,0;0,26809431292656005;False;0,008902288817653325;anova;dropout;22;1;adam;normalizer
2023-12-20 05:45:36.034237;0,470703125;;relu;0,6047611100467594;0,6022502951190596;256;30,0;0,2906559412589348;False;0,011713139825222936;anova;dropout;15;1;adam;normalizer
2023-12-20 05:47:13.569901;0,4750278890132904;;relu;0,6299375376494569;0,5833246701294378;256;28,0;0,27198321692030714;False;0,013707408868328715;anova;dropout;17;1;adam;normalizer
2023-12-20 05:48:10.298801;0,4786551296710968;;relu;0,541999019841304;0,5671325636523362;256;31,0;0,2582427363678877;False;0,008256337090845691;anova;dropout;16;1;adam;normalizer
2023-12-20 05:49:33.809391;0,4474051296710968;;relu;0,5749992706504279;0,5693888209980075;256;32,0;0,25819548136234743;False;0,009064219023589058;anova;dropout;16;1;adam;normalizer
2023-12-20 05:50:18.742789;0,4772600531578064;;relu;0,5631212720500126;0,6110342081964338;256;31,0;0,27189757095776135;False;0,011020018752091904;anova;dropout;15;1;adam;normalizer
2023-12-20 05:51:16.671620;0,4754464328289032;;relu;0,5425531899845968;0,6052805412039545;256;31,0;0,269390267662689;False;0,008111432978581367;anova;dropout;23;1;adam;normalizer
2023-12-20 05:52:13.349999;0,4524274468421936;;relu;0,5974281761680147;0,620150558107155;128;;0,23274327251175775;False;0,010024515053631496;;dropout;15;1;adam;normalizer
2023-12-20 05:53:01.610138;0,4747488796710968;;relu;0,5538190442110754;0,5553255583187022;256;33,0;0,25575619863906063;False;0,006987770969106597;anova;dropout;16;1;adam;minmax
2023-12-20 05:53:41.567337;0,3762555718421936;;relu;;;256;35,0;0,24364581463800067;False;0,011007308529451523;anova;dropout;17;1;sgd;normalizer
2023-12-20 05:54:22.403670;0,4356863796710968;;selu;0,576434290597265;0,6325101982322913;256;30,0;0,28112137821912253;False;0,012942689300903205;anova;dropout;15;1;adam;normalizer
2023-12-20 05:54:52.164472;0,4720982015132904;;relu;0,6174699063027431;0,6528986629027629;256;31,0;0,30223508957215595;False;0,015862155819826206;anova;dropout;16;1;adam;normalizer
2023-12-20 05:55:41.427063;0,4169921875;;leaky_relu;0,6382627141044888;0,5395659643923594;256;32,0;0,28836454365625597;False;0,00889071439317941;anova;dropout;16;1;adam;normalizer
2023-12-20 05:56:11.469933;0,435546875;;leaky_relu;0,6869166999395606;0,6025237699665267;256;34,0;0,2666163108039207;False;0,010734223242061166;anova;dropout;15;1;adam;normalizer
2023-12-20 05:56:50.743129;0,4684709906578064;;relu;0,4560884783854076;0,6230421620749883;256;15,0;0,2763780037829952;False;0,01276326251466838;anova;dropout;17;1;adam;normalizer
2023-12-20 05:57:33.414848;0,3433314859867096;;leaky_relu;0,6021938058522033;0,58158976031426;256;29,0;0,2589806358824016;True;0,006413266599037404;anova;dropout;14;1;adam;normalizer
2023-12-20 05:58:16.986578;0,4757254421710968;;relu;0,5600755508871182;0,6847631423094515;256;31,0;0,3023975514757102;False;0,018945938909554642;anova;dropout;16;1;adam;normalizer
2023-12-20 05:59:04.291828;0,4758020043373108;;leaky_relu;0,729045194461013;0,7453196471586837;64;29,0;0,32356048843580565;False;0,00800962261806946;anova;dropout;18;1;adam;normalizer
2023-12-20 06:00:28.010394;0,4779575765132904;;relu;0,3422280278670326;0,659360234320775;256;30,0;0,28210024731393674;False;0,01538042326114055;anova;dropout;17;1;adam;normalizer
