datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor_flag;learning_rate;method;mode;n_units_l1;num_hidden_layers;optim;scaler
2023-12-20 01:55:13.634365;0,4633091390132904;;leaky_relu;0,6019376121981728;0,6173562296242237;256;40,0;0,23054483053860925;False;0,022230210600690442;anova;dropout;16;3;adam;normalizer
2023-12-20 01:55:46.587892;0,4800502359867096;;leaky_relu;0,4526752371584733;0,8427042917068668;256;24,0;0,26479005601779193;False;0,01273554262131053;anova;dropout;15;1;adam;normalizer
2023-12-20 01:56:31.569264;0,4448939859867096;;leaky_relu;0,4199152487003449;0,8768110543465423;256;25,0;0,28447028329593105;False;0,01344786968194951;anova;dropout;15;5;adam;normalizer
2023-12-20 01:57:12.582215;0,4737723171710968;;leaky_relu;0,4646082104768649;0,8062156814299238;256;23,0;0,24610183412420344;False;0,010163364467549937;anova;dropout;18;1;adam;normalizer
2023-12-20 01:58:03.492890;0,4727957546710968;;leaky_relu;0,5237876762512099;0,8341562625103752;256;21,0;0,2655572466387495;False;0,015897301611482725;anova;dropout;11;1;adam;normalizer
2023-12-20 01:59:05.486774;0,4681919515132904;;leaky_relu;0,507392003203064;0,7728375029921739;256;29,0;0,31429807593905107;False;0,012502866305285716;anova;dropout;16;1;adam;normalizer
2023-12-20 01:59:54.897268;0,3450055718421936;;relu;;;256;27,0;;False;0,008617502381107239;anova;batchnorm;17;1;sgd;minmax
2023-12-20 02:00:24.562843;0,4635881781578064;;leaky_relu;0,4383094805457507;0,7256237235777873;256;28,0;0,29152515364669934;True;0,01823611973627928;pca;dropout;15;1;adam;normalizer
2023-12-20 02:00:54.088705;0,4599609375;;leaky_relu;0,5498530256046895;0,7453615705042216;256;33,0;0,2330904819735826;False;0,027684088649997714;anova;dropout;12;1;adam;normalizer
2023-12-20 02:01:28.273454;0,46556970477104187;;selu;0,39789892619416395;0,6983292411987139;64;32,0;0,2741432179073727;False;0,02423150915787324;anova;dropout;16;1;adam;minmax
2023-12-20 02:02:42.458336;0,4690290093421936;;leaky_relu;0,4826094645996313;0,8106574022815444;256;26,0;;False;0,007140834744198099;anova;vanilla;19;3;adam;maxabs
2023-12-20 02:03:12.151737;0,4748883843421936;;leaky_relu;0,44092580761205163;0,8256170578720192;256;24,0;0,2583699320493875;False;0,013307083798499176;anova;dropout;14;1;adam;normalizer
2023-12-20 02:03:52.675653;0,4748883843421936;;leaky_relu;0,4480745783692525;0,841184434732357;256;24,0;0,2578343477382038;False;0,013967750815563687;anova;dropout;14;1;adam;normalizer
2023-12-20 02:04:41.000752;0,47265625;;leaky_relu;0,44354942904262856;0,8836711277556973;256;24,0;0,2537817302703196;False;0,013955782486912937;anova;dropout;17;1;adam;normalizer
2023-12-20 02:05:51.611248;0,4428013265132904;;leaky_relu;0,4082711184883382;0,8429065491780148;256;22,0;0,23879513137414848;False;0,009674767904213453;anova;dropout;15;1;adam;normalizer
2023-12-20 02:06:24.542742;0,4792131781578064;;leaky_relu;0,3781553564111884;0,8598195646998299;256;27,0;0,26419154061964234;False;0,011964012890405247;anova;dropout;18;1;adam;normalizer
2023-12-20 02:07:04.074584;0,4348493218421936;;relu;0,3755272078732542;0,7940249457833424;256;30,0;0,208046884782834;False;0,010951216522224052;anova;dropout;18;1;adam;normalizer
2023-12-20 02:07:32.455632;0,47778698801994324;;leaky_relu;0,351715729187312;0,8205609736267604;16;29,0;0,2688663350591585;False;0,011887023668747384;anova;dropout;17;1;adam;normalizer
2023-12-20 02:14:08.765277;0,4606788158416748;;leaky_relu;0,29336373184983877;0,8652835503641219;16;;0,2769132299902089;False;0,011942449560219292;;dropout;18;1;adam;minmax
2023-12-20 02:19:59.547588;0,4721302390098572;;leaky_relu;0,3497544005605899;0,7763166436346647;16;31,0;0,2249268063418156;False;0,006000946440988428;anova;dropout;19;2;adam;normalizer
2023-12-20 02:25:00.975217;0,4753035306930542;;relu;0,3916456190730913;0,9172614987033096;16;29,0;0,2954255452081914;False;0,007756931464638306;anova;dropout;17;1;adam;normalizer
2023-12-20 02:31:02.335450;0,46937087178230286;;relu;0,3709405882461718;0,9267723700001308;16;27,0;0,29543970376675915;False;0,007359402781579945;anova;dropout;17;1;adam;normalizer
2023-12-20 02:36:27.407243;0,4753035306930542;;relu;0,38706973832649855;0,886393538603341;16;29,0;0,2692077832447682;False;0,00919884558427073;anova;dropout;20;1;adam;normalizer
2023-12-20 02:42:47.932835;0,47309601306915283;;relu;0,3800737467299314;0,8892914084666963;16;29,0;0,2879036133345381;False;0,008811730915224828;anova;dropout;20;1;adam;normalizer
2023-12-20 02:47:54.263407;0,47668322920799255;;relu;0,39239360594253986;0,948820223992987;16;29,0;0,2699301708618066;False;0,006780826804427354;anova;dropout;22;1;adam;normalizer
2023-12-20 02:52:59.380228;0,46854305267333984;;relu;0,3236503683456315;0,9646357692807713;16;28,0;0,3106673988351988;False;0,00663977706019275;anova;dropout;27;1;adam;normalizer
2023-12-20 02:58:25.843676;0,47350993752479553;;leaky_relu;0,4139382307961089;0,9343903496011846;16;32,0;0,2815048845376434;False;0,0050149092119963915;anova;dropout;22;1;adam;normalizer
2023-12-20 03:04:06.546527;0,41997793316841125;;selu;;;16;30,0;0,3015021444194576;False;0,005818659565853472;anova;dropout;24;1;sgd;normalizer
2023-12-20 03:10:48.707513;0,3251931667327881;;relu;0,3420552628346467;0,9817088201602272;16;34,0;0,3324557299953569;True;0,007712660552993206;anova;dropout;17;1;adam;normalizer
2023-12-20 03:15:36.801910;0,47157835960388184;;leaky_relu;0,3944211355666098;0,9408537805176396;16;31,0;0,248478437351788;False;0,0042528626232346545;anova;dropout;16;1;adam;normalizer
2023-12-20 03:25:35.861228;0,46895694732666016;;leaky_relu;0,4199864768838306;0,8603407263182307;16;28,0;0,2647363947004583;False;0,010485528718680965;anova;dropout;26;1;adam;normalizer
2023-12-20 03:30:56.789788;0,4768211841583252;;relu;0,38375110830992887;0,8987513802707893;16;29,0;0,2743819444296373;False;0,009116999730532153;anova;dropout;22;1;adam;normalizer
2023-12-20 03:37:36.292676;0,4711644649505615;;relu;0,36064604433005826;0,9169522858703544;16;29,0;0,2891018234298255;False;0,01213551419601375;anova;dropout;22;1;adam;normalizer
2023-12-20 03:44:17.082957;0,47006070613861084;;relu;0,32328917715255423;0,908139885519082;16;26,0;0,27579674478574356;False;0,016238850728655378;anova;dropout;23;1;adam;normalizer
2023-12-20 03:49:26.476788;0,4198399484157562;;relu;0,6412576635185154;0,9558616856641364;16;30,0;;False;0,006677003053155366;anova;batchnorm;23;1;adam;normalizer
2023-12-20 03:53:56.440485;0,4621128439903259;;relu;0,39259969063248534;0,8197407849094798;32;27,0;0,3096052416884328;False;0,008650298185741917;pca;dropout;21;1;adam;normalizer
2023-12-20 03:58:24.114378;0,4533664584159851;;relu;0,35568992357640034;0,8613350896840917;16;32,0;0,24164151471509757;False;0,010915984976681638;anova;dropout;17;1;adam;normalizer
2023-12-20 04:04:46.291771;0,4425223171710968;;leaky_relu;0,42379286542287053;0,8433336492551001;128;30,0;0,29592179565346965;False;0,005357531592179471;anova;dropout;16;1;adam;normalizer
2023-12-20 04:05:32.746668;0,4580574035644531;;leaky_relu;0,46431259825906146;0,8987893152070608;16;25,0;;False;0,007558163746939416;anova;vanilla;8;1;adam;normalizer
