trainloss;acc_train;testloss;acc_test
1,1909702385173124;0,27389705882352944;1,1808460685941908;0,2881944444444444
1,165685138281654;0,2922794117647059;1,1717054578993056;0,2881944444444444
1,1452386168872608;0,3115808823529412;1,1586665312449138;0,2916666666666667
1,1278219538576462;0,32536764705882354;1,1475684775246515;0,2916666666666667
1,1126406087594873;0,3391544117647059;1,137424349784851;0,2951388888888889
1,099031876115238;0,35661764705882354;1,128802027967241;0,2916666666666667
1,0871073358199175;0,38327205882352944;1,1218023697535198;0,2951388888888889
1,0764396436074202;0,4007352941176471;1,115996519724528;0,3159722222222222
1,0665569340481478;0,41360294117647056;1,1109556025928922;0,3368055555555556
1,057379373732735;0,41911764705882354;1,1065081159273784;0,3472222222222222
1,048902054043377;0,4319852941176471;1,102657437324524;0,3506944444444444
1,0410797087585224;0,44485294117647056;1,0991353657510545;0,3506944444444444
1,0335679527591257;0,46231617647058826;1,0961966911951702;0,3715277777777778
1,026496419135262;0,4742647058823529;1,0935416751437717;0,3819444444444444
1,0198829121449415;0,4797794117647059;1,0913164350721571;0,3819444444444444
1,0136214792728424;0,4889705882352941;1,0893766283988953;0,3854166666666667
1,007677269332549;0,49724264705882354;1,0877119302749634;0,3854166666666667
1,002046318615184;0,5073529411764706;1,0860933462778728;0,375
0,9966619119924658;0,5110294117647058;1,0844492117563884;0,3819444444444444
0,9913987710195429;0,5211397058823529;1,0829931298891704;0,3923611111111111
0,9863526821136475;0,5266544117647058;1,0815986659791734;0,3888888888888889
0,9813878904370701;0,5284926470588235;1,0804648598035176;0,4027777777777778
0,9765695403603947;0,5404411764705882;1,0794636342260573;0,4097222222222222
0,9717766730224385;0,5441176470588235;1,078520867559645;0,4027777777777778
0,9671747807194205;0,5496323529411765;1,0774561365445454;0,4027777777777778
0,9627385472550112;0,5551470588235294;1,0762960380978055;0,4131944444444444
0,9584652781486511;0,5569852941176471;1,0751084354188707;0,40625
0,9543036327642553;0,5597426470588235;1,0740700099203322;0,4097222222222222
0,9502787905580857;0,5735294117647058;1,073089599609375;0,4097222222222222
0,9462371398420895;0,5772058823529411;1,0721827679210238;0,4131944444444444
0,9422757345087388;0,5854779411764706;1,0712066756354437;0,4166666666666667
0,9383875885430504;0,5854779411764706;1,0705488920211792;0,4131944444444444
0,934506439110812;0,5900735294117647;1,0696715580092535;0,4166666666666667
0,9308076693731195;0,5955882352941176;1,0692504909303453;0,4201388888888889
0,9270935409209308;0,5992647058823529;1,0685588651233249;0,4131944444444444
0,9234976049731759;0,6011029411764706;1,0680037935574849;0,4166666666666667
0,9198614534209756;0,609375;1,0671284529897902;0,4236111111111111
0,9163048495264614;0,6158088235294118;1,066655953725179;0,4236111111111111
0,9127479230656343;0,6194852941176471;1,0662365820672777;0,4270833333333333
0,9092696274028105;0,6194852941176471;1,0659130149417453;0,4236111111111111
0,9057386517524719;0,6231617647058824;1,0653774738311768;0,4236111111111111
0,9022562205791473;0,625;1,0647645129097834;0,4270833333333333
0,8987630605697632;0,6351102941176471;1,0644401113192241;0,4270833333333333
0,8953263794674593;0,6397058823529411;1,0641856458452013;0,4270833333333333
0,8916409348740297;0,6433823529411765;1,0642436146736145;0,4340277777777778
0,8879551379119649;0,6433823529411765;1,0645137561692133;0,4375
0,8843241176184486;0,6479779411764706;1,0649435189035203;0,4409722222222222
0,8806462410618278;0,6534926470588235;1,0649319887161255;0,4270833333333333
0,8768854193827685;0,6553308823529411;1,0642085870107014;0,4340277777777778
0,8732690162518445;0,6626838235294118;1,0640599131584167;0,4236111111111111
0,8695880805744844;0,6672794117647058;1,0642454491721258;0,4201388888888889
0,865882100427852;0,6700367647058824;1,0644381311204698;0,4201388888888889
0,862141498747994;0,6746323529411765;1,0643442339367337;0,4236111111111111
0,8584158420562744;0,6709558823529411;1,0646697746382818;0,4305555555555556
0,8547129999188816;0,6737132352941176;1,0646058453453913;0,4305555555555556
0,8510074685601627;0,6755514705882353;1,065417958630456;0,4340277777777778
0,8471607110079598;0,6764705882352942;1,0654777487119038;0,4270833333333333
0,843300321522881;0,6847426470588235;1,0653390420807733;0,4236111111111111
0,8392378267119912;0,6819852941176471;1,0660919745763142;0,4236111111111111
0,8352167588822982;0,6884191176470589;1,0665520429611206;0,4305555555555556
0,8311575879068935;0,6902573529411765;1,067681418524848;0,4305555555555556
0,8269151116118711;0,6939338235294118;1,0670864780743916;0,4375
0,8227850356522728;0,6994485294117647;1,0674649278322856;0,4409722222222222
0,8184523862950942;0,703125;1,0677102539274428;0,4409722222222222
0,8142755960716921;0,6994485294117647;1,0681949920124478;0,4375
0,8099145538666669;0,7058823529411765;1,068822185198466;0,4375
0,8058570781174828;0,7123161764705882;1,0698541733953688;0,4305555555555556
0,8015199461404015;0,7132352941176471;1,070068531566196;0,4236111111111111
0,7973092636641335;0,7178308823529411;1,0700182649824355;0,4305555555555556
0,7930345745647654;0,7224264705882353;1,07040802637736;0,4305555555555556
0,7888594988514396;0,7196691176470589;1,0706171592076619;0,4305555555555556
0,7848015988574308;0,7215073529411765;1,0720633467038472;0,4340277777777778
0,7805918420062345;0,7233455882352942;1,072283022933536;0,4409722222222222
0,7764559125199038;0,7297794117647058;1,0739699403444927;0,4409722222222222
0,7721671426997465;0,7288602941176471;1,0743548538949754;0,4270833333333333
0,7678475257228402;0,734375;1,0760349366399977;0,4236111111111111
0,7636644016293919;0,7352941176470589;1,0771530932850308;0,4305555555555556
0,7594159017590916;0,7435661764705882;1,0773874587482877;0,4201388888888889
0,7552876980865703;0,7454044117647058;1,0798434813817341;0,4201388888888889
0,751054535893833;0,75;1,0797892345322504;0,4305555555555556
0,7471164412358228;0,7545955882352942;1,0815692941347759;0,4201388888888889
0,7430641545968897;0,7518382352941176;1,0845777591069539;0,4097222222222222
0,7388195553246666;0,7573529411764706;1,0861578914854262;0,40625
0,7349584909046397;0,7573529411764706;1,0883518258730571;0,4131944444444444
0,7309041619300842;0,7582720588235294;1,0898169544008043;0,4097222222222222
0,7264503380831551;0,7637867647058824;1,091856022675832;0,4166666666666667
0,7226198964259204;0,7665441176470589;1,0941630204518635;0,4097222222222222
0,7184334520031425;0,7674632352941176;1,094269871711731;0,4201388888888889
0,7142932344885433;0,7702205882352942;1,09719936715232;0,4166666666666667
0,7102328118155984;0,7711397058823529;1,0987742741902669;0,4097222222222222
0,7061475042034598;0,7775735294117647;1,1006106800503201;0,4166666666666667
0,701981807456297;0,7803308823529411;1,1019649969206915;0,4166666666666667
0,6975005970281714;0,7876838235294118;1,103934559557173;0,4097222222222222
0,693237188984366;0,7821691176470589;1,105385661125183;0,3958333333333333
0,6893922406084397;0,7886029411764706;1,1067501107851665;0,4097222222222222
0,6855613694471472;0,7858455882352942;1,1065987745920818;0,3993055555555556
0,6813147190739127;0,7922794117647058;1,1108597715695698;0,4027777777777778
0,6770317712250877;0,796875;1,113330966896481;0,3958333333333333
0,6728723890641156;0,7977941176470589;1,1120041476355658;0,3923611111111111
0,6686646026723525;0,8033088235294118;1,1160356733534071;0,3923611111111111
0,6648680725518394;0,8060661764705882;1,116908523771498;0,3993055555555556
0,6604479989584755;0,8088235294117647;1,11648514535692;0,3993055555555556
0,6561954372069415;0,8106617647058824;1,1183210545116;0,40625
0,6517025828361511;0,8152573529411765;1,1191552480061848;0,4027777777777778
0,6472731881281909;0,8170955882352942;1,1214773390028212;0,3958333333333333
0,6428600058836096;0,8226102941176471;1,1258052852418687;0,3958333333333333
0,6382130156545078;0,8244485294117647;1,1275915900866191;0,40625
0,6332779754610622;0,828125;1,1299448278215196;0,3888888888888889
0,6288325471036574;0,8336397058823529;1,1306171880828009;0,4027777777777778
0,6238593967521892;0,8373161764705882;1,13298632701238;0,3923611111111111
0,6188822879510767;0,8391544117647058;1,1383618646197848;0,3819444444444444
0,6143644434564254;0,8419117647058824;1,1378976504007976;0,3923611111111111
0,6096026161137749;0,8511029411764706;1,1396726104948256;0,3923611111111111
0,6052877043976503;0,8483455882352942;1,1442688372400072;0,3888888888888889
0,6003914124825421;0,8547794117647058;1,1462070478333368;0,3923611111111111
0,5961908557835747;0,8584558823529411;1,1474401553471882;0,3923611111111111
0,5915891124921686;0,8547794117647058;1,149453255865309;0,40625
0,5873664494823007;0,8575367647058824;1,151205215189192;0,4027777777777778
0,5832551822942846;0,8630514705882353;1,156953838136461;0,4027777777777778
0,5784325862632078;0,8648897058823529;1,1568185422155592;0,4027777777777778
0,5736246722586015;0,8658088235294118;1,161819921599494;0,3993055555555556
0,5688154355568045;0,875;1,164231664604611;0,3958333333333333
0,5640568619265276;0,8786764705882353;1,1660512288411458;0,3923611111111111
0,5595274138100007;0,8832720588235294;1,1701717774073284;0,3958333333333333
0,5541890412569046;0,8841911764705882;1,1724044018321567;0,3923611111111111
0,5495210947359309;0,8860294117647058;1,1777369247542486;0,3923611111111111
0,5444748235099456;0,8869485294117647;1,1812705596288045;0,40625
0,5400679742588717;0,8943014705882353;1,1836695339944627;0,3993055555555556
0,5358087008490282;0,8915441176470589;1,187037640147739;0,3993055555555556
0,5310321958626018;0,8952205882352942;1,189763645331065;0,3958333333333333
0,5260508884401882;0,8915441176470589;1,1911177502738104;0,3958333333333333
0,5215784679440891;0,8970588235294118;1,194651676548852;0,3958333333333333
0,516701274058398;0,8998161764705882;1,198285116089715;0,3958333333333333
0,511759555515121;0,9044117647058824;1,2021263043085735;0,3923611111111111
0,5069004078121746;0,90625;1,2025130192438762;0,3958333333333333
0,5022009602364372;0,9117647058823529;1,2070624430974324;0,3958333333333333
0,4973358599578633;0,9163602941176471;1,2099870045979817;0,3958333333333333
0,4925317106878056;0,9172794117647058;1,2114972405963473;0,3888888888888889
0,4881518798715928;0,9172794117647058;1,2118266158633761;0,3958333333333333
0,48333382869468017;0,9237132352941176;1,2149116198221843;0,3888888888888889
0,47869599654394035;0,921875;1,2168594466315374;0,3958333333333333
0,47435105022262125;0,9227941176470589;1,2237242990069919;0,3958333333333333
0,46992238391848173;0,9237132352941176;1,223227447933621;0,3993055555555556
0,4649144411087036;0,9246323529411765;1,227019680870904;0,4027777777777778
0,4598038143971387;0,9283088235294118;1,2278729279836018;0,4027777777777778
0,4560023554984261;0,9301470588235294;1,2295703755484686;0,3993055555555556
0,451403450439958;0,9329044117647058;1,2340708308749728;0,40625
0,4465110670117771;0,9347426470588235;1,2350595129860773;0,40625
0,44287750212585225;0,9375;1,2388084464603;0,4097222222222222
0,4376019572510439;0,9384191176470589;1,2411183251274958;0,4097222222222222
0,43393901867025036;0,9375;1,2426189846462674;0,4131944444444444
0,42950066222864036;0,9365808823529411;1,2456541856129963;0,4166666666666667
0,42591442956643943;0,9411764705882353;1,2456863853666518;0,4097222222222222
0,42134402166394624;0,9448529411764706;1,2496010859807332;0,4166666666666667
0,41716937194852266;0,9439338235294118;1,250961634847853;0,4166666666666667
0,41338089985005994;0,9439338235294118;1,2515673372480605;0,4166666666666667
0,4101068359964034;0,9466911764705882;1,2594650586446126;0,4131944444444444
0,40531859327765074;0,9476102941176471;1,2605032126108806;0,4131944444444444
0,40122923254966736;0,953125;1,2635323339038425;0,4201388888888889
0,3975732756011626;0,953125;1,2661999728944566;0,4166666666666667
0,3927184457288069;0,953125;1,2681144740846422;0,4097222222222222
0,38980934374472676;0,9558823529411765;1,2765314711464777;0,40625
0,3852878598605885;0,9595588235294118;1,2739468415578206;0,4097222222222222
