version;datetime;validation;test;batch_size;gamma_scheduler;gamma_tabnet;len_test;len_train;len_val;lr;n_a;n_d;n_independent;n_shared;n_steps
0;2024-07-04 20:26:52.247639;0,1994;;1024;0,17410549684385712;1,4444200895980654;5971;61591;20912;0,4004174168050707;10;20;3;2;7
1;2024-07-04 20:28:21.848673;0,1938;0,48551331435270473;1024;0,40771273295369514;1,8331598938299511;5971;61591;20912;0,013846507630526538;11;38;3;2;7
