version;datetime;validation;test;batch_size;gamma_pi;gamma_scheduler;gamma_tabnet;lamda;len_test;len_train;len_val;lr;mask_type;n_a;n_d;n_independent;n_shared;n_steps;pretraining_ratio
0;2024-01-25 19:49:51.609419;0,28125;;1024;0,8146726932430619;0,45843024929506027;1,5629630372936982;0,03764714860376048;32;32;32;0,001380813935845544;entmax;8;13;4;5;5;0,25788183994156344
1;2024-01-25 19:50:36.538381;0,53125;0,4375;512;0,7561392048756516;0,6620242548837434;1,1948237395699612;0,09375025691741282;32;32;32;0,06933023010496535;sparsemax;15;20;4;4;5;0,6211083425214579
