version;datetime;validation;test;activation;b1;b2;batch_size;factor;factor_flag;factor_scaler;learning_rate;len_test;len_train;len_val;mode;momentum;n_units_l1;n_units_l2;n_units_l3;neg_slope;nesterov;num_hidden_layers;optim;scaler
0;2024-05-26 16:06:00.891988;113,64872741699219;0,390625;leaky_relu;0,7130734087279957;0,42127393936307145;8;3;True;maxabs;0,03911230572746575;64;64;64;vanilla;;29;10;3;0,09984761671029503;;3;adam;minmax
1;2024-05-26 16:10:16.317573;135,49551391601562;;leaky_relu;;;16;74;True;normalizer;0,2132174891189635;64;64;64;vanilla;0,07000962185815711;4;28;20;0,07558088381668294;False;3;sgd;normalizer
