match;Date;season;Div;HomeTeam;AwayTeam;FTHG;FTAG;label;prediction_sota;draw_sota;home_sota;away_sota;prediction_own;draw_own;home_own;away_own;accurate_flag_sota;rps_sota;accurate_flag_own;rps_own;dif_res
16027;2020-02-16;T19-20;E0;Arsenal;Newcastle;4;0;1,0;1,0;0,2575;0,5543;0,1883;1,0;0,2509;0,5816;0,1675;1,0;0,05086274499999999;1,0;0,04550353;-0,005359214999999987
16026;2020-02-16;T19-20;E0;Aston Villa;Tottenham;2;3;2,0;2,0;0,2522;0,2412;0,5066;2,0;0,2655;0,2358;0,4987;1,0;0,15352419999999997;1,0;0,16089597000000005;0,007371770000000083
6009;2020-02-16;T19-20;D1;FC Koln;Bayern Munich;1;4;2,0;2,0;0,2036;0,1726;0,6238;2,0;0,2232;0,1884;0,5883;1,0;0,0914897;1,0;0,10961640000000002;0,018126700000000023
26644;2020-02-16;T19-20;F1;Reims;Rennes;1;0;1,0;1,0;0,3216;0,3435;0,3348;1,0;0,3062;0,4052;0,2886;1,0;0,10779228499999999;1,0;0,0885242;-0,01926808499999999
35136;2020-02-17;T19-20;I1;Milan;Torino;1;0;1,0;1,0;0,2791;0,4854;0,2355;1,0;0,2607;0,5542;0,185;1,0;0,06667853000000001;1,0;0,05111325;-0,015565280000000015
26647;2020-02-21;T19-20;F1;Metz;Lyon;0;2;2,0;2,0;0,2561;0,2767;0,4672;2,0;0,2284;0,1887;0,5829;1,0;0,17473152499999997;1,0;0,11306948500000001;-0,06166203999999996
35137;2020-02-21;T19-20;I1;Brescia;Napoli;1;2;2,0;2,0;0,2232;0,2079;0,5688;2,0;0,1891;0,148;0,6629;1,0;0,11783272500000003;1,0;0,07469760999999998;-0,04313511500000004
6011;2020-02-21;T19-20;D1;Bayern Munich;Paderborn;3;2;1,0;1,0;0,1296;0,796;0,0744;1,0;0,1009;0,8626;0,0365;1,0;0,01116576;1,0;0,005756529999999999;-0,005409230000000001
45237;2020-02-22;T19-20;SP1;Celta;Leganes;1;0;1,0;1,0;0,2596;0,5345;0,2059;1,0;0,2902;0,4761;0,2338;1,0;0,05489348499999999;1,0;0,06941586500000001;0,014522380000000015
45238;2020-02-22;T19-20;SP1;Barcelona;Eibar;5;0;1,0;1,0;0,1334;0,8013;0,0653;1,0;0,1019;0,8622;0,0359;1,0;0,011029825;1,0;0,005836210000000002;-0,005193614999999998
45239;2020-02-22;T19-20;SP1;Sociedad;Valencia;3;0;1,0;1,0;0,2834;0,4396;0,277;1,0;0,275;0,4703;0,2547;1,0;0,07852228;1,0;0,070248545;-0,008273735000000004
26651;2020-02-22;T19-20;F1;Lille;Toulouse;3;0;1,0;1,0;0,2005;0,6909;0,1086;1,0;0,1581;0,7697;0,0722;1,0;0,025997105000000006;1,0;0,015104224999999994;-0,010892880000000013
6015;2020-02-22;T19-20;D1;Werder Bremen;Dortmund;0;2;2,0;2,0;0,2525;0,2625;0,4849;2,0;0,2032;0,1592;0,6375;1,0;0,164490625;1,0;0,086312;-0,078178625
35139;2020-02-22;T19-20;I1;Spal;Juventus;1;2;2,0;2,0;0,2008;0,1537;0,6455;2,0;0,1992;0,1587;0,6422;1,0;0,08299544500000003;1,0;0,08388652499999999;0,0008910799999999608
16030;2020-02-22;T19-20;E0;Chelsea;Tottenham;2;1;1,0;1,0;0,2971;0,4;0,3028;1,0;0,2953;0,383;0,3218;1,0;0,09000840999999998;1,0;0,09534649;0,005338080000000023
16031;2020-02-22;T19-20;E0;Burnley;Bournemouth;3;0;1,0;1,0;0,2827;0,4693;0,248;1,0;0,2627;0,5528;0,1844;1,0;0,070711645;1,0;0,05152577000000001;-0,01918587499999999
16032;2020-02-22;T19-20;E0;Crystal Palace;Newcastle;1;0;1,0;1,0;0,3045;0,4246;0,2709;1,0;0,266;0,5446;0,1894;1,0;0,08305353;1,0;0,05331418000000001;-0,02973934999999999
16034;2020-02-22;T19-20;E0;Southampton;Aston Villa;2;0;1,0;1,0;0,2823;0,4524;0,2653;1,0;0,2622;0,5541;0,1837;1,0;0,07503868999999999;1,0;0,051247264999999986;-0,023791425000000005
16035;2020-02-22;T19-20;E0;Leicester;Man City;0;1;2,0;2,0;0,2494;0,2507;0,4999;2,0;0,1757;0,1363;0,688;1,0;0,156150185;1,0;0,064107245;-0,09204294
6016;2020-02-22;T19-20;D1;Schalke 04;RB Leipzig;0;5;2,0;2,0;0,297;0,2832;0,4198;2,0;0,2602;0,2483;0,4915;1,0;0,21242052000000003;1,0;0,16313814499999996;-0,04928237500000007
6018;2020-02-23;T19-20;D1;Wolfsburg;Mainz;4;0;1,0;1,0;0,2611;0,5411;0,1977;1,0;0,2621;0,5176;0,2203;1,0;0,05364902499999999;1,0;0,05861425000000001;0,0049652250000000175
6017;2020-02-23;T19-20;D1;Leverkusen;Augsburg;2;0;1,0;1,0;0,2094;0,6517;0,1388;1,0;0,1573;0,7709;0,0717;1,0;0,031570785000000004;1,0;0,014949264999999996;-0,016621520000000008
16038;2020-02-23;T19-20;E0;Arsenal;Everton;3;2;1,0;1,0;0,275;0,4823;0,2427;1,0;0,2788;0,4956;0,2256;1,0;0,06726414499999998;1,0;0,0643124;-0,002951744999999978
45245;2020-02-23;T19-20;SP1;Ath Madrid;Villarreal;3;1;1,0;1,0;0,2793;0,5158;0,2049;1,0;0,2622;0,5015;0,2364;1,0;0,059996249999999994;1,0;0,062293265000000014;0,0022970150000000203
16037;2020-02-23;T19-20;E0;Wolves;Norwich;3;0;1,0;1,0;0,2553;0,5761;0,1687;1,0;0,223;0,6464;0,1306;1,0;0,04680202500000002;1,0;0,03339268000000001;-0,01340934500000001
16036;2020-02-23;T19-20;E0;Man United;Watford;3;0;1,0;1,0;0,2386;0,6097;0,1517;1,0;0,1912;0,7089;0,0999;1,0;0,03997142499999999;1,0;0,023268725;-0,01670269999999999
35142;2020-02-23;T19-20;I1;Roma;Lecce;4;0;1,0;1,0;0,2373;0,6091;0,1537;1,0;0,124;0,8271;0,0489;1,0;0,039952125;1,0;0,008883605000000003;-0,031068519999999995
35141;2020-02-23;T19-20;I1;Genoa;Lazio;2;3;2,0;2,0;0,2378;0,1865;0,5756;2,0;0,2672;0,2506;0,4823;1,0;0,11828966500000002;1,0;0,16975634;0,05146667499999999
45243;2020-02-23;T19-20;SP1;Valladolid;Espanol;2;1;1,0;1,0;0,2704;0,4783;0,2514;1,0;0,3048;0,4154;0,2797;1,0;0,06813392500000001;1,0;0,08559554000000003;0,017461615000000014
26655;2020-02-23;T19-20;F1;Paris SG;Bordeaux;4;3;1,0;1,0;0,1896;0,697;0,1134;1,0;0,1015;0,8623;0,0362;1,0;0,024403860000000006;1,0;0,005806345000000001;-0,018597515000000005
26654;2020-02-23;T19-20;F1;Rennes;Nimes;2;1;1,0;1,0;0,2831;0,5487;0,1682;1,0;0,2567;0,5676;0,1757;1,0;0,05421842500000001;1,0;0,04838268999999999;-0,0058357350000000155
16039;2020-02-24;T19-20;E0;Liverpool;West Ham;3;2;1,0;1,0;0,0992;0,8484;0,0523;1,0;0,0927;0,8756;0,0317;1,0;0,0062932;1,0;0,004799089999999999;-0,0014941100000000007
45246;2020-02-28;T19-20;SP1;Sociedad;Valladolid;1;0;1,0;1,0;0,2737;0,5769;0,1495;1,0;0,2509;0,5817;0,1674;1,0;0,048616025;1,0;0,045486785;-0,0031292399999999984
16041;2020-02-29;T19-20;E0;Brighton;Crystal Palace;0;1;2,0;1,0;0,2829;0,3999;0,3171;2,0;0,3007;0,3185;0,3808;0,0;0,27312412499999994;1,0;0,236914565;-0,036209559999999946
6022;2020-02-29;T19-20;D1;Dortmund;Freiburg;1;0;1,0;1,0;0,1537;0,7536;0,0926;1,0;0,1322;0,8135;0,0543;1,0;0,016108490000000003;1,0;0,010212665000000003;-0,005895825
26661;2020-02-29;T19-20;F1;Montpellier;Strasbourg;3;0;1,0;1,0;0,2971;0,4662;0,2367;1,0;0,276;0,518;0,206;1,0;0,07214765000000001;1,0;0,059306;-0,01284165000000001
26662;2020-02-29;T19-20;F1;Toulouse;Rennes;0;2;2,0;2,0;0,2778;0,2604;0,4618;2,0;0,2896;0,2912;0,4192;1,0;0,18341604;1,0;0,2105984;0,02718235999999999
26659;2020-02-29;T19-20;F1;Brest;Angers;0;1;2,0;1,0;0,2959;0,4736;0,2305;2,0;0,3001;0,3186;0,3813;0,0;0,33984353000000006;1,0;0,23642485;-0,10341868000000007
26657;2020-02-29;T19-20;F1;Paris SG;Dijon;4;0;1,0;1,0;0,1039;0,8356;0,0604;1,0;0,104;0,8583;0,0377;1,0;0,007227730000000001;1,0;0,006118645000000002;-0,0011090849999999984
6021;2020-02-29;T19-20;D1;Augsburg;M'gladbach;2;3;2,0;2,0;0,2897;0,3315;0,3788;2,0;0,2332;0,1948;0,572;1,0;0,234907765;1,0;0,11878311999999999;-0,116124645
35144;2020-02-29;T19-20;I1;Napoli;Torino;2;1;1,0;1,0;0,2553;0,547;0,1977;1,0;0,1991;0,6923;0,1086;1,0;0,05213169;1,0;0,025717385000000002;-0,026414305
35143;2020-02-29;T19-20;I1;Lazio;Bologna;2;0;1,0;1,0;0,1561;0,7619;0,082;1,0;0,1204;0,8332;0,0464;1,0;0,015545604999999995;1,0;0,008324559999999998;-0,007221044999999997
6023;2020-02-29;T19-20;D1;Hoffenheim;Bayern Munich;0;6;2,0;2,0;0,2444;0,2269;0,5286;2,0;0,2404;0,1996;0,5601;1,0;0,140927525;1,0;0,12569608;-0,01523144500000001
6024;2020-02-29;T19-20;D1;Mainz;Paderborn;2;0;1,0;1,0;0,2584;0,5153;0,2263;1,0;0,2617;0,5553;0,183;1,0;0,05899112499999999;1,0;0,05098794500000001;-0,008003179999999985
6025;2020-02-29;T19-20;D1;FC Koln;Schalke 04;3;0;1,0;1,0;0,2561;0,3756;0,3683;1,0;0,2715;0,5302;0,1984;1,0;0,10061605000000001;1,0;0,05651756999999999;-0,04409848000000002
45247;2020-02-29;T19-20;SP1;Eibar;Levante;3;0;1,0;1,0;0,297;0,4417;0,2613;1,0;0,2891;0,4646;0,2463;1,0;0,07824334500000002;1,0;0,07212125;-0,006122095000000022
45248;2020-02-29;T19-20;SP1;Valencia;Betis;2;1;1,0;1,0;0,2588;0,577;0,1642;1,0;0,2661;0,5433;0,1905;1,0;0,04696954000000001;1,0;0,053568784999999994;0,006599244999999983
26665;2020-03-01;T19-20;F1;Lyon;St Etienne;2;0;1,0;1,0;0,2556;0,5615;0,183;1,0;0,2539;0,571;0,175;1,0;0,04939188500000001;1,0;0,04756261000000001;-0,0018292749999999983
45251;2020-03-01;T19-20;SP1;Sevilla;Osasuna;3;2;1,0;1,0;0,2309;0,6261;0,143;1,0;0,1876;0,7152;0,0972;1,0;0,036881905;1,0;0,022320800000000005;-0,014561104999999994
35145;2020-03-01;T19-20;I1;Lecce;Atalanta;2;7;2,0;2,0;0,2449;0,2488;0,5063;2,0;0,2393;0,2111;0,5496;1,0;0,15185785000000002;1,0;0,130062325;-0,02179552500000001
35146;2020-03-01;T19-20;I1;Cagliari;Roma;3;4;2,0;2,0;0,2582;0,2576;0,4842;2,0;0,2052;0,1648;0,63;1,0;0,16635844;1,0;0,08950352;-0,07685492
45252;2020-03-01;T19-20;SP1;Ath Bilbao;Villarreal;1;0;1,0;1,0;0,3119;0,3873;0,3008;1,0;0,2875;0,3972;0,3152;1,0;0,09388112499999998;1,0;0,09103517;-0,0028459549999999834
45259;2020-03-07;T19-20;SP1;Barcelona;Sociedad;1;0;1,0;1,0;0,1556;0,7562;0,0882;1,0;0,1139;0,8432;0,0429;1,0;0,015995300000000004;1,0;0,007406810000000002;-0,00858849
6031;2020-03-07;T19-20;D1;Leverkusen;Ein Frankfurt;4;0;1,0;1,0;0,2213;0,629;0,1497;1,0;0,1514;0,7814;0,0673;1,0;0,03569188999999999;1,0;0,013718900000000003;-0,021972989999999987
6029;2020-03-07;T19-20;D1;Freiburg;Union Berlin;3;1;1,0;1,0;0,2718;0,4826;0,2456;1,0;0,2662;0,544;0,1898;1,0;0,06709730000000001;1,0;0,05344323999999999;-0,013654060000000023
6034;2020-03-07;T19-20;D1;M'gladbach;Dortmund;1;2;2,0;1,0;0,2766;0,4295;0,2939;2,0;0,2699;0,3025;0,4275;0,0;0,28754238499999996;1,0;0,200243885;-0,08729849999999995
16048;2020-03-07;T19-20;E0;Liverpool;Bournemouth;2;1;1,0;1,0;0,1;0,8474;0,0526;1,0;0,0912;0,878;0,0308;1,0;0,00638338;1,0;0,004633039999999998;-0,0017503400000000021
16049;2020-03-07;T19-20;E0;Arsenal;West Ham;1;0;1,0;1,0;0,2276;0,5975;0,1749;1,0;0,1703;0,7478;0,082;1,0;0,04119588499999999;1,0;0,01785485;-0,02334103499999999
16050;2020-03-07;T19-20;E0;Crystal Palace;Watford;1;0;1,0;1,0;0,2907;0,4589;0,2504;1,0;0,2499;0,5839;0,1662;1,0;0,073603325;1,0;0,045036225000000006;-0,02856709999999999
16051;2020-03-07;T19-20;E0;Sheffield United;Norwich;1;0;1,0;1,0;0,2567;0,5854;0,1579;1,0;0,1782;0,7339;0,0879;1,0;0,045413649999999986;1,0;0,019740824999999997;-0,02567282499999999
45262;2020-03-08;T19-20;SP1;Valladolid;Ath Bilbao;1;4;2,0;1,0;0,312;0,4168;0,2712;2,0;0,2926;0,3035;0,4039;0,0;0,31424672;1,0;0,22047498500000004;-0,09377173499999994
6035;2020-03-08;T19-20;D1;Bayern Munich;Augsburg;2;0;1,0;1,0;0,1158;0,8167;0,0674;1,0;0,1099;0,848;0,0421;1,0;0,008982945;1,0;0,006925210000000001;-0,0020577349999999998
45261;2020-03-08;T19-20;SP1;Osasuna;Espanol;1;0;1,0;1,0;0,2632;0,4921;0,2447;1,0;0,2975;0,4511;0,2513;1,0;0,064576165;1,0;0,075854105;0,01127794
16055;2020-03-08;T19-20;E0;Chelsea;Everton;4;0;1,0;1,0;0,2638;0,5317;0,2045;1,0;0,2375;0,6081;0,1544;1,0;0,05570534500000002;1,0;0,04012280500000001;-0,015582540000000006
6037;2020-03-11;T19-20;D1;M'gladbach;FC Koln;2;1;1,0;1,0;0,2374;0,6153;0,1473;1,0;0,1454;0,7917;0,0628;1,0;0,039028025;1,0;0,012548785000000003;-0,026479239999999998
6056;2020-05-26;T19-20;D1;Dortmund;Bayern Munich;0;1;2,0;1,0;0,2441;0,4405;0,3154;2,0;0,2111;0,1691;0,6199;0,0;0,264130985;1,0;0,094557625;-0,16957335999999998
6063;2020-05-27;T19-20;D1;Hoffenheim;FC Koln;3;1;1,0;1,0;0,279;0,4448;0,2761;1,0;0,2725;0,4847;0,2428;1,0;0,07706372;1,0;0,06660404499999999;-0,010459675000000015
6065;2020-05-29;T19-20;D1;Freiburg;Leverkusen;0;1;2,0;2,0;0,2354;0,2364;0,5282;2,0;0,2637;0,2451;0,4912;1,0;0,1390042;1,0;0,164207565;0,025203365000000005
6070;2020-05-30;T19-20;D1;Bayern Munich;Fortuna Dusseldorf;5;0;1,0;1,0;0,1123;0,8205;0,0672;1,0;0,0956;0,8707;0,0337;1,0;0,008563565000000002;1,0;0,005137524999999999;-0,0034260400000000035
6066;2020-05-30;T19-20;D1;Hertha;Augsburg;2;0;1,0;1,0;0,2862;0,4642;0,2496;1,0;0,2316;0,6176;0,1507;1,0;0,07210530000000001;1,0;0,03818959999999999;-0,03391570000000002
6067;2020-05-30;T19-20;D1;Mainz;Hoffenheim;0;1;2,0;2,0;0,2684;0,3445;0,3871;2,0;0,2802;0,2759;0,4439;1,0;0,223842485;1,0;0,19387962500000003;-0,02996285999999998
6071;2020-05-31;T19-20;D1;M'gladbach;Union Berlin;4;1;1,0;1,0;0,2218;0,6363;0,1419;1,0;0,1462;0,7903;0,0635;1,0;0,03466542500000001;1,0;0,012703345;-0,02196208000000001
6072;2020-05-31;T19-20;D1;Paderborn;Dortmund;1;6;2,0;2,0;0,2073;0,1682;0,6245;2,0;0,2063;0,1623;0,6314;1,0;0,09198677;1,0;0,08921282500000002;-0,002773944999999972
6073;2020-06-01;T19-20;D1;FC Koln;RB Leipzig;2;4;2,0;2,0;0,2214;0,183;0,5956;2,0;0,2515;0,2259;0,5226;1,0;0,10627866;1,0;0,145581505;0,039302845
6080;2020-06-06;T19-20;D1;Dortmund;Hertha;1;0;1,0;1,0;0,1372;0,765;0,0978;1,0;0,1102;0,8492;0,0406;1,0;0,01419434;1,0;0,006896200000000004;-0,0072981399999999955
6078;2020-06-06;T19-20;D1;Leverkusen;Bayern Munich;2;4;2,0;2,0;0,2745;0,3483;0,3772;2,0;0,2188;0,1756;0,6056;1,0;0,23161504500000002;1,0;0,10171239999999998;-0,12990264500000004
6081;2020-06-07;T19-20;D1;Werder Bremen;Wolfsburg;0;1;2,0;2,0;0,2636;0,3557;0,3807;2,0;0,2852;0,2881;0,4267;1,0;0,22650872499999997;1,0;0,205005965;-0,021502759999999954
6084;2020-06-12;T19-20;D1;Hoffenheim;RB Leipzig;0;2;2,0;2,0;0,2398;0,2123;0,5478;2,0;0,2404;0,2145;0,5452;1,0;0,130949225;1,0;0,132363085;0,001413859999999989
6086;2020-06-13;T19-20;D1;Fortuna Dusseldorf;Dortmund;0;1;2,0;2,0;0,2041;0,1674;0,6285;2,0;0,1752;0,1316;0,6932;1,0;0,08983453;1,0;0,06241063999999999;-0,027423890000000006
6090;2020-06-13;T19-20;D1;Bayern Munich;M'gladbach;2;1;1,0;1,0;0,1825;0,6899;0,1275;1,0;0,0948;0,8719;0,0333;1,0;0,024794005000000004;1,0;0,005047965;-0,019746040000000006
6096;2020-06-16;T19-20;D1;Werder Bremen;Bayern Munich;0;1;2,0;2,0;0,2024;0,1715;0,6261;2,0;0,1494;0,1109;0,7397;1,0;0,090383485;1,0;0,045038224999999994;-0,045345260000000005
6095;2020-06-16;T19-20;D1;Union Berlin;Paderborn;1;0;1,0;1,0;0,2575;0,5217;0,2208;1,0;0,2593;0,5613;0,1794;1,0;0,05752944499999997;1,0;0,04971042499999999;-0,007819019999999982
6094;2020-06-16;T19-20;D1;Freiburg;Hertha;2;1;1,0;1,0;0,2699;0,462;0,2681;1,0;0,2547;0,56;0,1853;1,0;0,07236181;1,0;0,04960409;-0,022757719999999995
6093;2020-06-16;T19-20;D1;M'gladbach;Wolfsburg;3;0;1,0;1,0;0,2672;0,5346;0,1982;1,0;0,2684;0,5236;0,208;1,0;0,055339540000000007;1,0;0,05765128;0,0023117399999999927
6097;2020-06-17;T19-20;D1;Ein Frankfurt;Schalke 04;2;1;1,0;1,0;0,2571;0,4537;0,2892;1,0;0,2488;0,5864;0,1647;1,0;0,074868525;1,0;0,044530239999999985;-0,03033828500000002
6100;2020-06-17;T19-20;D1;Leverkusen;FC Koln;3;1;1,0;1,0;0,2031;0,6778;0,1192;1,0;0,137;0,8058;0,0572;1,0;0,02771721;1,0;0,011020420000000003;-0,016696789999999996
6108;2020-06-20;T19-20;D1;Paderborn;M'gladbach;1;3;2,0;2,0;0,2416;0,2488;0,5096;2,0;0,2257;0,1851;0,5893;1,0;0,14943136;1,0;0,109848565;-0,03958279500000002
6107;2020-06-20;T19-20;D1;Mainz;Werder Bremen;3;1;1,0;2,0;0,2629;0,3386;0,3985;1,0;0,2666;0,5431;0,1903;0,0;0,11395933;1,0;0,05364482499999998;-0,06031450500000002
6106;2020-06-20;T19-20;D1;Hoffenheim;Union Berlin;4;0;1,0;1,0;0,2937;0,4725;0,2339;1,0;0,2598;0,5602;0,18;1,0;0,07046106500000002;1,0;0,04994801999999998;-0,020513045000000035
6110;2020-06-20;T19-20;D1;Schalke 04;Wolfsburg;1;4;2,0;1,0;0,2848;0,3776;0,3376;2,0;0,2822;0,2745;0,4433;0,0;0,2599424;1,0;0,19477586499999996;-0,06516653500000005
6102;2020-06-20;T19-20;D1;Bayern Munich;Freiburg;3;1;1,0;1,0;0,1247;0,8106;0,0647;1,0;0,1128;0,8431;0,044;1,0;0,00986809;1,0;0,007334325000000001;-0,0025337649999999986
6119;2020-06-27;T19-20;D1;Wolfsburg;Bayern Munich;0;4;2,0;2,0;0,244;0,2062;0,5499;2,0;0,1906;0,1461;0,6633;1,0;0,13110802;1,0;0,074847625;-0,05626039499999999
6118;2020-06-27;T19-20;D1;Werder Bremen;FC Koln;6;1;1,0;1,0;0,2517;0,4677;0,2806;1,0;0,2848;0,4562;0,259;1,0;0,07104462499999999;1,0;0,07409602;0,0030513950000000123
6117;2020-06-27;T19-20;D1;Union Berlin;Fortuna Dusseldorf;3;0;1,0;1,0;0,2633;0,4919;0,2448;1,0;0,2751;0,5206;0,2043;1,0;0,064626965;1,0;0,05870925000000001;-0,005917714999999983
6116;2020-06-27;T19-20;D1;M'gladbach;Hertha;2;1;1,0;1,0;0,234;0,6298;0,1362;1,0;0,1409;0,7994;0,0597;1,0;0,03665322;1,0;0,011708449999999999;-0,02494477
6115;2020-06-27;T19-20;D1;Leverkusen;Mainz;1;0;1,0;1,0;0,2245;0,6545;0,1211;1,0;0,1407;0,7996;0,0597;1,0;0,032520625;1,0;0,011680290000000003;-0,020840334999999995
6114;2020-06-27;T19-20;D1;Freiburg;Schalke 04;4;0;1,0;1,0;0,2672;0,4258;0,307;1,0;0,2481;0,5881;0,1638;1,0;0,08282241999999998;1,0;0,04419202500000001;-0,03863039499999997
6113;2020-06-27;T19-20;D1;Ein Frankfurt;Paderborn;3;2;1,0;1,0;0,2348;0,5711;0,1942;1,0;0,2088;0,6751;0,116;1,0;0,04640292499999999;1,0;0,028538325000000003;-0,017864599999999987
6111;2020-06-27;T19-20;D1;Augsburg;RB Leipzig;1;2;2,0;2,0;0,2366;0,2291;0,5343;2,0;0,1788;0,1358;0,6854;1,0;0,136428025;1,0;0,0654713;-0,07095672500000001
45312;2020-06-28;T19-20;SP1;Levante;Betis;4;2;1,0;1,0;0,2969;0,4532;0,2499;1,0;0,2752;0,5182;0,2065;1,0;0,07529981000000001;1,0;0,059209300000000006;-0,016090510000000002
45376;2020-07-19;T19-20;SP1;Sevilla;Valencia;1;0;1,0;1,0;0,2702;0,5234;0,2064;1,0;0,2371;0,6147;0,1482;1,0;0,05780450000000001;1,0;0,039089825;-0,018714675000000007
45374;2020-07-19;T19-20;SP1;Levante;Getafe;1;0;1,0;1,0;0,2993;0,3944;0,3063;1,0;0,309;0,3809;0,3101;1,0;0,09170009000000001;1,0;0,095821505;0,004121414999999989
45426;2020-10-18;T20-21;SP1;Villarreal;Valencia;2;1;1,0;1,0;0,2819;0,4474;0,2708;1,0;0,2599;0,56;0,1801;1,0;0,07637304999999998;1,0;0,04999200999999999;-0,026381039999999994
45432;2020-10-24;T20-21;SP1;Osasuna;Ath Bilbao;1;0;1,0;1,0;0,295;0,4802;0,2248;1,0;0,3082;0,3918;0,3;1,0;0,06878002;1,0;0,09249362;0,0237136
16202;2020-10-24;T20-21;E0;Liverpool;Sheffield United;2;1;1,0;1,0;0,1412;0,782;0,0768;1,0;0,0976;0,8677;0,0347;1,0;0,012917839999999996;1,0;0,005364924999999999;-0,007552914999999998
16203;2020-10-25;T20-21;E0;Southampton;Everton;2;0;1,0;2,0;0,297;0,3257;0,3774;1,0;0,2563;0,5496;0,1941;0,0;0,11528214499999997;1,0;0,05168225;-0,06359989499999998
16208;2020-10-30;T20-21;E0;Wolves;Crystal Palace;2;0;1,0;1,0;0,2883;0,425;0,2867;1,0;0,2488;0,5864;0,1647;1,0;0,08265688999999998;1,0;0,044530239999999985;-0,03812665
35327;2020-10-31;T20-21;I1;Bologna;Cagliari;3;2;1,0;1,0;0,2894;0,4149;0,2957;1,0;0,2626;0,5427;0,1947;1,0;0,08559542500000003;1,0;0,05343342500000002;-0,03216200000000001
16209;2020-10-31;T20-21;E0;Sheffield United;Man City;0;1;2,0;2,0;0,2431;0,2326;0,5243;2,0;0,1713;0,1317;0,697;1,0;0,14269405000000002;1,0;0,06057634500000002;-0,082117705
16210;2020-10-31;T20-21;E0;Burnley;Chelsea;0;3;2,0;2,0;0,2473;0,2364;0,5164;2,0;0,2129;0,1725;0,6147;1,0;0,14756149000000002;1,0;0,09692978499999999;-0,05063170500000003
16211;2020-10-31;T20-21;E0;Liverpool;West Ham;2;1;1,0;1,0;0,1469;0,7805;0,0726;1,0;0,0947;0,8723;0,033;1,0;0,013425185000000001;1,0;0,0050285450000000015;-0,00839664
6169;2020-10-31;T20-21;D1;FC Koln;Bayern Munich;1;2;2,0;2,0;0,1862;0,1548;0,659;2,0;0,147;0,1087;0,7443;1,0;0,07547572;1,0;0,04349574499999999;-0,03197997500000001
6166;2020-10-31;T20-21;D1;Augsburg;Mainz;3;1;1,0;1,0;0,2354;0,5702;0,1943;1,0;0,2774;0,514;0,2086;1,0;0,04660225999999998;1,0;0,06023236;0,01363010000000002
45443;2020-10-31;T20-21;SP1;Osasuna;Ath Madrid;1;3;2,0;2,0;0,2831;0,2175;0,4995;2,0;0,2715;0,2633;0,4652;1,0;0,16537298500000003;1,0;0,17986164499999996;0,014488659999999931
26754;2020-10-31;T20-21;F1;Rennes;Brest;2;1;1,0;1,0;0,2267;0,6366;0,1366;1,0;0,1856;0,7193;0,0951;1,0;0,03503988999999999;1,0;0,021745684999999994;-0,013294204999999996
6171;2020-11-01;T20-21;D1;Freiburg;Leverkusen;2;4;2,0;2,0;0,2533;0,2175;0,5293;2,0;0,2697;0,2648;0,4655;1,0;0,142906765;1,0;0,17921416999999998;0,03630740499999999
35328;2020-11-01;T20-21;I1;Udinese;Milan;1;2;2,0;2,0;0,2341;0,1953;0,5707;2,0;0,2604;0,2471;0,4925;1,0;0,119593585;1,0;0,16268220500000002;0,04308862000000002
35332;2020-11-01;T20-21;I1;Roma;Fiorentina;2;0;1,0;1,0;0,2525;0,5448;0,2028;1,0;0,2376;0,6074;0,155;1,0;0,05242177000000002;1,0;0,04023937999999999;-0,012182390000000029
45446;2020-11-01;T20-21;SP1;Celta;Sociedad;1;4;2,0;2,0;0,2818;0,3275;0,3907;2,0;0,2768;0,2484;0,4749;1,0;0,22532886499999996;1,0;0,17622664;-0,04910222499999997
26760;2020-11-01;T20-21;F1;Reims;Strasbourg;2;1;1,0;1,0;0,2629;0,442;0,2951;1,0;0,2885;0,4621;0,2493;1,0;0,07810020999999998;1,0;0,07271630500000001;-0,005383904999999967
26761;2020-11-01;T20-21;F1;Monaco;Bordeaux;4;0;1,0;1,0;0,2923;0,4245;0,2832;1,0;0,2746;0,5148;0,2106;1,0;0,082820765;1,0;0,05987875999999999;-0,022942005000000015
16215;2020-11-01;T20-21;E0;Tottenham;Brighton;2;1;1,0;1,0;0,1687;0,7325;0,0988;1,0;0,1648;0,7577;0,0775;1,0;0,019110564999999996;1,0;0,016582644999999993;-0,002527920000000003
45449;2020-11-02;T20-21;SP1;Villarreal;Valladolid;2;0;1,0;1,0;0,2138;0,6536;0,1326;1,0;0,2522;0,5784;0,1694;1,0;0,031646600000000004;1,0;0,0461506;0,014503999999999996
26763;2020-11-06;T20-21;F1;Strasbourg;Marseille;0;1;2,0;2,0;0,2442;0,2044;0,5514;2,0;0,2697;0,2624;0,4679;1,0;0,1304378;1,0;0,17793425;0,047496449999999996
16219;2020-11-06;T20-21;E0;Southampton;Newcastle;2;0;1,0;1,0;0,256;0,5228;0,2213;1,0;0,2531;0,5767;0,1702;1,0;0,05723271999999999;1,0;0,046513824999999995;-0,010718894999999992
16222;2020-11-07;T20-21;E0;Chelsea;Sheffield United;4;1;1,0;1,0;0,2031;0,6781;0,1188;1,0;0,224;0,6442;0,1318;1,0;0,027681525000000002;1,0;0,033773620000000004;0,006092095000000002
16220;2020-11-07;T20-21;E0;Everton;Man United;1;3;2,0;1,0;0,2743;0,4002;0,3255;2,0;0,2557;0,2374;0,5069;0,0;0,26509537;1,0;0,15426505;-0,11083032000000001
