version;datetime;validation;test;batch_size;gamma_scheduler;gamma_tabnet;len_test;len_train;len_val;lr;n_a;n_d;n_independent;n_shared;n_steps
0;2024-05-23 19:50:49.187098;0,3976086543936231;;2048;0,4387149143176392;1,3822792413639868;2631;17786;5269;0,0010648992876569272;20;8;4;5;5
1;2024-05-23 19:52:03.423078;0,4596697665591194;0,4161915621436716;1024;0,8750786955747699;1,4303472299865359;2631;17786;5269;0,3161251538420852;62;9;5;5;7
