version;datetime;validation;test;batch_size;gamma_pi;gamma_scheduler;gamma_tabnet;lamda;len_test;len_train;len_val;lr;mask_type;n_a;n_d;n_independent;n_shared;n_steps;pretraining_ratio
0;2024-01-25 19:33:47.717501;0,45841355410088563;;4096;0,6553479333035143;0,3960695945588002;1,955012531509532;0,06417607295670663;2607;17222;5194;0,5169482227899219;sparsemax;16;21;5;4;4;0,22040520342309677
1;2024-01-25 19:35:29.204605;0,4470542934154794;;8192;0,15670854553502123;0,1885963157100216;1,0632282652681107;0,023949109719150024;2607;17222;5194;0,4415835762335785;entmax;54;39;2;2;3;0,7850184116426332
2;2024-01-25 19:36:41.423910;0,5562187139006546;0,5274261603375527;2048;0,22050588790205866;0,5143568278959061;1,5502635251495154;0,08895132900693307;2607;17222;5194;0,00519766677726923;entmax;20;11;4;1;4;0,23573747239052525
