datetime;validation;test;batch_size;gamma_pi;gamma_scheduler;gamma_tabnet;lamda;lr;n_a;n_d;n_independent;n_shared;n_steps
2023-12-23 08:29:27.132787;0,5166979904582911;;4096;0,42514598692627825;0,1531872882316549;1,0479163137308254;0,044767998460410324;0,23759625184672753;12;56;1;3;6
2023-12-23 08:33:23.211482;0,5161197050744543;;4096;0,6014075838385002;0,23177414028249893;1,1746977850721074;0,08158688603323212;0,08328156648813441;11;40;1;4;9
2023-12-23 08:38:52.112693;0,5164088477663727;;4096;0,5172770917919788;0,13887066273221577;1,2821837784936332;0,06843620644624619;0,12081314731983739;16;63;1;3;8
2023-12-23 08:47:28.266692;0,5166979904582911;;4096;0,6678867451211107;0,3957342371023306;1,3857172959792792;0,09612467119467698;0,06760354300547909;13;52;5;3;7
2023-12-23 09:02:21.944381;0,516553419112332;;4096;0,6622483043112409;0,20413550412719095;1,2195916264892563;0,06376227159744385;0,19348521587282777;12;46;1;5;8
2023-12-23 09:08:07.515011;0,5155414196906173;;1024;0,7829259901915228;0,26996757760623646;1,144146360721609;0,07823778757578619;0,503580936003012;8;38;5;4;8
2023-12-23 09:17:29.699122;0,5179991325719242;0,4856614246068455;4096;0,7081255222458961;0,3618200850749535;1,0320606664686103;0,08673827320522154;0,11955908463028433;10;46;4;1;8
2023-12-23 09:22:21.800665;0,5171317044961689;;4096;0,6251926861132491;0,472845791123082;1,0301637582898657;0,0951726048955143;0,10042892186085388;11;48;4;1;9
2023-12-23 09:28:29.102240;0,5174208471880873;;4096;0,691536430076595;0,37602502426702245;1,041257693924644;0,0860840465730148;0,13846021726496377;18;41;5;3;7
2023-12-23 09:34:04.548965;0,5161197050744543;;4096;0,7684779925542919;0,14557798506489028;1,0211876848107677;0,08987141376340693;0,2454075916118779;20;58;4;3;10
2023-12-23 09:42:26.093204;0,5156859910365765;;1024;0,5690810111735809;0,10192059235616496;1,0044313755609833;0,08209672239210289;0,07182866018125929;8;45;5;2;8
2023-12-23 09:51:05.219694;0,5152522769986989;;512;0,840101186449494;0,35040345079482915;1,0907811126706755;0,09462657991813898;0,11570864477560937;10;51;1;1;5
2023-12-23 09:59:46.697422;0,5148185629608212;;8192;0,7555341353974685;0,21087510969521206;1,1885559329949924;0,0985812320929403;0,20496800858593225;12;40;4;2;7
2023-12-23 10:05:19.686033;0,5175654185340466;;1024;0,6709209454480025;0,5228736199424231;1,1250529592192122;0,08710740213719;0,3941559779683098;9;47;5;4;9
2023-12-23 10:16:05.060312;0,5168425618042504;;1024;0,6864314093396774;0,5233662104316544;1,1433393013161675;0,08854618849418433;0,3588949048242129;9;47;5;5;9
2023-12-23 10:24:34.556906;0,5044094260517565;;1024;0,6281158737871898;0,5785512925021676;1,2088563629258249;0,08477893969265937;0,489967920174437;8;55;5;4;10
2023-12-23 10:34:18.537702;0,5162642764204135;;1024;0,7284242613570491;0,48439426024238114;1,1136114552853766;0,09269214290557153;0,15753923182636587;10;44;5;4;9
2023-12-23 10:42:36.533276;0,5172762758421281;;1024;0,6753430296002093;0,40925727630983444;1,0844260027423365;0,07178539465802952;0,29273507400021587;11;50;4;3;8
2023-12-23 11:02:56.663502;0,5168425618042504;;4096;0,7154034465005106;0,4587835511285337;1,145074948582361;0,08412533643436991;0,09568771628558345;8;38;5;5;9
2023-12-23 11:14:44.064263;0,5156859910365765;;1024;0,8356889935551229;0,5203430868828951;1,049122042395813;0,08856051863591934;0,20231085247495284;9;35;4;1;8
2023-12-23 11:21:49.684418;0,5158305623825358;;8192;0,7859228294418663;0,32538114932453677;1,1243114103606457;0,07570867476005447;0,39516338934859124;10;51;5;4;6
2023-12-23 11:31:46.090606;0,5152522769986989;;4096;0,6582715863329346;0,3775470563840221;1,2071366331722193;0,09300893931354706;0,6368168979431378;12;59;2;3;7
2023-12-23 11:40:09.233270;0,5161197050744543;;512;0,7480863603735126;0,2708784689684575;1,0005345982066673;0,09961181655375878;0,13976510618909843;27;47;1;2;8
2023-12-23 11:48:07.482304;0,5164088477663727;;1024;0,6110890825700571;0,4411953483256733;1,1000351611393997;0,08079100426401056;0,2654532253612952;9;28;4;1;10
2023-12-23 11:59:56.048041;0,5164088477663727;;2048;0,7347425741143563;0,2863247741100762;1,1614412303513109;0,08386124126554224;0,024029586046743732;9;40;3;1;8
2023-12-23 12:06:06.864594;0,5169871331502096;;4096;0,7105776620849054;0,307396656171059;1,0704416216304278;0,07556049226853573;0,05717889327811564;10;43;3;1;8
2023-12-23 12:10:18.276153;0,5168425618042504;;2048;0,6482900410310842;0,2516673783430987;1,1006709049872592;0,07800124144098544;0,01931540390190845;8;34;3;1;7
2023-12-23 12:16:23.949783;0,5145294202689027;;4096;0,7714273269054489;0,2158655254188175;1,1362853852127943;0,09075779292037633;0,22116752948439602;11;32;2;1;9
2023-12-23 12:20:53.500584;0,515396848344658;;2048;0,8712210247156558;0,3234526295101129;1,181524430744174;0,09665865384366722;0,16909737099481129;13;36;3;1;7
2023-12-23 12:27:33.893075;0,515396848344658;;8192;0,694738821741746;0,13217164530172476;1,040767470787728;0,08572746204447731;0,046674751577132786;14;30;4;2;8
2023-12-23 12:35:59.817987;0,5156859910365765;;1024;0,5789229331476328;0,1599107103234708;1,0804433745028654;0,07941271163651002;0,029154701183817414;9;39;3;1;6
2023-12-23 12:41:47.285049;0,5145294202689027;;2048;0,8079563570118993;0,17231807723176812;1,1126590569561707;0,08833458209067566;0,03985176724992642;10;42;2;2;9
2023-12-23 12:45:44.555188;0,5169871331502096;;4096;0,7236799843571178;0,21447339401340804;1,260123530989889;0,0826760805856969;0,2712534970839094;11;53;4;1;8
2023-12-23 12:51:11.377058;0,517854561225965;;512;0,6523697678576355;0,34386338471806244;1,1546604527501685;0,07196512430602865;0,08872893322724833;12;45;1;2;5
2023-12-23 12:58:54.008112;0,5162642764204135;;512;0,6280128792450903;0,3627157697344506;1,1568213749928893;0,07244053040333188;0,08014037042782;12;48;1;2;5
2023-12-23 13:03:23.330583;0,5148185629608212;;512;0,68945138111509;0,4173835293851282;1,1965907349521936;0,07677087118939503;0,12868044034869747;9;44;1;3;4
2023-12-23 13:08:04.933356;0,515975133728495;;512;0,6579614681621991;0,2821851033210382;1,1683430621172128;0,07122891660420122;0,09998004154595752;10;36;1;1;5
2023-12-23 13:12:55.639084;0,517854561225965;;512;0,7530296680035374;0,251481023458843;1,0565164300612857;0,08006239047039188;0,16309742313926703;8;45;2;3;7
2023-12-23 13:19:52.601560;0,516553419112332;;512;0,7568299379507287;0,33654445714041836;1,0574584572266201;0,0912958075823195;0,16989636186272816;8;49;2;3;6
2023-12-23 13:26:45.309429;0,5151077056527397;;512;0,5963269860208082;0,2475794163147033;1,0234462943406988;0,07402067757152442;0,11423931415825576;8;45;1;3;7
2023-12-23 13:33:12.845727;0,5149631343067804;;512;0,55138326442929;0,392215032796278;1,1248888946354627;0,08038680111668028;0,1445004684454751;15;60;1;3;4
2023-12-23 13:37:52.438288;0,5168425618042504;;512;0,7073480621837969;0,3112509349366584;1,2316898500437001;0,0868407077506091;0,1899013558132453;63;53;2;3;6
2023-12-23 13:45:20.575932;0,5171317044961689;;4096;0,667517270561722;0,1864275828608597;1,082814851589303;0,09669166116616615;0,08622649858192055;10;55;1;4;7
2023-12-23 13:51:33.192751;0,5172762758421281;;512;0,7391372645136052;0,3480958465999631;1,0625763415320144;0,08274881744125694;0,07156056888106167;13;41;1;3;6
2023-12-23 14:03:09.092074;0,5143848489229434;;2048;0,639813094287649;0,13077964394989539;1,1065810970135335;0,07575924330556696;0,22067209395939336;11;39;3;1;8
2023-12-23 14:07:18.346851;0,5158305623825358;;1024;0,7737155450652013;0,2574277982320996;1,1416533636035482;0,07915747899785745;0,1048984573829076;9;46;3;3;8
2023-12-23 14:13:21.929309;0,5168425618042504;;4096;0,8057833556464011;0,3013485138539504;1,1748624632138953;0,06989839574602882;0,3112327956940081;8;43;2;2;7
2023-12-23 14:19:58.055089;0,516553419112332;;2048;0,681734560479629;0,23881219257040898;1,096570647903957;0,07794646463233995;0,15754205003336658;9;38;1;1;7
2023-12-23 14:23:26.259850;0,5164088477663727;;1024;0,7120610805070768;0,22254798505212953;1,0341534591793706;0,08689654680995894;0,13607188744896326;10;48;5;2;8
2023-12-23 14:30:01.267941;0,5166979904582911;;4096;0,7357221083218413;0,2852106777485302;1,1191873574045288;0,0819039672206116;0,05708719213539211;12;51;1;1;9
2023-12-23 14:33:50.323855;0,5143848489229434;;512;0,616396359338707;0,49897794999465517;1,1993269152999857;0,07364247090263806;0,2519414620492925;8;34;3;3;5
2023-12-23 14:40:37.361126;0,5161197050744543;;2048;0,6536515742922895;0,1722172797233128;1,1545318680119023;0,06667151558033821;0,09237657912027814;16;42;5;1;9
2023-12-23 14:48:02.848303;0,5174208471880873;;8192;0,7536974693524493;0,37631423612090853;1,0772776622427096;0,09133764377299469;0,18494587172448013;11;46;2;4;6
