datetime;validation;test;activation;b1;b2;batch_size;factor_flag;learning_rate;method;mode;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;num_hidden_layers;optim;scaler
2023-12-20 11:51:40.902343;0,5215517282485962;;selu;;;64;False;0,003696486546243614;;batchnorm;12;15,0;16,0;28,0;30,0;5;sgd;minmax
2023-12-20 11:53:52.198259;0,5281968116760254;;leaky_relu;0,19249845685116285;0,1586711563186758;64;False;0,007288081678196806;;vanilla;7;20,0;11,0;10,0;3,0;5;adam;minmax
2023-12-20 11:55:53.853395;0,5251436829566956;;leaky_relu;0,22239457168666482;0,20018587087606723;64;False;0,005090375097052742;anova;vanilla;6;18,0;9,0;27,0;23,0;5;adam;normalizer
2023-12-20 11:57:54.913804;0,5285714268684387;;selu;0,05961073519352331;0,26027129069333904;32;False;0,004434935033183047;;vanilla;8;26,0;14,0;29,0;16,0;5;adam;minmax
2023-12-20 12:01:49.162789;0,4096623659133911;;leaky_relu;0,11415792234458566;0,2282434305724012;64;True;0,0027492825168745575;;vanilla;9;17,0;10,0;7,0;24,0;5;adam;minmax
2023-12-20 12:03:49.400416;0,5289152264595032;;leaky_relu;0,06957513551992908;0,24178521056138252;64;False;0,004304389560463991;;vanilla;10;16,0;12,0;28,0;22,0;5;adam;minmax
2023-12-20 12:05:49.635934;0,5285560488700867;;leaky_relu;0,07843887744915412;0,29006951424894967;64;False;0,0054435239167770775;;vanilla;10;13,0;11,0;27,0;23,0;5;adam;minmax
2023-12-20 12:07:51.007258;0,5292744040489197;;leaky_relu;0,09709291172582243;0,1711780969224035;64;False;0,0034457966330535324;;vanilla;27;16,0;8,0;20,0;25,0;5;adam;minmax
2023-12-20 12:09:45.777686;0,5280172228813171;;leaky_relu;0,042559444607711654;0,21559642862030798;64;False;0,00647108821356012;;vanilla;11;17,0;11,0;30,0;24,0;5;adam;minmax
2023-12-20 12:11:47.975295;0,5287356376647949;;leaky_relu;0,13967568329229405;0,3106398665005379;64;False;0,004776790361159691;;vanilla;9;19,0;13,0;26,0;25,0;5;adam;minmax
2023-12-20 12:13:48.525883;0,524784505367279;;leaky_relu;0,08553165753720876;0,12938664751564866;64;False;0,00400897446266818;anova;vanilla;11;9,0;12,0;;;3;adam;normalizer
2023-12-20 12:15:41.494489;0,523886501789093;;selu;0,029067111528181654;0,25519302222172713;64;False;0,005605840226551859;;dropout;7;15,0;11,0;29,0;21,0;5;adam;minmax
2023-12-20 12:18:26.554227;0,5289152264595032;;leaky_relu;0,05524270892857223;0,41304355282039457;64;False;0,007028523998871199;;vanilla;10;11,0;10,0;29,0;28,0;5;adam;minmax
2023-12-20 12:20:26.162205;0,5226934552192688;;leaky_relu;0,010733084105954908;0,2743743458903585;256;False;0,009022595267578037;anova;vanilla;12;14,0;28,0;24,0;27,0;5;adam;normalizer
2023-12-20 12:21:19.870499;0,530351996421814;;selu;0,16399079944380485;0,08024262429497474;64;False;0,0038288334482334888;;vanilla;8;18,0;14,0;30,0;19,0;5;adam;minmax
2023-12-20 12:23:21.420409;0,5290948152542114;;selu;0,16184742703533642;0,07467747889847809;64;False;0,0035322962065667818;;vanilla;8;18,0;14,0;30,0;19,0;5;adam;minmax
2023-12-20 12:25:22.708174;0,5305315852165222;;selu;0,24115862946075117;0,08549551321362223;64;False;0,004777766177503144;;vanilla;7;17,0;15,0;30,0;22,0;5;adam;minmax
2023-12-20 12:27:24.487354;0,5285560488700867;;selu;0,20216282282612666;0,07852974218471545;64;False;0,004081977026340676;;vanilla;7;17,0;15,0;30,0;20,0;5;adam;minmax
2023-12-20 12:29:26.592540;0,529633641242981;;selu;0,1193834336081176;0,11456503176083498;64;False;0,005085953349083719;;vanilla;5;18,0;15,0;30,0;22,0;5;adam;minmax
2023-12-20 12:31:51.281843;0,5254360437393188;;selu;0,26998127456630383;0,05228326060392092;128;False;0,003125647341101191;;vanilla;8;29,0;16,0;29,0;23,0;5;adam;minmax
2023-12-20 12:32:57.945563;0,5285560488700867;;selu;0,2363842962364936;0,04303012795630156;64;False;0,006221918771874143;;vanilla;6;19,0;14,0;30,0;21,0;5;adam;minmax
2023-12-20 12:34:58.608169;0,5285714268684387;;selu;0,1764161316465024;0,09483077677268147;16;False;0,004006699747321062;;vanilla;18;17,0;17,0;28,0;19,0;5;adam;minmax
2023-12-20 12:42:41.266427;0,5251436829566956;;selu;0,24752166077364754;0,14795783296556578;64;False;0,004592138912179721;anova;vanilla;7;18,0;13,0;29,0;22,0;5;adam;normalizer
2023-12-20 12:44:43.933663;0,49802443385124207;;selu;;;64;False;0,002652434163587845;pca;vanilla;8;19,0;13,0;29,0;23,0;5;sgd;maxabs
2023-12-20 12:48:03.902989;0,5269396305084229;;selu;0,14400167945742426;0,13121871901361742;64;False;0,005385115067705548;;vanilla;9;18,0;14,0;30,0;;4;adam;minmax
2023-12-20 12:50:02.207955;0,5294540524482727;;selu;0,11880298108500753;0,11615929979633538;64;False;0,00528716049790595;;vanilla;5;18,0;15,0;30,0;22,0;5;adam;minmax
2023-12-20 12:52:26.689389;0,5271192789077759;;selu;0,10914650682831324;0,10026388609382847;64;False;0,0047862403753139325;;vanilla;6;17,0;15,0;30,0;17,0;5;adam;minmax
2023-12-20 12:54:30.048139;0,5298132300376892;;selu;0,15643141368826696;0,18136918867242752;64;False;0,006013469704944129;;vanilla;7;20,0;14,0;29,0;22,0;5;adam;minmax
2023-12-20 12:56:32.038471;0,5272988677024841;;selu;0,18926674839619978;0,1815852220880549;64;False;0,005975742909286409;;vanilla;7;20,0;;;;2;adam;minmax
2023-12-20 12:58:22.405076;0,5287356376647949;;selu;0,2209205910710279;0,15939360470501907;64;False;0,007956201584244756;;vanilla;7;22,0;14,0;28,0;21,0;5;adam;minmax
2023-12-20 13:00:25.056751;0,5188577771186829;;relu;0,1402574925612564;0,21243598971417252;64;False;0,0035203886933817233;;batchnorm;8;20,0;12,0;29,0;24,0;5;adam;minmax
2023-12-20 13:02:35.306774;0,5283764600753784;;selu;0,3232729243826344;0,19442993410301498;64;False;0,006926482872362434;;vanilla;7;19,0;13,0;28,0;29,0;5;adam;normalizer
2023-12-20 13:04:35.684675;0,5285560488700867;;selu;0,16809765075130237;0,17642193249615087;64;False;0,012002689771359248;anova;vanilla;6;11,0;;;;2;adam;minmax
2023-12-20 13:06:26.386314;0,2548491358757019;;selu;0,352261725038672;0,23231279616878306;64;True;0,010523309753661616;;vanilla;9;23,0;14,0;29,0;14,0;5;adam;minmax
2023-12-20 13:08:29.587352;0,5281968116760254;;leaky_relu;0,07083157870052417;0,15030896862217938;64;False;0,004331584961073901;;vanilla;8;16,0;12,0;29,0;;4;adam;minmax
2023-12-20 13:10:27.939845;0,5290948152542114;;selu;0,09937501565772403;0,12579686723855363;64;False;0,005055561565226347;;vanilla;5;18,0;16,0;30,0;22,0;5;adam;minmax
2023-12-20 13:12:28.546494;0,5305315852165222;;selu;0,1571020434450832;0,02796664393140623;64;False;0,005841327741407145;;vanilla;6;18,0;14,0;30,0;22,0;5;adam;minmax
2023-12-20 13:14:28.892414;0,5283764600753784;;selu;0,14763612847559793;0,01297706180630731;64;False;0,006083592289260771;;vanilla;6;17,0;13,0;28,0;23,0;5;adam;minmax
2023-12-20 13:16:31.075014;0,5298132300376892;;selu;0,20733709160596497;0,028413518674223655;64;False;0,00442920884311193;;vanilla;7;19,0;14,0;30,0;20,0;5;adam;minmax
2023-12-20 13:18:32.824344;0,530351996421814;;selu;0,19146562185117777;0,029387851985630126;64;False;0,0038605376147962797;;vanilla;7;19,0;15,0;30,0;20,0;5;adam;minmax
2023-12-20 13:20:33.000882;0,5280357003211975;;selu;0,18640668393056492;0,06367458264433618;32;False;0,003814586465938964;;vanilla;8;21,0;15,0;30,0;20,0;5;adam;normalizer
2023-12-20 13:24:59.095207;0,5249640941619873;;selu;0,21173729434366978;0,03474349499141921;64;False;0,003044457932599216;anova;vanilla;7;19,0;14,0;30,0;18,0;5;adam;minmax
2023-12-20 13:27:00.399941;0,4594109058380127;;selu;0,20181621642756828;0,03641088612877724;64;False;0,0038822974082467457;;dropout;8;19,0;15,0;29,0;21,0;5;adam;minmax
2023-12-20 13:28:58.568814;0,5278376340866089;;selu;0,16738914548782524;0,03167182185750449;64;False;0,019855850949523544;;vanilla;9;20,0;14,0;30,0;20,0;5;adam;minmax
2023-12-20 13:31:01.074525;0,5251436829566956;;selu;0,2565317481846152;0,07878472378304043;64;False;0,014711192214660338;;vanilla;7;18,0;16,0;29,0;22,0;5;adam;normalizer
2023-12-20 13:33:47.874274;0,5298132300376892;;selu;0,22016406050908435;0,04795208374344201;64;False;0,004273037101719741;;vanilla;7;19,0;13,0;30,0;23,0;5;adam;minmax
2023-12-20 13:35:51.099612;0,5289152264595032;;selu;0,23825164016425993;0,05205975709905858;64;False;0,004357499812335725;;vanilla;6;18,0;13,0;30,0;23,0;5;adam;minmax
2023-12-20 13:37:52.934644;0,529633641242981;;selu;0,22283408437047422;0,015105674823445804;64;False;0,0032864797271495733;;vanilla;7;19,0;14,0;30,0;22,0;5;adam;minmax
2023-12-20 13:40:42.421840;0,5285560488700867;;selu;0,18743511507491117;0,05704474964056322;64;False;0,005722952806426118;;vanilla;8;19,0;13,0;29,0;21,0;5;adam;minmax
2023-12-20 13:42:44.195730;0,529633641242981;;selu;0,1542227243403163;0,021038640470733116;64;False;0,004267235632299624;;vanilla;7;20,0;13,0;30,0;24,0;5;adam;minmax
2023-12-20 13:45:47.756062;0,5235273241996765;;selu;0,280045164149429;0,04305877968808523;64;False;0,007648481590073106;anova;vanilla;6;19,0;14,0;29,0;23,0;5;adam;minmax
2023-12-20 13:47:49.903829;0,5258556604385376;;selu;0,1955113999552099;0,07274354963963482;256;False;0,0038131867852315413;;vanilla;8;20,0;15,0;30,0;19,0;5;adam;minmax
2023-12-20 13:48:32.784909;0,5290948152542114;;selu;0,20857439665001115;0,0914071191933204;64;False;0,006441773269693697;;vanilla;8;12,0;4,0;29,0;23,0;5;adam;minmax
2023-12-20 13:50:34.945362;0,5274784564971924;;selu;0,4216015822110425;0,029651034535441274;64;False;0,005590791150649195;;vanilla;7;18,0;12,0;30,0;24,0;5;adam;normalizer
