val_loss,val_accuracy,val_rps,epoch,step,train_loss_epoch,train_accuracy_epoch
2.0454177856445312,0.4375,4.922443389892578,0,0,,
,,,0,0,1.2090357542037964,0.25
6.120311737060547,0.25,22.502960205078125,1,1,,
,,,1,1,2.5406646728515625,0.25
