matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_1_H;pagerank_1_A;pagerank_2_H;pagerank_2_A;pagerank_5_H;pagerank_5_A;pagerank_10_H;pagerank_10_A
23;D1;T00-01;2000-09-06;Dortmund;Munich 1860;2;3;A;0,4885038819629616;0,1483041332302508;0,5763954718406875;0,1927713588275513;0,3236237380736786;0,2287200938428843;0,6321208943263357;0,6305628758701137
96;D1;T00-01;2000-11-04;Stuttgart;Hansa Rostock;1;0;H;0,4657584139857803;0,476791084474118;0,5088603919011659;0,563113177547655;0,7573241687129916;0,6191637273320487;0,5981453363474847;0,5528994845525977
42;D1;T00-01;2000-09-16;Leverkusen;Hansa Rostock;1;2;A;0,4640189467503565;0,9596256156970664;0,5685889048372683;0,8840212766591247;0,9873278508317896;0,5450735365388292;0,7139189409128562;0,5528994845525977
55;D1;T00-01;2000-09-30;Bayern Munich;Hansa Rostock;0;1;A;0,5220356904962216;0,6378560825296022;0,4964325930571835;0,6744867056958946;0,8103036226489226;0,6191637273320487;0,8206826714341326;0,5528994845525977
24;D1;T00-01;2000-09-06;Ein Frankfurt;Hansa Rostock;4;0;H;0,1275354174540628;0,9596256156970664;0,1794333038354136;0,8840212766591247;0,4476455023055544;0,5450735365388292;0,5058949241472773;0,5528994845525977
77;D1;T00-01;2000-10-21;Stuttgart;Unterhaching;2;2;D;0,6670398570642159;0,3874234435501578;0,6461341929804706;0,3233968899112265;0,7573241687129916;0,4429291817173276;0,5981453363474847;0,5349603160377493
20;D1;T00-01;2000-09-05;Leverkusen;Unterhaching;1;0;H;0,4640189467503565;0,1933937920930514;0,5685889048372683;0,1830822361922992;0,9873278508317896;0,7596674916203091;0,7139189409128562;0,5349603160377493
37;D1;T00-01;2000-09-16;Bayern Munich;Unterhaching;3;1;H;0,9509220623637415;0,1933937920930514;0,602619746306156;0,1830822361922992;0,6508752336189604;0,7596674916203091;0,8206826714341326;0,5349603160377493
103;D1;T00-01;2000-11-11;Hansa Rostock;Unterhaching;2;2;D;0,476791084474118;0,3975584965488666;0,563113177547655;0,4342840315624248;0,6191637273320487;0,4429291817173276;0,5528994845525977;0,5349603160377493
68;D1;T00-01;2000-10-14;Stuttgart;Hamburg;3;3;D;0,6670398570642159;0,3969069647003404;0,6461341929804706;0,4632168709931915;0,7573241687129916;0,6052834573620849;0,5981453363474847;0,5569893322361321
51;D1;T00-01;2000-09-23;Wolfsburg;Hamburg;4;4;D;0,1020947429115524;0,1830765209764331;0,3860017952588238;0,3536239341526373;0,2372086994819039;0,8205518600539112;0,6168697785563696;0,5569893322361321
86;D1;T00-01;2000-10-28;Unterhaching;Hamburg;2;1;H;0,3975584965488666;0,4618803857041226;0,4342840315624248;0,5697957575426238;0,4429291817173276;0,6052834573620849;0,5349603160377493;0,5569893322361321
122;D1;T00-01;2000-11-25;Hansa Rostock;Hamburg;1;0;H;0,476791084474118;0,4618803857041226;0,563113177547655;0,5697957575426238;0,6191637273320487;0,6052834573620849;0,5528994845525977;0,5569893322361321
22;D1;T00-01;2000-09-06;Bayern Munich;Wolfsburg;3;1;H;0,9509220623637415;0,1020947429115524;0,602619746306156;0,3860017952588238;0,6508752336189604;0,2372086994819039;0,8206826714341326;0,6168697785563696
119;D1;T00-01;2000-11-25;Dortmund;Wolfsburg;2;1;H;0,2910325304654699;0,515515069821869;0,4584005006757744;0,4924488056587748;0,5686229511746509;0,6877431261343594;0,6321208943263357;0,6168697785563696
101;D1;T00-01;2000-11-11;Munich 1860;Wolfsburg;2;2;D;0,3165120163222853;0,515515069821869;0,5061588139629047;0,4924488056587748;0,6128148444563862;0,6877431261343594;0,6305628758701137;0,6168697785563696
71;D1;T00-01;2000-10-15;Unterhaching;Wolfsburg;0;3;A;0,3874234435501578;0,4529778165575279;0,3233968899112265;0,4569962058334733;0,4429291817173276;0,6877431261343594;0,5349603160377493;0,6168697785563696
84;D1;T00-01;2000-10-28;Hansa Rostock;Wolfsburg;1;1;D;0,476791084474118;0,515515069821869;0,563113177547655;0,4924488056587748;0,6191637273320487;0,6877431261343594;0,5528994845525977;0,6168697785563696
107;D1;T00-01;2000-11-12;Ein Frankfurt;Kaiserslautern;3;1;H;0,3975731324766917;0,4343894398272678;0,4060671117111622;0,4892530643194959;0,451878302354763;0,594753137354268;0,5058949241472773;0,7506919036870331
82;D1;T00-01;2000-10-28;Dortmund;Kaiserslautern;1;2;A;0,2910325304654699;0,4343894398272678;0,4584005006757744;0,4892530643194959;0,5686229511746509;0,594753137354268;0,6321208943263357;0,7506919036870331
65;D1;T00-01;2000-10-14;Munich 1860;Kaiserslautern;0;4;A;0,5024047082536127;0,4659375485281551;0,5334816827890388;0,42883066853167;0,6128148444563862;0,594753137354268;0,6305628758701137;0,7506919036870331
27;D1;T00-01;2000-09-08;Unterhaching;Kaiserslautern;0;0;D;0,1933937920930514;0,0795534744145454;0,1830822361922992;0,1989653317170945;0,7596674916203091;0,2654336939728489;0,5349603160377493;0,7506919036870331
52;D1;T00-01;2000-09-24;Hansa Rostock;Kaiserslautern;1;0;H;0,9596256156970664;0,0795534744145454;0,8840212766591247;0,1989653317170945;0,5450735365388292;0,2654336939728489;0,5528994845525977;0,7506919036870331
120;D1;T00-01;2000-11-25;Ein Frankfurt;Hertha;0;4;A;0,3975731324766917;0,5287511920037175;0,4060671117111622;0,5913364102918611;0,451878302354763;0,810996131162388;0,5058949241472773;0,6976784752974222
99;D1;T00-01;2000-11-10;Dortmund;Hertha;2;0;H;0,2910325304654699;0,5287511920037175;0,4584005006757744;0,5913364102918611;0,5686229511746509;0,810996131162388;0,6321208943263357;0,6976784752974222
89;D1;T00-01;2000-10-29;Munich 1860;Hertha;0;1;A;0,3165120163222853;0,5287511920037175;0,5061588139629047;0,5913364102918611;0,6128148444563862;0,810996131162388;0,6305628758701137;0,6976784752974222
33;D1;T00-01;2000-09-09;Wolfsburg;Hertha;2;1;H;0,1020947429115524;0,9986554807215386;0,3860017952588238;0,5350949117051554;0,2372086994819039;0,2497693666293942;0,6168697785563696;0,6976784752974222
53;D1;T00-01;2000-09-24;Unterhaching;Hertha;5;2;H;0,1933937920930514;0,9986554807215386;0,1830822361922992;0,5350949117051554;0,7596674916203091;0,2497693666293942;0,5349603160377493;0,6976784752974222
70;D1;T00-01;2000-10-15;Hansa Rostock;Hertha;0;2;A;0,6378560825296022;0,5029472863400191;0,6744867056958946;0,4638923286525448;0,6191637273320487;0,810996131162388;0,5528994845525977;0,6976784752974222
