matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_1_H;pagerank_1_A;pagerank_2_H;pagerank_2_A;pagerank_5_H;pagerank_5_A;pagerank_10_H;pagerank_10_A
171;D1;T00-01;2001-02-02;Munich 1860;Dortmund;1;0;H;0,566581035126708;0,4494929850449879;0,5410419868627142;0,3312232128710744;0,544584320786613;0,7072538614582404;0,6699621680705722;0,8064240594157569
146;D1;T00-01;2000-12-13;FC Koln;Dortmund;0;0;D;0,3756233636636422;0,2993556713027029;0,4189705621522968;0,404138876409882;0,6268308985066217;0,6551682151084006;0,6777209806621709;0,8064240594157569
156;D1;T00-01;2000-12-16;Hansa Rostock;Dortmund;1;2;A;0,2745003982388224;0,2993556713027029;0,2566474976530175;0,404138876409882;0,5421611205381422;0,6551682151084006;0,6134359833254772;0,8064240594157569
130;D1;T00-01;2000-12-02;Stuttgart;Dortmund;0;2;A;0,2410237946695282;0,2993556713027029;0,2589346551318473;0,404138876409882;0,5402540945902168;0,6551682151084006;0,6122135516474473;0,8064240594157569
203;D1;T00-01;2001-02-24;Schalke 04;Dortmund;0;0;D;0,5685817319056838;0,4676433236386776;0,531033126022913;0,3628696808293778;0,7579475295626565;0,7072538614582404;0,7664666985977611;0,8064240594157569
220;D1;T00-01;2001-03-10;Freiburg;Dortmund;2;2;D;0,4743715815016096;0,4676433236386776;0,5187264192134312;0,3628696808293778;0,5163858992089262;0,7072538614582404;0,6746828446791457;0,8064240594157569
189;D1;T00-01;2001-02-16;Munich 1860;Ein Frankfurt;2;2;D;0,566581035126708;0,6325831232935039;0,5410419868627142;0,376075159922959;0,544584320786613;0,6119329428568556;0,6699621680705722;0,6534567986658768
206;D1;T00-01;2001-03-02;Dortmund;Ein Frankfurt;6;1;H;0,4676433236386776;0,523824583714335;0,3628696808293778;0,5307850620448483;0,7072538614582404;0,6119329428568556;0,8064240594157569;0,6534567986658768
178;D1;T00-01;2001-02-04;Hansa Rostock;Ein Frankfurt;0;2;A;0,2248694234775103;0,6325831232935039;0,2411880776246806;0,376075159922959;0,47272857135136;0,6119329428568556;0,6134359833254772;0,6534567986658768
152;D1;T00-01;2000-12-15;Unterhaching;Ein Frankfurt;2;0;H;0,3806310994446422;0,3923820521306068;0,4197202657360061;0,3548075420529621;0,5465092620968319;0,5219878510020243;0,5526275965685158;0,6534567986658768
128;D1;T00-01;2000-12-02;Bochum;Ein Frankfurt;2;1;H;0,2582174507656849;0,3923820521306068;0,3864194573528247;0,3548075420529621;0,5692865516630358;0,5219878510020243;0,6422116081669798;0,6534567986658768
143;D1;T00-01;2000-12-12;Stuttgart;Ein Frankfurt;4;1;H;0,2410237946695282;0,3923820521306068;0,2589346551318473;0,3548075420529621;0,5402540945902168;0,5219878510020243;0,6122135516474473;0,6534567986658768
213;D1;T00-01;2001-03-04;Munich 1860;Leverkusen;1;0;H;0,6570213733649156;0,4636293933684161;0,4572240614940196;0,6477692042978435;0,544584320786613;0,8564880048713303;0,6699621680705722;0,8407823193266539
228;D1;T00-01;2001-03-17;Dortmund;Leverkusen;1;3;A;0,4676433236386776;0,4636293933684161;0,3628696808293778;0,6477692042978435;0,7072538614582404;0,8564880048713303;0,8064240594157569;0,8407823193266539
127;D1;T00-01;2000-12-02;Bayern Munich;Leverkusen;2;0;H;0,3535066905582157;0,5638320288440962;0,3722213417272687;0,6283143810061357;0,7436662162612273;0,7716881735639816;0,8753915686763722;0,8407823193266539
192;D1;T00-01;2001-02-17;Hansa Rostock;Leverkusen;2;1;H;0,2248694234775103;0,7092525938687718;0,2411880776246806;1,0;0,47272857135136;0,8564880048713303;0,6134359833254772;0,8407823193266539
179;D1;T00-01;2001-02-04;Unterhaching;Leverkusen;1;2;A;0,9449682310098124;0,7092525938687718;0,6678269366496632;1,0;0,637031687689143;0,8564880048713303;0,5526275965685158;0,8407823193266539
148;D1;T00-01;2000-12-13;Bochum;Leverkusen;3;2;H;0,2582174507656849;0,5638320288440962;0,3864194573528247;0,6283143810061357;0,5692865516630358;0,7716881735639816;0,6422116081669798;0,8407823193266539
158;D1;T00-01;2000-12-16;Wolfsburg;Leverkusen;2;0;H;0,4003900960366642;0,5638320288440962;0,4012653544600618;0,6283143810061357;0,5622671228051161;0,7716881735639816;0,731389079480275;0,8407823193266539
226;D1;T00-01;2001-03-17;Munich 1860;Bayern Munich;0;2;A;0,6570213733649156;0,6813521081130228;0,4572240614940196;0,8003686486427112;0,544584320786613;1,0;0,6699621680705722;0,8753915686763722
138;D1;T00-01;2000-12-09;Kaiserslautern;Bayern Munich;0;0;D;0,4518545523179296;0,3535066905582157;0,4481618106565103;0,3722213417272687;0,6763877621901792;0,7436662162612273;0,7673237854505458;0,8753915686763722
209;D1;T00-01;2001-03-03;Hansa Rostock;Bayern Munich;3;2;H;0,5138836283295091;0,6813521081130228;0,6355819298249126;0,8003686486427112;0,47272857135136;1,0;0,6134359833254772;0,8753915686763722
193;D1;T00-01;2001-02-17;Unterhaching;Bayern Munich;1;0;H;0,9449682310098124;0,7208926672397434;0,6678269366496632;0,8524251793123825;0,637031687689143;1,0;0,5526275965685158;0,8753915686763722
177;D1;T00-01;2001-02-03;Wolfsburg;Bayern Munich;1;3;A;0,7820301046621754;0,7208926672397434;0,6998325296224424;0,8524251793123825;0,6350381908976866;1,0;0,731389079480275;0,8753915686763722
160;D1;T00-01;2000-12-17;Hertha;Bayern Munich;1;3;A;0,4383354331392512;0,3535066905582157;0,4582023982706032;0,3722213417272687;0,6290653931926519;0,7436662162612273;0,7500258355996667;0,8753915686763722
164;D1;T00-01;2001-01-27;Dortmund;Cottbus;2;0;H;0,4494929850449879;0,2493385086538811;0,3312232128710744;0,222156146428909;0,7072538614582404;0,443223892682955;0,8064240594157569;0,5988288018166352
217;D1;T00-01;2001-03-10;Bayern Munich;Cottbus;2;0;H;0,6813521081130228;0,3917673971035252;0,8003686486427112;0,366805705364313;1,0;0,443223892682955;0,8753915686763722;0,5988288018166352
198;D1;T00-01;2001-02-23;Leverkusen;Cottbus;1;3;A;0,7092525938687718;0,2493385086538811;1,0;0,222156146428909;0,8564880048713303;0,443223892682955;0,8407823193266539;0,5988288018166352
