matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_750D_H;pagerank_750D_A
7551;D1;T97-98;1997-09-13;Bayern Munich;Hertha;3;0;H;0,6238315962009026;0,1940136480599524
7556;D1;T97-98;1997-09-13;Wolfsburg;Schalke 04;0;0;D;0,2389773589832652;0,5392098226915532
7536;D1;T97-98;1997-08-23;Kaiserslautern;Schalke 04;3;0;H;0,3685704836754901;0,5392098226915532
7567;D1;T97-98;1997-09-26;Bayern Munich;Schalke 04;1;1;D;0,6238315962009026;0,5392098226915532
7574;D1;T97-98;1997-09-27;Wolfsburg;Stuttgart;1;0;H;0,2389773589832652;0,2796385272458974
7535;D1;T97-98;1997-08-23;Duisburg;Stuttgart;0;3;A;0,4984017122895759;0,2796385272458974
7557;D1;T97-98;1997-09-14;Kaiserslautern;Stuttgart;4;3;H;0,3685704836754901;0,2796385272458974
7533;D1;T97-98;1997-08-23;Bielefeld;Werder Bremen;3;0;H;0,2003066890018308;0,4557093662428592
7553;D1;T97-98;1997-09-13;Duisburg;Werder Bremen;2;1;H;0,4984017122895759;0,4557093662428592
7571;D1;T97-98;1997-09-27;Kaiserslautern;Werder Bremen;1;3;A;0,3685704836754901;0,4557093662428592
7560;D1;T97-98;1997-09-20;Bielefeld;Leverkusen;2;1;H;0,2003066890018308;0,3553990784180021
7546;D1;T97-98;1997-08-30;Werder Bremen;Leverkusen;2;1;H;0,4557093662428592;0,3553990784180021
7578;D1;T97-98;1997-10-04;Bielefeld;Dortmund;3;1;H;0,2003066890018308;0,4930631623221796
7545;D1;T97-98;1997-08-30;Stuttgart;Dortmund;0;0;D;0,2796385272458974;0,4930631623221796
7565;D1;T97-98;1997-09-20;Werder Bremen;Dortmund;2;1;H;0,4557093662428592;0,4930631623221796
7534;D1;T97-98;1997-08-23;Dortmund;Bochum;5;2;H;0,4930631623221796;0,3269928347934931
7555;D1;T97-98;1997-09-13;M'gladbach;Bochum;2;1;H;0,4044332267746943;0,3269928347934931
7570;D1;T97-98;1997-09-27;Hamburg;Bochum;2;1;H;0,4358093386762153;0,3269928347934931
7552;D1;T97-98;1997-09-13;Dortmund;Karlsruhe;2;2;D;0,4930631623221796;0,3479347493711189
7537;D1;T97-98;1997-08-23;Leverkusen;Karlsruhe;6;1;H;0,3553990784180021;0,3479347493711189
7573;D1;T97-98;1997-09-27;M'gladbach;Karlsruhe;1;1;D;0,4044332267746943;0,3479347493711189
7569;D1;T97-98;1997-09-27;Dortmund;Munich 1860;2;3;A;0,4930631623221796;0,2560043544818707
7554;D1;T97-98;1997-09-13;Leverkusen;Munich 1860;2;2;D;0,3553990784180021;0,2560043544818707
7538;D1;T97-98;1997-08-23;M'gladbach;FC Koln;4;1;H;0,4044332267746943;0,4234574520071401
7550;D1;T97-98;1997-09-12;Hamburg;FC Koln;2;1;H;0,4358093386762153;0,4234574520071401
7575;D1;T97-98;1997-09-28;Hertha;FC Koln;1;0;H;0,1940136480599524;0,4234574520071401
7580;D1;T97-98;1997-10-04;Hansa Rostock;FC Koln;1;2;A;0,4745752266990957;0,4234574520071401
7539;D1;T97-98;1997-08-24;Hamburg;Bayern Munich;0;2;A;0,4358093386762153;0,6238315962009026
7579;D1;T97-98;1997-10-04;Bochum;Bayern Munich;2;3;A;0,3269928347934931;0,6238315962009026
7562;D1;T97-98;1997-09-20;FC Koln;Bayern Munich;1;3;A;0,4234574520071401;0,6238315962009026
7543;D1;T97-98;1997-08-30;Hansa Rostock;Bayern Munich;1;3;A;0,4745752266990957;0,6238315962009026
7561;D1;T97-98;1997-09-20;Bochum;Wolfsburg;2;1;H;0,3269928347934931;0,2389773589832652
7542;D1;T97-98;1997-08-30;FC Koln;Wolfsburg;5;3;H;0,4234574520071401;0,2389773589832652
7581;D1;T97-98;1997-10-04;Karlsruhe;Wolfsburg;2;1;H;0,3479347493711189;0,2389773589832652
7541;D1;T97-98;1997-08-29;Hertha;Hamburg;0;2;A;0,1940136480599524;0,4358093386762153
7564;D1;T97-98;1997-09-20;Schalke 04;Hamburg;2;2;D;0,5392098226915532;0,4358093386762153
7584;D1;T97-98;1997-10-05;Stuttgart;Hamburg;5;2;H;0,2796385272458974;0,4358093386762153
7544;D1;T97-98;1997-08-30;Schalke 04;M'gladbach;2;0;H;0,5392098226915532;0,4044332267746943
7566;D1;T97-98;1997-09-21;Stuttgart;M'gladbach;3;0;H;0,2796385272458974;0,4044332267746943
7577;D1;T97-98;1997-10-03;Werder Bremen;M'gladbach;1;0;H;0,4557093662428592;0,4044332267746943
7585;D1;T97-98;1997-10-14;Dortmund;Leverkusen;0;1;A;0,5693844406165681;0,7186079939075652
7625;D1;T97-98;1997-11-08;Hamburg;Leverkusen;0;1;A;0,402539186062903;0,7186079939075652
7644;D1;T97-98;1997-11-22;Hertha;Leverkusen;2;2;D;0,22522361381885;0,7186079939075652
7609;D1;T97-98;1997-10-25;M'gladbach;Leverkusen;2;2;D;0,4960044112468432;0,7186079939075652
7606;D1;T97-98;1997-10-25;Dortmund;Hansa Rostock;3;2;H;0,5693844406165681;0,5040801235436303
7664;D1;T97-98;1997-12-07;Wolfsburg;Hansa Rostock;1;1;D;0,3816249314981744;0,5040801235436303
7591;D1;T97-98;1997-10-15;Duisburg;Hansa Rostock;0;1;A;0,5496007127966903;0,5040801235436303
7621;D1;T97-98;1997-11-07;Kaiserslautern;Hansa Rostock;4;3;H;0,6107239304641472;0,5040801235436303
7650;D1;T97-98;1997-11-28;Karlsruhe;Hansa Rostock;3;0;H;0,6094000263093654;0,5040801235436303
7639;D1;T97-98;1997-11-19;Stuttgart;Hansa Rostock;2;1;H;0,5562350053012834;0,5040801235436303
7612;D1;T97-98;1997-10-31;Dortmund;Kaiserslautern;2;2;D;0,5693844406165681;0,6107239304641472
7647;D1;T97-98;1997-11-22;Wolfsburg;Kaiserslautern;2;1;H;0,3816249314981744;0,6107239304641472
7637;D1;T97-98;1997-11-19;M'gladbach;Kaiserslautern;1;3;A;0,4960044112468432;0,6107239304641472
7599;D1;T97-98;1997-10-18;Leverkusen;Kaiserslautern;1;1;D;0,7186079939075652;0,6107239304641472
7630;D1;T97-98;1997-11-11;Dortmund;Bayern Munich;0;2;A;0,5693844406165681;0,641647734878755
7657;D1;T97-98;1997-12-05;Kaiserslautern;Bayern Munich;2;0;H;0,6107239304641472;0,641647734878755
7598;D1;T97-98;1997-10-18;Karlsruhe;Bayern Munich;1;1;D;0,6094000263093654;0,641647734878755
7656;D1;T97-98;1997-11-30;Leverkusen;Bayern Munich;4;2;H;0,7186079939075652;0,641647734878755
7617;D1;T97-98;1997-11-01;Munich 1860;Bayern Munich;2;2;D;0,5188351996657106;0,641647734878755
7632;D1;T97-98;1997-11-18;Dortmund;Wolfsburg;2;1;H;0,5693844406165681;0,3816249314981744
7653;D1;T97-98;1997-11-29;M'gladbach;Wolfsburg;0;2;A;0,4960044112468432;0,3816249314981744
7614;D1;T97-98;1997-10-31;Leverkusen;Wolfsburg;2;1;H;0,7186079939075652;0,3816249314981744
7600;D1;T97-98;1997-10-18;Munich 1860;Wolfsburg;2;1;H;0,5188351996657106;0,3816249314981744
7586;D1;T97-98;1997-10-14;FC Koln;Schalke 04;0;2;A;0,3900600003860008;0,5507406445771147
7635;D1;T97-98;1997-11-18;Werder Bremen;Schalke 04;2;1;H;0,6627346334226709;0,5507406445771147
7597;D1;T97-98;1997-10-18;Hansa Rostock;Schalke 04;4;1;H;0,5040801235436303;0,5507406445771147
7660;D1;T97-98;1997-12-06;Leverkusen;Schalke 04;0;0;D;0,7186079939075652;0,5507406445771147
7618;D1;T97-98;1997-11-01;Stuttgart;Schalke 04;0;0;D;0,5562350053012834;0,5507406445771147
7651;D1;T97-98;1997-11-29;Bielefeld;Schalke 04;1;1;D;0,5226330988510552;0,5507406445771147
7611;D1;T97-98;1997-10-26;FC Koln;Stuttgart;4;2;H;0,3900600003860008;0,5562350053012834
7590;D1;T97-98;1997-10-15;Bayern Munich;Stuttgart;3;3;D;0,641647734878755;0,5562350053012834
7629;D1;T97-98;1997-11-09;Bochum;Stuttgart;0;2;A;0,4595257354750321;0,5562350053012834
7655;D1;T97-98;1997-11-29;Werder Bremen;Stuttgart;2;2;D;0,6627346334226709;0,5562350053012834
7662;D1;T97-98;1997-12-06;Munich 1860;Stuttgart;1;3;A;0,5188351996657106;0,5562350053012834
7624;D1;T97-98;1997-11-08;FC Koln;Werder Bremen;2;0;H;0,3900600003860008;0,6627346334226709
7589;D1;T97-98;1997-10-14;Wolfsburg;Werder Bremen;1;0;H;0,3816249314981744;0,6627346334226709
7605;D1;T97-98;1997-10-25;Bayern Munich;Werder Bremen;2;0;H;0,641647734878755;0,6627346334226709
7640;D1;T97-98;1997-11-21;Bochum;Werder Bremen;0;1;A;0,4595257354750321;0,6627346334226709
7643;D1;T97-98;1997-11-22;FC Koln;Bielefeld;3;5;A;0,3900600003860008;0,5226330988510552
7610;D1;T97-98;1997-10-25;Wolfsburg;Bielefeld;2;0;H;0,3816249314981744;0,5226330988510552
7623;D1;T97-98;1997-11-08;Bayern Munich;Bielefeld;1;0;H;0,641647734878755;0,5226330988510552
7592;D1;T97-98;1997-10-15;Kaiserslautern;Bielefeld;3;1;H;0,6107239304641472;0,5226330988510552
7587;D1;T97-98;1997-10-14;Hamburg;Karlsruhe;3;1;H;0,402539186062903;0,6094000263093654
7608;D1;T97-98;1997-10-25;Hertha;Karlsruhe;3;1;H;0,22522361381885;0,6094000263093654
7663;D1;T97-98;1997-12-06;Werder Bremen;Karlsruhe;2;4;A;0,6627346334226709;0,6094000263093654
7646;D1;T97-98;1997-11-22;Stuttgart;Karlsruhe;3;0;H;0,5562350053012834;0,6094000263093654
7628;D1;T97-98;1997-11-08;Schalke 04;Karlsruhe;2;0;H;0,5507406445771147;0,6094000263093654
7607;D1;T97-98;1997-10-25;Hamburg;Munich 1860;1;2;A;0,402539186062903;0,5188351996657106
7626;D1;T97-98;1997-11-08;Hertha;Munich 1860;2;0;H;0,22522361381885;0,5188351996657106
7593;D1;T97-98;1997-10-15;M'gladbach;Munich 1860;5;1;H;0,4960044112468432;0,5188351996657106
7645;D1;T97-98;1997-11-22;Schalke 04;Munich 1860;2;0;H;0,5507406445771147;0,5188351996657106
7641;D1;T97-98;1997-11-21;Hamburg;Dortmund;1;3;A;0,402539186062903;0,5693844406165681
7596;D1;T97-98;1997-10-18;Duisburg;Dortmund;0;0;D;0,5496007127966903;0,5693844406165681
7627;D1;T97-98;1997-11-08;M'gladbach;Dortmund;1;1;D;0,4960044112468432;0,5693844406165681
7588;D1;T97-98;1997-10-14;Hertha;Bochum;2;2;D;0,22522361381885;0,4595257354750321
7615;D1;T97-98;1997-11-01;Hansa Rostock;Bochum;2;2;D;0,5040801235436303;0,4595257354750321
7634;D1;T97-98;1997-11-18;Karlsruhe;Bochum;1;1;D;0,6094000263093654;0,4595257354750321
7654;D1;T97-98;1997-11-29;Munich 1860;Bochum;0;2;A;0,5188351996657106;0,4595257354750321
7658;D1;T97-98;1997-12-06;Bielefeld;Bochum;0;2;A;0,5226330988510552;0,4595257354750321
7604;D1;T97-98;1997-10-24;Schalke 04;Bochum;2;0;H;0,5507406445771147;0,4595257354750321
7622;D1;T97-98;1997-11-07;Wolfsburg;Duisburg;0;2;A;0,3816249314981744;0,5496007127966903
7642;D1;T97-98;1997-11-22;Bayern Munich;Duisburg;3;0;H;0,641647734878755;0,5496007127966903
7603;D1;T97-98;1997-10-24;Kaiserslautern;Duisburg;1;0;H;0,6107239304641472;0,5496007127966903
7613;D1;T97-98;1997-10-31;Duisburg;M'gladbach;4;5;A;0,5496007127966903;0,4960044112468432
7648;D1;T97-98;1997-11-23;Hansa Rostock;M'gladbach;2;0;H;0,5040801235436303;0,4960044112468432
7602;D1;T97-98;1997-10-19;Bielefeld;M'gladbach;3;1;H;0,5226330988510552;0,4960044112468432
7633;D1;T97-98;1997-11-18;Duisburg;Hamburg;3;0;H;0,5496007127966903;0,402539186062903
7652;D1;T97-98;1997-11-29;Kaiserslautern;Hamburg;2;1;H;0,6107239304641472;0,402539186062903
7661;D1;T97-98;1997-12-06;M'gladbach;Hamburg;1;1;D;0,4960044112468432;0,402539186062903
7595;D1;T97-98;1997-10-17;Werder Bremen;Hamburg;0;0;D;0,6627346334226709;0,402539186062903
7620;D1;T97-98;1997-11-02;Bielefeld;Hamburg;0;3;A;0,5226330988510552;0,402539186062903
7649;D1;T97-98;1997-11-28;Duisburg;Hertha;0;1;A;0,5496007127966903;0,22522361381885
7619;D1;T97-98;1997-11-01;Werder Bremen;Hertha;0;2;A;0,6627346334226709;0,22522361381885
7601;D1;T97-98;1997-10-18;Stuttgart;Hertha;4;1;H;0,5562350053012834;0,22522361381885
7636;D1;T97-98;1997-11-19;Bielefeld;Hertha;1;3;A;0,5226330988510552;0,22522361381885
7659;D1;T97-98;1997-12-06;Duisburg;FC Koln;2;2;D;0,5496007127966903;0,3900600003860008
7594;D1;T97-98;1997-10-17;Bochum;FC Koln;2;1;H;0,4595257354750321;0,3900600003860008
7616;D1;T97-98;1997-11-01;Karlsruhe;FC Koln;3;1;H;0,6094000263093654;0,3900600003860008
7631;D1;T97-98;1997-11-11;Leverkusen;FC Koln;4;0;H;0,7186079939075652;0,3900600003860008
7638;D1;T97-98;1997-11-19;Munich 1860;FC Koln;1;0;H;0,5188351996657106;0,3900600003860008
7665;D1;T97-98;1997-12-12;Hansa Rostock;Werder Bremen;1;2;A;0,5797749584811572;0,6534762760680775
7699;D1;T97-98;1998-02-07;Leverkusen;Werder Bremen;4;1;H;0,862557757336261;0,6534762760680775
7681;D1;T97-98;1997-12-20;Munich 1860;Werder Bremen;0;1;A;0,6583202484319756;0,6534762760680775
7688;D1;T97-98;1998-01-31;Hansa Rostock;Munich 1860;3;0;H;0,5797749584811572;0,6583202484319756
7670;D1;T97-98;1997-12-13;Karlsruhe;Munich 1860;0;0;D;0,6349352449262019;0,6583202484319756
7696;D1;T97-98;1998-02-07;Bielefeld;Munich 1860;1;1;D;0,4990622050960476;0,6583202484319756
7666;D1;T97-98;1997-12-12;Hertha;Kaiserslautern;2;0;H;0,6336153791234033;0,829617099374277
7690;D1;T97-98;1998-01-31;Schalke 04;Kaiserslautern;1;1;D;0,8448913745162293;0,829617099374277
7689;D1;T97-98;1998-01-31;Hertha;Wolfsburg;1;0;H;0,6336153791234033;0,7084450288571155
7669;D1;T97-98;1997-12-13;Hamburg;Wolfsburg;1;2;A;0,5682304690682086;0,7084450288571155
7667;D1;T97-98;1997-12-13;Bayern Munich;M'gladbach;3;2;H;1,0;0,5096614994857127
7687;D1;T97-98;1998-01-31;FC Koln;M'gladbach;3;2;H;0,5937489453787574;0,5096614994857127
7686;D1;T97-98;1998-01-31;Bayern Munich;Hamburg;3;0;H;1,0;0,5682304690682086
7695;D1;T97-98;1998-02-07;Bayern Munich;Hansa Rostock;2;0;H;1,0;0,5797749584811572
7683;D1;T97-98;1997-12-21;Hamburg;Hansa Rostock;0;1;A;0,5682304690682086;0,5797749584811572
7668;D1;T97-98;1997-12-13;FC Koln;Dortmund;4;2;H;0,5937489453787574;0,651640660652239
7684;D1;T97-98;1998-01-30;Bochum;Dortmund;2;1;H;0,6721799088120773;0,651640660652239
7698;D1;T97-98;1998-02-07;Hamburg;Hertha;1;1;D;0,5682304690682086;0,6336153791234033
7674;D1;T97-98;1997-12-16;Dortmund;Hertha;3;0;H;0,651640660652239;0,6336153791234033
7676;D1;T97-98;1997-12-19;M'gladbach;Hertha;4;2;H;0,5096614994857127;0,6336153791234033
7692;D1;T97-98;1998-02-01;Karlsruhe;Leverkusen;1;1;D;0,6349352449262019;0,862557757336261
7673;D1;T97-98;1997-12-14;Bochum;Leverkusen;0;0;D;0,6721799088120773;0,862557757336261
7671;D1;T97-98;1997-12-13;Schalke 04;Duisburg;1;1;D;0,8448913745162293;0,5347919112851927
7685;D1;T97-98;1998-01-30;Stuttgart;Duisburg;1;1;D;0,8111070385657941;0,5347919112851927
7672;D1;T97-98;1997-12-13;Stuttgart;Bielefeld;1;0;H;0,8111070385657941;0,4990622050960476
7691;D1;T97-98;1998-01-31;Werder Bremen;Bielefeld;2;1;H;0,6534762760680775;0,4990622050960476
7675;D1;T97-98;1997-12-19;Dortmund;Schalke 04;2;2;D;0,651640660652239;0,8448913745162293
7700;D1;T97-98;1998-02-07;M'gladbach;Schalke 04;0;1;A;0,5096614994857127;0,8448913745162293
7697;D1;T97-98;1998-02-07;Dortmund;Stuttgart;3;1;H;0,651640660652239;0,8111070385657941
7680;D1;T97-98;1997-12-20;Leverkusen;Stuttgart;6;1;H;0,862557757336261;0,8111070385657941
7677;D1;T97-98;1997-12-20;Bielefeld;Karlsruhe;2;1;H;0,4990622050960476;0,6349352449262019
7693;D1;T97-98;1998-02-06;Duisburg;Karlsruhe;1;0;H;0,5347919112851927;0,6349352449262019
7678;D1;T97-98;1997-12-20;Duisburg;Bochum;2;0;H;0,5347919112851927;0,6721799088120773
7694;D1;T97-98;1998-02-06;Kaiserslautern;Bochum;3;0;H;0,829617099374277;0,6721799088120773
7679;D1;T97-98;1997-12-20;Kaiserslautern;FC Koln;3;2;H;0,829617099374277;0,5937489453787574
7701;D1;T97-98;1998-02-08;Wolfsburg;FC Koln;1;1;D;0,7084450288571155;0,5937489453787574
7682;D1;T97-98;1997-12-20;Wolfsburg;Bayern Munich;2;3;A;0,7084450288571155;1,0
7702;D1;T97-98;1998-02-13;FC Koln;Hamburg;1;2;A;0,5032808538973357;0,727782651092536
7739;D1;T97-98;1998-03-21;Karlsruhe;Hamburg;0;1;A;0,4763609491167494;0,727782651092536
7720;D1;T97-98;1998-03-06;Bochum;Hamburg;0;0;D;0,616227570902415;0,727782651092536
7758;D1;T97-98;1998-04-04;Munich 1860;Hamburg;1;1;D;0,4660264603629627;0,727782651092536
7723;D1;T97-98;1998-03-07;FC Koln;Hertha;2;0;H;0,5032808538973357;0,7181323381846858
7753;D1;T97-98;1998-04-03;Karlsruhe;Hertha;0;2;A;0,4763609491167494;0,7181323381846858
7737;D1;T97-98;1998-03-15;FC Koln;Hansa Rostock;0;0;D;0,5032808538973357;0,5349290522585533
7761;D1;T97-98;1998-04-09;Bochum;Hansa Rostock;1;3;A;0,616227570902415;0,5349290522585533
7719;D1;T97-98;1998-03-01;Hertha;Hansa Rostock;1;1;D;0,7181323381846858;0,5349290522585533
7750;D1;T97-98;1998-03-28;Schalke 04;Hansa Rostock;0;0;D;0,6751248350197858;0,5349290522585533
7751;D1;T97-98;1998-03-29;FC Koln;Bochum;2;1;H;0,5032808538973357;0,616227570902415
7731;D1;T97-98;1998-03-14;Bayern Munich;Bochum;0;0;D;0,8848512551859024;0,616227570902415
7718;D1;T97-98;1998-02-28;Wolfsburg;Bochum;0;2;A;0,768678535361447;0,616227570902415
7703;D1;T97-98;1998-02-13;Karlsruhe;Dortmund;0;1;A;0,4763609491167494;0,8126235542127862
7756;D1;T97-98;1998-04-04;Hansa Rostock;Dortmund;3;1;H;0,5349290522585533;0,8126235542127862
7726;D1;T97-98;1998-03-07;Munich 1860;Dortmund;4;2;H;0,4660264603629627;0,8126235542127862
7762;D1;T97-98;1998-04-09;Kaiserslautern;Dortmund;1;1;D;0,927798132452126;0,8126235542127862
7725;D1;T97-98;1998-03-07;Karlsruhe;M'gladbach;2;5;A;0,4763609491167494;0,5934914361700799
7705;D1;T97-98;1998-02-14;Bochum;M'gladbach;3;1;H;0,616227570902415;0,5934914361700799
7740;D1;T97-98;1998-03-21;Munich 1860;M'gladbach;2;0;H;0,4660264603629627;0,5934914361700799
7757;D1;T97-98;1998-04-04;Leverkusen;M'gladbach;1;1;D;0,7807787739077141;0,5934914361700799
7704;D1;T97-98;1998-02-13;Werder Bremen;Duisburg;2;2;D;0,6425229896243808;0,538661162001979
7738;D1;T97-98;1998-03-21;Hansa Rostock;Duisburg;2;1;H;0,5349290522585533;0,538661162001979
7746;D1;T97-98;1998-03-28;Dortmund;Duisburg;3;0;H;0,8126235542127862;0,538661162001979
7722;D1;T97-98;1998-03-07;Bielefeld;Duisburg;3;3;D;0,4940524607250147;0,538661162001979
7721;D1;T97-98;1998-03-06;Werder Bremen;Kaiserslautern;1;1;D;0,6425229896243808;0,927798132452126
7710;D1;T97-98;1998-02-14;Stuttgart;Kaiserslautern;0;1;A;0,6811807201079996;0,927798132452126
7752;D1;T97-98;1998-04-03;Duisburg;Kaiserslautern;1;1;D;0,538661162001979;0,927798132452126
7741;D1;T97-98;1998-03-21;Werder Bremen;Wolfsburg;3;1;H;0,6425229896243808;0,768678535361447
7709;D1;T97-98;1998-02-14;Schalke 04;Wolfsburg;1;1;D;0,6751248350197858;0,768678535361447
7728;D1;T97-98;1998-03-08;Stuttgart;Wolfsburg;2;1;H;0,6811807201079996;0,768678535361447
7754;D1;T97-98;1998-04-04;Bielefeld;Wolfsburg;0;1;A;0,4940524607250147;0,768678535361447
7759;D1;T97-98;1998-04-04;Werder Bremen;Bayern Munich;0;3;A;0,6425229896243808;0,8848512551859024
7707;D1;T97-98;1998-02-14;Hertha;Bayern Munich;2;1;H;0,7181323381846858;0,8848512551859024
7727;D1;T97-98;1998-03-08;Schalke 04;Bayern Munich;1;0;H;0,6751248350197858;0,8848512551859024
7742;D1;T97-98;1998-03-22;Stuttgart;Bayern Munich;0;3;A;0,6811807201079996;0,8848512551859024
7755;D1;T97-98;1998-04-04;Bochum;Schalke 04;3;0;H;0,616227570902415;0,6751248350197858
7730;D1;T97-98;1998-03-13;Hertha;Schalke 04;1;4;A;0,7181323381846858;0,6751248350197858
7715;D1;T97-98;1998-02-28;Hamburg;Schalke 04;1;1;D;0,727782651092536;0,6751248350197858
7706;D1;T97-98;1998-02-14;Hansa Rostock;Bielefeld;2;1;H;0,5349290522585533;0,4940524607250147
7732;D1;T97-98;1998-03-14;Dortmund;Bielefeld;3;2;H;0,8126235542127862;0,4940524607250147
7716;D1;T97-98;1998-02-28;Leverkusen;Bielefeld;0;0;D;0,7807787739077141;0,4940524607250147
7749;D1;T97-98;1998-03-28;M'gladbach;Bielefeld;0;0;D;0,5934914361700799;0,4940524607250147
7724;D1;T97-98;1998-03-07;Hansa Rostock;Leverkusen;1;2;A;0,5349290522585533;0,7807787739077141
7708;D1;T97-98;1998-02-14;Munich 1860;Leverkusen;3;4;A;0,4660264603629627;0,7807787739077141
7748;D1;T97-98;1998-03-28;Kaiserslautern;Leverkusen;0;3;A;0,927798132452126;0,7807787739077141
7729;D1;T97-98;1998-03-13;Duisburg;Leverkusen;1;1;D;0,538661162001979;0,7807787739077141
7747;D1;T97-98;1998-03-28;Hertha;Stuttgart;3;0;H;0,7181323381846858;0,6811807201079996
7733;D1;T97-98;1998-03-14;Hamburg;Stuttgart;0;0;D;0,727782651092536;0,6811807201079996
7717;D1;T97-98;1998-02-28;M'gladbach;Stuttgart;0;0;D;0,5934914361700799;0,6811807201079996
7760;D1;T97-98;1998-04-05;Stuttgart;FC Koln;1;1;D;0,6811807201079996;0,5032808538973357
7713;D1;T97-98;1998-02-28;Bayern Munich;FC Koln;0;2;A;0,8848512551859024;0,5032808538973357
7711;D1;T97-98;1998-02-27;Dortmund;Werder Bremen;2;2;D;0,8126235542127862;0,6425229896243808
7743;D1;T97-98;1998-03-27;Hamburg;Werder Bremen;2;1;H;0,727782651092536;0,6425229896243808
7735;D1;T97-98;1998-03-14;M'gladbach;Werder Bremen;0;0;D;0,5934914361700799;0,6425229896243808
7712;D1;T97-98;1998-02-27;Kaiserslautern;Karlsruhe;0;0;D;0,927798132452126;0,4763609491167494
7745;D1;T97-98;1998-03-28;Bayern Munich;Karlsruhe;1;1;D;0,8848512551859024;0,4763609491167494
7736;D1;T97-98;1998-03-14;Wolfsburg;Karlsruhe;1;2;A;0,768678535361447;0,4763609491167494
7734;D1;T97-98;1998-03-14;Kaiserslautern;Munich 1860;1;0;H;0,927798132452126;0,4660264603629627
7714;D1;T97-98;1998-02-28;Duisburg;Munich 1860;0;2;A;0,538661162001979;0,4660264603629627
7744;D1;T97-98;1998-03-27;Wolfsburg;Munich 1860;1;0;H;0,768678535361447;0,4660264603629627
7763;D1;T97-98;1998-04-11;Bayern Munich;Munich 1860;3;1;H;0,785392901313531;0,6364739636110047
7782;D1;T97-98;1998-04-25;FC Koln;Munich 1860;2;3;A;0,5042619658690751;0,6364739636110047
7802;D1;T97-98;1998-05-09;Bochum;Munich 1860;1;0;H;0,5817569874024225;0,6364739636110047
7787;D1;T97-98;1998-04-26;Bayern Munich;Leverkusen;2;1;H;0,785392901313531;0,6984688539104664
7803;D1;T97-98;1998-05-09;FC Koln;Leverkusen;2;2;D;0,5042619658690751;0,6984688539104664
7768;D1;T97-98;1998-04-11;Wolfsburg;Leverkusen;1;0;H;0,5044664455905525;0,6984688539104664
7801;D1;T97-98;1998-05-09;Bayern Munich;Dortmund;4;0;H;0,785392901313531;0,6570408340920868
7786;D1;T97-98;1998-04-25;Wolfsburg;Dortmund;1;4;A;0,5044664455905525;0,6570408340920868
7790;D1;T97-98;1998-04-29;Leverkusen;Dortmund;2;2;D;0,6984688539104664;0,6570408340920868
7764;D1;T97-98;1998-04-11;FC Koln;Karlsruhe;0;1;A;0,5042619658690751;0,5599622434584236
7805;D1;T97-98;1998-05-09;Hansa Rostock;Karlsruhe;4;2;H;0,6788931054695639;0,5599622434584236
7781;D1;T97-98;1998-04-25;Bochum;Karlsruhe;3;3;D;0,5817569874024225;0,5599622434584236
7765;D1;T97-98;1998-04-11;Hamburg;Bielefeld;2;0;H;0,584993999265546;0,4327629516988934
7779;D1;T97-98;1998-04-24;Hertha;Bielefeld;1;1;D;0,518907227522223;0,4327629516988934
7807;D1;T97-98;1998-05-09;Schalke 04;Bielefeld;2;1;H;0,674492122563901;0,4327629516988934
7783;D1;T97-98;1998-04-25;Hamburg;Duisburg;1;0;H;0,584993999265546;0,5560703478498749
7806;D1;T97-98;1998-05-09;Hertha;Duisburg;1;3;A;0,518907227522223;0,5560703478498749
7769;D1;T97-98;1998-04-12;M'gladbach;Duisburg;0;3;A;0,4990228838477455;0,5560703478498749
7804;D1;T97-98;1998-05-09;Hamburg;Kaiserslautern;1;1;D;0,584993999265546;0,7895426102716517
7788;D1;T97-98;1998-04-29;Bielefeld;Kaiserslautern;2;2;D;0,4327629516988934;0,7895426102716517
7774;D1;T97-98;1998-04-18;Hansa Rostock;Kaiserslautern;2;2;D;0,6788931054695639;0,7895426102716517
7766;D1;T97-98;1998-04-11;Hertha;Werder Bremen;0;2;A;0,518907227522223;0,6857355184331724
7785;D1;T97-98;1998-04-25;Schalke 04;Werder Bremen;0;1;A;0,674492122563901;0,6857355184331724
7808;D1;T97-98;1998-05-09;Stuttgart;Werder Bremen;1;0;H;0,590608168383722;0,6857355184331724
7767;D1;T97-98;1998-04-11;Schalke 04;Stuttgart;3;4;A;0,674492122563901;0,590608168383722
7784;D1;T97-98;1998-04-25;Hansa Rostock;Stuttgart;1;1;D;0,6788931054695639;0,590608168383722
7796;D1;T97-98;1998-05-02;Karlsruhe;Stuttgart;4;2;H;0,5599622434584236;0,590608168383722
7791;D1;T97-98;1998-04-29;Schalke 04;FC Koln;1;0;H;0,674492122563901;0,5042619658690751
7771;D1;T97-98;1998-04-17;Werder Bremen;FC Koln;3;0;H;0,6857355184331724;0,5042619658690751
7792;D1;T97-98;1998-05-02;Bielefeld;FC Koln;2;1;H;0,4327629516988934;0,5042619658690751
7809;D1;T97-98;1998-05-09;Wolfsburg;M'gladbach;0;2;A;0,5044664455905525;0,4990228838477455
7773;D1;T97-98;1998-04-18;Dortmund;M'gladbach;1;2;A;0,6570408340920868;0,4990228838477455
