matchId;pagerank_H;pagerank_A
0;0,7500320562444428;0,5768914749644289
55;0,9898299749260497;0,5768914749644289
42;0,7377507387949289;0,5768914749644289
109;0,46761338871517877;0,5768914749644289
135;0,7214737628230458;0,5768914749644289
79;0,5184108497968722;0,5768914749644289
48;0,7500320562444428;0,66504706873441
8325;0,9898299749260497;0,66504706873441
80;0,5525791584666113;0,66504706873441
57;0,5788187661072656;0,66504706873441
153;0,46761338871517877;0,66504706873441
29;0,7214737628230458;0,66504706873441
8371;0,6423082946579683;0,66504706873441
112;0,7603425563068652;0,66504706873441
144;0,5158768460011932;0,66504706873441
63;0,7500320562444428;0,5525791584666113
113;0,7041801381993338;0,5525791584666113
8331;0,7362358621836613;0,5525791584666113
45;0,7214737628230458;0,5525791584666113
157;0,6845637214775365;0,5525791584666113
145;0,6423082946579683;0,5525791584666113
35;0,5768914749644289;0,5525791584666113
83;0,6062251321814489;0,5525791584666113
82;0,7500320562444428;0,7041801381993338
124;0,7377507387949289;0,7041801381993338
65;0,7214737628230458;0,7041801381993338
155;0,5184108497968722;0,7041801381993338
52;0,5768914749644289;0,7041801381993338
107;0,6062251321814489;0,7041801381993338
151;0,7603425563068652;0,7041801381993338
8324;0,5158768460011932;0,7041801381993338
8287;0,5419984605513419;0,7041801381993338
99;0,7500320562444428;0,7603425563068652
1;0,9898299749260497;0,7603425563068652
8369;0,7041801381993338;0,7603425563068652
141;0,7377507387949289;0,7603425563068652
8288;0,7362358621836613;0,7603425563068652
89;0,7214737628230458;0,7603425563068652
33;0,6423082946579683;0,7603425563068652
70;0,5768914749644289;0,7603425563068652
120;0,6062251321814489;0,7603425563068652
53;0,5158768460011932;0,7603425563068652
8327;0,49857545784340906;0,7603425563068652
119;0,7500320562444428;0,6423082946579683
5;0,7377507387949289;0,6423082946579683
8329;0,7377507387949289;0,6423082946579683
101;0,7214737628230458;0,6423082946579683
38;0,5184108497968722;0,6423082946579683
84;0,5768914749644289;0,6423082946579683
8291;0,5768914749644289;0,6423082946579683
71;0,5158768460011932;0,6423082946579683
136;0,7500320562444428;0,5158768460011932
8368;0,7500320562444428;0,5158768460011932
37;0,9898299749260497;0,5158768460011932
123;0,7214737628230458;0,5158768460011932
56;0,5184108497968722;0,5158768460011932
77;0,6845637214775365;0,5158768460011932
103;0,5768914749644289;0,5158768460011932
8289;0,7500320562444428;0,4919843981083689
8328;0,5788187661072656;0,4919843981083689
73;0,9898299749260497;0,7214737628230458
3;0,5788187661072656;0,7214737628230458
60;0,7377507387949289;0,7214737628230458
108;0,6845637214775365;0,7214737628230458
39;0,6062251321814489;0,7214737628230458
8326;0,5419984605513419;0,7214737628230458
110;0,9898299749260497;0,6062251321814489
74;0,5788187661072656;0,6062251321814489
50;0,7362358621836613;0,6062251321814489
143;0,6845637214775365;0,6062251321814489
8323;0,6845637214775365;0,6062251321814489
67;0,66504706873441;0,6062251321814489
152;0,5158768460011932;0,6062251321814489
8290;0,49857545784340906;0,6062251321814489
147;0,9898299749260497;0,5788187661072656
100;0,46761338871517877;0,5788187661072656
154;0,7214737628230458;0,5788187661072656
30;0,5184108497968722;0,5788187661072656
68;0,6845637214775365;0,5788187661072656
51;0,6423082946579683;0,5788187661072656
122;0,5768914749644289;0,5788187661072656
86;0,5158768460011932;0,5788187661072656
8372;0,5419984605513419;0,5788187661072656
2;0,5525791584666113;0,6845637214775365
8292;0,7377507387949289;0,6845637214775365
125;0,7362358621836613;0,6845637214775365
88;0,46761338871517877;0,6845637214775365
43;0,7603425563068652;0,6845637214775365
139;0,66504706873441;0,6845637214775365
8370;0,4919843981083689;0,6845637214775365
102;0,5525791584666113;0,7377507387949289
111;0,5788187661072656;0,7377507387949289
69;0,7362358621836613;0,7377507387949289
28;0,46761338871517877;0,7377507387949289
148;0,5184108497968722;0,7377507387949289
158;0,6423082946579683;0,7377507387949289
8375;0,5768914749644289;0,7377507387949289
85;0,66504706873441;0,7377507387949289
121;0,5525791584666113;0,9898299749260497
8374;0,5525791584666113;0,9898299749260497
138;0,7041801381993338;0,9898299749260497
87;0,7362358621836613;0,9898299749260497
46;0,46761338871517877;0,9898299749260497
31;0,6845637214775365;0,9898299749260497
160;0,7603425563068652;0,9898299749260497
104;0,66504706873441;0,9898299749260497
8293;0,5158768460011932;0,9898299749260497
137;0,5525791584666113;0,5184108497968722
4;0,7041801381993338;0,5184108497968722
105;0,7362358621836613;0,5184108497968722
64;0,46761338871517877;0,5184108497968722
49;0,6845637214775365;0,5184108497968722
117;0,66504706873441;0,5184108497968722
41;0,5788187661072656;0,7500320562444428
242;0,7041801381993338;0,7500320562444428
76;0,7377507387949289;0,7500320562444428
32;0,7362358621836613;0,7500320562444428
146;0,46761338871517877;0,7500320562444428
115;0,5184108497968722;0,7500320562444428
156;0,5768914749644289;0,7500320562444428
8330;0,5768914749644289;0,7500320562444428
54;0,6062251321814489;0,7500320562444428
36;0,7041801381993338;0,46761338871517877
142;0,7362358621836613;0,46761338871517877
78;0,6423082946579683;0,46761338871517877
58;0,7603425563068652;0,46761338871517877
72;0,7041801381993338;0,7362358621836613
114;0,6423082946579683;0,7362358621836613
150;0,5768914749644289;0,7362358621836613
8373;0,6062251321814489;0,7362358621836613
44;0,66504706873441;0,7362358621836613
161;0,5158768460011932;0,7362358621836613
7;0,6022507983405955;0,5167717629505664
8407;0,5756039229584267;0,5167717629505664
8283;0,5013310850643105;0,5167717629505664
24;0,6022507983405955;0,6004090076883905
8418;0,6803341882118904;0,6004090076883905
8359;0,5756039229584267;0,6004090076883905
8279;0,6981389946841139;0,6004090076883905
134;0,6022507983405955;0,6683753786640879
8365;0,6758398888618409;0,6683753786640879
22;0,8981662752470286;0,6683753786640879
8411;0,35747458735846926;0,6683753786640879
8284;0,6022507983405955;0,5715926928026125
14;0,5167717629505664;0,5715926928026125
8421;0,6683753786640879;0,5715926928026125
8366;0,5013310850643105;0,5715926928026125
8415;0,6022507983405955;0,35747458735846926
8361;0,8981662752470286;0,35747458735846926
8;0,6803341882118904;0,4704777193046962
97;0,5167717629505664;0,4704777193046962
8280;0,6803341882118904;0,803745019145569
10;0,6209239998148035;0,803745019145569
8413;0,8981662752470286;0,803745019145569
25;0,5756039229584267;0,803745019145569
8364;0,6803341882118904;0,6981389946841139
27;0,5167717629505664;0,6981389946841139
15;0,6683753786640879;0,6981389946841139
8406;0,5715926928026125;0,6981389946841139
8410;0,6209239998148035;0,751890538675944
11;0,4970908417081623;0,8981662752470286
8276;0,5756039229584267;0,8981662752470286
8404;0,565658296430607;0,8981662752470286
12;0,751890538675944;0,5756039229584267
8285;0,6758398888618409;0,5756039229584267
8414;0,5013310850643105;0,5756039229584267
26;0,751890538675944;0,4970908417081623
8278;0,751890538675944;0,565658296430607
8419;0,6758398888618409;0,565658296430607
8367;0,803745019145569;0,565658296430607
8362;0,751890538675944;0,6022507983405955
8277;0,5167717629505664;0,6022507983405955
16;0,4704777193046962;0,6022507983405955
8409;0,8006410069715966;0,6022507983405955
8416;0,751890538675944;0,7918778260715756
8286;0,6683753786640879;0,7918778260715756
8363;0,8006410069715966;0,7918778260715756
13;0,6758398888618409;0,8006410069715966
8420;0,5167717629505664;0,8006410069715966
8282;0,8981662752470286;0,8006410069715966
8360;0,5167717629505664;0,6209239998148035
23;0,7918778260715756;0,6209239998148035
8417;0,6981389946841139;0,6209239998148035
