matchId;rounds;top1_H;top2_H;top3_H;top4_H;top5_H;top6_H;top7_H;down1_H;down2_H;down3_H;down4_H;down5_H;top1_A;top2_A;top3_A;top4_A;top5_A;top6_A;top7_A;down1_A;down2_A;down3_A;down4_A;down5_A
0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
2;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
3;1,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;-1,0;-1,0;-1,0;-1,0;-1,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;-1,0;-1,0;-1,0;-1,0;-1,0
4;1,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0
5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
6;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,0;-3,0;-3,0;-3,0;-3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0
9;2,0;6,0;6,0;6,0;4,0;4,0;3,0;3,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-3,0;-6,0;-6,0;-6,0;-5,0;-5,0
10;2,0;2,0;2,0;2,0;0,0;0,0;-1,0;-1,0;-4,0;-4,0;-4,0;-3,0;-3,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0
11;2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-3,0;-6,0;-6,0;-6,0;-5,0;-5,0
12;2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0;5,0;5,0;5,0;3,0;3,0;2,0;2,0;-1,0;-1,0;-1,0;0,0;0,0
13;2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0
14;2,0;5,0;5,0;5,0;3,0;3,0;2,0;2,0;-1,0;-1,0;-1,0;0,0;0,0;2,0;2,0;2,0;0,0;0,0;-1,0;-1,0;-4,0;-4,0;-4,0;-3,0;-3,0
15;2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0;6,0;6,0;6,0;4,0;4,0;3,0;3,0;0,0;0,0;0,0;1,0;1,0
16;2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0;3,0;3,0;3,0;1,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-2,0;-2,0
17;2,0;6,0;6,0;6,0;4,0;4,0;3,0;3,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-3,0;-6,0;-6,0;-6,0;-5,0;-5,0
18;3,0;4,0;4,0;2,0;1,0;1,0;1,0;1,0;-5,0;-5,0;-4,0;-2,0;-2,0;5,0;5,0;3,0;2,0;2,0;2,0;2,0;-4,0;-4,0;-3,0;-1,0;-1,0
19;3,0;6,0;6,0;4,0;3,0;3,0;3,0;3,0;-3,0;-3,0;-2,0;0,0;0,0;6,0;6,0;4,0;3,0;3,0;3,0;3,0;-3,0;-3,0;-2,0;0,0;0,0
20;3,0;3,0;3,0;1,0;0,0;0,0;0,0;0,0;-6,0;-6,0;-5,0;-3,0;-3,0;8,0;8,0;6,0;5,0;5,0;5,0;5,0;-1,0;-1,0;0,0;2,0;2,0
21;3,0;0,0;0,0;-2,0;-3,0;-3,0;-3,0;-3,0;-9,0;-9,0;-8,0;-6,0;-6,0;9,0;9,0;7,0;6,0;6,0;6,0;6,0;0,0;0,0;1,0;3,0;3,0
22;3,0;0,0;0,0;-2,0;-3,0;-3,0;-3,0;-3,0;-9,0;-9,0;-8,0;-6,0;-6,0;6,0;6,0;4,0;3,0;3,0;3,0;3,0;-3,0;-3,0;-2,0;0,0;0,0
23;3,0;3,0;3,0;1,0;0,0;0,0;0,0;0,0;-6,0;-6,0;-5,0;-3,0;-3,0;2,0;2,0;0,0;-1,0;-1,0;-1,0;-1,0;-7,0;-7,0;-6,0;-4,0;-4,0
24;3,0;3,0;3,0;1,0;0,0;0,0;0,0;0,0;-6,0;-6,0;-5,0;-3,0;-3,0;9,0;9,0;7,0;6,0;6,0;6,0;6,0;0,0;0,0;1,0;3,0;3,0
25;3,0;5,0;5,0;3,0;2,0;2,0;2,0;2,0;-4,0;-4,0;-3,0;-1,0;-1,0;6,0;6,0;4,0;3,0;3,0;3,0;3,0;-3,0;-3,0;-2,0;0,0;0,0
26;3,0;3,0;3,0;1,0;0,0;0,0;0,0;0,0;-6,0;-6,0;-5,0;-3,0;-3,0;6,0;6,0;4,0;3,0;3,0;3,0;3,0;-3,0;-3,0;-2,0;0,0;0,0
27;4,0;8,0;7,0;7,0;6,0;5,0;5,0;4,0;-1,0;0,0;1,0;1,0;1,0;6,0;5,0;5,0;4,0;3,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0
28;4,0;5,0;4,0;4,0;3,0;2,0;2,0;1,0;-4,0;-3,0;-2,0;-2,0;-2,0;3,0;2,0;2,0;1,0;0,0;0,0;-1,0;-6,0;-5,0;-4,0;-4,0;-4,0
29;4,0;2,0;1,0;1,0;0,0;-1,0;-1,0;-2,0;-7,0;-6,0;-5,0;-5,0;-5,0;0,0;-1,0;-1,0;-2,0;-3,0;-3,0;-4,0;-9,0;-8,0;-7,0;-7,0;-7,0
30;4,0;7,0;6,0;6,0;5,0;4,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0;3,0;2,0;2,0;1,0;0,0;0,0;-1,0;-6,0;-5,0;-4,0;-4,0;-4,0
31;4,0;4,0;3,0;3,0;2,0;1,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0;1,0;0,0;0,0;-1,0;-2,0;-2,0;-3,0;-8,0;-7,0;-6,0;-6,0;-6,0
32;4,0;7,0;6,0;6,0;5,0;4,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0;1,0;0,0;0,0;-1,0;-2,0;-2,0;-3,0;-8,0;-7,0;-6,0;-6,0;-6,0
33;4,0;4,0;3,0;3,0;2,0;1,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0;4,0;3,0;3,0;2,0;1,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0
34;4,0;7,0;6,0;6,0;5,0;4,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0;4,0;3,0;3,0;2,0;1,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0
35;4,0;9,0;8,0;8,0;7,0;6,0;6,0;5,0;0,0;1,0;2,0;2,0;2,0;4,0;3,0;3,0;2,0;1,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0
36;5,0;5,0;5,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-3,0;-3,0;-2,0;7,0;7,0;6,0;4,0;4,0;4,0;3,0;-3,0;-2,0;-1,0;-1,0;0,0
37;5,0;0,0;0,0;-1,0;-3,0;-3,0;-3,0;-4,0;-10,0;-9,0;-8,0;-8,0;-7,0;10,0;10,0;9,0;7,0;7,0;7,0;6,0;0,0;1,0;2,0;2,0;3,0
38;5,0;6,0;6,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-2,0;-2,0;-1,0;6,0;6,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-2,0;-2,0;-1,0
39;5,0;3,0;3,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-5,0;-5,0;-4,0;4,0;4,0;3,0;1,0;1,0;1,0;0,0;-6,0;-5,0;-4,0;-4,0;-3,0
40;5,0;3,0;3,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-5,0;-5,0;-4,0;9,0;9,0;8,0;6,0;6,0;6,0;5,0;-1,0;0,0;1,0;1,0;2,0
41;5,0;5,0;5,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-3,0;-3,0;-2,0;0,0;0,0;-1,0;-3,0;-3,0;-3,0;-4,0;-10,0;-9,0;-8,0;-8,0;-7,0
42;5,0;5,0;5,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-3,0;-3,0;-2,0;8,0;8,0;7,0;5,0;5,0;5,0;4,0;-2,0;-1,0;0,0;0,0;1,0
43;5,0;3,0;3,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-5,0;-5,0;-4,0;6,0;6,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-2,0;-2,0;-1,0
44;5,0;1,0;1,0;0,0;-2,0;-2,0;-2,0;-3,0;-9,0;-8,0;-7,0;-7,0;-6,0;8,0;8,0;7,0;5,0;5,0;5,0;4,0;-2,0;-1,0;0,0;0,0;1,0
45;6,0;4,0;3,0;1,0;0,0;-1,0;-1,0;-2,0;-8,0;-6,0;-6,0;-6,0;-4,0;6,0;5,0;3,0;2,0;1,0;1,0;0,0;-6,0;-4,0;-4,0;-4,0;-2,0
46;6,0;10,0;9,0;7,0;6,0;5,0;5,0;4,0;-2,0;0,0;0,0;0,0;2,0;0,0;-1,0;-3,0;-4,0;-5,0;-5,0;-6,0;-12,0;-10,0;-10,0;-10,0;-8,0
47;6,0;12,0;11,0;9,0;8,0;7,0;7,0;6,0;0,0;2,0;2,0;2,0;4,0;5,0;4,0;2,0;1,0;0,0;0,0;-1,0;-7,0;-5,0;-5,0;-5,0;-3,0
48;6,0;3,0;2,0;0,0;-1,0;-2,0;-2,0;-3,0;-9,0;-7,0;-7,0;-7,0;-5,0;1,0;0,0;-2,0;-3,0;-4,0;-4,0;-5,0;-11,0;-9,0;-9,0;-9,0;-7,0
49;6,0;8,0;7,0;5,0;4,0;3,0;3,0;2,0;-4,0;-2,0;-2,0;-2,0;0,0;8,0;7,0;5,0;4,0;3,0;3,0;2,0;-4,0;-2,0;-2,0;-2,0;0,0
50;6,0;10,0;9,0;7,0;6,0;5,0;5,0;4,0;-2,0;0,0;0,0;0,0;2,0;5,0;4,0;2,0;1,0;0,0;0,0;-1,0;-7,0;-5,0;-5,0;-5,0;-3,0
51;6,0;8,0;7,0;5,0;4,0;3,0;3,0;2,0;-4,0;-2,0;-2,0;-2,0;0,0;7,0;6,0;4,0;3,0;2,0;2,0;1,0;-5,0;-3,0;-3,0;-3,0;-1,0
52;6,0;8,0;7,0;5,0;4,0;3,0;3,0;2,0;-4,0;-2,0;-2,0;-2,0;0,0;8,0;7,0;5,0;4,0;3,0;3,0;2,0;-4,0;-2,0;-2,0;-2,0;0,0
53;6,0;10,0;9,0;7,0;6,0;5,0;5,0;4,0;-2,0;0,0;0,0;0,0;2,0;6,0;5,0;3,0;2,0;1,0;1,0;0,0;-6,0;-4,0;-4,0;-4,0;-2,0
54;7,0;4,0;3,0;2,0;1,0;1,0;0,0;0,0;-7,0;-6,0;-6,0;-3,0;-3,0;2,0;1,0;0,0;-1,0;-1,0;-2,0;-2,0;-9,0;-8,0;-8,0;-5,0;-5,0
55;7,0;0,0;-1,0;-2,0;-3,0;-3,0;-4,0;-4,0;-11,0;-10,0;-10,0;-7,0;-7,0;5,0;4,0;3,0;2,0;2,0;1,0;1,0;-6,0;-5,0;-5,0;-2,0;-2,0
56;7,0;5,0;4,0;3,0;2,0;2,0;1,0;1,0;-6,0;-5,0;-5,0;-2,0;-2,0;10,0;9,0;8,0;7,0;7,0;6,0;6,0;-1,0;0,0;0,0;3,0;3,0
57;7,0;4,0;3,0;2,0;1,0;1,0;0,0;0,0;-7,0;-6,0;-6,0;-3,0;-3,0;1,0;0,0;-1,0;-2,0;-2,0;-3,0;-3,0;-10,0;-9,0;-9,0;-6,0;-6,0
58;7,0;3,0;2,0;1,0;0,0;0,0;-1,0;-1,0;-8,0;-7,0;-7,0;-4,0;-4,0;10,0;9,0;8,0;7,0;7,0;6,0;6,0;-1,0;0,0;0,0;3,0;3,0
59;7,0;7,0;6,0;5,0;4,0;4,0;3,0;3,0;-4,0;-3,0;-3,0;0,0;0,0;11,0;10,0;9,0;8,0;8,0;7,0;7,0;0,0;1,0;1,0;4,0;4,0
60;7,0;4,0;3,0;2,0;1,0;1,0;0,0;0,0;-7,0;-6,0;-6,0;-3,0;-3,0;3,0;2,0;1,0;0,0;0,0;-1,0;-1,0;-8,0;-7,0;-7,0;-4,0;-4,0
61;7,0;6,0;5,0;4,0;3,0;3,0;2,0;2,0;-5,0;-4,0;-4,0;-1,0;-1,0;7,0;6,0;5,0;4,0;4,0;3,0;3,0;-4,0;-3,0;-3,0;0,0;0,0
62;7,0;7,0;6,0;5,0;4,0;4,0;3,0;3,0;-4,0;-3,0;-3,0;0,0;0,0;7,0;6,0;5,0;4,0;4,0;3,0;3,0;-4,0;-3,0;-3,0;0,0;0,0
63;8,0;1,0;0,0;-1,0;-1,0;-4,0;-4,0;-4,0;-11,0;-9,0;-8,0;-7,0;-7,0;8,0;7,0;6,0;6,0;3,0;3,0;3,0;-4,0;-2,0;-1,0;0,0;0,0
64;8,0;9,0;8,0;7,0;7,0;4,0;4,0;4,0;-3,0;-1,0;0,0;1,0;1,0;7,0;6,0;5,0;5,0;2,0;2,0;2,0;-5,0;-3,0;-2,0;-1,0;-1,0
65;8,0;5,0;4,0;3,0;3,0;0,0;0,0;0,0;-7,0;-5,0;-4,0;-3,0;-3,0;6,0;5,0;4,0;4,0;1,0;1,0;1,0;-6,0;-4,0;-3,0;-2,0;-2,0
66;8,0;10,0;9,0;8,0;8,0;5,0;5,0;5,0;-2,0;0,0;1,0;2,0;2,0;2,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-10,0;-8,0;-7,0;-6,0;-6,0
67;8,0;0,0;-1,0;-2,0;-2,0;-5,0;-5,0;-5,0;-12,0;-10,0;-9,0;-8,0;-8,0;6,0;5,0;4,0;4,0;1,0;1,0;1,0;-6,0;-4,0;-3,0;-2,0;-2,0
68;8,0;8,0;7,0;6,0;6,0;3,0;3,0;3,0;-4,0;-2,0;-1,0;0,0;0,0;5,0;4,0;3,0;3,0;0,0;0,0;0,0;-7,0;-5,0;-4,0;-3,0;-3,0
69;8,0;8,0;7,0;6,0;6,0;3,0;3,0;3,0;-4,0;-2,0;-1,0;0,0;0,0;5,0;4,0;3,0;3,0;0,0;0,0;0,0;-7,0;-5,0;-4,0;-3,0;-3,0
70;8,0;7,0;6,0;5,0;5,0;2,0;2,0;2,0;-5,0;-3,0;-2,0;-1,0;-1,0;2,0;1,0;0,0;0,0;-3,0;-3,0;-3,0;-10,0;-8,0;-7,0;-6,0;-6,0
71;8,0;12,0;11,0;10,0;10,0;7,0;7,0;7,0;0,0;2,0;3,0;4,0;4,0;6,0;5,0;4,0;4,0;1,0;1,0;1,0;-6,0;-4,0;-3,0;-2,0;-2,0
72;9,0;4,0;4,0;3,0;2,0;1,0;1,0;0,0;-8,0;-7,0;-6,0;-5,0;-4,0;9,0;9,0;8,0;7,0;6,0;6,0;5,0;-3,0;-2,0;-1,0;0,0;1,0
73;9,0;0,0;0,0;-1,0;-2,0;-3,0;-3,0;-4,0;-12,0;-11,0;-10,0;-9,0;-8,0;6,0;6,0;5,0;4,0;3,0;3,0;2,0;-6,0;-5,0;-4,0;-3,0;-2,0
74;9,0;3,0;3,0;2,0;1,0;0,0;0,0;-1,0;-9,0;-8,0;-7,0;-6,0;-5,0;7,0;7,0;6,0;5,0;4,0;4,0;3,0;-5,0;-4,0;-3,0;-2,0;-1,0
75;9,0;0,0;0,0;-1,0;-2,0;-3,0;-3,0;-4,0;-12,0;-11,0;-10,0;-9,0;-8,0;11,0;11,0;10,0;9,0;8,0;8,0;7,0;-1,0;0,0;1,0;2,0;3,0
76;9,0;3,0;3,0;2,0;1,0;0,0;0,0;-1,0;-9,0;-8,0;-7,0;-6,0;-5,0;2,0;2,0;1,0;0,0;-1,0;-1,0;-2,0;-10,0;-9,0;-8,0;-7,0;-6,0
77;9,0;8,0;8,0;7,0;6,0;5,0;5,0;4,0;-4,0;-3,0;-2,0;-1,0;0,0;12,0;12,0;11,0;10,0;9,0;9,0;8,0;0,0;1,0;2,0;3,0;4,0
78;9,0;4,0;4,0;3,0;2,0;1,0;1,0;0,0;-8,0;-7,0;-6,0;-5,0;-4,0;10,0;10,0;9,0;8,0;7,0;7,0;6,0;-2,0;-1,0;0,0;1,0;2,0
79;9,0;8,0;8,0;7,0;6,0;5,0;5,0;4,0;-4,0;-3,0;-2,0;-1,0;0,0;5,0;5,0;4,0;3,0;2,0;2,0;1,0;-7,0;-6,0;-5,0;-4,0;-3,0
80;9,0;6,0;6,0;5,0;4,0;3,0;3,0;2,0;-6,0;-5,0;-4,0;-3,0;-2,0;1,0;1,0;0,0;-1,0;-2,0;-2,0;-3,0;-11,0;-10,0;-9,0;-8,0;-7,0
81;10,0;11,0;9,0;8,0;7,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;0,0;11,0;9,0;8,0;7,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;0,0
82;10,0;5,0;3,0;2,0;1,0;0,0;0,0;-1,0;-7,0;-6,0;-6,0;-6,0;-6,0;4,0;2,0;1,0;0,0;-1,0;-1,0;-2,0;-8,0;-7,0;-7,0;-7,0;-7,0
83;10,0;7,0;5,0;4,0;3,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-4,0;9,0;7,0;6,0;5,0;4,0;4,0;3,0;-3,0;-2,0;-2,0;-2,0;-2,0
84;10,0;7,0;5,0;4,0;3,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-4,0;6,0;4,0;3,0;2,0;1,0;1,0;0,0;-6,0;-5,0;-5,0;-5,0;-5,0
85;10,0;3,0;1,0;0,0;-1,0;-2,0;-2,0;-3,0;-9,0;-8,0;-8,0;-8,0;-8,0;5,0;3,0;2,0;1,0;0,0;0,0;-1,0;-7,0;-6,0;-6,0;-6,0;-6,0
86;10,0;12,0;10,0;9,0;8,0;7,0;7,0;6,0;0,0;1,0;1,0;1,0;1,0;6,0;4,0;3,0;2,0;1,0;1,0;0,0;-6,0;-5,0;-5,0;-5,0;-5,0
87;10,0;11,0;9,0;8,0;7,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;0,0;2,0;0,0;-1,0;-2,0;-3,0;-3,0;-4,0;-10,0;-9,0;-9,0;-9,0;-9,0
88;10,0;10,0;8,0;7,0;6,0;5,0;5,0;4,0;-2,0;-1,0;-1,0;-1,0;-1,0;11,0;9,0;8,0;7,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;0,0
89;10,0;9,0;7,0;6,0;5,0;4,0;4,0;3,0;-3,0;-2,0;-2,0;-2,0;-2,0;0,0;-2,0;-3,0;-4,0;-5,0;-5,0;-6,0;-12,0;-11,0;-11,0;-11,0;-11,0
90;11,0;5,0;3,0;1,0;0,0;-1,0;-1,0;-3,0;-9,0;-9,0;-8,0;-8,0;-7,0;10,0;8,0;6,0;5,0;4,0;4,0;2,0;-4,0;-4,0;-3,0;-3,0;-2,0
91;11,0;2,0;0,0;-2,0;-3,0;-4,0;-4,0;-6,0;-12,0;-12,0;-11,0;-11,0;-10,0;8,0;6,0;4,0;3,0;2,0;2,0;0,0;-6,0;-6,0;-5,0;-5,0;-4,0
92;11,0;13,0;11,0;9,0;8,0;7,0;7,0;5,0;-1,0;-1,0;0,0;0,0;1,0;11,0;9,0;7,0;6,0;5,0;5,0;3,0;-3,0;-3,0;-2,0;-2,0;-1,0
93;11,0;6,0;4,0;2,0;1,0;0,0;0,0;-2,0;-8,0;-8,0;-7,0;-7,0;-6,0;12,0;10,0;8,0;7,0;6,0;6,0;4,0;-2,0;-2,0;-1,0;-1,0;0,0
94;11,0;0,0;-2,0;-4,0;-5,0;-6,0;-6,0;-8,0;-14,0;-14,0;-13,0;-13,0;-12,0;14,0;12,0;10,0;9,0;8,0;8,0;6,0;0,0;0,0;1,0;1,0;2,0
95;11,0;4,0;2,0;0,0;-1,0;-2,0;-2,0;-4,0;-10,0;-10,0;-9,0;-9,0;-8,0;6,0;4,0;2,0;1,0;0,0;0,0;-2,0;-8,0;-8,0;-7,0;-7,0;-6,0
96;11,0;11,0;9,0;7,0;6,0;5,0;5,0;3,0;-3,0;-3,0;-2,0;-2,0;-1,0;10,0;8,0;6,0;5,0;4,0;4,0;2,0;-4,0;-4,0;-3,0;-3,0;-2,0
97;11,0;14,0;12,0;10,0;9,0;8,0;8,0;6,0;0,0;0,0;1,0;1,0;2,0;12,0;10,0;8,0;7,0;6,0;6,0;4,0;-2,0;-2,0;-1,0;-1,0;0,0
98;11,0;8,0;6,0;4,0;3,0;2,0;2,0;0,0;-6,0;-6,0;-5,0;-5,0;-4,0;13,0;11,0;9,0;8,0;7,0;7,0;5,0;-1,0;-1,0;0,0;0,0;1,0
99;12,0;5,0;3,0;3,0;2,0;1,0;0,0;-1,0;-8,0;-8,0;-7,0;-6,0;-6,0;0,0;-2,0;-2,0;-3,0;-4,0;-5,0;-6,0;-13,0;-13,0;-12,0;-11,0;-11,0
100;12,0;9,0;7,0;7,0;6,0;5,0;4,0;3,0;-4,0;-4,0;-3,0;-2,0;-2,0;6,0;4,0;4,0;3,0;2,0;1,0;0,0;-7,0;-7,0;-6,0;-5,0;-5,0
101;12,0;10,0;8,0;8,0;7,0;6,0;5,0;4,0;-3,0;-3,0;-2,0;-1,0;-1,0;7,0;5,0;5,0;4,0;3,0;2,0;1,0;-6,0;-6,0;-5,0;-4,0;-4,0
102;12,0;12,0;10,0;10,0;9,0;8,0;7,0;6,0;-1,0;-1,0;0,0;1,0;1,0;2,0;0,0;0,0;-1,0;-2,0;-3,0;-4,0;-11,0;-11,0;-10,0;-9,0;-9,0
103;12,0;9,0;7,0;7,0;6,0;5,0;4,0;3,0;-4,0;-4,0;-3,0;-2,0;-2,0;13,0;11,0;11,0;10,0;9,0;8,0;7,0;0,0;0,0;1,0;2,0;2,0
104;12,0;3,0;1,0;1,0;0,0;-1,0;-2,0;-3,0;-10,0;-10,0;-9,0;-8,0;-8,0;2,0;0,0;0,0;-1,0;-2,0;-3,0;-4,0;-11,0;-11,0;-10,0;-9,0;-9,0
105;12,0;11,0;9,0;9,0;8,0;7,0;6,0;5,0;-2,0;-2,0;-1,0;0,0;0,0;13,0;11,0;11,0;10,0;9,0;8,0;7,0;0,0;0,0;1,0;2,0;2,0
106;12,0;10,0;8,0;8,0;7,0;6,0;5,0;4,0;-3,0;-3,0;-2,0;-1,0;-1,0;11,0;9,0;9,0;8,0;7,0;6,0;5,0;-2,0;-2,0;-1,0;0,0;0,0
107;12,0;7,0;5,0;5,0;4,0;3,0;2,0;1,0;-6,0;-6,0;-5,0;-4,0;-4,0;4,0;2,0;2,0;1,0;0,0;-1,0;-2,0;-9,0;-9,0;-8,0;-7,0;-7,0
108;13,0;11,0;10,0;10,0;8,0;6,0;6,0;6,0;-2,0;0,0;0,0;0,0;0,0;10,0;9,0;9,0;7,0;5,0;5,0;5,0;-3,0;-1,0;-1,0;-1,0;-1,0
109;13,0;7,0;6,0;6,0;4,0;2,0;2,0;2,0;-6,0;-4,0;-4,0;-4,0;-4,0;10,0;9,0;9,0;7,0;5,0;5,0;5,0;-3,0;-1,0;-1,0;-1,0;-1,0
110;13,0;3,0;2,0;2,0;0,0;-2,0;-2,0;-2,0;-10,0;-8,0;-8,0;-8,0;-8,0;5,0;4,0;4,0;2,0;0,0;0,0;0,0;-8,0;-6,0;-6,0;-6,0;-6,0
111;13,0;7,0;6,0;6,0;4,0;2,0;2,0;2,0;-6,0;-4,0;-4,0;-4,0;-4,0;0,0;-1,0;-1,0;-3,0;-5,0;-5,0;-5,0;-13,0;-11,0;-11,0;-11,0;-11,0
112;13,0;1,0;0,0;0,0;-2,0;-4,0;-4,0;-4,0;-12,0;-10,0;-10,0;-10,0;-10,0;1,0;0,0;0,0;-2,0;-4,0;-4,0;-4,0;-12,0;-10,0;-10,0;-10,0;-10,0
113;13,0;5,0;4,0;4,0;2,0;0,0;0,0;0,0;-8,0;-6,0;-6,0;-6,0;-6,0;10,0;9,0;9,0;7,0;5,0;5,0;5,0;-3,0;-1,0;-1,0;-1,0;-1,0
114;13,0;7,0;6,0;6,0;4,0;2,0;2,0;2,0;-6,0;-4,0;-4,0;-4,0;-4,0;11,0;10,0;10,0;8,0;6,0;6,0;6,0;-2,0;0,0;0,0;0,0;0,0
115;13,0;13,0;12,0;12,0;10,0;8,0;8,0;8,0;0,0;2,0;2,0;2,0;2,0;5,0;4,0;4,0;2,0;0,0;0,0;0,0;-8,0;-6,0;-6,0;-6,0;-6,0
116;13,0;11,0;10,0;10,0;8,0;6,0;6,0;6,0;-2,0;0,0;0,0;0,0;0,0;11,0;10,0;10,0;8,0;6,0;6,0;6,0;-2,0;0,0;0,0;0,0;0,0
117;14,0;1,0;0,0;0,0;-4,0;-4,0;-6,0;-7,0;-15,0;-13,0;-13,0;-12,0;-11,0;16,0;15,0;15,0;11,0;11,0;9,0;8,0;0,0;2,0;2,0;3,0;4,0
118;14,0;14,0;13,0;13,0;9,0;9,0;7,0;6,0;-2,0;0,0;0,0;1,0;2,0;7,0;6,0;6,0;2,0;2,0;0,0;-1,0;-9,0;-7,0;-7,0;-6,0;-5,0
119;14,0;5,0;4,0;4,0;0,0;0,0;-2,0;-3,0;-11,0;-9,0;-9,0;-8,0;-7,0;10,0;9,0;9,0;5,0;5,0;3,0;2,0;-6,0;-4,0;-4,0;-3,0;-2,0
120;14,0;8,0;7,0;7,0;3,0;3,0;1,0;0,0;-8,0;-6,0;-6,0;-5,0;-4,0;1,0;0,0;0,0;-4,0;-4,0;-6,0;-7,0;-15,0;-13,0;-13,0;-12,0;-11,0
121;14,0;12,0;11,0;11,0;7,0;7,0;5,0;4,0;-4,0;-2,0;-2,0;-1,0;0,0;5,0;4,0;4,0;0,0;0,0;-2,0;-3,0;-11,0;-9,0;-9,0;-8,0;-7,0
122;14,0;10,0;9,0;9,0;5,0;5,0;3,0;2,0;-6,0;-4,0;-4,0;-3,0;-2,0;10,0;9,0;9,0;5,0;5,0;3,0;2,0;-6,0;-4,0;-4,0;-3,0;-2,0
123;14,0;13,0;12,0;12,0;8,0;8,0;6,0;5,0;-3,0;-1,0;-1,0;0,0;1,0;11,0;10,0;10,0;6,0;6,0;4,0;3,0;-5,0;-3,0;-3,0;-2,0;-1,0
