matchId;rounds;top1_H;top2_H;top3_H;top4_H;top5_H;top6_H;top7_H;down1_H;down2_H;down3_H;down4_H;down5_H;top1_A;top2_A;top3_A;top4_A;top5_A;top6_A;top7_A;down1_A;down2_A;down3_A;down4_A;down5_A
49977;1,5;2,0;2,0;2,0;2,0;2,0;2,0;2,0;-1,0;-1,0;-1,0;-1,0;-1,0;4,0;2,0;2,0;2,0;2,0;2,0;2,0;-2,0;-2,0;-1,0;-1,0;-1,0
49978;1,5;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;-1,0;-1,0;-1,0;-1,0;-1,0
49979;2,0;6,0;4,0;4,0;4,0;4,0;4,0;4,0;0,0;0,0;1,0;1,0;1,0;0,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;-6,0;-6,0;-5,0;-5,0;-5,0
49980;2,0;4,0;2,0;2,0;2,0;2,0;2,0;2,0;-2,0;-2,0;-1,0;-1,0;-1,0;5,0;3,0;3,0;3,0;3,0;3,0;3,0;-1,0;-1,0;0,0;0,0;0,0
49981;2,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;-3,0;-3,0;-2,0;-2,0;-2,0;6,0;4,0;4,0;4,0;4,0;4,0;4,0;0,0;0,0;1,0;1,0;1,0
49982;2,0;5,0;3,0;3,0;3,0;3,0;3,0;3,0;-1,0;-1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0
49983;2,0;5,0;3,0;3,0;3,0;3,0;3,0;3,0;-1,0;-1,0;0,0;0,0;0,0;4,0;2,0;2,0;2,0;2,0;2,0;2,0;-2,0;-2,0;-1,0;-1,0;-1,0
49984;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0
49985;2,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;-3,0;-3,0;-2,0;-2,0;-2,0;5,0;3,0;3,0;3,0;3,0;3,0;3,0;-1,0;-1,0;0,0;0,0;0,0
49986;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;-3,0;-3,0;-2,0;-2,0;-2,0
49987;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;-4,0;-4,0;-3,0;-3,0;-3,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;-3,0;-3,0;-2,0;-2,0;-2,0
49988;2,5;4,0;2,0;2,0;2,0;2,0;2,0;2,0;-2,0;-2,0;-1,0;-1,0;-1,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0
49989;3,0;8,0;6,0;6,0;5,0;4,0;4,0;4,0;0,0;0,0;0,0;1,0;1,0;4,0;2,0;2,0;1,0;0,0;0,0;0,0;-4,0;-4,0;-4,0;-3,0;-3,0
49990;3,0;2,0;0,0;0,0;-1,0;-2,0;-2,0;-2,0;-6,0;-6,0;-6,0;-5,0;-5,0;5,0;3,0;3,0;2,0;1,0;1,0;1,0;-3,0;-3,0;-3,0;-2,0;-2,0
49991;3,0;5,0;3,0;3,0;2,0;1,0;1,0;1,0;-3,0;-3,0;-3,0;-2,0;-2,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0
49992;3,0;2,0;0,0;0,0;-1,0;-2,0;-2,0;-2,0;-6,0;-6,0;-6,0;-5,0;-5,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0
49993;3,0;0,0;-2,0;-2,0;-3,0;-4,0;-4,0;-4,0;-8,0;-8,0;-8,0;-7,0;-7,0;8,0;6,0;6,0;5,0;4,0;4,0;4,0;0,0;0,0;0,0;1,0;1,0
49994;3,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0;4,0;2,0;2,0;1,0;0,0;0,0;0,0;-4,0;-4,0;-4,0;-3,0;-3,0
49995;3,0;5,0;3,0;3,0;2,0;1,0;1,0;1,0;-3,0;-3,0;-3,0;-2,0;-2,0;7,0;5,0;5,0;4,0;3,0;3,0;3,0;-1,0;-1,0;-1,0;0,0;0,0
49996;3,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0;4,0;2,0;2,0;1,0;0,0;0,0;0,0;-4,0;-4,0;-4,0;-3,0;-3,0
49997;2,5;3,0;1,0;1,0;0,0;-1,0;-1,0;-1,0;-5,0;-5,0;-5,0;-4,0;-4,0;5,0;3,0;3,0;3,0;3,0;3,0;3,0;-1,0;-1,0;0,0;0,0;0,0
49998;3,0;6,0;4,0;4,0;3,0;2,0;2,0;2,0;-2,0;-2,0;-2,0;-1,0;-1,0;8,0;6,0;6,0;5,0;4,0;4,0;4,0;0,0;0,0;0,0;1,0;1,0
49999;3,0;7,0;5,0;5,0;4,0;3,0;3,0;3,0;-1,0;-1,0;-1,0;0,0;0,0;5,0;3,0;3,0;2,0;1,0;1,0;1,0;-3,0;-3,0;-3,0;-2,0;-2,0
50000;4,0;7,0;6,0;6,0;6,0;6,0;5,0;5,0;-1,0;-1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;-1,0;-1,0;-7,0;-7,0;-6,0;-5,0;-5,0
50001;4,0;4,0;3,0;3,0;3,0;3,0;2,0;2,0;-4,0;-4,0;-3,0;-2,0;-2,0;2,0;1,0;1,0;1,0;1,0;0,0;0,0;-6,0;-6,0;-5,0;-4,0;-4,0
50002;4,0;8,0;7,0;7,0;7,0;7,0;6,0;6,0;0,0;0,0;1,0;2,0;2,0;2,0;1,0;1,0;1,0;1,0;0,0;0,0;-6,0;-6,0;-5,0;-4,0;-4,0
50003;4,0;3,0;2,0;2,0;2,0;2,0;1,0;1,0;-5,0;-5,0;-4,0;-3,0;-3,0;8,0;7,0;7,0;7,0;7,0;6,0;6,0;0,0;0,0;1,0;2,0;2,0
50004;4,0;6,0;5,0;5,0;5,0;5,0;4,0;4,0;-2,0;-2,0;-1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;-1,0;-1,0;-7,0;-7,0;-6,0;-5,0;-5,0
50005;4,0;1,0;0,0;0,0;0,0;0,0;-1,0;-1,0;-7,0;-7,0;-6,0;-5,0;-5,0;0,0;-1,0;-1,0;-1,0;-1,0;-2,0;-2,0;-8,0;-8,0;-7,0;-6,0;-6,0
50006;4,0;5,0;4,0;4,0;4,0;4,0;3,0;3,0;-3,0;-3,0;-2,0;-1,0;-1,0;3,0;2,0;2,0;2,0;2,0;1,0;1,0;-5,0;-5,0;-4,0;-3,0;-3,0
50007;4,0;1,0;0,0;0,0;0,0;0,0;-1,0;-1,0;-7,0;-7,0;-6,0;-5,0;-5,0;3,0;2,0;2,0;2,0;2,0;1,0;1,0;-5,0;-5,0;-4,0;-3,0;-3,0
50008;4,0;6,0;5,0;5,0;5,0;5,0;4,0;4,0;-2,0;-2,0;-1,0;0,0;0,0;4,0;3,0;3,0;3,0;3,0;2,0;2,0;-4,0;-4,0;-3,0;-2,0;-2,0
50009;4,0;4,0;3,0;3,0;3,0;3,0;2,0;2,0;-4,0;-4,0;-3,0;-2,0;-2,0;5,0;4,0;4,0;4,0;4,0;3,0;3,0;-3,0;-3,0;-2,0;-1,0;-1,0
50010;4,0;5,0;4,0;4,0;4,0;4,0;3,0;3,0;-3,0;-3,0;-2,0;-1,0;-1,0;5,0;4,0;4,0;4,0;4,0;3,0;3,0;-3,0;-3,0;-2,0;-1,0;-1,0
50011;5,0;3,0;0,0;0,0;0,0;0,0;-1,0;-2,0;-7,0;-6,0;-5,0;-5,0;-5,0;6,0;3,0;3,0;3,0;3,0;2,0;1,0;-4,0;-3,0;-2,0;-2,0;-2,0
50012;5,0;4,0;1,0;1,0;1,0;1,0;0,0;-1,0;-6,0;-5,0;-4,0;-4,0;-4,0;7,0;4,0;4,0;4,0;4,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0
50013;5,0;7,0;4,0;4,0;4,0;4,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0;8,0;5,0;5,0;5,0;5,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0
50014;5,0;3,0;0,0;0,0;0,0;0,0;-1,0;-2,0;-7,0;-6,0;-5,0;-5,0;-5,0;5,0;2,0;2,0;2,0;2,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0
50015;5,0;7,0;4,0;4,0;4,0;4,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0;8,0;5,0;5,0;5,0;5,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0
50016;5,0;5,0;2,0;2,0;2,0;2,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0;7,0;4,0;4,0;4,0;4,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0
50017;5,0;0,0;-3,0;-3,0;-3,0;-3,0;-4,0;-5,0;-10,0;-9,0;-8,0;-8,0;-8,0;5,0;2,0;2,0;2,0;2,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0
50018;5,0;5,0;2,0;2,0;2,0;2,0;1,0;0,0;-5,0;-4,0;-3,0;-3,0;-3,0;3,0;0,0;0,0;0,0;0,0;-1,0;-2,0;-7,0;-6,0;-5,0;-5,0;-5,0
50019;5,0;10,0;7,0;7,0;7,0;7,0;6,0;5,0;0,0;1,0;2,0;2,0;2,0;9,0;6,0;6,0;6,0;6,0;5,0;4,0;-1,0;0,0;1,0;1,0;1,0
50020;5,0;7,0;4,0;4,0;4,0;4,0;3,0;2,0;-3,0;-2,0;-1,0;-1,0;-1,0;8,0;5,0;5,0;5,0;5,0;4,0;3,0;-2,0;-1,0;0,0;0,0;0,0
50021;5,0;3,0;0,0;0,0;0,0;0,0;-1,0;-2,0;-7,0;-6,0;-5,0;-5,0;-5,0;6,0;3,0;3,0;3,0;3,0;2,0;1,0;-4,0;-3,0;-2,0;-2,0;-2,0
50022;6,0;2,0;2,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-6,0;-6,0;-4,0;0,0;0,0;0,0;-2,0;-2,0;-2,0;-3,0;-9,0;-8,0;-8,0;-8,0;-6,0
50023;6,0;8,0;8,0;8,0;6,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;-2,0;-2,0;-2,0;-3,0;-9,0;-8,0;-8,0;-8,0;-6,0
50024;6,0;6,0;6,0;6,0;4,0;4,0;4,0;3,0;-3,0;-2,0;-2,0;-2,0;0,0;2,0;2,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-6,0;-6,0;-4,0
50025;6,0;8,0;8,0;8,0;6,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;2,0;2,0;2,0;2,0;0,0;0,0;0,0;-1,0;-7,0;-6,0;-6,0;-6,0;-4,0
50026;6,0;5,0;5,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-3,0;-3,0;-1,0;9,0;9,0;9,0;7,0;7,0;7,0;6,0;0,0;1,0;1,0;1,0;3,0
50027;6,0;6,0;6,0;6,0;4,0;4,0;4,0;3,0;-3,0;-2,0;-2,0;-2,0;0,0;3,0;3,0;3,0;1,0;1,0;1,0;0,0;-6,0;-5,0;-5,0;-5,0;-3,0
50028;6,0;0,0;0,0;0,0;-2,0;-2,0;-2,0;-3,0;-9,0;-8,0;-8,0;-8,0;-6,0;4,0;4,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-2,0
50029;6,0;6,0;6,0;6,0;4,0;4,0;4,0;3,0;-3,0;-2,0;-2,0;-2,0;0,0;4,0;4,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-2,0
50030;6,0;8,0;8,0;8,0;6,0;6,0;6,0;5,0;-1,0;0,0;0,0;0,0;2,0;4,0;4,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-2,0
50031;6,0;5,0;5,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-3,0;-3,0;-1,0;4,0;4,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-2,0
50032;6,0;4,0;4,0;4,0;2,0;2,0;2,0;1,0;-5,0;-4,0;-4,0;-4,0;-2,0;5,0;5,0;5,0;3,0;3,0;3,0;2,0;-4,0;-3,0;-3,0;-3,0;-1,0
50033;7,0;4,0;4,0;4,0;4,0;2,0;2,0;1,0;-5,0;-5,0;-4,0;-4,0;-2,0;4,0;4,0;4,0;4,0;2,0;2,0;1,0;-5,0;-5,0;-4,0;-4,0;-2,0
50034;7,0;4,0;4,0;4,0;4,0;2,0;2,0;1,0;-5,0;-5,0;-4,0;-4,0;-2,0;5,0;5,0;5,0;5,0;3,0;3,0;2,0;-4,0;-4,0;-3,0;-3,0;-1,0
50035;7,0;2,0;2,0;2,0;2,0;0,0;0,0;-1,0;-7,0;-7,0;-6,0;-6,0;-4,0;0,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-9,0;-9,0;-8,0;-8,0;-6,0
50036;7,0;2,0;2,0;2,0;2,0;0,0;0,0;-1,0;-7,0;-7,0;-6,0;-6,0;-4,0;6,0;6,0;6,0;6,0;4,0;4,0;3,0;-3,0;-3,0;-2,0;-2,0;0,0
50037;7,0;0,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-9,0;-9,0;-8,0;-8,0;-6,0;6,0;6,0;6,0;6,0;4,0;4,0;3,0;-3,0;-3,0;-2,0;-2,0;0,0
50038;7,0;0,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-9,0;-9,0;-8,0;-8,0;-6,0;4,0;4,0;4,0;4,0;2,0;2,0;1,0;-5,0;-5,0;-4,0;-4,0;-2,0
50039;7,0;5,0;5,0;5,0;5,0;3,0;3,0;2,0;-4,0;-4,0;-3,0;-3,0;-1,0;8,0;8,0;8,0;8,0;6,0;6,0;5,0;-1,0;-1,0;0,0;0,0;2,0
50040;7,0;3,0;3,0;3,0;3,0;1,0;1,0;0,0;-6,0;-6,0;-5,0;-5,0;-3,0;5,0;5,0;5,0;5,0;3,0;3,0;2,0;-4,0;-4,0;-3,0;-3,0;-1,0
50041;7,0;9,0;9,0;9,0;9,0;7,0;7,0;6,0;0,0;0,0;1,0;1,0;3,0;8,0;8,0;8,0;8,0;6,0;6,0;5,0;-1,0;-1,0;0,0;0,0;2,0
50042;7,0;0,0;0,0;0,0;0,0;-2,0;-2,0;-3,0;-9,0;-9,0;-8,0;-8,0;-6,0;9,0;9,0;9,0;9,0;7,0;7,0;6,0;0,0;0,0;1,0;1,0;3,0
50043;7,0;4,0;4,0;4,0;4,0;2,0;2,0;1,0;-5,0;-5,0;-4,0;-4,0;-2,0;6,0;6,0;6,0;6,0;4,0;4,0;3,0;-3,0;-3,0;-2,0;-2,0;0,0
50044;8,0;10,0;10,0;10,0;8,0;6,0;6,0;6,0;-1,0;-1,0;0,0;0,0;1,0;5,0;5,0;5,0;3,0;1,0;1,0;1,0;-6,0;-6,0;-5,0;-5,0;-4,0
50045;8,0;8,0;8,0;8,0;6,0;4,0;4,0;4,0;-3,0;-3,0;-2,0;-2,0;-1,0;2,0;2,0;2,0;0,0;-2,0;-2,0;-2,0;-9,0;-9,0;-8,0;-8,0;-7,0
50046;8,0;0,0;0,0;0,0;-2,0;-4,0;-4,0;-4,0;-11,0;-11,0;-10,0;-10,0;-9,0;7,0;7,0;7,0;5,0;3,0;3,0;3,0;-4,0;-4,0;-3,0;-3,0;-2,0
50047;8,0;9,0;9,0;9,0;7,0;5,0;5,0;5,0;-2,0;-2,0;-1,0;-1,0;0,0;0,0;0,0;0,0;-2,0;-4,0;-4,0;-4,0;-11,0;-11,0;-10,0;-10,0;-9,0
50048;8,0;4,0;4,0;4,0;2,0;0,0;0,0;0,0;-7,0;-7,0;-6,0;-6,0;-5,0;7,0;7,0;7,0;5,0;3,0;3,0;3,0;-4,0;-4,0;-3,0;-3,0;-2,0
50049;8,0;10,0;10,0;10,0;8,0;6,0;6,0;6,0;-1,0;-1,0;0,0;0,0;1,0;6,0;6,0;6,0;4,0;2,0;2,0;2,0;-5,0;-5,0;-4,0;-4,0;-3,0
50050;8,0;7,0;7,0;7,0;5,0;3,0;3,0;3,0;-4,0;-4,0;-3,0;-3,0;-2,0;4,0;4,0;4,0;2,0;0,0;0,0;0,0;-7,0;-7,0;-6,0;-6,0;-5,0
50051;8,0;8,0;8,0;8,0;6,0;4,0;4,0;4,0;-3,0;-3,0;-2,0;-2,0;-1,0;11,0;11,0;11,0;9,0;7,0;7,0;7,0;0,0;0,0;1,0;1,0;2,0
50052;8,0;11,0;11,0;11,0;9,0;7,0;7,0;7,0;0,0;0,0;1,0;1,0;2,0;7,0;7,0;7,0;5,0;3,0;3,0;3,0;-4,0;-4,0;-3,0;-3,0;-2,0
50053;8,0;8,0;8,0;8,0;6,0;4,0;4,0;4,0;-3,0;-3,0;-2,0;-2,0;-1,0;0,0;0,0;0,0;-2,0;-4,0;-4,0;-4,0;-11,0;-11,0;-10,0;-10,0;-9,0
50054;8,0;6,0;6,0;6,0;4,0;2,0;2,0;2,0;-5,0;-5,0;-4,0;-4,0;-3,0;4,0;4,0;4,0;2,0;0,0;0,0;0,0;-7,0;-7,0;-6,0;-6,0;-5,0
50055;9,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0;11,0;9,0;8,0;8,0;7,0;5,0;4,0;-3,0;-3,0;-2,0;0,0;0,0
50056;9,0;11,0;9,0;8,0;8,0;7,0;5,0;4,0;-3,0;-3,0;-2,0;0,0;0,0;9,0;7,0;6,0;6,0;5,0;3,0;2,0;-5,0;-5,0;-4,0;-2,0;-2,0
50057;9,0;6,0;4,0;3,0;3,0;2,0;0,0;-1,0;-8,0;-8,0;-7,0;-5,0;-5,0;14,0;12,0;11,0;11,0;10,0;8,0;7,0;0,0;0,0;1,0;3,0;3,0
50058;9,0;0,0;-2,0;-3,0;-3,0;-4,0;-6,0;-7,0;-14,0;-14,0;-13,0;-11,0;-11,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0
50059;9,0;4,0;2,0;1,0;1,0;0,0;-2,0;-3,0;-10,0;-10,0;-9,0;-7,0;-7,0;13,0;11,0;10,0;10,0;9,0;7,0;6,0;-1,0;-1,0;0,0;2,0;2,0
50060;9,0;2,0;0,0;-1,0;-1,0;-2,0;-4,0;-5,0;-12,0;-12,0;-11,0;-9,0;-9,0;3,0;1,0;0,0;0,0;-1,0;-3,0;-4,0;-11,0;-11,0;-10,0;-8,0;-8,0
50061;9,0;3,0;1,0;0,0;0,0;-1,0;-3,0;-4,0;-11,0;-11,0;-10,0;-8,0;-8,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0
50062;9,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0;10,0;8,0;7,0;7,0;6,0;4,0;3,0;-4,0;-4,0;-3,0;-1,0;-1,0
50063;9,0;14,0;12,0;11,0;11,0;10,0;8,0;7,0;0,0;0,0;1,0;3,0;3,0;8,0;6,0;5,0;5,0;4,0;2,0;1,0;-6,0;-6,0;-5,0;-3,0;-3,0
50064;9,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0;9,0;7,0;6,0;6,0;5,0;3,0;2,0;-5,0;-5,0;-4,0;-2,0;-2,0
50065;9,0;7,0;5,0;4,0;4,0;3,0;1,0;0,0;-7,0;-7,0;-6,0;-4,0;-4,0;10,0;8,0;7,0;7,0;6,0;4,0;3,0;-4,0;-4,0;-3,0;-1,0;-1,0
50066;10,0;10,0;8,0;7,0;4,0;4,0;3,0;1,0;-7,0;-6,0;-4,0;-4,0;-3,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0
50067;10,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0;6,0;4,0;3,0;0,0;0,0;-1,0;-3,0;-11,0;-10,0;-8,0;-8,0;-7,0
50068;10,0;16,0;14,0;13,0;10,0;10,0;9,0;7,0;-1,0;0,0;2,0;2,0;3,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0
50069;10,0;14,0;12,0;11,0;8,0;8,0;7,0;5,0;-3,0;-2,0;0,0;0,0;1,0;6,0;4,0;3,0;0,0;0,0;-1,0;-3,0;-11,0;-10,0;-8,0;-8,0;-7,0
50070;10,0;13,0;11,0;10,0;7,0;7,0;6,0;4,0;-4,0;-3,0;-1,0;-1,0;0,0;14,0;12,0;11,0;8,0;8,0;7,0;5,0;-3,0;-2,0;0,0;0,0;1,0
50071;10,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0
50072;10,0;10,0;8,0;7,0;4,0;4,0;3,0;1,0;-7,0;-6,0;-4,0;-4,0;-3,0;0,0;-2,0;-3,0;-6,0;-6,0;-7,0;-9,0;-17,0;-16,0;-14,0;-14,0;-13,0
50073;10,0;3,0;1,0;0,0;-3,0;-3,0;-4,0;-6,0;-14,0;-13,0;-11,0;-11,0;-10,0;17,0;15,0;14,0;11,0;11,0;10,0;8,0;0,0;1,0;3,0;3,0;4,0
50074;10,0;12,0;10,0;9,0;6,0;6,0;5,0;3,0;-5,0;-4,0;-2,0;-2,0;-1,0;9,0;7,0;6,0;3,0;3,0;2,0;0,0;-8,0;-7,0;-5,0;-5,0;-4,0
50075;10,0;10,0;8,0;7,0;4,0;4,0;3,0;1,0;-7,0;-6,0;-4,0;-4,0;-3,0;7,0;5,0;4,0;1,0;1,0;0,0;-2,0;-10,0;-9,0;-7,0;-7,0;-6,0
50076;10,0;12,0;10,0;9,0;6,0;6,0;5,0;3,0;-5,0;-4,0;-2,0;-2,0;-1,0;2,0;0,0;-1,0;-4,0;-4,0;-5,0;-7,0;-15,0;-14,0;-12,0;-12,0;-11,0
50077;11,0;5,0;4,0;2,0;1,0;0,0;-2,0;-2,0;-12,0;-10,0;-10,0;-10,0;-8,0;11,0;10,0;8,0;7,0;6,0;4,0;4,0;-6,0;-4,0;-4,0;-4,0;-2,0
50078;11,0;15,0;14,0;12,0;11,0;10,0;8,0;8,0;-2,0;0,0;0,0;0,0;2,0;8,0;7,0;5,0;4,0;3,0;1,0;1,0;-9,0;-7,0;-7,0;-7,0;-5,0
50079;11,0;0,0;-1,0;-3,0;-4,0;-5,0;-7,0;-7,0;-17,0;-15,0;-15,0;-15,0;-13,0;13,0;12,0;10,0;9,0;8,0;6,0;6,0;-4,0;-2,0;-2,0;-2,0;0,0
50080;11,0;4,0;3,0;1,0;0,0;-1,0;-3,0;-3,0;-13,0;-11,0;-11,0;-11,0;-9,0;1,0;0,0;-2,0;-3,0;-4,0;-6,0;-6,0;-16,0;-14,0;-14,0;-14,0;-12,0
50081;11,0;9,0;8,0;6,0;5,0;4,0;2,0;2,0;-8,0;-6,0;-6,0;-6,0;-4,0;10,0;9,0;7,0;6,0;5,0;3,0;3,0;-7,0;-5,0;-5,0;-5,0;-3,0
50082;11,0;7,0;6,0;4,0;3,0;2,0;0,0;0,0;-10,0;-8,0;-8,0;-8,0;-6,0;7,0;6,0;4,0;3,0;2,0;0,0;0,0;-10,0;-8,0;-8,0;-8,0;-6,0
50083;11,0;9,0;8,0;6,0;5,0;4,0;2,0;2,0;-8,0;-6,0;-6,0;-6,0;-4,0;3,0;2,0;0,0;-1,0;-2,0;-4,0;-4,0;-14,0;-12,0;-12,0;-12,0;-10,0
50084;11,0;15,0;14,0;12,0;11,0;10,0;8,0;8,0;-2,0;0,0;0,0;0,0;2,0;13,0;12,0;10,0;9,0;8,0;6,0;6,0;-4,0;-2,0;-2,0;-2,0;0,0
50085;11,0;10,0;9,0;7,0;6,0;5,0;3,0;3,0;-7,0;-5,0;-5,0;-5,0;-3,0;11,0;10,0;8,0;7,0;6,0;4,0;4,0;-6,0;-4,0;-4,0;-4,0;-2,0
50086;11,0;7,0;6,0;4,0;3,0;2,0;0,0;0,0;-10,0;-8,0;-8,0;-8,0;-6,0;17,0;16,0;14,0;13,0;12,0;10,0;10,0;0,0;2,0;2,0;2,0;4,0
50087;11,0;7,0;6,0;4,0;3,0;2,0;0,0;0,0;-10,0;-8,0;-8,0;-8,0;-6,0;15,0;14,0;12,0;11,0;10,0;8,0;8,0;-2,0;0,0;0,0;0,0;2,0
50088;12,0;10,0;9,0;6,0;4,0;4,0;4,0;4,0;-8,0;-6,0;-5,0;-5,0;-4,0;6,0;5,0;2,0;0,0;0,0;0,0;0,0;-12,0;-10,0;-9,0;-9,0;-8,0
50089;12,0;12,0;11,0;8,0;6,0;6,0;6,0;6,0;-6,0;-4,0;-3,0;-3,0;-2,0;16,0;15,0;12,0;10,0;10,0;10,0;10,0;-2,0;0,0;1,0;1,0;2,0
50090;12,0;12,0;11,0;8,0;6,0;6,0;6,0;6,0;-6,0;-4,0;-3,0;-3,0;-2,0;6,0;5,0;2,0;0,0;0,0;0,0;0,0;-12,0;-10,0;-9,0;-9,0;-8,0
50091;12,0;4,0;3,0;0,0;-2,0;-2,0;-2,0;-2,0;-14,0;-12,0;-11,0;-11,0;-10,0;6,0;5,0;2,0;0,0;0,0;0,0;0,0;-12,0;-10,0;-9,0;-9,0;-8,0
50092;12,0;6,0;5,0;2,0;0,0;0,0;0,0;0,0;-12,0;-10,0;-9,0;-9,0;-8,0;9,0;8,0;5,0;3,0;3,0;3,0;3,0;-9,0;-7,0;-6,0;-6,0;-5,0
50093;12,0;0,0;-1,0;-4,0;-6,0;-6,0;-6,0;-6,0;-18,0;-16,0;-15,0;-15,0;-14,0;11,0;10,0;7,0;5,0;5,0;5,0;5,0;-7,0;-5,0;-4,0;-4,0;-3,0
50094;12,0;15,0;14,0;11,0;9,0;9,0;9,0;9,0;-3,0;-1,0;0,0;0,0;1,0;14,0;13,0;10,0;8,0;8,0;8,0;8,0;-4,0;-2,0;-1,0;-1,0;0,0
50095;12,0;9,0;8,0;5,0;3,0;3,0;3,0;3,0;-9,0;-7,0;-6,0;-6,0;-5,0;11,0;10,0;7,0;5,0;5,0;5,0;5,0;-7,0;-5,0;-4,0;-4,0;-3,0
50096;12,0;18,0;17,0;14,0;12,0;12,0;12,0;12,0;0,0;2,0;3,0;3,0;4,0;1,0;0,0;-3,0;-5,0;-5,0;-5,0;-5,0;-17,0;-15,0;-14,0;-14,0;-13,0
50097;12,0;14,0;13,0;10,0;8,0;8,0;8,0;8,0;-4,0;-2,0;-1,0;-1,0;0,0;9,0;8,0;5,0;3,0;3,0;3,0;3,0;-9,0;-7,0;-6,0;-6,0;-5,0
50098;12,0;15,0;14,0;11,0;9,0;9,0;9,0;9,0;-3,0;-1,0;0,0;0,0;1,0;8,0;7,0;4,0;2,0;2,0;2,0;2,0;-10,0;-8,0;-7,0;-7,0;-6,0
50099;13,0;17,0;15,0;15,0;13,0;11,0;11,0;10,0;0,0;1,0;2,0;2,0;2,0;2,0;0,0;0,0;-2,0;-4,0;-4,0;-5,0;-15,0;-14,0;-13,0;-13,0;-13,0
