val_loss,val_accuracy,val_rps,epoch,step,train_loss_epoch,train_accuracy_epoch
1.2142342329025269,0.25,0.6266739964485168,0,0,,
,,,0,0,1.1048815250396729,0.375
1.1554594039916992,0.25,0.5444213151931763,1,1,,
,,,1,1,1.0888415575027466,0.375
