matchId;match;draw;home;away;prediction;label
9117;9117;0,38312197380625873;0,2776748023734069;0,33920322382033435;0;1
9123;9123;0,2997320592558808;0,4828826666525977;0,2173852740915215;1;2
9135;9135;0,29302336616173374;0,4873805686205085;0,21959606521775782;1;1
9139;9139;0,17848229804194032;0,720097408940331;0,10142029301772874;1;1
9141;9141;0,3191872693656255;0,2627054761680448;0,4181072544663297;2;2
9153;9153;0,29676487708443694;0,4849912041951238;0,21824391872043933;1;0
9180;9180;0,3269777933644766;0,23213143442175072;0,44089077221377276;2;0
9183;9183;0,24383217875656074;0,626051462384121;0,13011635885931827;1;0
9191;9191;0,3072662333344943;0,4615589656074486;0,2311748010580572;1;0
9193;9193;0,3260565995248876;0,255804577074848;0,4181388234002644;2;0
9202;9202;0,3043201764841555;0,49988501691169523;0,19579480660414927;1;0
9216;9216;0,20432293592999703;0,5386839993883964;0,25699306468160665;1;0
9222;9222;0,16102461246333408;0,7496386429416166;0,0893367445950494;1;1
9490;9490;0,2948417999380087;0,432807875089746;0,2723503249722453;1;1
9564;9564;0,29604858156948954;0,3044880751461555;0,39946334328435495;2;2
9565;9565;0,2887319658456328;0,5191698751330803;0,19209815902128702;1;1
9582;9582;0,2969586870838899;0,5063232860292185;0,19671802688689152;1;2
9593;9593;0,25142911160012726;0,6134972469230474;0,1350736414768253;1;1
9610;9610;0,22578467938105418;0,645889948454138;0,12832537216480783;1;1
9614;9614;0,2825282770747416;0,38720783905222794;0,3302638838730304;1;1
9689;9689;0,2698940825305718;0,28088680532905286;0,4492191121403753;2;0
9690;9690;0,26223345389383285;0,39191385229512027;0,345852693811047;1;1
9719;9719;0,2244135337124512;0,6293704908311837;0,14621597545636508;1;1
9729;9729;0,2948129005085523;0,43505189976983955;0,27013519972160815;1;0
9738;9738;0,21982076813680432;0,6174844127464948;0,1626948191167009;1;0
9741;9741;0,23447709743833775;0,6352638729691024;0,13025902959255986;1;1
9745;9745;0,24159991121971844;0,5442556545638322;0,21414443421644935;1;0
9746;9746;0,2629960908790739;0,4490355322647671;0,28796837685615906;1;1
9748;9748;0,27124237852874045;0,5732912794703647;0,15546634200089476;1;0
9760;9760;0,19673738953022957;0,6660006942048525;0,13726191626491782;1;1
9761;9761;0,2526406185907363;0,435474225937168;0,3118851554720958;1;1
9768;9768;0,2303934310838129;0,47670655017589353;0,2929000187402936;1;1
9775;9775;0,28143467236687203;0,40682020932315;0,3117451183099779;1;0
9929;9929;0,3246324717290448;0,25837320208264897;0,4169943261883061;2;0
9933;9933;0,2605588434422321;0,3141722957677893;0,42526886078997855;2;1
9979;9979;0,2574148359813309;0,5339849527301305;0,20860021128853865;1;0
9988;9988;0,18104577784233422;0,7200031267209916;0,09895109543667416;1;1
10037;10037;0,2284658496852119;0,6553983853806921;0,11613576493409596;1;2
10044;10044;0,2813523335612604;0,4132990843313235;0,3053485821074161;1;1
10051;10051;0,2825718036191663;0,4870042920597883;0,23042390432104534;1;2
10058;10058;0,2526716198904708;0,4691734968270891;0,27815488328244015;1;0
10071;10071;0,2840836825047715;0,4396958620345945;0,27622045546063406;1;1
10109;10109;0,20298753147964832;0,7027009548449753;0,09431151367537641;1;0
10128;10128;0,2213923499271692;0,6190202579717194;0,1595873921011113;1;1
10137;10137;0,27680917399422367;0,2159351029172267;0,5072557230885496;2;2
