version;datetime;validation;test;activation;b1;b2;batch_size;dropout;gamma_pi;lamda;learning_rate;len_test;len_train;len_val;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
0;2024-05-16 10:34:38.151743;0,4652777910232544;;relu;0,09221657505452462;0,44318594101436165;16;;0,5202075970514373;0,09255799912455055;0,009044093648397164;2580;17225;5194;batchnorm;;10;17,0;11,0;;;;;3;adam;normalizer
1;2024-05-16 10:45:37.925250;0,524609386920929;;leaky_relu;0,47182285488384895;0,09800216634233079;256;0,6051219124779845;0,07788067126711884;0,05649145703188694;0,008186673467121883;2580;17225;5194;dropout;;6;8,0;30,0;14,0;;0,08544455401307872;;4;adam;minmax
2;2024-05-16 10:48:19.330411;0,528515636920929;;selu;;;512;;0,9247367541150918;0,026456536711224585;0,08191056299022009;2580;17225;5194;batchnorm;0,016816174215272248;23;27,0;5,0;10,0;17,0;;True;5;sgd;maxabs
3;2024-05-16 10:50:17.290816;0,4593749940395355;;leaky_relu;;;512;;0,09670360273925616;0,07531962006335342;0,7688701773211598;2580;17225;5194;vanilla;0,027641636449057077;22;21,0;20,0;20,0;;0,09643438841237012;True;4;sgd;normalizer
4;2024-05-16 10:52:07.635689;0,5329861044883728;;selu;;;32;;0,7108328496301665;0,08271325120636505;0,25164583562073284;2580;17225;5194;vanilla;0,10355497279283545;26;8,0;24,0;11,0;;;False;4;sgd;minmax
5;2024-05-16 10:57:11.125915;0,45949074625968933;;selu;0,5925278390582334;0,7821628735247864;64;;0,8215531626889485;0,06854439563296771;0,2205780339430243;2580;17225;5194;vanilla;;23;13,0;;;;;;2;adam;maxabs
6;2024-05-16 11:00:35.291982;0,5140817761421204;;leaky_relu;;;64;;0,3345333807141096;0,02189029587970808;0,025865285865899645;2580;17225;5194;batchnorm;0,017184057986188696;11;12,0;;;;0,05315619999884256;False;2;sgd;minmax
7;2024-05-16 11:04:12.660773;0,4593749940395355;;relu;;;512;0,37398890076270486;0,8749751960694623;0,030573026831697964;0,09650299989653639;2580;17225;5194;dropout;0,05981030950543444;17;17,0;14,0;16,0;;;False;4;sgd;normalizer
8;2024-05-16 11:06:03.601274;0,5238281488418579;;relu;;;256;;0,616802866925308;0,05872696014819068;0,11194209065369795;2580;17225;5194;vanilla;0,02410455147315508;23;23,0;;;;;False;2;sgd;maxabs
9;2024-05-16 11:08:24.575709;0,5287109613418579;;selu;0,3331372217070917;0,32398708525669057;512;;0,6237021556843367;0,013538215617840674;0,22924712859228594;2580;17225;5194;batchnorm;;10;;;;;;;1;adam;normalizer
10;2024-05-16 11:10:28.014122;0,5260416865348816;;selu;;;32;;0,7388078250258264;0,09458321114661242;0,001231797266387677;2580;17225;5194;vanilla;0,7491714237244613;30;3,0;26,0;3,0;3,0;;False;5;sgd;minmax
11;2024-05-16 11:16:17.925305;0,45949074625968933;;selu;0,9952855499375033;0,2955384659670328;32;;0,6506622153461074;0,012188171102759706;0,7889012465987464;2580;17225;5194;batchnorm;;3;;;;;;;1;adam;normalizer
