version;datetime;validation;test;activation;b1;b2;batch_size;dropout;gamma_pi;lamda;learning_rate;len_test;len_train;len_val;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
0;2024-05-17 15:24:06.236071;0,665710985660553;;relu;0,19382883549840063;0,4197936720915529;16;;0,5820933316661046;0,09539917945593428;0,022183172526078484;1604;13724;3498;vanilla;;29;27,0;5,0;;;;;3;adam;minmax
1;2024-05-17 15:33:26.884787;0,6165364384651184;;leaky_relu;;;512;;0,7725005274144253;0,015470890653311434;0,02355815971122573;1604;13724;3498;vanilla;0,3757678619759277;11;;;;;0,03406670450455896;False;1;sgd;maxabs
2;2024-05-17 15:36:12.563811;0,6494140625;;leaky_relu;0,7435765715002113;0,7585731612243091;512;;0,33309523704699706;0,008672288887857127;0,024891226856175182;1604;13724;3498;batchnorm;;8;26,0;27,0;;;0,08047288315730791;;3;adam;normalizer
3;2024-05-17 15:38:20.990904;0,6505160331726074;;relu;0,09575293414046092;0,4474902705062205;32;;0,16124475701394947;0,058279380244788195;0,0010335841364745191;1604;13724;3498;batchnorm;;29;30,0;17,0;9,0;;;;4;adam;minmax
4;2024-05-17 15:43:25.227179;0,65625;;leaky_relu;;;16;;0,37618841739570064;0,0820343996235637;0,0019259525383546847;1604;13724;3498;vanilla;0,0044015422487086835;19;;;;;0,0741233475661315;True;1;sgd;maxabs
5;2024-05-17 15:57:50.931217;0,4565972089767456;;relu;;;64;0,36582884541404403;0,050404128228515976;0,08644429603181758;0,00424889962817392;1604;13724;3498;dropout;0,058602397997322024;14;12,0;24,0;;;;False;3;sgd;maxabs
6;2024-05-17 16:00:51.920326;0,5885416865348816;;selu;;;64;;0,4900738352054798;0,04182310615740339;0,022024451281384583;1604;13724;3498;vanilla;0,0018431609172348676;19;29,0;13,0;;;;False;3;sgd;normalizer
7;2024-05-17 16:07:24.571927;0,6394675970077515;;selu;0,014754792433770952;0,7427759566499065;128;;0,8213609581887864;0,07065108151979475;0,0010921778912138034;1604;13724;3498;vanilla;;19;;;;;;;1;adam;normalizer
8;2024-05-17 16:13:03.119905;0,599197268486023;;leaky_relu;;;32;0,36471775611672064;0,08189197353324232;0,02941281616284923;0,24385920758417418;1604;13724;3498;dropout;0,8416669208840367;4;14,0;21,0;;;0,046121728202213386;False;3;sgd;maxabs
9;2024-05-17 16:19:19.845438;0,6880733966827393;;relu;;;16;;0,6321468037982684;0,06958164117388387;0,019786563094526227;1604;13724;3498;vanilla;0,0017528427775987802;20;;;;;;False;1;sgd;maxabs
10;2024-05-17 16:26:10.672135;0,6640625;;relu;;;256;;0,99878657377784;0,060047942225023444;0,7143700517699607;1604;13724;3498;batchnorm;0,0014080283680817174;25;4,0;3,0;30,0;22,0;;True;5;sgd;maxabs
11;2024-05-17 16:28:25.163610;0,45756879448890686;;relu;0,41368918171594043;0,0966268118223928;16;;0,6409257742781683;0,09943296538569957;0,07980287806751647;1604;13724;3498;vanilla;;30;21,0;;;;;;2;adam;minmax
12;2024-05-17 16:35:23.098220;0,6553899049758911;;relu;0,37873879808491784;0,3482059091751691;16;;0,6243061368836338;0,09567106700573594;0,008220083825566118;1604;13724;3498;vanilla;;24;22,0;;;;;;2;adam;minmax
13;2024-05-17 16:39:52.930755;0,45756879448890686;;relu;0,950232473673975;0,9012884332207369;16;;0,5321184336139384;0,07412787035728223;0,07079245859678605;1604;13724;3498;vanilla;;24;19,0;3,0;25,0;3,0;;;5;adam;minmax
14;2024-05-17 16:43:56.067862;0,6986811757087708;;relu;;;16;;0,7421509516721791;0,07176870321156194;0,008469870861829753;1604;13724;3498;vanilla;0,006917969935814635;26;9,0;;;;;False;2;sgd;minmax
15;2024-05-17 17:00:53.764618;0,4565972089767456;;relu;;;128;0,6864252333536691;0,7379711389966075;0,049421518542976425;0,010023799766725862;1604;13724;3498;dropout;0,00845883858924496;22;7,0;;;;;False;2;sgd;maxabs
16;2024-05-17 17:03:09.411318;0,5748196840286255;;selu;;;256;;0,8983774326543239;0,07011588194047004;0,00516724739977595;1604;13724;3498;vanilla;0,011099266023219095;15;9,0;;;;;False;2;sgd;minmax
17;2024-05-17 17:05:45.709735;0,6806192398071289;;relu;;;16;;0,7027542879838876;0,06305716220025429;0,011344880139012017;1604;13724;3498;vanilla;0,0010378669469603117;26;;;;;;False;1;sgd;minmax
18;2024-05-17 17:20:49.037695;0,615539014339447;;relu;;;16;0,13042063847183727;0,8498579828468447;0,08287547345773331;0,054140836441152564;1604;13724;3498;dropout;0,004031243112453538;21;3,0;;;;;True;2;sgd;maxabs
19;2024-05-17 17:28:36.492023;0,6284403800964355;;selu;;;16;;0,6744442263434924;0,049488615263909186;0,002931283825340309;1604;13724;3498;batchnorm;0,02626232643316312;27;14,0;30,0;3,0;;;False;4;sgd;normalizer
20;2024-05-17 17:41:28.724096;0,4768880307674408;;relu;;;512;;0,7406813904755715;0,07542480047534984;0,011473834866822723;1604;13724;3498;vanilla;0,003258683161893983;17;;;;;;False;1;sgd;minmax
