version;datetime;validation;test;activation;b1;b2;batch_size;dropout;gamma_pi;lamda;learning_rate;len_test;len_train;len_val;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
0;2024-05-16 01:25:01.632412;0,54347825050354;;selu;0,8006910194465755;0,45829834509975864;32;;0,5780347954205718;0,09856143940569032;0,016020987681923626;2282;17503;5161;batchnorm;;17;;;;;;;1;adam;maxabs
1;2024-05-16 01:29:08.866772;0,5894531011581421;;leaky_relu;0,6396779746373707;0,766183589690051;512;;0,7989181694268233;0,06426087355026747;0,0030676426795928167;2282;17503;5161;vanilla;;15;8,0;;;;0,014347688523906076;;2;adam;normalizer
2;2024-05-16 01:31:13.354028;0,5814453363418579;;relu;0,8198329557595115;0,8954684724952597;128;;0,6764397115201599;0,0880646554985569;0,029108645462085084;2282;17503;5161;batchnorm;;12;27,0;24,0;9,0;;;;4;adam;minmax
3;2024-05-16 01:33:45.499125;0,4602096378803253;;relu;0,27510113445924894;0,5332415491658207;32;;0,4369617769097043;0,03048211151720574;0,45430476373262996;2282;17503;5161;batchnorm;;10;20,0;13,0;9,0;29,0;;;5;adam;normalizer
4;2024-05-16 01:38:48.237558;0,46015626192092896;;selu;0,2856404133943978;0,8394451431559705;128;0,6721814931831862;0,3542948239148935;0,05044322244776033;0,32930905253954595;2282;17503;5161;dropout;;8;18,0;;;;;;2;adam;maxabs
5;2024-05-16 01:41:01.793413;0,4814453125;;leaky_relu;0,9628274183570282;0,808455094179872;64;;0,3835758041303913;0,01949590389961449;0,018444832597590697;2282;17503;5161;batchnorm;;13;;;;;0,08835497933256845;;1;adam;maxabs
6;2024-05-16 01:43:50.881601;0,46015626192092896;;relu;0,7215864490649054;0,3288646412910338;512;0,22214841930248946;0,9801163660703955;0,016047131614504603;0,555515903309763;2282;17503;5161;dropout;;4;;;;;;;1;adam;maxabs
7;2024-05-16 01:45:32.826908;0,46015626192092896;;selu;;;128;;0,5643166576946334;0,09244269863473767;0,010780852962160479;2282;17503;5161;vanilla;0,03889217622981192;19;17,0;;;;;False;2;sgd;normalizer
8;2024-05-16 01:47:43.374092;0,606640636920929;;relu;0,6359908379304098;0,5709187742300001;512;;0,9591148524674767;0,055897760833865724;0,001161184557801522;2282;17503;5161;vanilla;;16;24,0;;;;;;2;adam;maxabs
9;2024-05-16 01:49:46.074341;0,6175781488418579;;leaky_relu;0,13052290319866408;0,9734615466390985;128;;0,39504358395864236;0,035471162511698795;0,05471095301174185;2282;17503;5161;batchnorm;;14;;;;;0,06913526842994058;;1;adam;normalizer
10;2024-05-16 01:52:53.354907;0,5960791707038879;;leaky_relu;;;16;;0,12457043645354338;0,008513858867715156;0,10187668980911366;2282;17503;5161;batchnorm;0,001016634070236843;27;4,0;6,0;;;0,07023815519120861;True;3;sgd;minmax
